Frame,Time,SMPTE,bar_left_ankle_x,bar_left_ankle_y,bar_left_ankle_z
1,0.0,00:58:06:08,2297.996,1162.66,61.925
2,0.01,00:58:06:08,2297.993,1162.663,61.89
3,0.02,00:58:06:08,2298.002,1162.68,61.908
4,0.03,00:58:06:09,2297.9970000000003,1162.691,61.835
5,0.04,00:58:06:09,2297.992,1162.719,61.788000000000004
6,0.05,00:58:06:09,2298.006,1162.7,61.788999999999994
7,0.06,00:58:06:09,2298.027,1162.708,61.768
8,0.07,00:58:06:10,2298.033,1162.703,61.793
9,0.08,00:58:06:10,2298.047,1162.677,61.785
10,0.09,00:58:06:10,2298.064,1162.74,61.768
11,0.1,00:58:06:10,2298.076,1162.711,61.717
12,0.11,00:58:06:11,2298.081,1162.745,61.748000000000005
13,0.12,00:58:06:11,2298.095,1162.749,61.745
14,0.13,00:58:06:11,2298.074,1162.729,61.735
15,0.14,00:58:06:11,2298.0660000000003,1162.7269999999999,61.738
16,0.15,00:58:06:12,2298.098,1162.685,61.78
17,0.16,00:58:06:12,2298.06,1162.756,61.67
18,0.17,00:58:06:12,2298.089,1162.714,61.692
19,0.18,00:58:06:12,2298.092,1162.725,61.7
20,0.19,00:58:06:13,2298.083,1162.715,61.685
21,0.2,00:58:06:13,2298.109,1162.713,61.74
22,0.21,00:58:06:13,2298.099,1162.6960000000001,61.722
23,0.22,00:58:06:13,2298.1,1162.729,61.676
24,0.23,00:58:06:14,2298.109,1162.745,61.685
25,0.24,00:58:06:14,2298.123,1162.693,61.716
26,0.25,00:58:06:14,2298.1020000000003,1162.711,61.693000000000005
27,0.26,00:58:06:14,2298.094,1162.657,61.717
28,0.27,00:58:06:15,2298.053,1162.6760000000002,61.75
29,0.28,00:58:06:15,2298.036,1162.645,61.78
30,0.29,00:58:06:15,2298.031,1162.674,61.766000000000005
31,0.3,00:58:06:15,2298.036,1162.68,61.836999999999996
32,0.31,00:58:06:16,2298.011,1162.705,61.78
33,0.32,00:58:06:16,2298.035,1162.704,61.833
34,0.33,00:58:06:16,2298.002,1162.712,61.787
35,0.34,00:58:06:16,2298.006,1162.678,61.782
36,0.35,00:58:06:17,2298.027,1162.683,61.82
37,0.36,00:58:06:17,2298.014,1162.665,61.857
38,0.37,00:58:06:17,2298.005,1162.673,61.869
39,0.38,00:58:06:17,2297.9829999999997,1162.698,61.828
40,0.39,00:58:06:18,2297.9829999999997,1162.671,61.836999999999996
41,0.4,00:58:06:18,2297.97,1162.723,61.861000000000004
42,0.41,00:58:06:18,2297.996,1162.683,61.864
43,0.42,00:58:06:18,2297.991,1162.678,61.893
44,0.43,00:58:06:19,2297.975,1162.703,61.851000000000006
45,0.44,00:58:06:19,2297.9829999999997,1162.7089999999998,61.86600000000001
46,0.45,00:58:06:19,2298.004,1162.755,61.81
47,0.46,00:58:06:19,2297.996,1162.735,61.833
48,0.47,00:58:06:20,2297.9970000000003,1162.721,61.831
49,0.48,00:58:06:20,2298.03,1162.6860000000001,61.857
50,0.49,00:58:06:20,2298.038,1162.73,61.885
51,0.5,00:58:06:20,2298.0029999999997,1162.725,61.845
52,0.51,00:58:06:21,2298.015,1162.725,61.873000000000005
53,0.52,00:58:06:21,2298.001,1162.756,61.898
54,0.53,00:58:06:21,2297.9970000000003,1162.723,61.878
55,0.54,00:58:06:21,2297.98,1162.732,61.871
56,0.55,00:58:06:22,2298.007,1162.682,61.928999999999995
57,0.56,00:58:06:22,2297.98,1162.733,61.896
58,0.57,00:58:06:22,2297.988,1162.7069999999999,61.93600000000001
59,0.58,00:58:06:22,2297.991,1162.7169999999999,61.916000000000004
60,0.59,00:58:06:23,2297.98,1162.712,61.938
61,0.6,00:58:06:23,2297.96,1162.733,61.93
62,0.61,00:58:06:23,2297.979,1162.67,61.971000000000004
63,0.62,00:58:06:23,2297.9629999999997,1162.723,61.985
64,0.63,00:58:06:24,2297.958,1162.7269999999999,61.96
65,0.64,00:58:06:24,2297.9570000000003,1162.729,61.951
66,0.65,00:58:06:24,2297.9320000000002,1162.71,61.903
67,0.66,00:58:06:24,2297.9570000000003,1162.718,61.93899999999999
68,0.67,00:58:07:00,2297.971,1162.685,61.958999999999996
69,0.68,00:58:07:00,2298.021,1162.702,61.97
70,0.69,00:58:07:00,2298.024,1162.6960000000001,61.935
71,0.7,00:58:07:00,2298.02,1162.678,61.92
72,0.71,00:58:07:01,2298.089,1162.688,61.968
73,0.72,00:58:07:01,2298.114,1162.684,61.879
