Frame,Time,SMPTE,bar_right_elbow_x,bar_right_elbow_y,bar_right_elbow_z
1,0.0,00:58:06:08,1661.2055,1074.9665,1314.875
2,0.01,00:58:06:08,1661.2825,1074.94,1314.67
3,0.02,00:58:06:08,1661.3375,1074.9125,1314.505
4,0.03,00:58:06:09,1661.3755,1074.924,1314.3485
5,0.04,00:58:06:09,1661.364,1074.8935,1314.3555
6,0.05,00:58:06:09,1661.476,1074.8765,1314.0839999999998
7,0.06,00:58:06:09,1661.5120000000002,1074.8795,1313.976
8,0.07,00:58:06:10,1661.5655,1074.906,1313.865
9,0.08,00:58:06:10,1661.589,1074.965,1313.739
10,0.09,00:58:06:10,1661.6195,1075.0055,1313.6255
11,0.1,00:58:06:10,1661.6795,1075.0365,1313.5055
12,0.11,00:58:06:11,1661.7225,1075.088,1313.371
13,0.12,00:58:06:11,1661.7845,1075.139,1313.2235
14,0.13,00:58:06:11,1661.8565,1075.2025,1313.0535
15,0.14,00:58:06:11,1661.8995,1075.2505,1312.879
16,0.15,00:58:06:12,1661.9879999999998,1075.2735,1312.6879999999999
17,0.16,00:58:06:12,1662.079,1075.2910000000002,1312.46
18,0.17,00:58:06:12,1662.1895,1075.281,1312.2565
19,0.18,00:58:06:12,1662.325,1075.249,1312.0125
20,0.19,00:58:06:13,1662.4489999999998,1075.2285,1311.7379999999998
21,0.2,00:58:06:13,1662.606,1075.1585,1311.4560000000001
22,0.21,00:58:06:13,1662.7665,1075.069,1311.148
23,0.22,00:58:06:13,1662.9205,1074.9795,1310.8145
24,0.23,00:58:06:14,1663.0585,1074.875,1310.4515
25,0.24,00:58:06:14,1663.2120000000002,1074.729,1310.109
26,0.25,00:58:06:14,1663.3425,1074.5465,1309.775
27,0.26,00:58:06:14,1663.454,1074.3085,1309.4285
28,0.27,00:58:06:15,1663.5675,1074.029,1309.099
29,0.28,00:58:06:15,1663.6525,1073.7835,1308.747
30,0.29,00:58:06:15,1663.7089999999998,1073.5725,1308.4335
31,0.3,00:58:06:15,1663.783,1073.3775,1308.1455
32,0.31,00:58:06:16,1663.8255,1073.1695,1307.8945
33,0.32,00:58:06:16,1663.8505,1072.9669999999999,1307.7005
34,0.33,00:58:06:16,1663.8755,1072.76,1307.5510000000002
35,0.34,00:58:06:16,1663.8525,1072.553,1307.4260000000002
36,0.35,00:58:06:17,1663.8455,1072.3375,1307.353
37,0.36,00:58:06:17,1663.8029999999999,1072.18,1307.316
38,0.37,00:58:06:17,1663.7575,1071.9965,1307.3
39,0.38,00:58:06:17,1663.711,1071.825,1307.3375
40,0.39,00:58:06:18,1663.6945,1071.6865,1307.392
41,0.4,00:58:06:18,1663.6370000000002,1071.5405,1307.483
42,0.41,00:58:06:18,1663.5815,1071.3725,1307.6075
