Frame,Time,SMPTE,bar_left_foot_x,bar_left_foot_y,bar_left_foot_z
1,0.0,00:58:06:08,2273.2227,1074.5817,30.4823
2,0.01,00:58:06:08,2273.2307,1074.5910000000001,30.463
3,0.02,00:58:06:08,2273.2197,1074.5897,30.4623
4,0.03,00:58:06:09,2273.2207,1074.6087,30.4527
5,0.04,00:58:06:09,2273.2467,1074.5283,30.487
6,0.05,00:58:06:09,2273.252,1074.5033,30.4923
7,0.06,00:58:06:09,2273.2553,1074.5127,30.4813
8,0.07,00:58:06:10,2273.2670000000003,1074.5073,30.4897
9,0.08,00:58:06:10,2273.274,1074.511,30.4847
10,0.09,00:58:06:10,2273.2677,1074.511,30.491999999999997
11,0.1,00:58:06:10,2273.2783,1074.522,30.4883
12,0.11,00:58:06:11,2273.2847,1074.5213,30.49
13,0.12,00:58:06:11,2273.2843,1074.5137,30.485
14,0.13,00:58:06:11,2273.2847,1074.5167,30.4927
15,0.14,00:58:06:11,2273.2817,1074.5197,30.4903
16,0.15,00:58:06:12,2273.286,1074.5073,30.4813
17,0.16,00:58:06:12,2273.2747,1074.5207,30.487
18,0.17,00:58:06:12,2273.276,1074.5147,30.4953
19,0.18,00:58:06:12,2273.272,1074.5183,30.4773
20,0.19,00:58:06:13,2273.2843,1074.5203,30.480999999999998
21,0.2,00:58:06:13,2273.2827,1074.511,30.493000000000002
22,0.21,00:58:06:13,2273.2757,1074.5217,30.4917
23,0.22,00:58:06:13,2273.285,1074.515,30.493000000000002
24,0.23,00:58:06:14,2273.2857,1074.5163,30.476999999999997
25,0.24,00:58:06:14,2273.2813,1074.5243,30.4767
26,0.25,00:58:06:14,2273.2633,1074.511,30.4817
27,0.26,00:58:06:14,2273.257,1074.5047,30.487
28,0.27,00:58:06:15,2273.252,1074.4827,30.4883
29,0.28,00:58:06:15,2273.239,1074.496,30.4923
30,0.29,00:58:06:15,2273.237,1074.5013,30.491999999999997
31,0.3,00:58:06:15,2273.232,1074.4983,30.485
32,0.31,00:58:06:16,2273.231,1074.4837,30.4923
33,0.32,00:58:06:16,2273.228,1074.4907,30.4853
34,0.33,00:58:06:16,2273.2227,1074.4823,30.4877
35,0.34,00:58:06:16,2273.2343,1074.482,30.488000000000003
36,0.35,00:58:06:17,2273.234,1074.4773,30.5027
37,0.36,00:58:06:17,2273.2267,1074.483,30.4967
38,0.37,00:58:06:17,2273.243,1074.4783,30.5043
39,0.38,00:58:06:17,2273.2277,1074.4797,30.502
40,0.39,00:58:06:18,2273.223,1074.4813,30.4983
41,0.4,00:58:06:18,2273.2173,1074.4773,30.499000000000002
42,0.41,00:58:06:18,2273.2303,1074.4777,30.5137
43,0.42,00:58:06:18,2273.2307,1074.4797,30.502
44,0.43,00:58:06:19,2273.2397,1074.472,30.5003
45,0.44,00:58:06:19,2273.2527,1074.4733,30.5123
46,0.45,00:58:06:19,2273.252,1074.4693,30.5143
47,0.46,00:58:06:19,2273.2563,1074.482,30.4987
48,0.47,00:58:06:20,2273.2529999999997,1074.4587,30.5
49,0.48,00:58:06:20,2273.261,1074.4769999999999,30.4973
50,0.49,00:58:06:20,2273.2603,1074.463,30.4967
51,0.5,00:58:06:20,2273.2633,1074.4697,30.518
52,0.51,00:58:06:21,2273.2583,1074.4573,30.502
53,0.52,00:58:06:21,2273.2517,1074.461,30.515
54,0.53,00:58:06:21,2273.2447,1074.4547,30.5247
55,0.54,00:58:06:21,2273.2453,1074.46,30.5313
56,0.55,00:58:06:22,2273.243,1074.4497,30.5227
57,0.56,00:58:06:22,2273.2457,1074.4497,30.5197
58,0.57,00:58:06:22,2273.2363,1074.4477,30.525
59,0.58,00:58:06:22,2273.2423,1074.445,30.526
60,0.59,00:58:06:23,2273.2317,1074.4389999999999,30.5383
61,0.6,00:58:06:23,2273.2277,1074.4263,30.5413
