Frame,Time,SMPTE,bar_right_shoulder_x,bar_right_shoulder_y,bar_right_shoulder_z
1,0.0,00:58:06:08,2000.977,1050.236,1456.8339999999998
2,0.01,00:58:06:08,2000.9779999999998,1050.183,1456.8339999999998
3,0.02,00:58:06:08,2000.9660000000001,1050.127,1456.8010000000002
4,0.03,00:58:06:09,2000.97,1050.095,1456.769
5,0.04,00:58:06:09,2000.961,1050.076,1456.838
6,0.05,00:58:06:09,2001.017,1050.066,1456.741
7,0.06,00:58:06:09,2001.005,1050.052,1456.7060000000001
8,0.07,00:58:06:10,2000.983,1050.056,1456.715
9,0.08,00:58:06:10,2000.989,1050.0639999999999,1456.684
10,0.09,00:58:06:10,2000.976,1050.072,1456.672
11,0.1,00:58:06:10,2000.981,1050.056,1456.683
12,0.11,00:58:06:11,2000.993,1050.063,1456.6770000000001
13,0.12,00:58:06:11,2000.995,1050.055,1456.691
14,0.13,00:58:06:11,2001.031,1050.03,1456.705
15,0.14,00:58:06:11,2001.04,1049.998,1456.685
16,0.15,00:58:06:12,2001.0929999999998,1049.968,1456.734
17,0.16,00:58:06:12,2001.119,1049.937,1456.7420000000002
18,0.17,00:58:06:12,2001.155,1049.9,1456.753
19,0.18,00:58:06:12,2001.21,1049.845,1456.776
20,0.19,00:58:06:13,2001.247,1049.7930000000001,1456.7820000000002
21,0.2,00:58:06:13,2001.285,1049.698,1456.809
22,0.21,00:58:06:13,2001.3270000000002,1049.573,1456.8020000000001
23,0.22,00:58:06:13,2001.369,1049.435,1456.838
24,0.23,00:58:06:14,2001.375,1049.269,1456.8029999999999
25,0.24,00:58:06:14,2001.4070000000002,1049.085,1456.7920000000001
26,0.25,00:58:06:14,2001.42,1048.905,1456.73
27,0.26,00:58:06:14,2001.4370000000001,1048.687,1456.6860000000001
28,0.27,00:58:06:15,2001.4170000000001,1048.483,1456.602
29,0.28,00:58:06:15,2001.381,1048.249,1456.52
30,0.29,00:58:06:15,2001.3729999999998,1047.992,1456.4560000000001
31,0.3,00:58:06:15,2001.346,1047.764,1456.371
32,0.31,00:58:06:16,2001.344,1047.508,1456.309
33,0.32,00:58:06:16,2001.3239999999998,1047.241,1456.241
34,0.33,00:58:06:16,2001.285,1046.999,1456.1879999999999
35,0.34,00:58:06:16,2001.254,1046.75,1456.134
36,0.35,00:58:06:17,2001.2020000000002,1046.521,1456.0929999999998
37,0.36,00:58:06:17,2001.15,1046.32,1456.06
38,0.37,00:58:06:17,2001.114,1046.08,1456.0220000000002
39,0.38,00:58:06:17,2001.1,1045.91,1456.026
40,0.39,00:58:06:18,2001.0629999999999,1045.73,1456.03
41,0.4,00:58:06:18,2001.045,1045.586,1456.0479999999998
42,0.41,00:58:06:18,2001.016,1045.396,1456.037
43,0.42,00:58:06:18,2000.98,1045.241,1456.0510000000002
44,0.43,00:58:06:19,2000.9520000000002,1045.095,1456.06
45,0.44,00:58:06:19,2000.9229999999998,1044.924,1456.0320000000002
46,0.45,00:58:06:19,2000.9029999999998,1044.749,1456.029
47,0.46,00:58:06:19,2000.881,1044.5919999999999,1456.03
48,0.47,00:58:06:20,2000.866,1044.422,1455.989
49,0.48,00:58:06:20,2000.8570000000002,1044.261,1455.9479999999999
50,0.49,00:58:06:20,2000.82,1044.087,1455.924
51,0.5,00:58:06:20,2000.815,1043.923,1455.934
52,0.51,00:58:06:21,2000.805,1043.749,1455.898
53,0.52,00:58:06:21,2000.785,1043.575,1455.8970000000002
54,0.53,00:58:06:21,2000.77,1043.403,1455.896
55,0.54,00:58:06:21,2000.77,1043.234,1455.9260000000002
56,0.55,00:58:06:22,2000.75,1043.095,1455.932
57,0.56,00:58:06:22,2000.725,1042.935,1455.921
58,0.57,00:58:06:22,2000.7079999999999,1042.764,1455.9270000000001
59,0.58,00:58:06:22,2000.7089999999998,1042.611,1455.88
60,0.59,00:58:06:23,2000.67,1042.442,1455.9170000000001
61,0.6,00:58:06:23,2000.685,1042.28,1455.888
62,0.61,00:58:06:23,2000.644,1042.113,1455.898
63,0.62,00:58:06:23,2000.594,1041.978,1455.89
64,0.63,00:58:06:24,2000.567,1041.808,1455.8570000000002
65,0.64,00:58:06:24,2000.5220000000002,1041.678,1455.856
66,0.65,00:58:06:24,2000.494,1041.553,1455.83
67,0.66,00:58:06:24,2000.441,1041.412,1455.8210000000001
68,0.67,00:58:07:00,2000.412,1041.287,1455.8020000000001
69,0.68,00:58:07:00,2000.3629999999998,1041.147,1455.7879999999998
70,0.69,00:58:07:00,2000.3110000000001,1040.976,1455.769
71,0.7,00:58:07:00,2000.264,1040.803,1455.765
72,0.71,00:58:07:01,2000.207,1040.644,1455.765
73,0.72,00:58:07:01,2000.1770000000001,1040.4389999999999,1455.7060000000001
74,0.73,00:58:07:01,2000.102,1040.208,1455.7
75,0.74,00:58:07:01,2000.021,1039.973,1455.6529999999998
76,0.75,00:58:07:02,1999.941,1039.705,1455.586
77,0.76,00:58:07:02,1999.871,1039.443,1455.5
78,0.77,00:58:07:02,1999.749,1039.174,1455.421
79,0.78,00:58:07:02,1999.6229999999998,1038.886,1455.3
80,0.79,00:58:07:03,1999.516,1038.624,1455.203
81,0.8,00:58:07:03,1999.42,1038.38,1455.152
82,0.81,00:58:07:03,1999.307,1038.161,1455.0839999999998
83,0.82,00:58:07:03,1999.223,1037.93,1455.015
84,0.83,00:58:07:04,1999.136,1037.728,1455.0120000000002
85,0.84,00:58:07:04,1999.0639999999999,1037.599,1455.021
86,0.85,00:58:07:04,1998.996,1037.445,1455.036
87,0.86,00:58:07:04,1998.942,1037.368,1455.0710000000001
88,0.87,00:58:07:05,1998.906,1037.274,1455.131
89,0.88,00:58:07:05,1998.852,1037.221,1455.2020000000002
90,0.89,00:58:07:05,1998.845,1037.192,1455.251
91,0.9,00:58:07:05,1998.8020000000001,1037.126,1455.317
92,0.91,00:58:07:06,1998.7820000000002,1037.121,1455.378
93,0.92,00:58:07:06,1998.75,1037.129,1455.4189999999999
94,0.93,00:58:07:06,1998.703,1037.131,1455.4270000000001
95,0.94,00:58:07:06,1998.641,1037.1589999999999,1455.4370000000001
96,0.95,00:58:07:07,1998.58,1037.22,1455.444
97,0.96,00:58:07:07,1998.504,1037.2910000000002,1455.442
98,0.97,00:58:07:07,1998.4370000000001,1037.362,1455.4379999999999
99,0.98,00:58:07:07,1998.35,1037.412,1455.4
100,0.99,00:58:07:08,1998.266,1037.479,1455.408
101,1.0,00:58:07:08,1998.184,1037.5410000000002,1455.384
102,1.01,00:58:07:08,1998.069,1037.598,1455.366
103,1.02,00:58:07:08,1997.961,1037.677,1455.328
104,1.03,00:58:07:09,1997.8270000000002,1037.735,1455.2879999999998
105,1.04,00:58:07:09,1997.726,1037.806,1455.241
106,1.05,00:58:07:09,1997.596,1037.9,1455.203
107,1.06,00:58:07:09,1997.489,1037.955,1455.134
108,1.07,00:58:07:10,1997.34,1038.07,1455.04
109,1.08,00:58:07:10,1997.1979999999999,1038.1480000000001,1454.9720000000002
110,1.09,00:58:07:10,1997.0420000000001,1038.208,1454.874
111,1.1,00:58:07:10,1996.9129999999998,1038.297,1454.786
