Frame,Time,SMPTE,bar_spine_x,bar_spine_y,bar_spine_z
1,0.0,00:58:06:08,2113.5633,1175.0263,1218.6673
2,0.01,00:58:06:08,2113.5663,1175.0733,1218.7060000000001
3,0.02,00:58:06:08,2113.5653,1175.1187,1218.734
4,0.03,00:58:06:09,2113.6077,1175.1743,1218.8533
5,0.04,00:58:06:09,2113.6553,1175.224,1218.8917
6,0.05,00:58:06:09,2113.612,1175.253,1218.9347
7,0.06,00:58:06:09,2113.633,1175.312,1218.9347
8,0.07,00:58:06:10,2113.6653,1175.3387,1218.943
9,0.08,00:58:06:10,2113.6973,1175.3643,1218.9697
10,0.09,00:58:06:10,2113.7417,1175.3767,1218.9927
11,0.1,00:58:06:10,2113.7907,1175.394,1219.0057
12,0.11,00:58:06:11,2113.842,1175.397,1219.017
13,0.12,00:58:06:11,2113.8733,1175.387,1219.0123
14,0.13,00:58:06:11,2113.9057,1175.378,1219.0143
15,0.14,00:58:06:11,2113.9610000000002,1175.3657,1219.012
16,0.15,00:58:06:12,2113.9973,1175.3503,1219.0097
17,0.16,00:58:06:12,2114.0533,1175.3277,1218.9983
18,0.17,00:58:06:12,2114.1287,1175.3147,1219.0177
19,0.18,00:58:06:12,2114.1853,1175.299,1219.0007
20,0.19,00:58:06:13,2114.2493,1175.275,1219.0267
21,0.2,00:58:06:13,2114.2847,1175.2647,1219.007
22,0.21,00:58:06:13,2114.324,1175.238,1218.9963
23,0.22,00:58:06:13,2114.339,1175.2003,1219.0067
24,0.23,00:58:06:14,2114.345,1175.1563,1219.0273
25,0.24,00:58:06:14,2114.364,1175.1207,1219.0553
26,0.25,00:58:06:14,2114.3877,1175.0810000000001,1219.0710000000001
27,0.26,00:58:06:14,2114.3877,1175.0433,1219.0723
28,0.27,00:58:06:15,2114.3957,1175.0027,1219.0913
29,0.28,00:58:06:15,2114.3707,1174.9427,1219.1303
30,0.29,00:58:06:15,2114.357,1174.891,1219.155
31,0.3,00:58:06:15,2114.313,1174.823,1219.1737
32,0.31,00:58:06:16,2114.2883,1174.7547,1219.2003
33,0.32,00:58:06:16,2114.2227,1174.6683,1219.187
34,0.33,00:58:06:16,2114.175,1174.5773,1219.2153
35,0.34,00:58:06:16,2114.1279999999997,1174.4653,1219.2317
36,0.35,00:58:06:17,2114.0727,1174.3387,1219.2483
37,0.36,00:58:06:17,2114.0237,1174.2043,1219.253
38,0.37,00:58:06:17,2113.9829999999997,1174.08,1219.2839999999999
39,0.38,00:58:06:17,2113.9603,1173.932,1219.3263
40,0.39,00:58:06:18,2113.919,1173.7763,1219.3267
41,0.4,00:58:06:18,2113.8667,1173.6183,1219.3193
42,0.41,00:58:06:18,2113.8217,1173.458,1219.3357
43,0.42,00:58:06:18,2113.7870000000003,1173.2993,1219.349
44,0.43,00:58:06:19,2113.7613,1173.1523,1219.3487
45,0.44,00:58:06:19,2113.742,1173.0117,1219.3523
46,0.45,00:58:06:19,2113.7147,1172.8807,1219.3627
47,0.46,00:58:06:19,2113.694,1172.742,1219.388
48,0.47,00:58:06:20,2113.6627,1172.6197,1219.3793
49,0.48,00:58:06:20,2113.6407,1172.5087,1219.4037
50,0.49,00:58:06:20,2113.597,1172.3967,1219.393
51,0.5,00:58:06:20,2113.5603,1172.2857,1219.4067
52,0.51,00:58:06:21,2113.5147,1172.1747,1219.401
53,0.52,00:58:06:21,2113.4737,1172.0633,1219.3933
54,0.53,00:58:06:21,2113.435,1171.9569999999999,1219.406
55,0.54,00:58:06:21,2113.405,1171.8593,1219.4243
56,0.55,00:58:06:22,2113.3593,1171.7443,1219.435
57,0.56,00:58:06:22,2113.3103,1171.6513,1219.4397
58,0.57,00:58:06:22,2113.2603,1171.5387,1219.4467
59,0.58,00:58:06:22,2113.2243,1171.432,1219.4533
60,0.59,00:58:06:23,2113.1633,1171.3197,1219.461
61,0.6,00:58:06:23,2113.121,1171.208,1219.474
62,0.61,00:58:06:23,2113.0907,1171.0883,1219.5037
63,0.62,00:58:06:23,2113.0303,1170.98,1219.5177
64,0.63,00:58:06:24,2112.9857,1170.8547,1219.525
65,0.64,00:58:06:24,2112.944,1170.734,1219.5347
66,0.65,00:58:06:24,2112.8967,1170.5983,1219.5353
67,0.66,00:58:06:24,2112.8467,1170.4377,1219.5373
68,0.67,00:58:07:00,2112.7843,1170.282,1219.5230000000001
69,0.68,00:58:07:00,2112.724,1170.119,1219.5230000000001
70,0.69,00:58:07:00,2112.6373,1169.9589999999998,1219.5227
71,0.7,00:58:07:00,2112.5587,1169.805,1219.5117
72,0.71,00:58:07:01,2112.4563,1169.6473,1219.529
73,0.72,00:58:07:01,2112.3623,1169.4867,1219.521
74,0.73,00:58:07:01,2112.2627,1169.3337,1219.4953
75,0.74,00:58:07:01,2112.141,1169.1717,1219.5003
76,0.75,00:58:07:02,2112.0037,1168.9933,1219.4983
77,0.76,00:58:07:02,2111.864,1168.8173,1219.4817
78,0.77,00:58:07:02,2111.7039999999997,1168.6433,1219.4643
79,0.78,00:58:07:02,2111.576,1168.4713,1219.4773
80,0.79,00:58:07:03,2111.4273,1168.306,1219.4763
81,0.8,00:58:07:03,2111.297,1168.1457,1219.5057
82,0.81,00:58:07:03,2111.1747,1167.9833,1219.526
83,0.82,00:58:07:03,2111.0463,1167.8367,1219.5383
84,0.83,00:58:07:04,2110.9383,1167.687,1219.5497
85,0.84,00:58:07:04,2110.8179999999998,1167.5337,1219.546
86,0.85,00:58:07:04,2110.6927,1167.3773,1219.5537
87,0.86,00:58:07:04,2110.5767,1167.2503,1219.525
88,0.87,00:58:07:05,2110.4397,1167.1127,1219.4913
89,0.88,00:58:07:05,2110.3177,1166.9933,1219.4577
90,0.89,00:58:07:05,2110.1897,1166.8803,1219.4113
