Frame,Time,SMPTE,bar_left_shoulder_x,bar_left_shoulder_y,bar_left_shoulder_z
1,0.0,00:58:06:08,2237.165,1057.073,1464.7120000000002
2,0.01,00:58:06:08,2237.21,1057.0910000000001,1464.71
3,0.02,00:58:06:08,2237.258,1057.108,1464.724
4,0.03,00:58:06:09,2237.271,1057.115,1464.71
5,0.04,00:58:06:09,2237.406,1056.983,1464.756
6,0.05,00:58:06:09,2237.344,1057.036,1464.729
7,0.06,00:58:06:09,2237.359,1057.012,1464.704
8,0.07,00:58:06:10,2237.385,1056.976,1464.7060000000001
9,0.08,00:58:06:10,2237.402,1056.924,1464.682
10,0.09,00:58:06:10,2237.429,1056.886,1464.6729999999998
11,0.1,00:58:06:10,2237.449,1056.8410000000001,1464.6370000000002
12,0.11,00:58:06:11,2237.4829999999997,1056.771,1464.6270000000002
13,0.12,00:58:06:11,2237.492,1056.726,1464.61
14,0.13,00:58:06:11,2237.5370000000003,1056.693,1464.592
15,0.14,00:58:06:11,2237.549,1056.625,1464.5510000000002
16,0.15,00:58:06:12,2237.589,1056.559,1464.545
17,0.16,00:58:06:12,2237.633,1056.476,1464.5220000000002
18,0.17,00:58:06:12,2237.701,1056.381,1464.506
19,0.18,00:58:06:12,2237.755,1056.295,1464.4720000000002
20,0.19,00:58:06:13,2237.803,1056.228,1464.4189999999999
21,0.2,00:58:06:13,2237.851,1056.136,1464.402
22,0.21,00:58:06:13,2237.917,1056.0819999999999,1464.384
23,0.22,00:58:06:13,2237.991,1055.981,1464.3529999999998
24,0.23,00:58:06:14,2238.034,1055.9,1464.3129999999999
25,0.24,00:58:06:14,2238.095,1055.809,1464.2920000000001
26,0.25,00:58:06:14,2238.129,1055.718,1464.26
27,0.26,00:58:06:14,2238.19,1055.632,1464.2679999999998
28,0.27,00:58:06:15,2238.203,1055.51,1464.26
29,0.28,00:58:06:15,2238.242,1055.395,1464.264
30,0.29,00:58:06:15,2238.236,1055.298,1464.237
31,0.3,00:58:06:15,2238.223,1055.1860000000001,1464.243
32,0.31,00:58:06:16,2238.221,1055.104,1464.243
33,0.32,00:58:06:16,2238.2,1055.015,1464.253
34,0.33,00:58:06:16,2238.1910000000003,1054.904,1464.243
35,0.34,00:58:06:16,2238.157,1054.776,1464.24
36,0.35,00:58:06:17,2238.163,1054.617,1464.254
