Frame,Time,SMPTE,bar_left_knee_x,bar_left_knee_y,bar_left_knee_z
1,0.0,00:58:06:08,2221.514,1111.1075,472.093
2,0.01,00:58:06:08,2221.513,1111.2175,472.0455
3,0.02,00:58:06:08,2221.548,1111.236,472.0215
4,0.03,00:58:06:09,2221.452,1111.357,472.1175
5,0.04,00:58:06:09,2221.4825,1111.3115,472.1325
6,0.05,00:58:06:09,2221.4985,1111.518,472.14099999999996
7,0.06,00:58:06:09,2221.526,1111.562,472.1245
8,0.07,00:58:06:10,2221.5725,1111.6625,472.1195
9,0.08,00:58:06:10,2221.6255,1111.72,472.139
10,0.09,00:58:06:10,2221.6565,1111.77,472.1135
11,0.1,00:58:06:10,2221.694,1111.8139999999999,472.095
12,0.11,00:58:06:11,2221.7329999999997,1111.837,472.0955
13,0.12,00:58:06:11,2221.7615,1111.903,472.1035
14,0.13,00:58:06:11,2221.78,1111.9955,472.0905
15,0.14,00:58:06:11,2221.8,1112.018,472.1075
16,0.15,00:58:06:12,2221.8175,1112.112,472.121
17,0.16,00:58:06:12,2221.8289999999997,1112.1765,472.14300000000003
18,0.17,00:58:06:12,2221.85,1112.2245,472.1505
19,0.18,00:58:06:12,2221.8665,1112.242,472.175
20,0.19,00:58:06:13,2221.8715,1112.312,472.1255
21,0.2,00:58:06:13,2221.8885,1112.353,472.1095
22,0.21,00:58:06:13,2221.8995,1112.3715,472.124
23,0.22,00:58:06:13,2221.881,1112.4085,472.08099999999996
24,0.23,00:58:06:14,2221.8565,1112.4445,472.075
25,0.24,00:58:06:14,2221.8415,1112.4335,472.0555
26,0.25,00:58:06:14,2221.8235,1112.4005,472.06800000000004
27,0.26,00:58:06:14,2221.799,1112.362,472.0895
28,0.27,00:58:06:15,2221.7595,1112.3855,472.087
29,0.28,00:58:06:15,2221.7145,1112.49,472.066
30,0.29,00:58:06:15,2221.6765,1112.5105,472.10400000000004
31,0.3,00:58:06:15,2221.6555,1112.54,472.134
32,0.31,00:58:06:16,2221.635,1112.6015,472.1265
