Frame,Time,SMPTE,bar_left_knee_x,bar_left_knee_y,bar_left_knee_z
1,0.0,01:05:13.08:02,272.283,446.51199999999994,175.071
2,0.01,01:05:13.08:03,272.3095,446.4955,175.07299999999998
3,0.02,01:05:13.09:00,272.3145,446.4875,175.05900000000003
4,0.03,01:05:13.09:01,271.7105,446.61699999999996,175.4105
5,0.04,01:05:13.09:02,271.362,446.719,175.46400000000003
6,0.05,01:05:13.09:03,271.366,446.716,175.45
7,0.06,01:05:13.10:00,271.373,446.717,175.468
8,0.07,01:05:13.10:01,271.3525,446.7105,175.449
9,0.08,01:05:13.10:02,271.374,446.704,175.4405
10,0.09,01:05:13.10:03,271.357,446.7185,175.4425
11,0.1,01:05:13.11:00,271.3775,446.694,175.417
12,0.11,01:05:13.11:01,271.3705,446.67699999999996,175.403
13,0.12,01:05:13.11:02,271.371,446.6585,175.3895
14,0.13,01:05:13.11:03,271.388,446.651,175.37
15,0.14,01:05:13.12:00,271.365,446.6445,175.359
16,0.15,01:05:13.12:01,271.361,446.6335,175.345
17,0.16,01:05:13.12:02,271.344,446.6145,175.343
18,0.17,01:05:13.12:03,271.319,446.61300000000006,175.3305
19,0.18,01:05:13.13:00,271.278,446.6175,175.315
20,0.19,01:05:13.13:01,271.2495,446.605,175.2975
21,0.2,01:05:13.13:02,271.177,446.6235,175.313
22,0.21,01:05:13.13:03,271.1505,446.60699999999997,175.274
23,0.22,01:05:13.14:00,271.0845,446.61699999999996,175.267
24,0.23,01:05:13.14:01,271.04200000000003,446.6035,175.22400000000002
25,0.24,01:05:13.14:02,270.9855,446.6055,175.2095
26,0.25,01:05:13.14:03,270.9155,446.61699999999996,175.1885
27,0.26,01:05:13.15:00,270.87,446.62800000000004,175.15599999999998
28,0.27,01:05:13.15:01,270.8145,446.6315,175.118
29,0.28,01:05:13.15:02,270.762,446.6335,175.10299999999998
30,0.29,01:05:13.15:03,270.7075,446.6325,175.092
31,0.3,01:05:13.16:00,270.6685,446.6345,175.06900000000002
32,0.31,01:05:13.16:01,270.649,446.6445,175.035
33,0.32,01:05:13.16:02,270.629,446.6415,174.993
34,0.33,01:05:13.16:03,270.621,446.642,174.9625
35,0.34,01:05:13.17:00,270.598,446.6535,174.925
36,0.35,01:05:13.17:01,270.606,446.6485,174.882
37,0.36,01:05:13.17:02,270.6095,446.63599999999997,174.8375
38,0.37,01:05:13.17:03,270.612,446.64300000000003,174.796
39,0.38,01:05:13.18:00,270.6095,446.63199999999995,174.762
40,0.39,01:05:13.18:01,270.6235,446.6405,174.7265
41,0.4,01:05:13.18:02,270.623,446.6235,174.66400000000002
42,0.41,01:05:13.18:03,270.631,446.6295,174.6485
43,0.42,01:05:13.19:00,270.625,446.6295,174.5905
44,0.43,01:05:13.19:01,270.629,446.625,174.543
45,0.44,01:05:13.19:02,270.6465,446.62,174.487
46,0.45,01:05:13.19:03,270.643,446.6345,174.42700000000002
47,0.46,01:05:13.20:00,270.6565,446.6215,174.405
48,0.47,01:05:13.20:01,270.66700000000003,446.625,174.355
49,0.48,01:05:13.20:02,270.6515,446.62800000000004,174.3195
50,0.49,01:05:13.20:03,270.67,446.6215,174.2875
51,0.5,01:05:13.21:00,270.6925,446.6125,174.2485
52,0.51,01:05:13.21:01,270.7055,446.6155,174.2315
53,0.52,01:05:13.21:02,270.736,446.62,174.2035
54,0.53,01:05:13.21:03,270.7795,446.611,174.168
55,0.54,01:05:13.22:00,270.808,446.6045,174.1345
56,0.55,01:05:13.22:01,270.82599999999996,446.6055,174.1015
57,0.56,01:05:13.22:02,270.8685,446.585,174.0635
58,0.57,01:05:13.22:03,270.892,446.586,174.0195
59,0.58,01:05:13.23:00,270.9565,446.5435,173.9695
60,0.59,01:05:13.23:01,270.9605,446.545,173.938
61,0.6,01:05:13.23:02,270.9695,446.5335,173.898
62,0.61,01:05:13.23:03,270.9915,446.5045,173.84599999999998
63,0.62,01:05:13.24:00,271.004,446.48800000000006,173.791
64,0.63,01:05:13.24:01,270.9715,446.5065,173.774
65,0.64,01:05:13.24:02,270.9905,446.4815,173.718
66,0.65,01:05:13.24:03,270.9635,446.4785,173.6875
67,0.66,01:05:13.24:04,270.9535,446.481,173.669
68,0.67,01:05:14.00:00,270.9035,446.4785,173.639
69,0.68,01:05:14.00:01,270.888,446.473,173.601
70,0.69,01:05:14.00:02,270.8565,446.466,173.5715
71,0.7,01:05:14.00:03,270.8305,446.4535,173.52900000000002
72,0.71,01:05:14.01:00,270.806,446.457,173.50400000000002
73,0.72,01:05:14.01:01,270.7595,446.449,173.47400000000002
74,0.73,01:05:14.01:02,270.741,446.4415,173.446
75,0.74,01:05:14.01:03,270.7395,446.431,173.4345
76,0.75,01:05:14.02:00,270.7155,446.4375,173.43900000000002
77,0.76,01:05:14.02:01,270.691,446.44,173.4245
78,0.77,01:05:14.02:02,270.6305,446.454,173.4435
79,0.78,01:05:14.02:03,270.6105,446.45599999999996,173.445
80,0.79,01:05:14.03:00,270.5585,446.4585,173.43599999999998
81,0.8,01:05:14.03:01,270.51,446.4635,173.4505
82,0.81,01:05:14.03:02,270.4295,446.496,173.47
83,0.82,01:05:14.03:03,270.388,446.50300000000004,173.4645
84,0.83,01:05:14.04:00,270.343,446.51099999999997,173.46
85,0.84,01:05:14.04:01,270.2965,446.51199999999994,173.4705
86,0.85,01:05:14.04:02,270.2605,446.527,173.46599999999998
87,0.86,01:05:14.04:03,270.226,446.534,173.453
88,0.87,01:05:14.05:00,270.168,446.5465,173.455
89,0.88,01:05:14.05:01,270.10200000000003,446.57199999999995,173.4655
90,0.89,01:05:14.05:02,270.0155,446.592,173.476
91,0.9,01:05:14.05:03,269.9185,446.5935,173.4825
92,0.91,01:05:14.06:00,269.813,446.6215,173.479
93,0.92,01:05:14.06:01,269.726,446.61199999999997,173.4935
94,0.93,01:05:14.06:02,269.624,446.624,173.52700000000002
95,0.94,01:05:14.06:03,269.5655,446.6355,173.5525
96,0.95,01:05:14.07:00,269.518,446.6265,173.5965
97,0.96,01:05:14.07:01,269.4685,446.6575,173.676
98,0.97,01:05:14.07:02,269.426,446.67199999999997,173.75099999999998
99,0.98,01:05:14.07:03,269.3925,446.6985,173.8125
100,0.99,01:05:14.08:00,269.381,446.713,173.88400000000001
101,1.0,01:05:14.08:01,269.3975,446.709,173.954
102,1.01,01:05:14.08:02,269.4395,446.68199999999996,173.9885
103,1.02,01:05:14.08:03,269.5185,446.6865,174.05700000000002
104,1.03,01:05:14.09:00,269.621,446.659,174.1135
105,1.04,01:05:14.09:01,269.722,446.658,174.142
106,1.05,01:05:14.09:02,269.847,446.6315,174.18
107,1.06,01:05:14.09:03,269.926,446.6185,174.213
108,1.07,01:05:14.10:00,269.994,446.6135,174.2415
109,1.08,01:05:14.10:01,270.0355,446.5835,174.25099999999998
110,1.09,01:05:14.10:02,270.082,446.548,174.2745
111,1.1,01:05:14.10:03,270.138,446.517,174.291
112,1.11,01:05:14.11:00,270.165,446.514,174.3085
113,1.12,01:05:14.11:01,270.15,446.5155,174.3425
