Frame,Time,SMPTE,bar_hip_centre_x,bar_hip_centre_y,bar_hip_centre_z
1,0.0,01:05:13.08:02,241.9452,1013.1978,78.4962
2,0.01,01:05:13.08:03,241.9335,1013.1878,78.4922
3,0.02,01:05:13.09:00,241.9238,1013.1782,78.485
4,0.03,01:05:13.09:01,241.8892,1013.1292,78.832
5,0.04,01:05:13.09:02,241.8368,1013.3598,78.8352
6,0.05,01:05:13.09:03,241.7592,1013.2598,78.7838
7,0.06,01:05:13.10:00,241.7288,1013.2548,78.7725
8,0.07,01:05:13.10:01,241.805,1013.2722,78.7655
9,0.08,01:05:13.10:02,241.74400000000003,1013.2128,78.7542
10,0.09,01:05:13.10:03,241.6638,1013.1382,78.7038
11,0.1,01:05:13.11:00,241.6232,1013.1425,78.702
12,0.11,01:05:13.11:01,241.5428,1013.1422,78.7442
13,0.12,01:05:13.11:02,241.3172,1013.1735,79.1198
14,0.13,01:05:13.11:03,241.428,1013.1808,78.73100000000001
15,0.14,01:05:13.12:00,241.4265,1013.1688,78.6427
16,0.15,01:05:13.12:01,241.3835,1013.1632,78.6122
17,0.16,01:05:13.12:02,241.3405,1013.1565,78.574
18,0.17,01:05:13.12:03,241.304,1013.1578,78.53399999999999
19,0.18,01:05:13.13:00,241.274,1013.1428,78.498
20,0.19,01:05:13.13:01,241.2242,1013.1455,78.455
21,0.2,01:05:13.13:02,241.1945,1013.1410000000001,78.4195
22,0.21,01:05:13.13:03,241.148,1013.1365,78.3795
23,0.22,01:05:13.14:00,241.123,1013.1448,78.3315
24,0.23,01:05:13.14:01,241.0892,1013.1675,78.2782
25,0.24,01:05:13.14:02,241.0688,1013.1745,78.245
26,0.25,01:05:13.14:03,241.0502,1013.1832,78.1873
27,0.26,01:05:13.15:00,241.0335,1013.176,78.143
28,0.27,01:05:13.15:01,241.002,1013.1865,78.0762
29,0.28,01:05:13.15:02,240.9802,1013.1862,78.0062
30,0.29,01:05:13.15:03,240.9652,1013.1788,77.9538
31,0.3,01:05:13.16:00,240.9462,1013.1782,77.8758
32,0.31,01:05:13.16:01,240.8902,1013.1795,77.8712
33,0.32,01:05:13.16:02,240.8593,1013.1802,77.8035
34,0.33,01:05:13.16:03,240.822,1013.1703,77.7315
35,0.34,01:05:13.17:00,240.808,1013.1682,77.6588
36,0.35,01:05:13.17:01,240.7765,1013.1610000000001,77.5875
37,0.36,01:05:13.17:02,240.7388,1013.1552,77.5153
38,0.37,01:05:13.17:03,240.717,1013.1465,77.4488
39,0.38,01:05:13.18:00,240.6782,1013.135,77.3932
40,0.39,01:05:13.18:01,240.643,1013.128,77.3215
41,0.4,01:05:13.18:02,240.66400000000002,1013.163,77.2408
42,0.41,01:05:13.18:03,240.642,1013.1582,77.1695
43,0.42,01:05:13.19:00,240.6138,1013.1488,77.1128
44,0.43,01:05:13.19:01,240.5872,1013.1425,77.0518
45,0.44,01:05:13.19:02,240.5638,1013.1228,76.9832
46,0.45,01:05:13.19:03,240.53099999999998,1013.1072,76.9085
47,0.46,01:05:13.20:00,240.4987,1013.1025,76.8318
48,0.47,01:05:13.20:01,240.4673,1013.1005,76.762
49,0.48,01:05:13.20:02,240.4342,1013.0858,76.6805
50,0.49,01:05:13.20:03,240.3905,1013.0732,76.6095
51,0.5,01:05:13.21:00,240.357,1013.0578,76.535
52,0.51,01:05:13.21:01,240.321,1013.0545,76.4643
53,0.52,01:05:13.21:02,240.2757,1013.033,76.3815
54,0.53,01:05:13.21:03,240.225,1013.0208,76.3188
55,0.54,01:05:13.22:00,240.1632,1013.0037,76.243
56,0.55,01:05:13.22:01,240.115,1012.9918,76.17399999999999
57,0.56,01:05:13.22:02,240.048,1012.9689999999999,76.0988
58,0.57,01:05:13.22:03,239.9908,1012.9475,76.0318
59,0.58,01:05:13.23:00,239.9255,1012.9185,75.9535
60,0.59,01:05:13.23:01,239.855,1012.8882,75.885
61,0.6,01:05:13.23:02,239.7902,1012.8558,75.8242
62,0.61,01:05:13.23:03,239.729,1012.8262,75.766
63,0.62,01:05:13.24:00,239.6675,1012.8138,75.7035
