Frame,Time,SMPTE,bar_left_hip_x,bar_left_hip_y,bar_left_hip_z
1,0.0,01:05:13.08:02,241.3215,1017.9745,192.3125
2,0.01,01:05:13.08:03,241.3075,1017.9545,192.3125
3,0.02,01:05:13.09:00,241.301,1017.9345,192.295
4,0.03,01:05:13.09:01,241.3345,1017.9055,192.9275
5,0.04,01:05:13.09:02,241.15,1018.038,192.9245
6,0.05,01:05:13.09:03,241.11900000000003,1018.0319999999999,192.87900000000002
7,0.06,01:05:13.10:00,241.09099999999998,1018.0235,192.8755
8,0.07,01:05:13.10:01,241.24,1018.057,192.8785
9,0.08,01:05:13.10:02,241.2135,1018.0565,192.8725
10,0.09,01:05:13.10:03,241.17700000000002,1018.035,192.851
11,0.1,01:05:13.11:00,241.13400000000001,1018.0245,192.8435
12,0.11,01:05:13.11:01,241.0825,1018.0085,192.84900000000002
13,0.12,01:05:13.11:02,240.6615,1018.0625,193.592
14,0.13,01:05:13.11:03,240.80700000000002,1017.9415,192.804
15,0.14,01:05:13.12:00,240.765,1017.935,192.7605
16,0.15,01:05:13.12:01,240.7135,1017.9275,192.74400000000003
17,0.16,01:05:13.12:02,240.6835,1017.9110000000001,192.704
18,0.17,01:05:13.12:03,240.64,1017.913,192.668
19,0.18,01:05:13.13:00,240.606,1017.8905,192.639
20,0.19,01:05:13.13:01,240.549,1017.8905,192.607
21,0.2,01:05:13.13:02,240.5105,1017.888,192.5665
22,0.21,01:05:13.13:03,240.4595,1017.8805,192.5325
23,0.22,01:05:13.14:00,240.4265,1017.8875,192.49400000000003
24,0.23,01:05:13.14:01,240.382,1017.9119999999999,192.4445
25,0.24,01:05:13.14:02,240.355,1017.9060000000001,192.416
26,0.25,01:05:13.14:03,240.3235,1017.9015,192.358
27,0.26,01:05:13.15:00,240.2925,1017.8960000000001,192.325
28,0.27,01:05:13.15:01,240.2455,1017.9135,192.25400000000002
29,0.28,01:05:13.15:02,240.2125,1017.918,192.185
30,0.29,01:05:13.15:03,240.18,1017.9265,192.14
31,0.3,01:05:13.16:00,240.15,1017.93,192.06799999999998
32,0.31,01:05:13.16:01,240.122,1017.924,192.0175
33,0.32,01:05:13.16:02,240.0845,1017.9305,191.9495
34,0.33,01:05:13.16:03,240.047,1017.9215,191.8725
35,0.34,01:05:13.17:00,240.0025,1017.914,191.805
36,0.35,01:05:13.17:01,239.9755,1017.9055,191.7365
37,0.36,01:05:13.17:02,239.9185,1017.9015,191.668
38,0.37,01:05:13.17:03,239.8795,1017.885,191.612
39,0.38,01:05:13.18:00,239.8325,1017.87,191.5665
40,0.39,01:05:13.18:01,239.795,1017.8535,191.49200000000002
41,0.4,01:05:13.18:02,239.753,1017.819,191.446
42,0.41,01:05:13.18:03,239.73,1017.7985,191.356
43,0.42,01:05:13.19:00,239.696,1017.7905,191.31799999999998
44,0.43,01:05:13.19:01,239.68400000000003,1017.7745,191.265
45,0.44,01:05:13.19:02,239.671,1017.752,191.207
46,0.45,01:05:13.19:03,239.648,1017.7385,191.1235
47,0.46,01:05:13.20:00,239.6335,1017.737,191.0495
48,0.47,01:05:13.20:01,239.61700000000002,1017.727,190.9825
49,0.48,01:05:13.20:02,239.5955,1017.7025,190.905
50,0.49,01:05:13.20:03,239.56900000000002,1017.692,190.8315
51,0.5,01:05:13.21:00,239.5545,1017.6685,190.763
52,0.51,01:05:13.21:01,239.5425,1017.669,190.6955
53,0.52,01:05:13.21:02,239.4995,1017.6405,190.61599999999999
54,0.53,01:05:13.21:03,239.467,1017.6235,190.544
55,0.54,01:05:13.22:00,239.41,1017.6139999999999,190.4755
56,0.55,01:05:13.22:01,239.3685,1017.595,190.4085
57,0.56,01:05:13.22:02,239.315,1017.556,190.3345
58,0.57,01:05:13.22:03,239.2535,1017.5310000000001,190.266
59,0.58,01:05:13.23:00,239.1885,1017.488,190.1885
60,0.59,01:05:13.23:01,239.108,1017.4455,190.1245
61,0.6,01:05:13.23:02,239.037,1017.3925,190.07299999999998
62,0.61,01:05:13.23:03,238.9555,1017.3405,190.0235
63,0.62,01:05:13.24:00,238.87599999999998,1017.312,189.97
64,0.63,01:05:13.24:01,238.7905,1017.288,189.9285
65,0.64,01:05:13.24:02,238.69799999999998,1017.2685,189.88
66,0.65,01:05:13.24:03,238.6255,1017.2455,189.8285
67,0.66,01:05:13.24:04,238.5335,1017.2165,189.7765
68,0.67,01:05:14.00:00,238.4215,1017.204,189.74400000000003
69,0.68,01:05:14.00:01,238.332,1017.187,189.6995
70,0.69,01:05:14.00:02,238.2525,1017.16,189.6555
71,0.7,01:05:14.00:03,238.162,1017.1545,189.6075
72,0.71,01:05:14.01:00,238.0695,1017.1245,189.5885
73,0.72,01:05:14.01:01,237.96200000000002,1017.0965,189.54
74,0.73,01:05:14.01:02,237.859,1017.068,189.5245
75,0.74,01:05:14.01:03,237.74400000000003,1017.0385,189.513
76,0.75,01:05:14.02:00,237.632,1017.012,189.486
77,0.76,01:05:14.02:01,237.55200000000002,1017.0210000000001,189.4525
78,0.77,01:05:14.02:02,237.458,1017.034,189.43599999999998
79,0.78,01:05:14.02:03,237.3955,1017.041,189.423
80,0.79,01:05:14.03:00,237.3285,1017.058,189.40900000000002
81,0.8,01:05:14.03:01,237.2615,1017.075,189.4115
82,0.81,01:05:14.03:02,237.19400000000002,1017.0889999999999,189.4085
83,0.82,01:05:14.03:03,237.132,1017.1010000000001,189.40400000000002
84,0.83,01:05:14.04:00,237.0615,1017.12,189.4195
85,0.84,01:05:14.04:01,237.0085,1017.12,189.4215
86,0.85,01:05:14.04:02,236.9315,1017.1445,189.4515
87,0.86,01:05:14.04:03,236.893,1017.1560000000001,189.4515
88,0.87,01:05:14.05:00,236.8515,1017.1985,189.4785
89,0.88,01:05:14.05:01,236.829,1017.2325,189.5055
90,0.89,01:05:14.05:02,236.843,1017.2915,189.5435
91,0.9,01:05:14.05:03,236.9155,1017.3335,189.59799999999998
92,0.91,01:05:14.06:00,237.0255,1017.3895,189.6635
93,0.92,01:05:14.06:01,237.179,1017.422,189.7525
94,0.93,01:05:14.06:02,237.3555,1017.4335,189.854
95,0.94,01:05:14.06:03,237.5455,1017.4445,190.0015
96,0.95,01:05:14.07:00,237.738,1017.4585,190.1225
97,0.96,01:05:14.07:01,237.92700000000002,1017.4925,190.2545
98,0.97,01:05:14.07:02,238.136,1017.5275,190.362
99,0.98,01:05:14.07:03,238.1895,1017.6925,190.322
100,0.99,01:05:14.08:00,238.26,1017.7485,190.4765
101,1.0,01:05:14.08:01,238.4555,1017.753,190.5655
102,1.01,01:05:14.08:02,238.6265,1017.7375,190.65099999999998
103,1.02,01:05:14.08:03,238.739,1017.716,190.7655
104,1.03,01:05:14.09:00,238.832,1017.6835,190.864
105,1.04,01:05:14.09:01,238.8605,1017.6335,190.9545
106,1.05,01:05:14.09:02,238.8255,1017.6189999999999,191.049
107,1.06,01:05:14.09:03,238.808,1017.5830000000001,191.12900000000002
108,1.07,01:05:14.10:00,238.9875,1017.487,191.2745
109,1.08,01:05:14.10:01,238.9385,1017.4245,191.3455
110,1.09,01:05:14.10:02,239.0505,1017.3315,191.342
111,1.1,01:05:14.10:03,238.775,1017.307,191.2845
112,1.11,01:05:14.11:00,238.708,1017.2510000000001,191.295
113,1.12,01:05:14.11:01,238.635,1017.191,191.3065
114,1.13,01:05:14.11:02,238.5675,1017.1585,191.27
