Frame,Time,SMPTE,bar_right_hip_x,bar_right_hip_y,bar_right_hip_z
1,0.0,01:05:13.08:02,242.56900000000002,1008.421,-35.32
2,0.01,01:05:13.08:03,242.5595,1008.421,-35.328
3,0.02,01:05:13.09:00,242.5465,1008.422,-35.325
4,0.03,01:05:13.09:01,242.44400000000002,1008.3530000000001,-35.2635
5,0.04,01:05:13.09:02,242.5235,1008.6815,-35.254
6,0.05,01:05:13.09:03,242.3995,1008.4875,-35.3115
7,0.06,01:05:13.10:00,242.3665,1008.4860000000001,-35.3305
8,0.07,01:05:13.10:01,242.37,1008.4875,-35.3475
9,0.08,01:05:13.10:02,242.2745,1008.3689999999999,-35.364000000000004
10,0.09,01:05:13.10:03,242.1505,1008.2415,-35.4435
11,0.1,01:05:13.11:00,242.1125,1008.2605,-35.4395
12,0.11,01:05:13.11:01,242.003,1008.2760000000001,-35.3605
13,0.12,01:05:13.11:02,241.97299999999998,1008.2845,-35.3525
14,0.13,01:05:13.11:03,242.049,1008.42,-35.342
15,0.14,01:05:13.12:00,242.088,1008.4025,-35.475
16,0.15,01:05:13.12:01,242.0535,1008.3989999999999,-35.5195
17,0.16,01:05:13.12:02,241.9975,1008.4019999999999,-35.556
18,0.17,01:05:13.12:03,241.968,1008.4025,-35.6
19,0.18,01:05:13.13:00,241.942,1008.395,-35.643
20,0.19,01:05:13.13:01,241.8995,1008.4005,-35.696999999999996
21,0.2,01:05:13.13:02,241.8785,1008.3939999999999,-35.7275
22,0.21,01:05:13.13:03,241.8365,1008.3925,-35.7735
23,0.22,01:05:13.14:00,241.8195,1008.4019999999999,-35.830999999999996
24,0.23,01:05:13.14:01,241.7965,1008.423,-35.888000000000005
25,0.24,01:05:13.14:02,241.7825,1008.443,-35.926
26,0.25,01:05:13.14:03,241.77700000000002,1008.465,-35.9835
27,0.26,01:05:13.15:00,241.7745,1008.456,-36.039
28,0.27,01:05:13.15:01,241.7585,1008.4595,-36.1015
29,0.28,01:05:13.15:02,241.748,1008.4545,-36.1725
30,0.29,01:05:13.15:03,241.7505,1008.431,-36.2325
31,0.3,01:05:13.16:00,241.7425,1008.4265,-36.3165
32,0.31,01:05:13.16:01,241.6585,1008.435,-36.275
33,0.32,01:05:13.16:02,241.63400000000001,1008.43,-36.3425
34,0.33,01:05:13.16:03,241.597,1008.419,-36.4095
35,0.34,01:05:13.17:00,241.6135,1008.4225,-36.4875
36,0.35,01:05:13.17:01,241.5775,1008.4165,-36.5615
37,0.36,01:05:13.17:02,241.55900000000003,1008.409,-36.6375
38,0.37,01:05:13.17:03,241.5545,1008.408,-36.7145
39,0.38,01:05:13.18:00,241.524,1008.4,-36.78
40,0.39,01:05:13.18:01,241.49099999999999,1008.4025,-36.849000000000004
41,0.4,01:05:13.18:02,241.575,1008.507,-36.9645
42,0.41,01:05:13.18:03,241.554,1008.518,-37.016999999999996
43,0.42,01:05:13.19:00,241.5315,1008.507,-37.0925
44,0.43,01:05:13.19:01,241.4905,1008.5105,-37.1615
45,0.44,01:05:13.19:02,241.4565,1008.4935,-37.2405
46,0.45,01:05:13.19:03,241.41400000000002,1008.4760000000001,-37.3065
47,0.46,01:05:13.20:00,241.364,1008.4680000000001,-37.385999999999996
48,0.47,01:05:13.20:01,241.3175,1008.4739999999999,-37.4585
49,0.48,01:05:13.20:02,241.273,1008.4689999999999,-37.544000000000004
50,0.49,01:05:13.20:03,241.21200000000002,1008.4545,-37.6125
51,0.5,01:05:13.21:00,241.1595,1008.447,-37.693000000000005
52,0.51,01:05:13.21:01,241.0995,1008.44,-37.766999999999996
53,0.52,01:05:13.21:02,241.05200000000002,1008.4255,-37.853
54,0.53,01:05:13.21:03,240.983,1008.418,-37.9065
55,0.54,01:05:13.22:00,240.9165,1008.3935,-37.9895
56,0.55,01:05:13.22:01,240.8615,1008.3885,-38.0605
57,0.56,01:05:13.22:02,240.78099999999998,1008.382,-38.137
58,0.57,01:05:13.22:03,240.72799999999998,1008.3639999999999,-38.2025
59,0.58,01:05:13.23:00,240.6625,1008.3489999999999,-38.2815
60,0.59,01:05:13.23:01,240.602,1008.331,-38.3545
61,0.6,01:05:13.23:02,240.5435,1008.319,-38.4245
62,0.61,01:05:13.23:03,240.5025,1008.312,-38.4915
63,0.62,01:05:13.24:00,240.459,1008.3155,-38.563
64,0.63,01:05:13.24:01,240.43099999999998,1008.3285,-38.613
65,0.64,01:05:13.24:02,240.3685,1008.324,-38.6585
66,0.65,01:05:13.24:03,240.3185,1008.3315,-38.7265
67,0.66,01:05:13.24:04,240.2525,1008.3475,-38.788000000000004
68,0.67,01:05:14.00:00,240.209,1008.3395,-38.8395
69,0.68,01:05:14.00:01,240.1485,1008.3415,-38.884
70,0.69,01:05:14.00:02,240.1105,1008.3355,-38.9325
71,0.7,01:05:14.00:03,240.03599999999997,1008.3275,-38.996
72,0.71,01:05:14.01:00,239.9835,1008.3275,-39.0315
73,0.72,01:05:14.01:01,239.9045,1008.3225,-39.0715
74,0.73,01:05:14.01:02,239.8245,1008.304,-39.11
75,0.74,01:05:14.01:03,239.75799999999998,1008.306,-39.1355
76,0.75,01:05:14.02:00,239.6755,1008.291,-39.1525
77,0.76,01:05:14.02:01,239.593,1008.291,-39.178000000000004
78,0.77,01:05:14.02:02,239.516,1008.2955,-39.171
79,0.78,01:05:14.02:03,239.4395,1008.3075,-39.207
80,0.79,01:05:14.03:00,239.3375,1008.3225,-39.2125
81,0.8,01:05:14.03:01,239.2705,1008.346,-39.209
82,0.81,01:05:14.03:02,239.2125,1008.3565,-39.2175
83,0.82,01:05:14.03:03,239.1405,1008.367,-39.214
84,0.83,01:05:14.04:00,239.058,1008.38,-39.2015
85,0.84,01:05:14.04:01,238.9815,1008.3955,-39.156
86,0.85,01:05:14.04:02,238.915,1008.4095,-39.134
87,0.86,01:05:14.04:03,238.8365,1008.4305,-39.118
88,0.87,01:05:14.05:00,238.7535,1008.45,-39.084
89,0.88,01:05:14.05:01,238.7,1008.482,-39.0505
90,0.89,01:05:14.05:02,238.65,1008.513,-38.999
91,0.9,01:05:14.05:03,238.6095,1008.5515,-38.94
92,0.91,01:05:14.06:00,238.5775,1008.5595,-38.859
93,0.92,01:05:14.06:01,238.532,1008.5735,-38.759
94,0.93,01:05:14.06:02,238.495,1008.5725,-38.6455
95,0.94,01:05:14.06:03,238.46599999999998,1008.567,-38.5275
96,0.95,01:05:14.07:00,238.4505,1008.5505,-38.38
97,0.96,01:05:14.07:01,238.4225,1008.5235,-38.275999999999996
