Frame,Time,SMPTE,bar_left_hand_x,bar_left_hand_y,bar_left_hand_z
1,0.0,01:05:13.08:02,278.186,1321.401,887.3743
2,0.01,01:05:13.08:03,278.2103,1321.3813,887.3853
3,0.02,01:05:13.09:00,278.24,1321.3637,887.4010000000001
4,0.03,01:05:13.09:01,278.647,1321.9920000000002,887.497
5,0.04,01:05:13.09:02,278.8647,1321.7853,887.533
6,0.05,01:05:13.09:03,278.5463,1321.8683,887.7197
7,0.06,01:05:13.10:00,277.9917,1321.7479999999998,887.78
8,0.07,01:05:13.10:01,277.6603,1321.8533,887.9727
9,0.08,01:05:13.10:02,277.3923,1321.9397,888.1207
10,0.09,01:05:13.10:03,277.216,1322.0163,888.2187
11,0.1,01:05:13.11:00,277.1837,1322.0957,888.1923
12,0.11,01:05:13.11:01,277.1043,1322.0913,888.2289999999999
13,0.12,01:05:13.11:02,277.1173,1322.1429999999998,888.2203
14,0.13,01:05:13.11:03,277.0783,1322.181,888.2413
15,0.14,01:05:13.12:00,277.075,1322.2003,888.2607
16,0.15,01:05:13.12:01,277.0017,1322.2253,888.297
17,0.16,01:05:13.12:02,276.962,1322.287,888.3003
18,0.17,01:05:13.12:03,276.9223,1322.3829999999998,888.3137
19,0.18,01:05:13.13:00,276.8973,1322.5077,888.315
20,0.19,01:05:13.13:01,276.8337,1322.656,888.318
21,0.2,01:05:13.13:02,276.777,1322.8220000000001,888.3357
22,0.21,01:05:13.13:03,276.7917,1322.9693,888.3193
23,0.22,01:05:13.14:00,276.7517,1323.0947,888.3103
24,0.23,01:05:13.14:01,276.6803,1323.1567,888.302
25,0.24,01:05:13.14:02,276.5977,1323.211,888.294
26,0.25,01:05:13.14:03,276.5063,1323.244,888.2783
27,0.26,01:05:13.15:00,276.42,1323.3020000000001,888.2403
28,0.27,01:05:13.15:01,276.3407,1323.358,888.207
29,0.28,01:05:13.15:02,276.2197,1323.4489999999998,888.2
30,0.29,01:05:13.15:03,276.1007,1323.5747,888.175
31,0.3,01:05:13.16:00,275.9847,1323.7263,888.1403
32,0.31,01:05:13.16:01,275.8263,1323.8803,888.1073
33,0.32,01:05:13.16:02,275.6727,1323.9987,888.082
34,0.33,01:05:13.16:03,275.592,1324.1527,888.0403
35,0.34,01:05:13.17:00,275.5143,1324.2853,888.0107
36,0.35,01:05:13.17:01,275.42900000000003,1324.3967,887.9707
37,0.36,01:05:13.17:02,275.402,1324.516,887.8883
38,0.37,01:05:13.17:03,275.3967,1324.566,887.8573
39,0.38,01:05:13.18:00,275.378,1324.6203,887.7933
40,0.39,01:05:13.18:01,275.395,1324.6667,887.7383
41,0.4,01:05:13.18:02,275.4397,1324.737,887.6843
42,0.41,01:05:13.18:03,275.4753,1324.797,887.6260000000001
43,0.42,01:05:13.19:00,275.5077,1324.8117,887.602
44,0.43,01:05:13.19:01,275.5303,1324.8223,887.5473
45,0.44,01:05:13.19:02,275.573,1324.789,887.4939999999999
46,0.45,01:05:13.19:03,275.5473,1324.7057,887.4617
47,0.46,01:05:13.20:00,275.58299999999997,1324.6117,887.382
48,0.47,01:05:13.20:01,275.5777,1324.474,887.3380000000001
49,0.48,01:05:13.20:02,275.58099999999996,1324.289,887.2847
50,0.49,01:05:13.20:03,275.6017,1324.079,887.2337
51,0.5,01:05:13.21:00,275.5967,1323.8253,887.205
52,0.51,01:05:13.21:01,275.658,1323.578,887.1460000000001
53,0.52,01:05:13.21:02,275.7717,1323.406,887.066
54,0.53,01:05:13.21:03,275.8413,1323.207,886.9987
55,0.54,01:05:13.22:00,275.8603,1322.967,886.966
56,0.55,01:05:13.22:01,275.8967,1322.6803,886.965
57,0.56,01:05:13.22:02,275.9957,1322.4307,886.9213
58,0.57,01:05:13.22:03,276.1013,1322.1947,886.8897
59,0.58,01:05:13.23:00,276.2257,1321.9720000000002,886.8539999999999
60,0.59,01:05:13.23:01,276.3667,1321.7657,886.7937
61,0.6,01:05:13.23:02,276.4363,1321.5753,886.78
62,0.61,01:05:13.23:03,276.4913,1321.3947,886.758
63,0.62,01:05:13.24:00,276.5467,1321.2437,886.7747
64,0.63,01:05:13.24:01,276.621,1321.1777,886.7527
65,0.64,01:05:13.24:02,276.7637,1321.1137,886.7437
66,0.65,01:05:13.24:03,276.911,1321.1167,886.698
67,0.66,01:05:13.24:04,277.029,1321.1247,886.674
68,0.67,01:05:14.00:00,277.1253,1321.1297,886.666
69,0.68,01:05:14.00:01,277.2193,1321.1723,886.6573
70,0.69,01:05:14.00:02,277.25,1321.1997,886.6339999999999
71,0.7,01:05:14.00:03,277.2757,1321.2423,886.6239999999999
72,0.71,01:05:14.01:00,277.2533,1321.2787,886.6037
73,0.72,01:05:14.01:01,277.2067,1321.2997,886.5983
74,0.73,01:05:14.01:02,277.1877,1321.3713,886.5867
75,0.74,01:05:14.01:03,277.1187,1321.3843,886.5947
76,0.75,01:05:14.02:00,277.1187,1321.4713,886.595
77,0.76,01:05:14.02:01,277.1123,1321.5687,886.6
78,0.77,01:05:14.02:02,277.12,1321.6667,886.5807
79,0.78,01:05:14.02:03,277.06,1321.7383,886.568
80,0.79,01:05:14.03:00,277.01599999999996,1321.799,886.5547
81,0.8,01:05:14.03:01,276.9143,1321.7579999999998,886.5457
82,0.81,01:05:14.03:02,276.7053,1321.628,886.5369999999999
83,0.82,01:05:14.03:03,276.4437,1321.4370000000001,886.505
84,0.83,01:05:14.04:00,276.1097,1321.055,886.4917
85,0.84,01:05:14.04:01,275.6437,1320.3617,886.497
86,0.85,01:05:14.04:02,275.2367,1319.4093,886.4503
87,0.86,01:05:14.04:03,274.678,1317.9937,886.337
88,0.87,01:05:14.05:00,273.9143,1316.0487,886.1607
89,0.88,01:05:14.05:01,272.8867,1313.3529999999998,885.9177
90,0.89,01:05:14.05:02,271.436,1309.7953,885.586
91,0.9,01:05:14.05:03,269.8427,1305.1107,885.1113
92,0.91,01:05:14.06:00,267.9413,1299.2543,884.4907
93,0.92,01:05:14.06:01,265.7883,1291.8673,883.6453
94,0.93,01:05:14.06:02,263.2877,1283.5253,882.659
95,0.94,01:05:14.06:03,259.8153,1274.1117,881.0417
96,0.95,01:05:14.07:00,256.365,1263.5407,879.3889999999999
97,0.96,01:05:14.07:01,253.709,1251.8457,877.564
98,0.97,01:05:14.07:02,251.296,1239.1143,875.4433
99,0.98,01:05:14.07:03,249.2137,1225.6443,872.7613
100,0.99,01:05:14.08:00,246.8893,1211.1697,869.4833
101,1.0,01:05:14.08:01,244.6607,1196.017,865.669
102,1.01,01:05:14.08:02,242.3277,1180.2083,861.201
103,1.02,01:05:14.08:03,239.6227,1163.7513,856.1410000000001
104,1.03,01:05:14.09:00,237.3287,1146.9360000000001,850.503
105,1.04,01:05:14.09:01,235.7943,1129.6697,843.9337
106,1.05,01:05:14.09:02,233.3417,1112.681,837.3373
