Frame,Time,SMPTE,bar_right_ankle_x,bar_right_ankle_y,bar_right_ankle_z
1,0.0,01:05:13.08:02,296.83299999999997,40.149,-44.488
2,0.01,01:05:13.08:03,296.818,40.175,-44.513999999999996
3,0.02,01:05:13.09:00,296.828,40.165,-44.49
4,0.03,01:05:13.09:01,296.545,40.817,-43.552
5,0.04,01:05:13.09:02,296.605,40.842,-43.646
6,0.05,01:05:13.09:03,296.545,40.8,-43.657
7,0.06,01:05:13.10:00,296.45,41.056000000000004,-44.382
8,0.07,01:05:13.10:01,296.508,40.769,-43.68600000000001
9,0.08,01:05:13.10:02,296.534,40.766,-43.665
10,0.09,01:05:13.10:03,296.508,40.763000000000005,-43.67100000000001
11,0.1,01:05:13.11:00,296.512,40.763000000000005,-43.674
12,0.11,01:05:13.11:01,296.518,40.78,-43.695
13,0.12,01:05:13.11:02,296.423,41.035,-44.375
14,0.13,01:05:13.11:03,296.42400000000004,41.016000000000005,-44.342
15,0.14,01:05:13.12:00,296.499,40.766999999999996,-43.67
16,0.15,01:05:13.12:01,296.51,40.768,-43.656000000000006
17,0.16,01:05:13.12:02,296.51599999999996,40.785,-43.672
18,0.17,01:05:13.12:03,296.519,40.791,-43.67
19,0.18,01:05:13.13:00,296.51599999999996,40.755,-43.681000000000004
20,0.19,01:05:13.13:01,296.507,40.79,-43.696000000000005
21,0.2,01:05:13.13:02,296.509,40.764,-43.687
22,0.21,01:05:13.13:03,296.502,40.76,-43.691
23,0.22,01:05:13.14:00,296.512,40.755,-43.666000000000004
24,0.23,01:05:13.14:01,296.505,40.784,-43.696000000000005
25,0.24,01:05:13.14:02,296.507,40.757,-43.718999999999994
26,0.25,01:05:13.14:03,296.496,40.784,-43.656000000000006
27,0.26,01:05:13.15:00,296.497,40.758,-43.692
28,0.27,01:05:13.15:01,296.512,40.758,-43.701
29,0.28,01:05:13.15:02,296.497,40.768,-43.696000000000005
30,0.29,01:05:13.15:03,296.507,40.736999999999995,-43.707
31,0.3,01:05:13.16:00,296.52099999999996,40.751,-43.70399999999999
32,0.31,01:05:13.16:01,296.507,40.739000000000004,-43.711000000000006
33,0.32,01:05:13.16:02,296.497,40.727,-43.685
34,0.33,01:05:13.16:03,296.518,40.744,-43.736999999999995
35,0.34,01:05:13.17:00,296.53,40.746,-43.726000000000006
36,0.35,01:05:13.17:01,296.513,40.741,-43.757
37,0.36,01:05:13.17:02,296.51099999999997,40.735,-43.736999999999995
38,0.37,01:05:13.17:03,296.502,40.713,-43.743
39,0.38,01:05:13.18:00,296.513,40.742,-43.788999999999994
40,0.39,01:05:13.18:01,296.512,40.725,-43.785
41,0.4,01:05:13.18:02,296.535,40.705999999999996,-43.761
42,0.41,01:05:13.18:03,296.51099999999997,40.707,-43.778
43,0.42,01:05:13.19:00,296.506,40.696,-43.781000000000006
44,0.43,01:05:13.19:01,296.51,40.716,-43.799
45,0.44,01:05:13.19:02,296.533,40.711,-43.805
46,0.45,01:05:13.19:03,296.52099999999996,40.692,-43.812
47,0.46,01:05:13.20:00,296.506,40.681,-43.809
48,0.47,01:05:13.20:01,296.535,40.69,-43.849
49,0.48,01:05:13.20:02,296.528,40.673,-43.854
50,0.49,01:05:13.20:03,296.532,40.666,-43.82899999999999
51,0.5,01:05:13.21:00,296.524,40.67,-43.852
52,0.51,01:05:13.21:01,296.539,40.675,-43.891999999999996
53,0.52,01:05:13.21:02,296.52299999999997,40.674,-43.903999999999996
54,0.53,01:05:13.21:03,296.51099999999997,40.669000000000004,-43.927
55,0.54,01:05:13.22:00,296.532,40.68,-43.931999999999995
56,0.55,01:05:13.22:01,296.514,40.661,-43.93899999999999
57,0.56,01:05:13.22:02,296.515,40.66,-43.923
58,0.57,01:05:13.22:03,296.528,40.656,-43.928000000000004
59,0.58,01:05:13.23:00,296.524,40.643,-43.937
60,0.59,01:05:13.23:01,296.533,40.629,-43.963
61,0.6,01:05:13.23:02,296.539,40.64,-43.958
62,0.61,01:05:13.23:03,296.53,40.594,-43.973
63,0.62,01:05:13.24:00,296.524,40.633,-43.986000000000004
64,0.63,01:05:13.24:01,296.519,40.604,-43.982
65,0.64,01:05:13.24:02,296.517,40.641999999999996,-43.994
66,0.65,01:05:13.24:03,296.525,40.634,-44.018
67,0.66,01:05:13.24:04,296.518,40.605,-43.986000000000004
68,0.67,01:05:14.00:00,296.538,40.63,-44.008
69,0.68,01:05:14.00:01,296.528,40.618,-44.028999999999996
70,0.69,01:05:14.00:02,296.536,40.624,-44.00899999999999
71,0.7,01:05:14.00:03,296.52,40.623000000000005,-44.021
72,0.71,01:05:14.01:00,296.52,40.594,-44.00899999999999
73,0.72,01:05:14.01:01,296.515,40.584,-44.016999999999996
74,0.73,01:05:14.01:02,296.498,40.621,-44.023999999999994
75,0.74,01:05:14.01:03,296.515,40.584,-44.016000000000005
76,0.75,01:05:14.02:00,296.519,40.58,-44.043
77,0.76,01:05:14.02:01,296.48900000000003,40.613,-44.062
78,0.77,01:05:14.02:02,296.515,40.586,-44.048
