Frame,Time,SMPTE,bar_right_hand_x,bar_right_hand_y,bar_right_hand_z
1,0.0,01:05:13.08:02,249.0753,1327.126,-722.921
2,0.01,01:05:13.08:03,249.0077,1327.2333,-722.8993
3,0.02,01:05:13.09:00,248.9663,1327.1243,-722.7133
4,0.03,01:05:13.09:01,246.824,1327.9983,-726.2777
5,0.04,01:05:13.09:02,246.75099999999998,1328.4497,-725.887
6,0.05,01:05:13.09:03,246.6047,1328.7773,-725.7707
7,0.06,01:05:13.10:00,246.50099999999998,1329.0443,-725.694
8,0.07,01:05:13.10:01,246.4707,1329.22,-725.6693
9,0.08,01:05:13.10:02,246.5813,1329.244,-725.711
10,0.09,01:05:13.10:03,246.838,1329.0977,-725.8617
11,0.1,01:05:13.11:00,246.797,1329.1063,-725.8633
12,0.11,01:05:13.11:01,246.761,1329.136,-725.8430000000001
13,0.12,01:05:13.11:02,246.7043,1329.154,-725.8477
14,0.13,01:05:13.11:03,246.6437,1329.1707,-725.8507
15,0.14,01:05:13.12:00,246.38299999999998,1329.5663,-726.0703
16,0.15,01:05:13.12:01,246.3787,1329.5813,-726.073
17,0.16,01:05:13.12:02,246.38299999999998,1329.5813,-726.0773
18,0.17,01:05:13.12:03,246.3907,1329.5703,-726.0897
19,0.18,01:05:13.13:00,246.361,1329.5657,-726.1043
20,0.19,01:05:13.13:01,246.3137,1329.5673,-726.1313
21,0.2,01:05:13.13:02,246.273,1329.5957,-726.1389999999999
22,0.21,01:05:13.13:03,246.1863,1329.6073,-726.163
23,0.22,01:05:13.14:00,246.1,1329.6183,-726.1797
24,0.23,01:05:13.14:01,246.015,1329.629,-726.1907
25,0.24,01:05:13.14:02,245.916,1329.624,-726.2177
26,0.25,01:05:13.14:03,245.82299999999998,1329.5943,-726.2523
27,0.26,01:05:13.15:00,245.7703,1329.5777,-726.2783
28,0.27,01:05:13.15:01,245.7527,1329.5723,-726.3153
29,0.28,01:05:13.15:02,245.692,1329.5797,-726.3593
30,0.29,01:05:13.15:03,245.636,1329.6177,-726.4010000000001
31,0.3,01:05:13.16:00,245.571,1329.6837,-726.4527
32,0.31,01:05:13.16:01,245.4637,1329.7543,-726.498
33,0.32,01:05:13.16:02,245.3593,1329.8470000000002,-726.5613
34,0.33,01:05:13.16:03,245.2193,1329.964,-726.638
35,0.34,01:05:13.17:00,245.09900000000002,1330.0773,-726.7007
36,0.35,01:05:13.17:01,244.9363,1330.2160000000001,-726.7927
37,0.36,01:05:13.17:02,244.7983,1330.3883,-726.877
38,0.37,01:05:13.17:03,244.68200000000002,1330.5523,-726.9377
39,0.38,01:05:13.18:00,244.59799999999998,1330.724,-726.9983
40,0.39,01:05:13.18:01,244.5057,1330.8677,-727.067
41,0.4,01:05:13.18:02,244.4227,1330.9993,-727.1237
42,0.41,01:05:13.18:03,244.334,1331.1203,-727.2037
43,0.42,01:05:13.19:00,244.2627,1331.251,-727.252
44,0.43,01:05:13.19:01,244.1677,1331.369,-727.327
45,0.44,01:05:13.19:02,244.0917,1331.509,-727.3919999999999
46,0.45,01:05:13.19:03,243.9943,1331.6107,-727.4697
47,0.46,01:05:13.20:00,243.91299999999998,1331.7113,-727.5273
48,0.47,01:05:13.20:01,243.824,1331.8020000000001,-727.6039999999999
49,0.48,01:05:13.20:02,243.762,1331.8529999999998,-727.643
50,0.49,01:05:13.20:03,243.6847,1331.9227,-727.7057
51,0.5,01:05:13.21:00,243.6233,1331.9777,-727.7503
52,0.51,01:05:13.21:01,243.5737,1332.0327,-727.8007
53,0.52,01:05:13.21:02,243.52599999999998,1332.0917,-727.8477
54,0.53,01:05:13.21:03,243.465,1332.1587,-727.8847
55,0.54,01:05:13.22:00,243.3863,1332.22,-727.9427
56,0.55,01:05:13.22:01,243.297,1332.2983,-727.972
57,0.56,01:05:13.22:02,243.1647,1332.3870000000002,-728.0173
58,0.57,01:05:13.22:03,243.0207,1332.4653,-728.0553
59,0.58,01:05:13.23:00,242.8997,1332.5520000000001,-728.0963
60,0.59,01:05:13.23:01,242.7633,1332.6070000000002,-728.1213
61,0.6,01:05:13.23:02,242.643,1332.645,-728.1577
62,0.61,01:05:13.23:03,242.5557,1332.6657,-728.174
63,0.62,01:05:13.24:00,242.46400000000003,1332.6927,-728.1877
64,0.63,01:05:13.24:01,242.356,1332.7133,-728.232
65,0.64,01:05:13.24:02,242.27700000000002,1332.7497,-728.2367
66,0.65,01:05:13.24:03,242.172,1332.7927,-728.2643
67,0.66,01:05:13.24:04,242.0637,1332.8677,-728.2869999999999
68,0.67,01:05:14.00:00,241.9457,1332.9603,-728.3063
69,0.68,01:05:14.00:01,241.824,1333.1003,-728.3473
70,0.69,01:05:14.00:02,241.7223,1333.2063,-728.367
71,0.7,01:05:14.00:03,241.6303,1333.3303,-728.4003
72,0.71,01:05:14.01:00,241.5033,1333.4253,-728.437
73,0.72,01:05:14.01:01,241.394,1333.5147,-728.4789999999999
74,0.73,01:05:14.01:02,241.23,1333.6393,-728.5167
75,0.74,01:05:14.01:03,241.0827,1333.7503,-728.5353
76,0.75,01:05:14.02:00,240.9037,1333.8567,-728.563
77,0.76,01:05:14.02:01,240.77,1333.9597,-728.581
78,0.77,01:05:14.02:02,240.62400000000002,1334.023,-728.6010000000001
79,0.78,01:05:14.02:03,240.4727,1334.0220000000002,-728.6343
80,0.79,01:05:14.03:00,240.295,1333.9573,-728.6713
81,0.8,01:05:14.03:01,240.102,1333.7733,-728.704
82,0.81,01:05:14.03:02,239.8693,1333.486,-728.7407
83,0.82,01:05:14.03:03,239.6367,1333.1087,-728.7577
84,0.83,01:05:14.04:00,239.33700000000002,1332.4943,-728.785
85,0.84,01:05:14.04:01,238.9773,1331.656,-728.829
86,0.85,01:05:14.04:02,238.4957,1330.481,-728.8567
87,0.86,01:05:14.04:03,237.8563,1328.8317,-728.8567
88,0.87,01:05:14.05:00,237.0833,1326.5857,-728.763
89,0.88,01:05:14.05:01,236.007,1323.5227,-728.6003
90,0.89,01:05:14.05:02,234.8347,1319.8267,-728.4697
91,0.9,01:05:14.05:03,233.6933,1315.3287,-728.174
92,0.91,01:05:14.06:00,232.4433,1310.039,-727.8687
93,0.92,01:05:14.06:01,231.2573,1303.8607,-727.403
94,0.93,01:05:14.06:02,230.085,1296.7687,-726.8653
95,0.94,01:05:14.06:03,229.0153,1288.7117,-726.0980000000001
96,0.95,01:05:14.07:00,228.7963,1279.5957,-724.528
97,0.96,01:05:14.07:01,227.925,1269.3243,-723.2403
98,0.97,01:05:14.07:02,226.785,1258.0043,-721.7023
99,0.98,01:05:14.07:03,225.8533,1245.5013,-719.8637
100,0.99,01:05:14.08:00,224.9003,1232.094,-717.5957
101,1.0,01:05:14.08:01,224.0093,1217.8943,-714.8413
102,1.01,01:05:14.08:02,223.1543,1203.0547,-711.546
103,1.02,01:05:14.08:03,222.2983,1187.493,-707.5923
104,1.03,01:05:14.09:00,221.27900000000002,1171.5137,-703.1277
105,1.04,01:05:14.09:01,220.2233,1155.0737,-698.0927
106,1.05,01:05:14.09:02,218.7677,1138.521,-692.6439999999999
107,1.06,01:05:14.09:03,217.4257,1121.5803,-686.559
108,1.07,01:05:14.10:00,216.0497,1104.5537,-680.0097
109,1.08,01:05:14.10:01,214.638,1087.2343,-672.7713
110,1.09,01:05:14.10:02,212.928,1070.3137,-665.235
111,1.1,01:05:14.10:03,211.7597,1053.5783,-657.377
112,1.11,01:05:14.11:00,210.7667,1036.4793,-648.381
113,1.12,01:05:14.11:01,209.8017,1019.607,-638.9663
114,1.13,01:05:14.11:02,209.0727,1003.0507,-629.0033
115,1.14,01:05:14.11:03,208.535,986.9097,-618.6419999999999
116,1.15,01:05:14.12:00,207.9843,970.9083,-607.9813
