Frame,Time,SMPTE,bar_left_elbow_x,bar_left_elbow_y,bar_left_elbow_z
1,0.0,01:05:13.08:02,272.1985,1326.8470000000002,557.9585
2,0.01,01:05:13.08:03,272.1365,1326.8505,557.9735
3,0.02,01:05:13.09:00,272.09,1326.8635,557.9915
4,0.03,01:05:13.09:01,271.98900000000003,1327.0365,557.8480000000001
5,0.04,01:05:13.09:02,271.911,1326.98,557.896
6,0.05,01:05:13.09:03,271.8655,1326.9560000000001,557.911
7,0.06,01:05:13.10:00,271.843,1326.955,557.9285
8,0.07,01:05:13.10:01,271.8265,1326.9635,557.9345
9,0.08,01:05:13.10:02,271.813,1326.9820000000002,557.9535
10,0.09,01:05:13.10:03,271.8075,1327.0025,557.9585
11,0.1,01:05:13.11:00,271.775,1327.0345,557.9715
12,0.11,01:05:13.11:01,271.7355,1327.067,557.9835
13,0.12,01:05:13.11:02,271.716,1327.102,557.9835
14,0.13,01:05:13.11:03,271.658,1327.1495,558.0
15,0.14,01:05:13.12:00,271.628,1327.204,557.996
16,0.15,01:05:13.12:01,271.566,1327.2620000000002,558.0095
17,0.16,01:05:13.12:02,271.52299999999997,1327.3095,558.0105
18,0.17,01:05:13.12:03,271.4915,1327.382,558.011
19,0.18,01:05:13.13:00,271.4555,1327.4235,557.999
20,0.19,01:05:13.13:01,271.3975,1327.4755,558.0295
21,0.2,01:05:13.13:02,271.3755,1327.5075,558.0285
22,0.21,01:05:13.13:03,271.327,1327.5515,558.0275
23,0.22,01:05:13.14:00,271.2795,1327.606,558.025
24,0.23,01:05:13.14:01,271.2375,1327.6660000000002,557.998
25,0.24,01:05:13.14:02,271.1615,1327.727,557.985
26,0.25,01:05:13.14:03,271.112,1327.8,557.975
27,0.26,01:05:13.15:00,271.0495,1327.8725,557.942
28,0.27,01:05:13.15:01,270.99,1327.95,557.919
29,0.28,01:05:13.15:02,270.9525,1328.013,557.9035
30,0.29,01:05:13.15:03,270.9,1328.058,557.868
31,0.3,01:05:13.16:00,270.8455,1328.1129999999998,557.8290000000001
32,0.31,01:05:13.16:01,270.7985,1328.1629999999998,557.804
33,0.32,01:05:13.16:02,270.7765,1328.215,557.7385
34,0.33,01:05:13.16:03,270.7275,1328.269,557.689
35,0.34,01:05:13.17:00,270.682,1328.3120000000001,557.644
36,0.35,01:05:13.17:01,270.6545,1328.364,557.5945
37,0.36,01:05:13.17:02,270.62,1328.4289999999999,557.547
38,0.37,01:05:13.17:03,270.6095,1328.5005,557.504
39,0.38,01:05:13.18:00,270.587,1328.556,557.4505
40,0.39,01:05:13.18:01,270.5595,1328.612,557.411
41,0.4,01:05:13.18:02,270.5505,1328.64,557.3375
42,0.41,01:05:13.18:03,270.5215,1328.6645,557.3135
43,0.42,01:05:13.19:00,270.4985,1328.6745,557.266
44,0.43,01:05:13.19:01,270.4825,1328.67,557.206
45,0.44,01:05:13.19:02,270.468,1328.6429999999998,557.1535
46,0.45,01:05:13.19:03,270.493,1328.615,557.087
47,0.46,01:05:13.20:00,270.504,1328.576,557.058
48,0.47,01:05:13.20:01,270.5235,1328.5025,557.011
49,0.48,01:05:13.20:02,270.558,1328.4445,556.9555
50,0.49,01:05:13.20:03,270.5785,1328.346,556.9235
51,0.5,01:05:13.21:00,270.606,1328.256,556.88
52,0.51,01:05:13.21:01,270.6135,1328.1595,556.8395
53,0.52,01:05:13.21:02,270.6325,1328.055,556.7909999999999
54,0.53,01:05:13.21:03,270.6275,1327.9575,556.7245
55,0.54,01:05:13.22:00,270.631,1327.8325,556.6990000000001
56,0.55,01:05:13.22:01,270.6405,1327.7365,556.6615
57,0.56,01:05:13.22:02,270.6425,1327.65,556.6325
58,0.57,01:05:13.22:03,270.6605,1327.558,556.6065
59,0.58,01:05:13.23:00,270.702,1327.4605,556.5875
60,0.59,01:05:13.23:01,270.7315,1327.378,556.5725
61,0.6,01:05:13.23:02,270.772,1327.2879999999998,556.545
62,0.61,01:05:13.23:03,270.8185,1327.215,556.5255
63,0.62,01:05:13.24:00,270.855,1327.151,556.513
64,0.63,01:05:13.24:01,270.8705,1327.09,556.4965
65,0.64,01:05:13.24:02,270.9,1327.0510000000002,556.4655
66,0.65,01:05:13.24:03,270.925,1327.0225,556.4635
