Frame,Time,SMPTE,bar_right_knee_x,bar_right_knee_y,bar_right_knee_z
1,0.0,00:59:54:15,2014.5639999999999,1107.087,470.731
2,0.01,00:59:54:15,2014.5605,1107.1275,470.746
3,0.02,00:59:54:16,2014.545,1107.1525,470.76
4,0.03,00:59:54:16,2013.8675,1109.0410000000002,469.792
5,0.04,00:59:54:16,2014.0225,1108.7275,469.91
6,0.05,00:59:54:16,2014.026,1108.704,469.8225
7,0.06,00:59:54:17,2014.0220000000002,1108.776,469.8085
8,0.07,00:59:54:17,2014.0220000000002,1108.849,469.7955
9,0.08,00:59:54:17,2014.036,1108.876,469.8195
10,0.09,00:59:54:17,2014.0545,1108.941,469.809
11,0.1,00:59:54:18,2014.046,1108.989,469.7995
12,0.11,00:59:54:18,2014.0445,1109.0385,469.82300000000004
13,0.12,00:59:54:18,2014.0515,1109.0439999999999,469.8355
14,0.13,00:59:54:18,2014.1270000000002,1109.0895,469.89599999999996
15,0.14,00:59:54:19,2014.0510000000002,1109.0855,469.8135
16,0.15,00:59:54:19,2014.046,1109.0795,469.8155
17,0.16,00:59:54:19,2014.0645,1109.0695,469.8115
18,0.17,00:59:54:19,2014.0885,1109.0715,469.875
19,0.18,00:59:54:20,2014.0665,1109.052,469.80199999999996
20,0.19,00:59:54:20,2014.057,1109.021,469.819
21,0.2,00:59:54:20,2014.0620000000001,1109.0105,469.8195
22,0.21,00:59:54:20,2014.0539999999999,1108.989,469.80199999999996
23,0.22,00:59:54:21,2014.056,1108.9935,469.80400000000003
24,0.23,00:59:54:21,2014.0629999999999,1108.9525,469.8225
25,0.24,00:59:54:21,2014.0755,1108.942,469.811
26,0.25,00:59:54:21,2014.0765,1108.9325,469.7965
27,0.26,00:59:54:22,2014.1265,1108.933,469.8575
28,0.27,00:59:54:22,2014.0985,1108.9115,469.785
29,0.28,00:59:54:22,2014.0875,1108.9315,469.7735
30,0.29,00:59:54:22,2014.09,1108.944,469.7485
31,0.3,00:59:54:23,2014.0915,1108.933,469.756
32,0.31,00:59:54:23,2014.082,1108.9445,469.75699999999995
33,0.32,00:59:54:23,2014.0729999999999,1108.951,469.756
34,0.33,00:59:54:23,2014.114,1108.934,469.8385
35,0.34,00:59:54:24,2014.106,1108.9515,469.8315
36,0.35,00:59:54:24,2014.0629999999999,1108.902,469.7815
37,0.36,00:59:54:24,2014.078,1108.8795,469.774
38,0.37,00:59:54:24,2014.0870000000002,1108.836,469.7565
39,0.38,00:59:55:00,2014.1365,1108.8339999999998,469.81199999999995
40,0.39,00:59:55:00,2014.0935,1108.8005,469.7425
41,0.4,00:59:55:00,2014.0839999999998,1108.7785,469.727
42,0.41,00:59:55:00,2014.0770000000002,1108.764,469.7265
43,0.42,00:59:55:01,2014.0685,1108.738,469.73
44,0.43,00:59:55:01,2014.1,1108.7415,469.7875
45,0.44,00:59:55:01,2014.0420000000001,1108.72,469.7275
46,0.45,00:59:55:01,2014.01,1108.731,469.735
47,0.46,00:59:55:02,2013.991,1108.7355,469.731
48,0.47,00:59:55:02,2013.98,1108.7069999999999,469.7395
49,0.48,00:59:55:02,2014.009,1108.71,469.805
50,0.49,00:59:55:02,2013.971,1108.6925,469.7305
51,0.5,00:59:55:03,2013.969,1108.6760000000002,469.7285
52,0.51,00:59:55:03,2013.9835,1108.6785,469.7
53,0.52,00:59:55:03,2014.019,1108.69,469.781
54,0.53,00:59:55:03,2013.9815,1108.678,469.7165
55,0.54,00:59:55:04,2014.0465,1108.695,469.8015
56,0.55,00:59:55:04,2014.0120000000002,1108.6885,469.7535
57,0.56,00:59:55:04,2013.95,1108.6760000000002,469.852
58,0.57,00:59:55:04,2013.895,1108.637,469.7965
59,0.58,00:59:55:05,2014.0165,1108.702,469.7405
