Frame,Time,SMPTE,bar_right_foot_x,bar_right_foot_y,bar_right_foot_z
1,0.0,00:59:54:15,1918.0943,1085.6637,35.2177
2,0.01,00:59:54:15,1918.1003,1085.6593,35.2117
3,0.02,00:59:54:16,1918.095,1085.6603,35.211999999999996
4,0.03,00:59:54:16,1918.0197,1085.6653,34.942
5,0.04,00:59:54:16,1917.9143,1085.428,35.0763
6,0.05,00:59:54:16,1918.0529999999999,1085.377,34.973
7,0.06,00:59:54:17,1918.0529999999999,1085.3547,34.978
8,0.07,00:59:54:17,1918.0573,1085.3519999999999,34.9687
9,0.08,00:59:54:17,1918.0573,1085.3387,34.966
10,0.09,00:59:54:17,1918.065,1085.3317,34.9653
11,0.1,00:59:54:18,1918.057,1085.338,34.9653
12,0.11,00:59:54:18,1918.0593,1085.3407,34.9663
13,0.12,00:59:54:18,1918.0510000000002,1085.339,34.967
14,0.13,00:59:54:18,1918.0529999999999,1085.3417,34.983000000000004
15,0.14,00:59:54:19,1918.0410000000002,1085.348,34.9657
16,0.15,00:59:54:19,1918.0533,1085.3407,34.963
17,0.16,00:59:54:19,1918.0573,1085.3410000000001,34.977
18,0.17,00:59:54:19,1918.0439999999999,1085.3383,34.96
19,0.18,00:59:54:20,1918.0420000000001,1085.328,34.968
20,0.19,00:59:54:20,1918.0529999999999,1085.3337,34.9623
21,0.2,00:59:54:20,1918.0457,1085.3357,34.9547
22,0.21,00:59:54:20,1918.047,1085.329,34.9717
23,0.22,00:59:54:21,1918.0637,1085.3417,34.9673
24,0.23,00:59:54:21,1918.0453,1085.3333,34.9673
25,0.24,00:59:54:21,1918.0753,1085.3373,34.9777
26,0.25,00:59:54:21,1918.0543,1085.3233,34.9737
27,0.26,00:59:54:22,1918.0673,1085.3177,34.969
28,0.27,00:59:54:22,1918.0567,1085.3283,34.9657
29,0.28,00:59:54:22,1918.0517,1085.3213,34.9677
30,0.29,00:59:54:22,1918.0607,1085.315,34.976
31,0.3,00:59:54:23,1918.0627,1085.3207,34.975
32,0.31,00:59:54:23,1918.0627,1085.3237,34.97
33,0.32,00:59:54:23,1918.058,1085.3347,34.975
34,0.33,00:59:54:23,1918.0603,1085.3410000000001,34.97
35,0.34,00:59:54:24,1918.0573,1085.335,34.9787
36,0.35,00:59:54:24,1918.0613,1085.3233,34.9853
37,0.36,00:59:54:24,1918.0637,1085.3243,34.979
38,0.37,00:59:54:24,1918.067,1085.319,35.003
39,0.38,00:59:55:00,1918.0683,1085.3193,34.9893
40,0.39,00:59:55:00,1918.0763,1085.3137,34.984
41,0.4,00:59:55:00,1918.0757,1085.3227,34.974000000000004
42,0.41,00:59:55:00,1918.0639999999999,1085.3177,34.9793
43,0.42,00:59:55:01,1918.0713,1085.305,34.98
44,0.43,00:59:55:01,1918.0637,1085.3033,34.9717
45,0.44,00:59:55:01,1918.0620000000001,1085.3153,34.9923
46,0.45,00:59:55:01,1918.0683,1085.3193,34.9813
47,0.46,00:59:55:02,1918.0663,1085.3153,34.9877
48,0.47,00:59:55:02,1918.0637,1085.318,34.984
49,0.48,00:59:55:02,1918.08,1085.3083,34.9823
50,0.49,00:59:55:02,1918.0633,1085.3107,34.9813
51,0.5,00:59:55:03,1918.0607,1085.3227,34.9783
52,0.51,00:59:55:03,1918.0673,1085.326,34.981
53,0.52,00:59:55:03,1918.0653,1085.316,34.9793
54,0.53,00:59:55:03,1918.0629999999999,1085.3237,34.9837
55,0.54,00:59:55:04,1918.055,1085.318,34.9873
56,0.55,00:59:55:04,1918.0710000000001,1085.3123,34.9813
57,0.56,00:59:55:04,1918.0613,1085.312,34.9903
58,0.57,00:59:55:04,1918.0647,1085.3203,34.9917
59,0.58,00:59:55:05,1918.0613,1085.327,35.0
60,0.59,00:59:55:05,1918.0613,1085.3203,34.9837
61,0.6,00:59:55:05,1918.0673,1085.3210000000001,34.9787
62,0.61,00:59:55:05,1918.0727,1085.3227,34.9897
63,0.62,00:59:55:06,1918.0613,1085.325,34.9863
64,0.63,00:59:55:06,1918.0723,1085.322,34.9867
65,0.64,00:59:55:06,1918.0763,1085.3247,34.9917
66,0.65,00:59:55:06,1918.065,1085.323,35.0037
67,0.66,00:59:55:07,1918.07,1085.3247,34.9887
68,0.67,00:59:55:07,1918.0693,1085.333,34.9963
69,0.68,00:59:55:07,1918.0727,1085.328,34.9903
70,0.69,00:59:55:07,1918.0607,1085.3377,34.992
71,0.7,00:59:55:08,1918.0597,1085.3339999999998,34.9877
72,0.71,00:59:55:08,1918.07,1085.3247,34.9987
73,0.72,00:59:55:08,1918.0577,1085.3333,34.983000000000004
74,0.73,00:59:55:08,1918.0710000000001,1085.3253,34.999
75,0.74,00:59:55:09,1918.07,1085.3237,34.9943
76,0.75,00:59:55:09,1918.0757,1085.3239999999998,34.992
77,0.76,00:59:55:09,1918.0617,1085.333,34.9943
78,0.77,00:59:55:09,1918.0633,1085.3343,34.979
79,0.78,00:59:55:10,1918.07,1085.3353,34.9923
80,0.79,00:59:55:10,1918.0677,1085.3303,34.9873
81,0.8,00:59:55:10,1918.0573,1085.3353,34.9763
82,0.81,00:59:55:10,1918.0573,1085.3247,34.9937
83,0.82,00:59:55:11,1918.0683,1085.3383,34.9807
84,0.83,00:59:55:11,1918.0533,1085.3367,34.98
85,0.84,00:59:55:11,1918.0583,1085.333,34.992
86,0.85,00:59:55:11,1918.0417,1085.3347,34.9777
87,0.86,00:59:55:12,1918.0493,1085.3343,34.9913
88,0.87,00:59:55:12,1918.0433,1085.3347,34.9803
89,0.88,00:59:55:12,1918.0507,1085.3310000000001,34.979
90,0.89,00:59:55:12,1918.0407,1085.3273,34.9787
91,0.9,00:59:55:13,1918.0477,1085.336,34.9667
92,0.91,00:59:55:13,1918.039,1085.3297,34.9807
93,0.92,00:59:55:13,1918.0379999999998,1085.3333,34.9787
94,0.93,00:59:55:13,1918.0347,1085.3287,34.9783
95,0.94,00:59:55:14,1918.037,1085.3267,34.9827
96,0.95,00:59:55:14,1918.0453,1085.3303,34.9923
97,0.96,00:59:55:14,1918.0277,1085.3307,34.9967
98,0.97,00:59:55:14,1918.029,1085.3273,34.9763
99,0.98,00:59:55:15,1918.0363,1085.32,34.9823
100,0.99,00:59:55:15,1918.033,1085.3307,34.9737
101,1.0,00:59:55:15,1918.0357,1085.3339999999998,34.989000000000004
102,1.01,00:59:55:15,1918.0313,1085.3319999999999,34.9713
103,1.02,00:59:55:16,1918.0320000000002,1085.335,34.978
104,1.03,00:59:55:16,1918.0293,1085.336,34.9687
105,1.04,00:59:55:16,1918.0320000000002,1085.3363,34.9777
106,1.05,00:59:55:16,1918.0307,1085.3293,34.9787
107,1.06,00:59:55:17,1918.0339999999999,1085.3317,34.9727
108,1.07,00:59:55:17,1918.0277,1085.3343,34.9637
109,1.08,00:59:55:17,1918.017,1085.3317,34.97
110,1.09,00:59:55:17,1918.02,1085.3383,34.959
111,1.1,00:59:55:18,1918.0153,1085.3387,34.9593
112,1.11,00:59:55:18,1917.9917,1085.337,34.948
113,1.12,00:59:55:18,1917.9523,1085.3339999999998,34.9237
114,1.13,00:59:55:18,1917.8993,1085.3523,34.9117
115,1.14,00:59:55:19,1917.8370000000002,1085.3527,34.9013
116,1.15,00:59:55:19,1917.7557,1085.3663,34.8947
117,1.16,00:59:55:19,1917.6703,1085.3933,34.884
118,1.17,00:59:55:19,1917.5897,1085.4173,34.8533
119,1.18,00:59:55:20,1917.4977,1085.4263,34.8383
120,1.19,00:59:55:20,1917.39,1085.4433,34.8057
121,1.2,00:59:55:20,1917.2927,1085.4743,34.8027
122,1.21,00:59:55:20,1917.1967,1085.496,34.8017
123,1.22,00:59:55:21,1917.1047,1085.5237,34.775
124,1.23,00:59:55:21,1917.0233,1085.5293,34.7637
125,1.24,00:59:55:21,1916.9620000000002,1085.5557,34.7587
126,1.25,00:59:55:21,1916.9057,1085.5777,34.7493
127,1.26,00:59:55:22,1916.858,1085.5863,34.7297
128,1.27,00:59:55:22,1916.8270000000002,1085.6033,34.73
129,1.28,00:59:55:22,1916.8003,1085.629,34.717
130,1.29,00:59:55:22,1916.7703,1085.6343,34.7213
131,1.3,00:59:55:23,1916.766,1085.6507,34.7243
132,1.31,00:59:55:23,1916.773,1085.6457,34.711
133,1.32,00:59:55:23,1916.776,1085.6387,34.7057
134,1.33,00:59:55:23,1916.783,1085.632,34.708
135,1.34,00:59:55:24,1916.7803,1085.6127,34.705
136,1.35,00:59:55:24,1916.783,1085.6137,34.7107
137,1.36,00:59:55:24,1916.7723,1085.6117,34.691
138,1.37,00:59:55:24,1916.733,1085.6197,34.6907
139,1.38,00:59:56:00,1916.6777,1085.6363,34.6803
140,1.39,00:59:56:00,1916.6117,1085.6447,34.6743
141,1.4,00:59:56:00,1916.5423,1085.6343,34.677
142,1.41,00:59:56:00,1916.4623,1085.649,34.6727
143,1.42,00:59:56:01,1916.4097,1085.6580000000001,34.6773
144,1.43,00:59:56:01,1916.335,1085.6767,34.6797
145,1.44,00:59:56:01,1916.2537,1085.635,34.6963
146,1.45,00:59:56:01,1916.1860000000001,1085.7243,34.6813
147,1.46,00:59:56:02,1916.0973,1085.744,34.677
148,1.47,00:59:56:02,1916.0053,1085.6933,34.6903
149,1.48,00:59:56:02,1915.9153,1085.7153,34.6887
