Frame,Time,SMPTE,bar_right_hand_x,bar_right_hand_y,bar_right_hand_z
1,0.0,00:59:54:15,1409.0539999999999,1093.58,1434.42
2,0.01,00:59:54:15,1408.849,1093.553,1433.969
3,0.02,00:59:54:16,1408.6570000000002,1093.573,1433.5710000000001
4,0.03,00:59:54:16,1408.308,1093.468,1433.0639999999999
5,0.04,00:59:54:16,1408.2020000000002,1093.538,1432.783
6,0.05,00:59:54:16,1408.1370000000002,1093.6889999999999,1432.515
7,0.06,00:59:54:17,1408.027,1093.876,1432.276
8,0.07,00:59:54:17,1407.942,1094.029,1431.986
9,0.08,00:59:54:17,1407.8410000000001,1094.171,1431.5870000000002
10,0.09,00:59:54:17,1407.771,1094.339,1431.281
11,0.1,00:59:54:18,1407.6670000000001,1094.517,1430.971
12,0.11,00:59:54:18,1407.494,1094.6989999999998,1430.6370000000002
13,0.12,00:59:54:18,1407.243,1094.889,1430.259
14,0.13,00:59:54:18,1406.8110000000001,1094.917,1429.694
15,0.14,00:59:54:19,1406.3229999999999,1094.805,1429.058
16,0.15,00:59:54:19,1405.846,1094.48,1428.408
17,0.16,00:59:54:19,1405.4289999999999,1094.108,1427.631
18,0.17,00:59:54:19,1405.07,1093.8239999999998,1426.9389999999999
19,0.18,00:59:54:20,1404.8139999999999,1093.681,1426.305
20,0.19,00:59:54:20,1404.644,1093.626,1425.764
21,0.2,00:59:54:20,1404.56,1093.645,1425.348
22,0.21,00:59:54:20,1404.529,1093.656,1425.011
23,0.22,00:59:54:21,1404.549,1093.735,1424.7620000000002
24,0.23,00:59:54:21,1404.599,1093.816,1424.624
25,0.24,00:59:54:21,1404.668,1093.952,1424.525
26,0.25,00:59:54:21,1404.7220000000002,1094.038,1424.461
27,0.26,00:59:54:22,1404.7979999999998,1094.139,1424.453
28,0.27,00:59:54:22,1404.838,1094.193,1424.489
29,0.28,00:59:54:22,1404.818,1094.265,1424.521
30,0.29,00:59:54:22,1404.7279999999998,1094.286,1424.5279999999998
31,0.3,00:59:54:23,1404.608,1094.243,1424.4560000000001
32,0.31,00:59:54:23,1404.4620000000002,1094.193,1424.3220000000001
33,0.32,00:59:54:23,1404.306,1094.111,1424.1970000000001
34,0.33,00:59:54:23,1404.098,1094.037,1424.0610000000001
35,0.34,00:59:54:24,1403.95,1093.982,1423.9289999999999
36,0.35,00:59:54:24,1403.8129999999999,1093.937,1423.835
37,0.36,00:59:54:24,1403.713,1093.9089999999999,1423.776
38,0.37,00:59:54:24,1403.649,1093.912,1423.8110000000001
39,0.38,00:59:55:00,1403.63,1093.9660000000001,1423.9170000000001
40,0.39,00:59:55:00,1403.654,1094.019,1424.0510000000002
41,0.4,00:59:55:00,1403.6879999999999,1094.0739999999998,1424.1789999999999
42,0.41,00:59:55:00,1403.737,1094.0910000000001,1424.3770000000002
43,0.42,00:59:55:01,1403.8129999999999,1094.0839999999998,1424.543
44,0.43,00:59:55:01,1403.875,1094.055,1424.7060000000001
45,0.44,00:59:55:01,1403.925,1093.96,1424.836
46,0.45,00:59:55:01,1403.9660000000001,1093.79,1424.943
47,0.46,00:59:55:02,1403.989,1093.62,1425.014
48,0.47,00:59:55:02,1403.981,1093.407,1425.0439999999999
49,0.48,00:59:55:02,1404.017,1093.244,1425.082
50,0.49,00:59:55:02,1404.011,1093.12,1425.128
51,0.5,00:59:55:03,1404.003,1093.022,1425.1670000000001
52,0.51,00:59:55:03,1403.9979999999998,1092.9180000000001,1425.225
53,0.52,00:59:55:03,1403.957,1092.812,1425.245
54,0.53,00:59:55:03,1403.911,1092.7269999999999,1425.3020000000001
55,0.54,00:59:55:04,1403.8470000000002,1092.6689999999999,1425.336
56,0.55,00:59:55:04,1403.736,1092.63,1425.402
57,0.56,00:59:55:04,1403.622,1092.661,1425.461
58,0.57,00:59:55:04,1403.514,1092.682,1425.5220000000002
59,0.58,00:59:55:05,1403.4089999999999,1092.718,1425.566
60,0.59,00:59:55:05,1403.3010000000002,1092.714,1425.5770000000002
61,0.6,00:59:55:05,1403.2320000000002,1092.685,1425.5710000000001
62,0.61,00:59:55:05,1403.1670000000001,1092.626,1425.579
63,0.62,00:59:55:06,1403.109,1092.5439999999999,1425.5910000000001
64,0.63,00:59:55:06,1403.0829999999999,1092.433,1425.596
65,0.64,00:59:55:06,1403.065,1092.33,1425.635
66,0.65,00:59:55:06,1403.089,1092.2,1425.6660000000002
67,0.66,00:59:55:07,1403.094,1092.058,1425.737
68,0.67,00:59:55:07,1403.116,1091.9669999999999,1425.8120000000001
69,0.68,00:59:55:07,1403.138,1091.876,1425.955
70,0.69,00:59:55:07,1403.1529999999998,1091.746,1426.0710000000001
71,0.7,00:59:55:08,1403.164,1091.612,1426.181
72,0.71,00:59:55:08,1403.1779999999999,1091.464,1426.2939999999999
73,0.72,00:59:55:08,1403.194,1091.295,1426.4070000000002
74,0.73,00:59:55:08,1403.219,1091.153,1426.52
75,0.74,00:59:55:09,1403.2179999999998,1090.96,1426.631
76,0.75,00:59:55:09,1403.255,1090.776,1426.759
77,0.76,00:59:55:09,1403.2839999999999,1090.586,1426.9129999999998
78,0.77,00:59:55:09,1403.3020000000001,1090.393,1427.059
79,0.78,00:59:55:10,1403.316,1090.214,1427.224
80,0.79,00:59:55:10,1403.3570000000002,1090.0539999999999,1427.356
81,0.8,00:59:55:10,1403.368,1089.839,1427.495
82,0.81,00:59:55:10,1403.421,1089.673,1427.6170000000002
83,0.82,00:59:55:11,1403.463,1089.479,1427.711
84,0.83,00:59:55:11,1403.505,1089.318,1427.81
85,0.84,00:59:55:11,1403.547,1089.103,1427.88
86,0.85,00:59:55:11,1403.6029999999998,1088.927,1427.97
87,0.86,00:59:55:12,1403.641,1088.741,1428.05
88,0.87,00:59:55:12,1403.6570000000002,1088.5610000000001,1428.126
89,0.88,00:59:55:12,1403.665,1088.355,1428.1670000000001
90,0.89,00:59:55:12,1403.705,1088.171,1428.2089999999998
91,0.9,00:59:55:13,1403.7220000000002,1087.995,1428.245
92,0.91,00:59:55:13,1403.745,1087.792,1428.289
93,0.92,00:59:55:13,1403.763,1087.589,1428.3239999999998
94,0.93,00:59:55:13,1403.793,1087.354,1428.3470000000002
95,0.94,00:59:55:14,1403.815,1087.121,1428.3329999999999
96,0.95,00:59:55:14,1403.8370000000002,1086.865,1428.3120000000001
97,0.96,00:59:55:14,1403.866,1086.614,1428.287
98,0.97,00:59:55:14,1403.899,1086.376,1428.1989999999998
99,0.98,00:59:55:15,1403.9189999999999,1086.156,1428.138
100,0.99,00:59:55:15,1403.955,1085.921,1428.066
101,1.0,00:59:55:15,1403.969,1085.719,1427.974
102,1.01,00:59:55:15,1403.9779999999998,1085.528,1427.9070000000002
103,1.02,00:59:55:16,1403.981,1085.353,1427.7979999999998
104,1.03,00:59:55:16,1403.981,1085.218,1427.743
105,1.04,00:59:55:16,1403.9460000000001,1085.108,1427.6879999999999
106,1.05,00:59:55:16,1403.9189999999999,1085.024,1427.638
107,1.06,00:59:55:17,1403.899,1084.985,1427.63
108,1.07,00:59:55:17,1403.871,1084.968,1427.635
109,1.08,00:59:55:17,1403.838,1084.9489999999998,1427.62
110,1.09,00:59:55:17,1403.82,1084.9389999999999,1427.6170000000002
111,1.1,00:59:55:18,1403.8239999999998,1084.958,1427.6129999999998
112,1.11,00:59:55:18,1403.815,1084.981,1427.6129999999998
113,1.12,00:59:55:18,1403.8229999999999,1085.011,1427.589
114,1.13,00:59:55:18,1403.81,1085.042,1427.5839999999998
115,1.14,00:59:55:19,1403.83,1085.1,1427.576
116,1.15,00:59:55:19,1403.842,1085.2069999999999,1427.6070000000002
117,1.16,00:59:55:19,1403.846,1085.317,1427.642
118,1.17,00:59:55:19,1403.851,1085.503,1427.681
119,1.18,00:59:55:20,1403.8339999999998,1085.682,1427.7279999999998
120,1.19,00:59:55:20,1403.8270000000002,1085.881,1427.795
121,1.2,00:59:55:20,1403.829,1086.085,1427.8670000000002
122,1.21,00:59:55:20,1403.854,1086.318,1427.9679999999998
123,1.22,00:59:55:21,1403.899,1086.5410000000002,1428.0910000000001
124,1.23,00:59:55:21,1403.95,1086.771,1428.243
125,1.24,00:59:55:21,1404.036,1087.014,1428.4370000000001
126,1.25,00:59:55:21,1404.1329999999998,1087.237,1428.645
127,1.26,00:59:55:22,1404.286,1087.463,1428.875
128,1.27,00:59:55:22,1404.46,1087.71,1429.164
129,1.28,00:59:55:22,1404.655,1087.995,1429.533
130,1.29,00:59:55:22,1404.864,1088.262,1429.9389999999999
131,1.3,00:59:55:23,1405.1129999999998,1088.604,1430.4029999999998
132,1.31,00:59:55:23,1405.372,1088.983,1430.944
133,1.32,00:59:55:23,1405.63,1089.3419999999999,1431.4479999999999
134,1.33,00:59:55:23,1405.904,1089.752,1431.963
135,1.34,00:59:55:24,1406.1670000000001,1090.138,1432.479
136,1.35,00:59:55:24,1406.486,1090.496,1432.996
137,1.36,00:59:55:24,1406.81,1090.835,1433.5120000000002
138,1.37,00:59:55:24,1407.1429999999998,1091.17,1434.067
139,1.38,00:59:56:00,1407.53,1091.473,1434.513
140,1.39,00:59:56:00,1407.9379999999999,1091.737,1434.866
141,1.4,00:59:56:00,1408.361,1091.928,1435.1129999999998
142,1.41,00:59:56:00,1408.856,1092.0430000000001,1435.2520000000002
143,1.42,00:59:56:01,1409.3929999999998,1092.073,1435.266
144,1.43,00:59:56:01,1410.0,1092.026,1435.076
145,1.44,00:59:56:01,1410.6429999999998,1091.808,1434.6170000000002
146,1.45,00:59:56:01,1411.411,1091.379,1433.7279999999998
147,1.46,00:59:56:02,1412.283,1090.698,1432.265
148,1.47,00:59:56:02,1413.32,1089.753,1430.342
149,1.48,00:59:56:02,1414.514,1088.6660000000002,1427.786
150,1.49,00:59:56:02,1415.8239999999998,1087.4669999999999,1424.53
151,1.5,00:59:56:03,1417.295,1086.192,1420.55
152,1.51,00:59:56:03,1418.889,1084.888,1415.879
