Frame,Time,SMPTE,bar_shoulder_centre_x,bar_shoulder_centre_y,bar_shoulder_centre_z
1,0.0,00:59:54:15,2133.348,1087.1195,1473.399
2,0.01,00:59:54:15,2133.387,1087.1085,1473.3995
3,0.02,00:59:54:16,2133.435,1087.1205,1473.4029999999998
4,0.03,00:59:54:16,2133.472,1087.1105,1473.368
5,0.04,00:59:54:16,2133.4685,1087.1295,1473.444
6,0.05,00:59:54:16,2133.577,1087.1405,1473.3970000000002
7,0.06,00:59:54:17,2133.6185,1087.1465,1473.375
8,0.07,00:59:54:17,2133.686,1087.1605,1473.3635
9,0.08,00:59:54:17,2133.729,1087.1785,1473.356
10,0.09,00:59:54:17,2133.776,1087.2035,1473.3245
11,0.1,00:59:54:18,2133.881,1087.4135,1473.283
12,0.11,00:59:54:18,2133.9315,1087.4325,1473.2755
13,0.12,00:59:54:18,2133.9735,1087.4855,1473.2845
14,0.13,00:59:54:18,2133.993,1087.5095,1473.257
15,0.14,00:59:54:19,2134.0425,1087.545,1473.2685
16,0.15,00:59:54:19,2134.0885,1087.585,1473.2645
17,0.16,00:59:54:19,2134.1235,1087.662,1473.249
18,0.17,00:59:54:19,2134.1365,1087.6835,1473.229
19,0.18,00:59:54:20,2134.2235,1087.764,1473.271
20,0.19,00:59:54:20,2134.2225,1087.7845,1473.244
21,0.2,00:59:54:20,2134.2715,1087.8405,1473.2655
22,0.21,00:59:54:20,2134.326,1087.901,1473.274
23,0.22,00:59:54:21,2134.3565,1087.9475,1473.251
24,0.23,00:59:54:21,2134.3815,1088.013,1473.2325
25,0.24,00:59:54:21,2134.4065,1088.0685,1473.1825
26,0.25,00:59:54:21,2134.3979999999997,1088.121,1473.1135
27,0.26,00:59:54:22,2134.4410000000003,1088.1665,1473.0915
28,0.27,00:59:54:22,2134.469,1088.2089999999998,1473.0585
29,0.28,00:59:54:22,2134.53,1088.2575,1473.015
30,0.29,00:59:54:22,2134.5635,1088.2825,1472.9815
31,0.3,00:59:54:23,2134.604,1088.3335,1472.971
32,0.31,00:59:54:23,2134.69,1088.354,1472.97
33,0.32,00:59:54:23,2134.755,1088.399,1472.96
34,0.33,00:59:54:23,2134.8345,1088.4305,1472.9479999999999
35,0.34,00:59:54:24,2134.923,1088.478,1472.9615
36,0.35,00:59:54:24,2135.01,1088.5425,1472.976
37,0.36,00:59:54:24,2135.067,1088.5915,1472.9525
38,0.37,00:59:54:24,2135.14,1088.6675,1472.9675
39,0.38,00:59:55:00,2135.231,1088.7285,1472.9775
40,0.39,00:59:55:00,2135.254,1088.799,1472.9705
41,0.4,00:59:55:00,2135.3085,1088.873,1472.9875
42,0.41,00:59:55:00,2135.367,1088.931,1473.0
43,0.42,00:59:55:01,2135.4115,1088.9955,1472.9920000000002
44,0.43,00:59:55:01,2135.445,1089.0215,1472.997
45,0.44,00:59:55:01,2135.4855,1089.0665,1472.996
46,0.45,00:59:55:01,2135.514,1089.1235,1472.9675
47,0.46,00:59:55:02,2135.5615,1089.1485,1472.9520000000002
48,0.47,00:59:55:02,2135.606,1089.1935,1472.9285
49,0.48,00:59:55:02,2135.661,1089.238,1472.9115
50,0.49,00:59:55:02,2135.706,1089.2775,1472.935
51,0.5,00:59:55:03,2135.72,1089.313,1472.9129999999998
52,0.51,00:59:55:03,2135.762,1089.3655,1472.9015
53,0.52,00:59:55:03,2135.8320000000003,1089.4160000000002,1472.9515
54,0.53,00:59:55:03,2135.847,1089.4665,1472.9565
55,0.54,00:59:55:04,2135.887,1089.5465,1472.9815
56,0.55,00:59:55:04,2135.92,1089.6085,1472.996
57,0.56,00:59:55:04,2135.951,1089.665,1473.0425
58,0.57,00:59:55:04,2135.9915,1089.719,1473.0639999999999
59,0.58,00:59:55:05,2136.044,1089.779,1473.1035
60,0.59,00:59:55:05,2136.099,1089.8505,1473.1465
61,0.6,00:59:55:05,2136.139,1089.8955,1473.1429999999998
62,0.61,00:59:55:05,2136.188,1089.9360000000001,1473.165
63,0.62,00:59:55:06,2136.2385,1089.964,1473.17
