Frame,Time,SMPTE,bar_head_x,bar_head_y,bar_head_z
1,0.0,00:59:54:15,1447.5093,665.9737,1093.415
2,0.01,00:59:54:15,1447.62,666.0887,1093.4363
3,0.02,00:59:54:16,1447.7479999999996,666.2283,1093.4617
4,0.03,00:59:54:16,1447.8527,666.3303,1093.4497
5,0.04,00:59:54:16,1447.924,666.5369999999998,1093.5047
6,0.05,00:59:54:16,1448.082,666.7023,1093.53
7,0.06,00:59:54:17,1448.2643,666.867,1093.555
8,0.07,00:59:54:17,1448.437,667.0317,1093.573
9,0.08,00:59:54:17,1448.6167,667.199,1093.594
10,0.09,00:59:54:17,1448.806,667.3603,1093.6303
11,0.1,00:59:54:18,1448.9933,667.528,1093.6507
12,0.11,00:59:54:18,1449.168,667.6957,1093.6833
13,0.12,00:59:54:18,1449.3793,667.8693,1093.7097
14,0.13,00:59:54:18,1449.5857,668.035,1093.7427
15,0.14,00:59:54:19,1449.7797,668.1957,1093.77
16,0.15,00:59:54:19,1449.9683,668.3580000000002,1093.775
17,0.16,00:59:54:19,1450.1543,668.5137,1093.781
18,0.17,00:59:54:19,1450.3423,668.6703,1093.7963
19,0.18,00:59:54:20,1450.533,668.8107,1093.7957
20,0.19,00:59:54:20,1450.7207,668.9627,1093.8047
21,0.2,00:59:54:20,1450.8813,669.096,1093.7943
22,0.21,00:59:54:20,1451.044,669.22,1093.7863
23,0.22,00:59:54:21,1451.181,669.3503,1093.7597
24,0.23,00:59:54:21,1451.3613,669.477,1093.772
25,0.24,00:59:54:21,1451.4887,669.591,1093.7607
26,0.25,00:59:54:21,1451.6827,669.689,1093.7283
27,0.26,00:59:54:22,1451.7963,669.795,1093.7103
28,0.27,00:59:54:22,1451.9253,669.888,1093.6983
29,0.28,00:59:54:22,1452.044,669.9913,1093.6957
30,0.29,00:59:54:22,1452.132,670.0793,1093.6727
31,0.3,00:59:54:23,1452.251,670.1733,1093.6777
32,0.31,00:59:54:23,1452.3337,670.2597,1093.6793
33,0.32,00:59:54:23,1452.4037,670.3380000000002,1093.681
34,0.33,00:59:54:23,1452.4747,670.4157,1093.6917
35,0.34,00:59:54:24,1452.531,670.4893,1093.7037
36,0.35,00:59:54:24,1452.7047,670.5927,1093.7667
37,0.36,00:59:54:24,1452.644,670.623,1093.7283
38,0.37,00:59:54:24,1452.8270000000002,670.7447,1093.8003
39,0.38,00:59:55:00,1452.7863,670.811,1093.8183
40,0.39,00:59:55:00,1452.8423,670.8863,1093.8203
41,0.4,00:59:55:00,1453.0023,671.0127,1093.8797
42,0.41,00:59:55:00,1453.0803,671.0997,1093.9057
43,0.42,00:59:55:01,1453.0323,671.1573,1093.8653
44,0.43,00:59:55:01,1453.0893,671.253,1093.8677
45,0.44,00:59:55:01,1453.1427,671.3163,1093.837
46,0.45,00:59:55:01,1453.195,671.414,1093.8347
47,0.46,00:59:55:02,1453.266,671.5247,1093.8477
48,0.47,00:59:55:02,1453.3397,671.6303,1093.8583
49,0.48,00:59:55:02,1453.4397,671.7653,1093.9113
50,0.49,00:59:55:02,1453.476,671.835,1093.906
51,0.5,00:59:55:03,1453.552,671.9613,1093.957
52,0.51,00:59:55:03,1453.5943,672.0210000000002,1093.966
53,0.52,00:59:55:03,1453.7493,672.1397,1094.0377
54,0.53,00:59:55:03,1453.7020000000002,672.1827,1094.0297
55,0.54,00:59:55:04,1453.7533,672.2563,1094.0663
56,0.55,00:59:55:04,1453.8343,672.365,1094.1377
57,0.56,00:59:55:04,1453.8903,672.4303,1094.159
58,0.57,00:59:55:04,1453.938,672.4957,1094.1727
59,0.58,00:59:55:05,1454.0993,672.5983,1094.2247
60,0.59,00:59:55:05,1454.0717,672.6293,1094.2187
61,0.6,00:59:55:05,1454.2243,672.725,1094.2553
62,0.61,00:59:55:05,1454.1747,672.7537,1094.2433
63,0.62,00:59:55:06,1454.2407,672.8113,1094.2497
64,0.63,00:59:55:06,1454.3893,672.8989999999999,1094.2867
65,0.64,00:59:55:06,1454.4567,672.9527,1094.308
66,0.65,00:59:55:06,1454.4129999999998,672.9777,1094.272
67,0.66,00:59:55:07,1454.5483,673.07,1094.2977
68,0.67,00:59:55:07,1454.5137,673.0907,1094.267
69,0.68,00:59:55:07,1454.566,673.1493,1094.2663
70,0.69,00:59:55:07,1454.631,673.2177,1094.2857
71,0.7,00:59:55:08,1454.6683,673.2663,1094.283
72,0.71,00:59:55:08,1454.713,673.3293,1094.2857
73,0.72,00:59:55:08,1454.8993,673.4337,1094.3577
74,0.73,00:59:55:08,1454.8037,673.4517,1094.3137
75,0.74,00:59:55:09,1454.8287,673.5147,1094.3213
76,0.75,00:59:55:09,1454.9853,673.627,1094.368
77,0.76,00:59:55:09,1455.0103,673.7007,1094.383
78,0.77,00:59:55:09,1455.0453,673.7707,1094.407
79,0.78,00:59:55:10,1454.957,673.809,1094.3777
80,0.79,00:59:55:10,1455.0973,673.9233,1094.4427
81,0.8,00:59:55:10,1455.0,673.9773,1094.4187
82,0.81,00:59:55:10,1455.1313,674.1110000000001,1094.483
83,0.82,00:59:55:11,1455.144,674.199,1094.497
84,0.83,00:59:55:11,1455.1687,674.2937,1094.5277
85,0.84,00:59:55:11,1455.1727,674.3717,1094.516
86,0.85,00:59:55:11,1455.0877,674.4317,1094.5127
87,0.86,00:59:55:12,1455.0967,674.528,1094.5373
88,0.87,00:59:55:12,1455.2233,674.658,1094.6057
