Frame,Time,SMPTE,bar_spine_x,bar_spine_y,bar_spine_z
1,0.0,00:59:54:15,2123.8203,1212.252,1212.4237
2,0.01,00:59:54:15,2123.9017,1212.254,1212.4503
3,0.02,00:59:54:16,2123.9163,1212.2697,1212.4623
4,0.03,00:59:54:16,2123.9753,1212.3757,1212.433
5,0.04,00:59:54:16,2123.9017,1212.0133,1212.353
6,0.05,00:59:54:16,2123.919,1211.9733,1212.3543
7,0.06,00:59:54:17,2123.9557,1211.9660000000001,1212.3543
8,0.07,00:59:54:17,2123.9627,1211.9693,1212.37
9,0.08,00:59:54:17,2123.9703,1211.9867,1212.3847
10,0.09,00:59:54:17,2124.002,1211.9953,1212.388
11,0.1,00:59:54:18,2124.0373,1212.022,1212.3883
12,0.11,00:59:54:18,2124.0487,1212.0343,1212.3833
13,0.12,00:59:54:18,2124.0747,1212.067,1212.3933
14,0.13,00:59:54:18,2124.1183,1212.0987,1212.389
15,0.14,00:59:54:19,2124.1479999999997,1212.119,1212.3947
16,0.15,00:59:54:19,2124.2129999999997,1212.14,1212.394
17,0.16,00:59:54:19,2124.2233,1212.1760000000002,1212.3897
18,0.17,00:59:54:19,2124.2637,1212.2027,1212.384
19,0.18,00:59:54:20,2124.2997,1212.2367,1212.3687
20,0.19,00:59:54:20,2124.3277,1212.2607,1212.3607
21,0.2,00:59:54:20,2124.3483,1212.2907,1212.3617
22,0.21,00:59:54:20,2124.3637,1212.3143,1212.3443
23,0.22,00:59:54:21,2124.3863,1212.3287,1212.3603
24,0.23,00:59:54:21,2124.38,1212.3667,1212.3557
25,0.24,00:59:54:21,2124.4057,1212.405,1212.335
26,0.25,00:59:54:21,2124.4973,1212.3433,1212.2027
27,0.26,00:59:54:22,2124.4987,1212.365,1212.1697
28,0.27,00:59:54:22,2124.4837,1212.3813,1212.145
29,0.28,00:59:54:22,2124.4773,1212.1953,1212.1047
30,0.29,00:59:54:22,2124.4703,1212.2089999999998,1212.078
31,0.3,00:59:54:23,2124.4570000000003,1212.2167,1212.0677
32,0.31,00:59:54:23,2124.4863,1212.2297,1212.0553
33,0.32,00:59:54:23,2124.512,1212.2343,1212.06
34,0.33,00:59:54:23,2124.541,1212.245,1212.057
35,0.34,00:59:54:24,2124.5727,1212.2623,1212.0547
36,0.35,00:59:54:24,2124.6097,1212.2773,1212.05
37,0.36,00:59:54:24,2124.624,1212.2973,1212.0277
38,0.37,00:59:54:24,2124.6463,1212.313,1212.009
39,0.38,00:59:55:00,2124.6393,1212.347,1211.9933
40,0.39,00:59:55:00,2124.6479999999997,1212.37,1211.9527
41,0.4,00:59:55:00,2124.6639999999998,1212.4047,1211.9189999999999
42,0.41,00:59:55:00,2124.689,1212.4337,1211.9097
43,0.42,00:59:55:01,2124.69,1212.475,1211.886
44,0.43,00:59:55:01,2124.7017,1212.4807,1211.877
45,0.44,00:59:55:01,2124.7237,1212.5103,1211.8647
46,0.45,00:59:55:01,2124.7323,1212.525,1211.858
47,0.46,00:59:55:02,2124.7397,1212.5353,1211.8507
48,0.47,00:59:55:02,2124.7453,1212.562,1211.839
49,0.48,00:59:55:02,2124.7677,1212.579,1211.8147
50,0.49,00:59:55:02,2124.7557,1212.5927,1211.789
51,0.5,00:59:55:03,2124.7753,1212.608,1211.7897
52,0.51,00:59:55:03,2124.7683,1212.6347,1211.767
53,0.52,00:59:55:03,2124.777,1212.649,1211.7657
54,0.53,00:59:55:03,2124.751,1212.6689999999999,1211.749
55,0.54,00:59:55:04,2124.7617,1212.6927,1211.7507
56,0.55,00:59:55:04,2124.7533,1212.7197,1211.7557
57,0.56,00:59:55:04,2124.7297,1212.75,1211.7573
58,0.57,00:59:55:04,2124.7247,1212.7797,1211.724
59,0.58,00:59:55:05,2124.7157,1212.8117,1211.7107
60,0.59,00:59:55:05,2124.7133,1212.849,1211.7223
61,0.6,00:59:55:05,2124.705,1212.8937,1211.6989999999998
62,0.61,00:59:55:05,2124.7017,1212.9407,1211.7017
63,0.62,00:59:55:06,2124.6743,1212.9873,1211.69
64,0.63,00:59:55:06,2124.6563,1213.0230000000001,1211.6847
65,0.64,00:59:55:06,2124.655,1213.0733,1211.6473
66,0.65,00:59:55:06,2124.6523,1213.132,1211.6377
67,0.66,00:59:55:07,2124.638,1213.1853,1211.645
68,0.67,00:59:55:07,2124.6187,1213.237,1211.6293
69,0.68,00:59:55:07,2124.6177,1213.3097,1211.6353
70,0.69,00:59:55:07,2124.5937,1213.3693,1211.6367
71,0.7,00:59:55:08,2124.589,1213.4287,1211.641
72,0.71,00:59:55:08,2124.5857,1213.4827,1211.63
73,0.72,00:59:55:08,2124.5947,1213.5339999999999,1211.6403
74,0.73,00:59:55:08,2124.6093,1213.5917,1211.642
75,0.74,00:59:55:09,2124.621,1213.6353,1211.6503
76,0.75,00:59:55:09,2124.6217,1213.6883,1211.653
77,0.76,00:59:55:09,2124.6287,1213.731,1211.6613
78,0.77,00:59:55:09,2124.625,1213.7643,1211.643
79,0.78,00:59:55:10,2124.638,1213.8083,1211.6473
80,0.79,00:59:55:10,2124.6553,1213.84,1211.6457
81,0.8,00:59:55:10,2124.647,1213.8783,1211.6517
82,0.81,00:59:55:10,2124.6727,1213.9103,1211.6447
83,0.82,00:59:55:11,2124.6743,1213.9513,1211.6617
84,0.83,00:59:55:11,2124.6603,1213.974,1211.6563
85,0.84,00:59:55:11,2124.6620000000003,1214.0177,1211.6643
86,0.85,00:59:55:11,2124.6733,1214.0543,1211.6647
87,0.86,00:59:55:12,2124.6803,1214.077,1211.682
88,0.87,00:59:55:12,2124.6793,1214.1053,1211.7053
89,0.88,00:59:55:12,2124.6607,1214.123,1211.7187
90,0.89,00:59:55:12,2124.6627,1214.1447,1211.7557
91,0.9,00:59:55:13,2124.651,1214.1633,1211.764
92,0.91,00:59:55:13,2124.6647,1214.1727,1211.8023
93,0.92,00:59:55:13,2124.677,1214.1977,1211.8317
94,0.93,00:59:55:13,2124.6887,1214.1987,1211.8647
95,0.94,00:59:55:14,2124.6817,1214.1987,1211.8933
96,0.95,00:59:55:14,2124.7013,1214.215,1211.9197
97,0.96,00:59:55:14,2124.7237,1214.2097,1211.9387
98,0.97,00:59:55:14,2124.735,1214.2233,1211.9597
99,0.98,00:59:55:15,2124.724,1214.213,1211.9583
100,0.99,00:59:55:15,2124.734,1214.2123,1211.9727
101,1.0,00:59:55:15,2124.7307,1214.226,1211.974
102,1.01,00:59:55:15,2124.7273,1214.228,1211.9737
103,1.02,00:59:55:16,2124.751,1214.2213,1211.984
104,1.03,00:59:55:16,2124.7523,1214.2207,1211.9853
105,1.04,00:59:55:16,2124.7823,1214.2087,1211.99
106,1.05,00:59:55:16,2124.7807,1214.208,1211.9933
107,1.06,00:59:55:17,2124.7837,1214.2013,1211.9937
108,1.07,00:59:55:17,2124.7927,1214.185,1211.9937
109,1.08,00:59:55:17,2124.7807,1214.1893,1211.9903
110,1.09,00:59:55:17,2124.78,1214.1703,1211.9823
111,1.1,00:59:55:18,2124.811,1214.1797,1211.998
112,1.11,00:59:55:18,2124.7973,1214.161,1212.0027
113,1.12,00:59:55:18,2124.7977,1214.1589999999999,1212.008
114,1.13,00:59:55:18,2124.7947,1214.1497,1212.0307
115,1.14,00:59:55:19,2124.8089999999997,1214.1363,1212.0710000000001
116,1.15,00:59:55:19,2124.8360000000002,1214.1243,1212.1213
