Frame,Time,SMPTE,bar_left_hip_x,bar_left_hip_y,bar_left_hip_z
1,0.0,00:47:38.09:01,393.5555,944.3960000000001,43.393
2,0.01,00:47:38.09:02,393.4915,944.3825,43.423
3,0.02,00:47:38.09:03,393.4395,944.365,43.4405
4,0.03,00:47:38.10:00,393.211,944.4005,43.742
5,0.04,00:47:38.10:01,393.1155,944.4385,43.7965
6,0.05,00:47:38.10:02,393.0375,944.435,43.8365
7,0.06,00:47:38.10:03,392.9615,944.4215,43.86
8,0.07,00:47:38.11:00,392.8685,944.4125,43.896
9,0.08,00:47:38.11:01,392.776,944.3919999999999,43.918
10,0.09,00:47:38.11:02,392.599,944.4345,43.897
11,0.1,00:47:38.11:03,392.4885,944.414,43.9145
12,0.11,00:47:38.12:00,392.3965,944.4105,43.95399999999999
13,0.12,00:47:38.12:01,392.2945,944.3919999999999,43.965
14,0.13,00:47:38.12:02,392.2965,944.337,44.0345
15,0.14,00:47:38.12:03,392.1235,944.387,44.015
16,0.15,00:47:38.13:00,392.1215,944.3125,44.0765
17,0.16,00:47:38.13:01,392.0185,944.303,44.0785
18,0.17,00:47:38.13:02,391.912,944.279,44.1095
19,0.18,00:47:38.13:03,391.798,944.2665,44.115
20,0.19,00:47:38.14:00,391.6655,944.2455,44.138999999999996
21,0.2,00:47:38.14:01,391.5135,944.2385,44.1475
22,0.21,00:47:38.14:02,391.3755,944.2215,44.181000000000004
23,0.22,00:47:38.14:03,391.2365,944.2195,44.2055
24,0.23,00:47:38.15:00,391.0935,944.1885,44.2215
25,0.24,00:47:38.15:01,390.9775,944.1845,44.235
26,0.25,00:47:38.15:02,390.8495,944.17,44.2545
27,0.26,00:47:38.15:03,390.7225,944.1619999999999,44.277
28,0.27,00:47:38.16:00,390.5995,944.1445,44.2925
29,0.28,00:47:38.16:01,390.4935,944.1295,44.306999999999995
30,0.29,00:47:38.16:02,390.37199999999996,944.115,44.336000000000006
31,0.3,00:47:38.16:03,390.2525,944.0889999999999,44.3595
32,0.31,00:47:38.17:00,390.13199999999995,944.0745,44.388999999999996
33,0.32,00:47:38.17:01,390.005,944.058,44.4205
34,0.33,00:47:38.17:02,389.875,944.047,44.4375
35,0.34,00:47:38.17:03,389.7425,944.029,44.4445
36,0.35,00:47:38.18:00,389.61199999999997,944.0085,44.45399999999999
37,0.36,00:47:38.18:01,389.4735,943.985,44.4635
38,0.37,00:47:38.18:02,389.3265,943.9555,44.466
39,0.38,00:47:38.18:03,389.199,943.937,44.4805
40,0.39,00:47:38.19:00,389.064,943.921,44.486000000000004
41,0.4,00:47:38.19:01,388.921,943.9175,44.4825
42,0.41,00:47:38.19:02,388.7855,943.9,44.4775
43,0.42,00:47:38.19:03,388.6545,943.8810000000001,44.486000000000004
44,0.43,00:47:38.20:00,388.523,943.8565,44.46
45,0.44,00:47:38.20:01,388.39300000000003,943.8275,44.4605
46,0.45,00:47:38.20:02,388.251,943.8135,44.467
47,0.46,00:47:38.20:03,388.13,943.7785,44.46
48,0.47,00:47:38.21:00,387.9955,943.76,44.4765
49,0.48,00:47:38.21:01,387.875,943.7345,44.4925
50,0.49,00:47:38.21:02,387.77,943.7115,44.492
51,0.5,00:47:38.21:03,387.566,943.7615,44.4415
52,0.51,00:47:38.22:00,387.468,943.7425,44.446000000000005
53,0.52,00:47:38.22:01,387.3645,943.735,44.455
54,0.53,00:47:38.22:02,387.288,943.7105,44.452
55,0.54,00:47:38.22:03,387.194,943.7015,44.4555
56,0.55,00:47:38.23:00,387.1275,943.6975,44.4535
57,0.56,00:47:38.23:01,387.099,943.684,44.4545
58,0.57,00:47:38.23:02,387.12800000000004,943.6095,44.5195
59,0.58,00:47:38.23:03,387.023,943.659,44.4805
60,0.59,00:47:38.24:00,386.991,943.6510000000001,44.5045
61,0.6,00:47:38.24:01,386.9705,943.6565,44.5175
62,0.61,00:47:38.24:02,386.9735,943.6619999999999,44.5385
63,0.62,00:47:38.24:03,386.985,943.6675,44.551
64,0.63,00:47:39.00:00,387.0125,943.67,44.574
65,0.64,00:47:39.00:01,387.0325,943.6765,44.5905
66,0.65,00:47:39.00:02,387.0835,943.6725,44.617
67,0.66,00:47:39.00:03,387.12,943.659,44.645
68,0.67,00:47:39.01:00,387.1565,943.6525,44.675
69,0.68,00:47:39.01:01,387.186,943.653,44.7205
70,0.69,00:47:39.01:02,387.2335,943.654,44.742
71,0.7,00:47:39.01:03,387.272,943.6495,44.7795
72,0.71,00:47:39.02:00,387.32300000000004,943.665,44.7995
73,0.72,00:47:39.02:01,387.38199999999995,943.658,44.828
74,0.73,00:47:39.02:02,387.4405,943.6745,44.8545
75,0.74,00:47:39.02:03,387.50199999999995,943.6675,44.872
76,0.75,00:47:39.03:00,387.5795,943.6669999999999,44.89
77,0.76,00:47:39.03:01,387.6425,943.6565,44.931000000000004
78,0.77,00:47:39.03:02,387.7,943.645,44.9585
79,0.78,00:47:39.03:03,387.76800000000003,943.6355,44.973
80,0.79,00:47:39.04:00,387.8215,943.6410000000001,45.001000000000005
81,0.8,00:47:39.04:01,387.87800000000004,943.6355,45.0565
82,0.81,00:47:39.04:02,387.9305,943.6310000000001,45.0755
83,0.82,00:47:39.04:03,387.958,943.6405,45.1285
84,0.83,00:47:39.05:00,387.9975,943.6425,45.1655
85,0.84,00:47:39.05:01,388.0385,943.627,45.2035
86,0.85,00:47:39.05:02,388.0835,943.637,45.244
87,0.86,00:47:39.05:03,388.13,943.6275,45.2825
88,0.87,00:47:39.06:00,388.1705,943.6110000000001,45.3285
89,0.88,00:47:39.06:01,388.214,943.6085,45.3775
90,0.89,00:47:39.06:02,388.2695,943.6,45.4295
91,0.9,00:47:39.06:03,388.305,943.6065,45.498999999999995
92,0.91,00:47:39.07:00,388.347,943.612,45.559
93,0.92,00:47:39.07:01,388.39300000000003,943.6160000000001,45.6195
94,0.93,00:47:39.07:02,388.4505,943.6135,45.674
95,0.94,00:47:39.07:03,388.5055,943.6110000000001,45.7265
96,0.95,00:47:39.08:00,388.588,943.6095,45.791000000000004
97,0.96,00:47:39.08:01,388.6645,943.6025,45.86
98,0.97,00:47:39.08:02,388.75800000000004,943.6005,45.934
99,0.98,00:47:39.08:03,388.8575,943.602,46.006
100,0.99,00:47:39.09:00,388.945,943.5895,46.0765
101,1.0,00:47:39.09:01,389.05400000000003,943.5939999999999,46.1385
102,1.01,00:47:39.09:02,389.16,943.592,46.206
103,1.02,00:47:39.09:03,389.273,943.5995,46.257
104,1.03,00:47:39.10:00,389.395,943.6060000000001,46.303000000000004
105,1.04,00:47:39.10:01,389.506,943.6060000000001,46.36600000000001
106,1.05,00:47:39.10:02,389.63699999999994,943.6105,46.3995
107,1.06,00:47:39.10:03,389.777,943.6089999999999,46.4595
108,1.07,00:47:39.11:00,389.9115,943.6115,46.5195
109,1.08,00:47:39.11:01,390.0695,943.6160000000001,46.573
110,1.09,00:47:39.11:02,390.224,943.617,46.6385
111,1.1,00:47:39.11:03,390.37800000000004,943.6295,46.6635
112,1.11,00:47:39.12:00,390.537,943.6405,46.728
113,1.12,00:47:39.12:01,390.6745,943.664,46.7685
114,1.13,00:47:39.12:02,390.8085,943.677,46.8035
115,1.14,00:47:39.12:03,390.9515,943.6835,46.8355
116,1.15,00:47:39.13:00,391.101,943.693,46.868
117,1.16,00:47:39.13:01,391.2405,943.691,46.894
118,1.17,00:47:39.13:02,391.371,943.6955,46.93
119,1.18,00:47:39.13:03,391.4925,943.7,46.942
120,1.19,00:47:39.14:00,391.619,943.7045,46.9705
121,1.2,00:47:39.14:01,391.7485,943.7125,47.001999999999995
122,1.21,00:47:39.14:02,391.8625,943.7135,47.007
123,1.22,00:47:39.14:03,391.986,943.7305,47.033
124,1.23,00:47:39.15:00,392.11199999999997,943.7230000000001,47.0325
125,1.24,00:47:39.15:01,392.2485,943.7265,47.037
126,1.25,00:47:39.15:02,392.351,943.755,47.0405
127,1.26,00:47:39.15:03,392.48,943.7705,47.035
128,1.27,00:47:39.16:00,392.5915,943.7995,47.025
129,1.28,00:47:39.16:01,392.72900000000004,943.8065,47.011
130,1.29,00:47:39.16:02,392.845,943.8205,46.994
131,1.3,00:47:39.16:03,392.9725,943.823,46.9785
132,1.31,00:47:39.17:00,393.094,943.8415,46.9545
133,1.32,00:47:39.17:01,393.214,943.8565,46.931000000000004
134,1.33,00:47:39.17:02,393.3285,943.872,46.9085
135,1.34,00:47:39.17:03,393.46,943.8815,46.876000000000005
136,1.35,00:47:39.18:00,393.603,943.877,46.843999999999994
137,1.36,00:47:39.18:01,393.7265,943.8865,46.8065
138,1.37,00:47:39.18:02,393.8775,943.8985,46.7535
139,1.38,00:47:39.18:03,394.0185,943.916,46.7125
140,1.39,00:47:39.19:00,394.148,943.942,46.673
141,1.4,00:47:39.19:01,394.289,943.9615,46.6035
142,1.41,00:47:39.19:02,394.4345,943.9735,46.5425
143,1.42,00:47:39.19:03,394.5755,943.9775,46.5125
144,1.43,00:47:39.20:00,394.73,944.002,46.471000000000004
145,1.44,00:47:39.20:01,394.8665,944.02,46.4065
146,1.45,00:47:39.20:02,394.99800000000005,944.057,46.373000000000005
147,1.46,00:47:39.20:03,395.1175,944.0555,46.3185
148,1.47,00:47:39.21:00,395.217,944.066,46.2705
149,1.48,00:47:39.21:01,395.329,944.0715,46.2245
150,1.49,00:47:39.21:02,395.43,944.079,46.1585
151,1.5,00:47:39.21:03,395.5225,944.0905,46.102
152,1.51,00:47:39.22:00,395.611,944.1189999999999,46.053999999999995
153,1.52,00:47:39.22:01,395.717,944.1345,46.005
154,1.53,00:47:39.22:02,395.8055,944.138,45.9735
155,1.54,00:47:39.22:03,395.8845,944.1535,45.9395
156,1.55,00:47:39.23:00,395.9625,944.1635,45.894
157,1.56,00:47:39.23:01,396.0255,944.1665,45.8645
158,1.57,00:47:39.23:02,396.0835,944.153,45.82899999999999
159,1.58,00:47:39.23:03,396.134,944.1465,45.7965
160,1.59,00:47:39.24:00,396.194,944.1510000000001,45.748999999999995
161,1.6,00:47:39.24:01,396.2355,944.1439999999999,45.724
162,1.61,00:47:39.24:02,396.2835,944.15,45.70399999999999
163,1.62,00:47:39.24:03,396.349,944.1455,45.6915
164,1.63,00:47:40.00:00,396.3875,944.1505,45.674
165,1.64,00:47:40.00:01,396.4665,944.1619999999999,45.65
166,1.65,00:47:40.00:02,396.525,944.1685,45.6335
167,1.66,00:47:40.00:03,396.6025,944.1785,45.6195
168,1.67,00:47:40.01:00,396.66,944.1925,45.6005
169,1.68,00:47:40.01:01,396.7235,944.216,45.593999999999994
170,1.69,00:47:40.01:02,396.79900000000004,944.2265,45.603
171,1.7,00:47:40.01:03,396.855,944.2565,45.6205
172,1.71,00:47:40.02:00,396.9345,944.2560000000001,45.638000000000005
173,1.72,00:47:40.02:01,397.0275,944.2739999999999,45.651
174,1.73,00:47:40.02:02,397.12,944.2855,45.6845
175,1.74,00:47:40.02:03,397.2085,944.2975,45.7155
176,1.75,00:47:40.03:00,397.30400000000003,944.3015,45.736000000000004
177,1.76,00:47:40.03:01,397.39599999999996,944.307,45.781000000000006
178,1.77,00:47:40.03:02,397.5095,944.3065,45.812
