Frame,Time,SMPTE,bar_right_wrist_x,bar_right_wrist_y,bar_right_wrist_z
1,0.0,00:47:38.09:01,438.621,1318.7305,-750.8195
2,0.01,00:47:38.09:02,438.3385,1318.7725,-750.7485
3,0.02,00:47:38.09:03,438.0545,1318.808,-750.6855
4,0.03,00:47:38.10:00,438.05400000000003,1318.6885,-750.1855
5,0.04,00:47:38.10:01,437.7515,1318.729,-750.1235
6,0.05,00:47:38.10:02,437.515,1318.786,-750.068
7,0.06,00:47:38.10:03,437.2515,1318.856,-750.0110000000001
8,0.07,00:47:38.11:00,437.0055,1318.9479999999999,-749.9795
9,0.08,00:47:38.11:01,436.7395,1319.0335,-749.9315
10,0.09,00:47:38.11:02,436.4885,1319.1,-749.8560000000001
11,0.1,00:47:38.11:03,436.2235,1319.1789999999999,-749.8145
12,0.11,00:47:38.12:00,435.9795,1319.2820000000002,-749.7589999999999
13,0.12,00:47:38.12:01,435.76300000000003,1319.3625,-749.6835
14,0.13,00:47:38.12:02,435.5455,1319.4595,-749.6335
15,0.14,00:47:38.12:03,435.3235,1319.529,-749.576
16,0.15,00:47:38.13:00,435.096,1319.608,-749.513
17,0.16,00:47:38.13:01,434.8635,1319.7075,-749.4825
18,0.17,00:47:38.13:02,434.67,1319.7965,-749.4245
19,0.18,00:47:38.13:03,434.44199999999995,1319.9,-749.405
20,0.19,00:47:38.14:00,434.2475,1320.029,-749.3660000000001
21,0.2,00:47:38.14:01,434.0505,1320.13,-749.3395
22,0.21,00:47:38.14:02,433.833,1320.25,-749.2835
23,0.22,00:47:38.14:03,433.6415,1320.33,-749.2195
24,0.23,00:47:38.15:00,433.4925,1320.422,-749.1535
25,0.24,00:47:38.15:01,433.3415,1320.4815,-749.0939999999999
26,0.25,00:47:38.15:02,433.18699999999995,1320.5465,-749.0525
27,0.26,00:47:38.15:03,433.0505,1320.6195,-749.0185
28,0.27,00:47:38.16:00,432.9435,1320.664,-748.953
29,0.28,00:47:38.16:01,432.8355,1320.7455,-748.8995
30,0.29,00:47:38.16:02,432.704,1320.8075,-748.815
31,0.3,00:47:38.16:03,432.61800000000005,1320.8555,-748.7625
32,0.31,00:47:38.17:00,432.526,1320.8925,-748.673
33,0.32,00:47:38.17:01,432.4475,1320.906,-748.5985
34,0.33,00:47:38.17:02,432.3625,1320.9270000000001,-748.5445
35,0.34,00:47:38.17:03,432.2835,1320.9489999999998,-748.48
36,0.35,00:47:38.18:00,432.1805,1320.9615,-748.4445
37,0.36,00:47:38.18:01,432.1005,1320.969,-748.3435
38,0.37,00:47:38.18:02,432.0015,1320.996,-748.2975
39,0.38,00:47:38.18:03,431.905,1321.0079999999998,-748.2175
40,0.39,00:47:38.19:00,431.8015,1320.987,-748.1080000000001
41,0.4,00:47:38.19:01,431.68300000000005,1321.0405,-748.056
42,0.41,00:47:38.19:02,431.555,1321.0625,-747.9810000000001
43,0.42,00:47:38.19:03,431.425,1321.1135,-747.92
44,0.43,00:47:38.20:00,431.2685,1321.1395,-747.8580000000001
45,0.44,00:47:38.20:01,431.1235,1321.1755,-747.8065
46,0.45,00:47:38.20:02,430.949,1321.236,-747.7310000000001
47,0.46,00:47:38.20:03,430.79900000000004,1321.2845,-747.678
48,0.47,00:47:38.21:00,430.5975,1321.3515,-747.6235
49,0.48,00:47:38.21:01,430.3935,1321.4160000000002,-747.5805
50,0.49,00:47:38.21:02,430.1945,1321.4660000000001,-747.5219999999999
51,0.5,00:47:38.21:03,429.967,1321.51,-747.477
52,0.51,00:47:38.22:00,429.7585,1321.601,-747.4065
53,0.52,00:47:38.22:01,429.51099999999997,1321.6605,-747.355
54,0.53,00:47:38.22:02,429.30199999999996,1321.714,-747.3045
55,0.54,00:47:38.22:03,429.0685,1321.7725,-747.2625
56,0.55,00:47:38.23:00,428.85699999999997,1321.8355,-747.2295
57,0.56,00:47:38.23:01,428.6395,1321.8975,-747.209
58,0.57,00:47:38.23:02,428.3805,1321.9589999999998,-747.2045
59,0.58,00:47:38.23:03,428.1545,1322.024,-747.1595
60,0.59,00:47:38.24:00,427.9285,1322.08,-747.137
61,0.6,00:47:38.24:01,427.7095,1322.1329999999998,-747.078
62,0.61,00:47:38.24:02,427.478,1322.1889999999999,-747.055
63,0.62,00:47:38.24:03,427.251,1322.24,-747.0235
64,0.63,00:47:39.00:00,427.015,1322.326,-747.025
65,0.64,00:47:39.00:01,426.7855,1322.3975,-746.995
66,0.65,00:47:39.00:02,426.56800000000004,1322.476,-746.9910000000001
67,0.66,00:47:39.00:03,426.3565,1322.5525,-746.9815
68,0.67,00:47:39.01:00,426.126,1322.6215,-746.9875
69,0.68,00:47:39.01:01,425.945,1322.6895,-746.9580000000001
70,0.69,00:47:39.01:02,425.7345,1322.731,-746.931
71,0.7,00:47:39.01:03,425.54900000000004,1322.7665,-746.9125
72,0.71,00:47:39.02:00,425.381,1322.8010000000002,-746.855
73,0.72,00:47:39.02:01,425.216,1322.8175,-746.847
74,0.73,00:47:39.02:02,425.087,1322.8125,-746.81
75,0.74,00:47:39.02:03,424.9265,1322.8270000000002,-746.7810000000001
76,0.75,00:47:39.03:00,424.7655,1322.825,-746.753
77,0.76,00:47:39.03:01,424.588,1322.806,-746.7365
78,0.77,00:47:39.03:02,424.4245,1322.7855,-746.716
79,0.78,00:47:39.03:03,424.2985,1322.7565,-746.683
80,0.79,00:47:39.04:00,424.1385,1322.7205,-746.6275
81,0.8,00:47:39.04:01,423.9935,1322.662,-746.5875
82,0.81,00:47:39.04:02,423.842,1322.5970000000002,-746.558
83,0.82,00:47:39.04:03,423.6815,1322.5395,-746.5039999999999
84,0.83,00:47:39.05:00,423.523,1322.4995,-746.4730000000001
85,0.84,00:47:39.05:01,423.35699999999997,1322.4470000000001,-746.4505
86,0.85,00:47:39.05:02,423.2085,1322.399,-746.408
87,0.86,00:47:39.05:03,423.06,1322.345,-746.3975
88,0.87,00:47:39.06:00,422.905,1322.2805,-746.3875
89,0.88,00:47:39.06:01,422.7865,1322.223,-746.327
90,0.89,00:47:39.06:02,422.666,1322.1445,-746.317
91,0.9,00:47:39.06:03,422.517,1322.0595,-746.2869999999999
92,0.91,00:47:39.07:00,422.365,1321.9495,-746.2625
93,0.92,00:47:39.07:01,422.24300000000005,1321.8605,-746.238
94,0.93,00:47:39.07:02,422.13,1321.7525,-746.22
95,0.94,00:47:39.07:03,422.0315,1321.6495,-746.193
96,0.95,00:47:39.08:00,421.9485,1321.55,-746.1525
97,0.96,00:47:39.08:01,421.869,1321.431,-746.1145
98,0.97,00:47:39.08:02,421.8095,1321.2735,-746.074
99,0.98,00:47:39.08:03,421.724,1321.1605,-746.0695
100,0.99,00:47:39.09:00,421.716,1321.017,-746.0235
