Frame,Time,SMPTE,bar_right_hand_x,bar_right_hand_y,bar_right_hand_z
1,0.0,00:47:38.09:01,452.5843,1300.878,-892.4983
2,0.01,00:47:38.09:02,452.1897,1300.96,-892.4447
3,0.02,00:47:38.09:03,451.861,1301.0547,-892.3923
4,0.03,00:47:38.10:00,451.09,1300.4357,-892.7127
5,0.04,00:47:38.10:01,450.5534,1300.5174,-892.7205
6,0.05,00:47:38.10:02,450.37300000000005,1300.5693,-892.7107
7,0.06,00:47:38.10:03,450.533,1300.621,-892.7497
8,0.07,00:47:38.11:00,449.782,1300.7227,-892.6289999999999
9,0.08,00:47:38.11:01,449.7352,1300.4266,-892.9935
10,0.09,00:47:38.11:02,449.7433,1300.8557,-892.5923
11,0.1,00:47:38.11:03,449.4847,1300.9753,-892.559
12,0.11,00:47:38.12:00,449.2047,1301.126,-892.5077
13,0.12,00:47:38.12:01,448.3137,1301.042,-893.0667
14,0.13,00:47:38.12:02,448.3043,1301.586,-892.6753
15,0.14,00:47:38.12:03,448.0243,1301.756,-892.6297
16,0.15,00:47:38.13:00,447.756,1301.9433,-892.571
17,0.16,00:47:38.13:01,447.496,1302.0819999999999,-892.5293
18,0.17,00:47:38.13:02,447.037,1301.8717,-892.824
19,0.18,00:47:38.13:03,447.034,1302.3210000000001,-892.4557
20,0.19,00:47:38.14:00,446.7933,1302.4383,-892.4073
21,0.2,00:47:38.14:01,446.3073,1302.167,-892.7197
22,0.21,00:47:38.14:02,446.36400000000003,1302.6303,-892.3307
23,0.22,00:47:38.14:03,446.1113,1302.76,-892.2919999999999
24,0.23,00:47:38.15:00,445.6317,1302.5657,-892.585
25,0.24,00:47:38.15:01,445.7223,1303.0847,-892.186
26,0.25,00:47:38.15:02,445.494,1303.2263,-892.155
27,0.26,00:47:38.15:03,445.2867,1303.3313,-892.1173
28,0.27,00:47:38.16:00,445.1277,1303.4077,-892.0613
29,0.28,00:47:38.16:01,444.714,1303.106,-892.3827
30,0.29,00:47:38.16:02,444.897,1303.486,-891.9487
31,0.3,00:47:38.16:03,444.834,1303.5273,-891.865
32,0.31,00:47:38.17:00,444.4743,1303.2093,-892.1657
33,0.32,00:47:38.17:01,444.6573,1303.56,-891.75
34,0.33,00:47:38.17:02,444.556,1303.559,-891.6917
35,0.34,00:47:38.17:03,444.1417,1303.1897,-892.0143
36,0.35,00:47:38.18:00,444.3473,1303.5357,-891.5813
37,0.36,00:47:38.18:01,444.2183,1303.5493,-891.5073
38,0.37,00:47:38.18:02,443.8783,1303.245,-891.7647
39,0.38,00:47:38.18:03,444.0653,1303.5853,-891.3527
40,0.39,00:47:38.19:00,443.961,1303.6087,-891.2689999999999
41,0.4,00:47:38.19:01,443.8787,1303.6197,-891.1987
42,0.41,00:47:38.19:02,443.76300000000003,1303.6187,-891.1183
43,0.42,00:47:38.19:03,443.296,1303.2857,-891.3907
44,0.43,00:47:38.20:00,443.3587,1303.6533,-891.003
45,0.44,00:47:38.20:01,443.18300000000005,1303.6887,-890.9267
46,0.45,00:47:38.20:02,442.6813,1303.4463,-891.2223
47,0.46,00:47:38.20:03,442.7707,1303.868,-890.7837
48,0.47,00:47:38.21:00,442.5327,1303.9547,-890.7397
49,0.48,00:47:38.21:01,441.9537,1303.7277,-891.0317
50,0.49,00:47:38.21:02,441.9523,1304.1517,-890.6307
51,0.5,00:47:38.21:03,441.6773,1304.2633,-890.5943
52,0.51,00:47:38.22:00,441.0747,1303.9867,-890.9247
53,0.52,00:47:38.22:01,441.077,1304.4033,-890.5110000000001
54,0.53,00:47:38.22:02,440.7663,1304.4647,-890.465
55,0.54,00:47:38.22:03,440.181,1304.1860000000001,-890.8213
56,0.55,00:47:38.23:00,440.1697,1304.558,-890.4457
57,0.56,00:47:38.23:01,439.8893,1304.603,-890.43
58,0.57,00:47:38.23:02,439.3457,1304.329,-890.7497
59,0.58,00:47:38.23:03,439.3263,1304.6903,-890.3653
60,0.59,00:47:38.24:00,439.0203,1304.7633,-890.3357
