Frame,Time,SMPTE,bar_left_foot_x,bar_left_foot_y,bar_left_foot_z
1,0.0,00:47:38.09:01,362.7887,6.2458,-0.075
2,0.01,00:47:38.09:02,362.7865,6.247999999999999,-0.0602
3,0.02,00:47:38.09:03,362.7807,6.251,-0.0693
4,0.03,00:47:38.10:00,362.2262,5.2637,-1.7797
5,0.04,00:47:38.10:01,362.0358,5.1427,-1.949
6,0.05,00:47:38.10:02,362.214,5.2812,-1.8245
7,0.06,00:47:38.10:03,362.2168,5.2795,-1.8357
8,0.07,00:47:38.11:00,362.2252,5.2643,-1.8433
9,0.08,00:47:38.11:01,362.2322,5.2567,-1.8525
10,0.09,00:47:38.11:02,362.231,5.2652,-1.8452
11,0.1,00:47:38.11:03,362.222,5.2715,-1.8415
12,0.11,00:47:38.12:00,362.224,5.277,-1.8428
13,0.12,00:47:38.12:01,362.2155,5.3143,-1.8153
14,0.13,00:47:38.12:02,362.214,5.3107,-1.8135
15,0.14,00:47:38.12:03,362.2197,5.3158,-1.7925
16,0.15,00:47:38.13:00,362.2235,5.3178,-1.7905
17,0.16,00:47:38.13:01,362.2153,5.3203,-1.7885
18,0.17,00:47:38.13:02,362.2178,5.3188,-1.7990000000000002
19,0.18,00:47:38.13:03,362.2218,5.3158,-1.8113
20,0.19,00:47:38.14:00,362.224,5.312,-1.8115
21,0.2,00:47:38.14:01,362.2182,5.3088,-1.8133
22,0.21,00:47:38.14:02,362.2132,5.321000000000001,-1.8097
23,0.22,00:47:38.14:03,362.2178,5.3315,-1.7998
24,0.23,00:47:38.15:00,362.2132,5.337999999999999,-1.797
25,0.24,00:47:38.15:01,362.2235,5.3352,-1.8005
26,0.25,00:47:38.15:02,362.2202,5.34,-1.7895
27,0.26,00:47:38.15:03,362.2102,5.3405,-1.7955
28,0.27,00:47:38.16:00,362.2148,5.3335,-1.8025
29,0.28,00:47:38.16:01,362.207,5.3343,-1.8017
30,0.29,00:47:38.16:02,362.2,5.3408,-1.8085
31,0.3,00:47:38.16:03,362.21,5.3463,-1.8052
32,0.31,00:47:38.17:00,362.211,5.34,-1.8007
33,0.32,00:47:38.17:01,362.2062,5.3433,-1.7965
34,0.33,00:47:38.17:02,362.19800000000004,5.3445,-1.8175
35,0.34,00:47:38.17:03,362.19599999999997,5.3295,-1.8225
36,0.35,00:47:38.18:00,362.1988,5.3328,-1.8217
37,0.36,00:47:38.18:01,362.194,5.3315,-1.8408
38,0.37,00:47:38.18:02,362.1932,5.3342,-1.838
39,0.38,00:47:38.18:03,362.1928,5.332000000000001,-1.8297
40,0.39,00:47:38.19:00,362.1933,5.3355,-1.8275
41,0.4,00:47:38.19:01,362.189,5.3402,-1.8275
42,0.41,00:47:38.19:02,362.1898,5.345,-1.8319999999999999
43,0.42,00:47:38.19:03,362.186,5.3437,-1.8362
44,0.43,00:47:38.20:00,362.1863,5.3378,-1.8357
45,0.44,00:47:38.20:01,362.1845,5.336,-1.834
