Frame,Time,SMPTE,bar_shoulder_centre_x,bar_shoulder_centre_y,bar_shoulder_centre_z
1,0.0,01:22:57:07,304.78700000000003,1494.463,1475.2185
2,0.01,01:22:57:07,304.807,1494.378,1475.2365
3,0.02,01:22:57:07,304.7825,1494.285,1475.211
4,0.03,01:22:57:08,304.7865,1494.2015,1475.2939999999999
5,0.04,01:22:57:08,304.678,1493.967,1474.749
6,0.05,01:22:57:08,304.67900000000003,1493.931,1474.7785
7,0.06,01:22:57:08,304.68,1493.851,1474.763
8,0.07,01:22:57:09,304.677,1493.7545,1474.7335
9,0.08,01:22:57:09,304.682,1493.6795,1474.7115
10,0.09,01:22:57:09,304.6765,1493.5765,1474.6915
11,0.1,01:22:57:09,304.6855,1493.4755,1474.6935
12,0.11,01:22:57:10,304.683,1493.3715,1474.6835
13,0.12,01:22:57:10,304.69,1493.266,1474.68
14,0.13,01:22:57:10,304.692,1493.1760000000002,1474.6860000000001
15,0.14,01:22:57:10,304.6945,1493.096,1474.6885
16,0.15,01:22:57:11,304.6895,1493.007,1474.694
17,0.16,01:22:57:11,304.694,1492.9275,1474.7
18,0.17,01:22:57:11,304.684,1492.844,1474.7065
19,0.18,01:22:57:11,304.686,1492.7485,1474.6905
20,0.19,01:22:57:12,304.67400000000004,1492.6645,1474.692
21,0.2,01:22:57:12,304.67900000000003,1492.5535,1474.6825
22,0.21,01:22:57:12,304.677,1492.4535,1474.6645
23,0.22,01:22:57:12,304.663,1492.3345,1474.631
24,0.23,01:22:57:13,304.6645,1492.223,1474.6065
25,0.24,01:22:57:13,304.637,1492.1105,1474.5770000000002
26,0.25,01:22:57:13,304.6235,1492.0045,1474.5620000000001
27,0.26,01:22:57:13,304.6215,1491.8965,1474.5325
28,0.27,01:22:57:14,304.6035,1491.777,1474.505
29,0.28,01:22:57:14,304.5805,1491.6815,1474.484
30,0.29,01:22:57:14,304.5645,1491.57,1474.4625
31,0.3,01:22:57:14,304.5475,1491.4705,1474.4495
32,0.31,01:22:57:15,304.5365,1491.3870000000002,1474.4525
33,0.32,01:22:57:15,304.5145,1491.299,1474.4345
34,0.33,01:22:57:15,304.5045,1491.227,1474.4445
35,0.34,01:22:57:15,304.4975,1491.174,1474.433
36,0.35,01:22:57:16,304.4835,1491.1155,1474.434
37,0.36,01:22:57:16,304.49,1491.0735,1474.4435
38,0.37,01:22:57:16,304.4795,1491.0345,1474.4485
39,0.38,01:22:57:16,304.48400000000004,1491.01,1474.4545
40,0.39,01:22:57:17,304.483,1490.98,1474.4645
41,0.4,01:22:57:17,304.5005,1490.953,1474.4679999999998
42,0.41,01:22:57:17,304.5095,1490.9135,1474.4560000000001
43,0.42,01:22:57:17,304.519,1490.88,1474.4455
44,0.43,01:22:57:18,304.534,1490.8529999999998,1474.445
45,0.44,01:22:57:18,304.5495,1490.8155,1474.4279999999999
46,0.45,01:22:57:18,304.548,1490.787,1474.4289999999999
47,0.46,01:22:57:18,304.551,1490.7525,1474.4160000000002
48,0.47,01:22:57:19,304.5535,1490.726,1474.4225
49,0.48,01:22:57:19,304.55,1490.705,1474.4185
50,0.49,01:22:57:19,304.5515,1490.6779999999999,1474.4075
51,0.5,01:22:57:19,304.5475,1490.6589999999999,1474.4029999999998
52,0.51,01:22:57:20,304.53700000000003,1490.628,1474.3845
53,0.52,01:22:57:20,304.528,1490.5895,1474.376
54,0.53,01:22:57:20,304.4945,1490.558,1474.3615
55,0.54,01:22:57:20,304.468,1490.52,1474.3455
56,0.55,01:22:57:21,304.4295,1490.4785,1474.32
57,0.56,01:22:57:21,304.39799999999997,1490.442,1474.3205
58,0.57,01:22:57:21,304.348,1490.4015,1474.3110000000001
59,0.58,01:22:57:21,304.2995,1490.374,1474.3095
60,0.59,01:22:57:22,304.2505,1490.3535,1474.3065
61,0.6,01:22:57:22,304.185,1490.3139999999999,1474.3005
62,0.61,01:22:57:22,304.1445,1490.283,1474.29
63,0.62,01:22:57:22,304.0895,1490.2325,1474.2755
64,0.63,01:22:57:23,304.02299999999997,1490.1965,1474.2625
65,0.64,01:22:57:23,303.9825,1490.14,1474.2405
66,0.65,01:22:57:23,303.94,1490.1095,1474.227
67,0.66,01:22:57:23,303.8985,1490.0675,1474.2179999999998
68,0.67,01:22:57:24,303.85900000000004,1490.0295,1474.214
69,0.68,01:22:57:24,303.8175,1489.999,1474.2155
70,0.69,01:22:57:24,303.774,1490.015,1474.1545
71,0.7,01:22:57:24,303.737,1489.9895,1474.1545
72,0.71,01:22:58:00,303.723,1489.9779999999998,1474.1395
73,0.72,01:22:58:00,303.7045,1489.9675,1474.1255
74,0.73,01:22:58:00,303.695,1489.97,1474.1155
75,0.74,01:22:58:00,303.694,1489.973,1474.1070000000002
76,0.75,01:22:58:01,303.6975,1489.976,1474.0945
77,0.76,01:22:58:01,303.6905,1490.0025,1474.0725
78,0.77,01:22:58:01,303.6815,1490.0295,1474.0755
79,0.78,01:22:58:01,303.70099999999996,1490.058,1474.0495
80,0.79,01:22:58:02,303.7295,1490.096,1474.0420000000001
81,0.8,01:22:58:02,303.754,1490.128,1474.0235
82,0.81,01:22:58:02,303.78,1490.144,1474.0005
83,0.82,01:22:58:02,303.817,1490.1595,1473.983
84,0.83,01:22:58:03,303.8495,1490.1805,1473.9585
85,0.84,01:22:58:03,303.879,1490.201,1473.9405
86,0.85,01:22:58:03,303.91700000000003,1490.2045,1473.9075
87,0.86,01:22:58:03,303.9385,1490.2235,1473.885
88,0.87,01:22:58:04,303.964,1490.2305,1473.8615
89,0.88,01:22:58:04,303.976,1490.2355,1473.8375
90,0.89,01:22:58:04,303.998,1490.246,1473.808
91,0.9,01:22:58:04,304.038,1490.261,1473.7895
92,0.91,01:22:58:05,304.0955,1490.2910000000002,1473.7805
93,0.92,01:22:58:05,304.1455,1490.3065,1473.763
94,0.93,01:22:58:05,304.203,1490.3225,1473.746
95,0.94,01:22:58:05,304.264,1490.3525,1473.7265
96,0.95,01:22:58:06,304.3235,1490.384,1473.7095
97,0.96,01:22:58:06,304.385,1490.425,1473.6755
98,0.97,01:22:58:06,304.454,1490.497,1473.6375
99,0.98,01:22:58:06,304.5085,1490.5675,1473.6255
100,0.99,01:22:58:07,304.57,1490.6325,1473.5970000000002
101,1.0,01:22:58:07,304.625,1490.7025,1473.585
102,1.01,01:22:58:07,304.67900000000003,1490.77,1473.5695
103,1.02,01:22:58:07,304.7265,1490.8275,1473.5829999999999
104,1.03,01:22:58:08,304.772,1490.8745,1473.5639999999999
105,1.04,01:22:58:08,304.823,1490.934,1473.5525
106,1.05,01:22:58:08,304.8625,1490.9560000000001,1473.5265
107,1.06,01:22:58:08,304.907,1490.9665,1473.5215
108,1.07,01:22:58:09,304.94,1490.9705,1473.5025
109,1.08,01:22:58:09,304.9905,1490.9745,1473.484
110,1.09,01:22:58:09,305.035,1490.954,1473.467
111,1.1,01:22:58:09,305.087,1490.941,1473.4460000000001
112,1.11,01:22:58:10,305.132,1490.9225,1473.4255
113,1.12,01:22:58:10,305.17900000000003,1490.8975,1473.3955
114,1.13,01:22:58:10,305.214,1490.8670000000002,1473.3729999999998
115,1.14,01:22:58:10,305.252,1490.8155,1473.364
116,1.15,01:22:58:11,305.302,1490.775,1473.3635
117,1.16,01:22:58:11,305.35,1490.7315,1473.354
118,1.17,01:22:58:11,305.3905,1490.6895,1473.3545
119,1.18,01:22:58:11,305.434,1490.6485,1473.3570000000002
120,1.19,01:22:58:12,305.471,1490.6065,1473.3655
121,1.2,01:22:58:12,305.504,1490.5635,1473.3835
122,1.21,01:22:58:12,305.5265,1490.5179999999998,1473.39
123,1.22,01:22:58:12,305.53700000000003,1490.4635,1473.396
124,1.23,01:22:58:13,305.5715,1490.4160000000002,1473.4065
125,1.24,01:22:58:13,305.577,1490.3339999999998,1473.4075
126,1.25,01:22:58:13,305.5805,1490.265,1473.4245
127,1.26,01:22:58:13,305.5695,1490.1875,1473.4165
128,1.27,01:22:58:14,305.5575,1490.1095,1473.4255
129,1.28,01:22:58:14,305.54400000000004,1490.0279999999998,1473.4255
130,1.29,01:22:58:14,305.5165,1489.941,1473.425
131,1.3,01:22:58:14,305.48,1489.8795,1473.4285
132,1.31,01:22:58:15,305.443,1489.7925,1473.441
133,1.32,01:22:58:15,305.3945,1489.7095,1473.444
134,1.33,01:22:58:15,305.3465,1489.6305,1473.469
135,1.34,01:22:58:15,305.29400000000004,1489.5245,1473.479
136,1.35,01:22:58:16,305.254,1489.4365,1473.509
137,1.36,01:22:58:16,305.194,1489.3255,1473.517
138,1.37,01:22:58:16,305.1445,1489.244,1473.5279999999998
139,1.38,01:22:58:16,305.0845,1489.1385,1473.5495
140,1.39,01:22:58:17,305.03,1489.0520000000001,1473.545
141,1.4,01:22:58:17,304.9625,1488.9585,1473.558
142,1.41,01:22:58:17,304.913,1488.879,1473.56
143,1.42,01:22:58:17,304.8645,1488.7915,1473.5215
144,1.43,01:22:58:18,304.829,1488.71,1473.5
145,1.44,01:22:58:18,304.772,1488.6295,1473.4705
146,1.45,01:22:58:18,304.73400000000004,1488.5445,1473.4395
147,1.46,01:22:58:18,304.673,1488.4355,1473.3965
148,1.47,01:22:58:19,304.6295,1488.345,1473.359
149,1.48,01:22:58:19,304.577,1488.2395,1473.335
150,1.49,01:22:58:19,304.54400000000004,1488.135,1473.2965
151,1.5,01:22:58:19,304.498,1488.0225,1473.271
152,1.51,01:22:58:20,304.467,1487.866,1473.2825
153,1.52,01:22:58:20,304.4115,1487.743,1473.2479999999998
154,1.53,01:22:58:20,304.355,1487.628,1473.2305
155,1.54,01:22:58:20,304.29400000000004,1487.4879999999998,1473.215
156,1.55,01:22:58:21,304.25,1487.3455,1473.1985
157,1.56,01:22:58:21,304.202,1487.182,1473.1945
158,1.57,01:22:58:21,304.1405,1487.027,1473.175
159,1.58,01:22:58:21,304.09,1486.8470000000002,1473.192
160,1.59,01:22:58:22,304.031,1486.6725,1473.1760000000002
161,1.6,01:22:58:22,303.97,1486.486,1473.1815
162,1.61,01:22:58:22,303.913,1486.28,1473.1735
163,1.62,01:22:58:22,303.849,1486.0845,1473.156
164,1.63,01:22:58:23,303.79400000000004,1485.8745,1473.142
165,1.64,01:22:58:23,303.7325,1485.6589999999999,1473.1265
166,1.65,01:22:58:23,303.6985,1485.451,1473.1145
167,1.66,01:22:58:23,303.635,1485.2435,1473.109
168,1.67,01:22:58:24,303.594,1485.057,1473.0925
169,1.68,01:22:58:24,303.54900000000004,1484.8745,1473.0739999999998
170,1.69,01:22:58:24,303.495,1484.701,1473.065
171,1.7,01:22:58:24,303.444,1484.5105,1473.06
172,1.71,01:22:59:00,303.388,1484.335,1473.0305
173,1.72,01:22:59:00,303.317,1484.1475,1472.9905
174,1.73,01:22:59:00,303.256,1483.943,1472.932
175,1.74,01:22:59:00,303.195,1483.7060000000001,1472.859
176,1.75,01:22:59:01,303.1125,1483.412,1472.7275
177,1.76,01:22:59:01,303.0475,1483.045,1472.612
178,1.77,01:22:59:01,302.993,1482.6095,1472.4845
179,1.78,01:22:59:01,302.98400000000004,1482.132,1472.3425
180,1.79,01:22:59:02,302.9885,1481.5910000000001,1472.1029999999998
181,1.8,01:22:59:02,303.0245,1480.987,1471.8229999999999
