Frame,Time,SMPTE,bar_right_wrist_x,bar_right_wrist_y,bar_right_wrist_z
1,0.0,01:22:57:07,-392.1405,1488.297,1336.0865
2,0.01,01:22:57:07,-392.151,1488.244,1336.1615
3,0.02,01:22:57:07,-392.1675,1488.1870000000001,1336.223
4,0.03,01:22:57:08,-392.1785,1488.3035,1335.878
5,0.04,01:22:57:08,-392.4785,1488.3035,1335.9245
6,0.05,01:22:57:08,-392.44199999999995,1488.1970000000001,1336.016
7,0.06,01:22:57:08,-392.4655,1488.125,1336.099
8,0.07,01:22:57:09,-392.474,1488.06,1336.1475
9,0.08,01:22:57:09,-392.499,1487.987,1336.2055
10,0.09,01:22:57:09,-392.486,1487.9170000000001,1336.271
11,0.1,01:22:57:09,-392.4995,1487.8365,1336.3145
12,0.11,01:22:57:10,-392.5045,1487.7579999999998,1336.36
13,0.12,01:22:57:10,-392.50800000000004,1487.684,1336.408
14,0.13,01:22:57:10,-392.5035,1487.5995,1336.4460000000001
15,0.14,01:22:57:10,-392.515,1487.5135,1336.469
16,0.15,01:22:57:11,-392.519,1487.433,1336.4755
17,0.16,01:22:57:11,-392.509,1487.3335,1336.4720000000002
18,0.17,01:22:57:11,-392.4865,1487.234,1336.4465
19,0.18,01:22:57:11,-392.473,1487.142,1336.4379999999999
20,0.19,01:22:57:12,-392.467,1487.033,1336.4215
21,0.2,01:22:57:12,-392.44699999999995,1486.9285,1336.398
22,0.21,01:22:57:12,-392.434,1486.8295,1336.352
23,0.22,01:22:57:12,-392.421,1486.7115,1336.3075
24,0.23,01:22:57:13,-392.405,1486.6145,1336.2505
25,0.24,01:22:57:13,-392.404,1486.504,1336.191
26,0.25,01:22:57:13,-392.398,1486.411,1336.108
27,0.26,01:22:57:13,-392.3875,1486.319,1336.047
28,0.27,01:22:57:14,-392.38599999999997,1486.2475,1335.9560000000001
29,0.28,01:22:57:14,-392.37699999999995,1486.1845,1335.8875
30,0.29,01:22:57:14,-392.38300000000004,1486.141,1335.8039999999999
31,0.3,01:22:57:14,-392.3675,1486.1065,1335.7235
