Frame,Time,SMPTE,bar_left_elbow_x,bar_left_elbow_y,bar_left_elbow_z
1,0.0,01:22:57:07,750.35,1560.6625,1349.389
2,0.01,01:22:57:07,750.3645,1560.5205,1349.4335
3,0.02,01:22:57:07,750.3785,1560.346,1349.4695
4,0.03,01:22:57:08,750.4525,1560.1895,1349.5715
5,0.04,01:22:57:08,750.352,1559.8995,1349.4175
6,0.05,01:22:57:08,750.368,1559.7555,1349.464
7,0.06,01:22:57:08,750.382,1559.622,1349.4755
8,0.07,01:22:57:09,750.403,1559.5185,1349.5125
9,0.08,01:22:57:09,750.43,1559.38,1349.54
10,0.09,01:22:57:09,750.4345,1559.246,1349.589
11,0.1,01:22:57:09,750.4789999999999,1559.1270000000002,1349.651
12,0.11,01:22:57:10,750.5015,1558.9955,1349.6935
13,0.12,01:22:57:10,750.523,1558.849,1349.7445
14,0.13,01:22:57:10,750.5465,1558.6875,1349.7965
15,0.14,01:22:57:10,750.5615,1558.4745,1349.8375
16,0.15,01:22:57:11,750.572,1558.3325,1349.8785
17,0.16,01:22:57:11,750.5745,1558.184,1349.9195
18,0.17,01:22:57:11,750.572,1558.049,1349.9535
19,0.18,01:22:57:11,750.5785,1557.9135,1350.0075
20,0.19,01:22:57:12,750.5815,1557.8065,1350.0520000000001
21,0.2,01:22:57:12,750.582,1557.7089999999998,1350.101
22,0.21,01:22:57:12,750.5835,1557.6295,1350.1295
23,0.22,01:22:57:12,750.5985,1557.5095,1350.161
24,0.23,01:22:57:13,750.638,1557.359,1350.213
25,0.24,01:22:57:13,750.6675,1557.2355,1350.2645
26,0.25,01:22:57:13,750.6875,1557.1125,1350.297
27,0.26,01:22:57:13,750.6875,1556.996,1350.3110000000001
28,0.27,01:22:57:14,750.6595,1556.8905,1350.3035
29,0.28,01:22:57:14,750.6345,1556.756,1350.2755
30,0.29,01:22:57:14,750.5930000000001,1556.656,1350.2505
31,0.3,01:22:57:14,750.5565,1556.5395,1350.245
32,0.31,01:22:57:15,750.5595,1556.4255,1350.2505
33,0.32,01:22:57:15,750.5635,1556.315,1350.3145
34,0.33,01:22:57:15,750.571,1556.1760000000002,1350.3835
35,0.34,01:22:57:15,750.584,1556.0435,1350.4795
36,0.35,01:22:57:16,750.5995,1555.8770000000002,1350.5870000000002
37,0.36,01:22:57:16,750.6385,1555.7405,1350.766
38,0.37,01:22:57:16,750.6410000000001,1555.6529999999998,1350.83
39,0.38,01:22:57:16,750.6505,1555.557,1350.881
40,0.39,01:22:57:17,750.658,1555.4995,1350.932
41,0.4,01:22:57:17,750.682,1555.4585,1350.9835
42,0.41,01:22:57:17,750.7135,1555.444,1351.0615
43,0.42,01:22:57:17,750.7389999999999,1555.4315,1351.1405
44,0.43,01:22:57:18,750.7875,1555.4265,1351.2379999999998
45,0.44,01:22:57:18,750.8439999999999,1555.39,1351.3565
46,0.45,01:22:57:18,750.8705,1555.396,1351.3665
47,0.46,01:22:57:18,750.92,1555.4189999999999,1351.5439999999999
48,0.47,01:22:57:19,750.934,1555.4135,1351.6195
49,0.48,01:22:57:19,750.9485,1555.404,1351.7089999999998
50,0.49,01:22:57:19,750.94,1555.3805,1351.8039999999999
51,0.5,01:22:57:19,750.952,1555.355,1351.885
52,0.51,01:22:57:20,750.9825,1555.3525,1351.9835
53,0.52,01:22:57:20,750.9735,1555.328,1352.0915
54,0.53,01:22:57:20,750.9780000000001,1555.3425,1352.1715
55,0.54,01:22:57:20,750.9295,1555.3529999999998,1352.132
56,0.55,01:22:57:21,750.8805,1555.3355,1352.1729999999998
57,0.56,01:22:57:21,750.8315,1555.3365,1352.2255
58,0.57,01:22:57:21,750.7955,1555.3129999999999,1352.2305
59,0.58,01:22:57:21,750.7415,1555.2910000000002,1352.266
60,0.59,01:22:57:22,750.6855,1555.287,1352.3065
61,0.6,01:22:57:22,750.633,1555.267,1352.3185
62,0.61,01:22:57:22,750.56,1555.2479999999998,1352.306
63,0.62,01:22:57:22,750.4875,1555.203,1352.26
64,0.63,01:22:57:23,750.435,1555.1845,1352.219
65,0.64,01:22:57:23,750.3525,1555.122,1352.172
66,0.65,01:22:57:23,750.305,1555.027,1352.1570000000002
67,0.66,01:22:57:23,750.2625,1554.9815,1352.142
68,0.67,01:22:57:24,750.215,1554.9275,1352.1085
69,0.68,01:22:57:24,750.1765,1554.8929999999998,1352.0915
70,0.69,01:22:57:24,750.1235,1554.8445,1352.0555
71,0.7,01:22:57:24,750.082,1554.8305,1352.043
72,0.71,01:22:58:00,750.0595,1554.8065,1352.0165
73,0.72,01:22:58:00,750.07,1554.7875,1351.9945
74,0.73,01:22:58:00,750.061,1554.769,1351.98
