Frame,Time,SMPTE,bar_right_shoulder_x,bar_right_shoulder_y,bar_right_shoulder_z
1,0.0,01:22:57:07,194.215,1492.783,1474.56
2,0.01,01:22:57:07,194.218,1492.695,1474.5620000000001
3,0.02,01:22:57:07,194.22,1492.62,1474.566
4,0.03,01:22:57:08,194.236,1492.546,1474.7420000000002
5,0.04,01:22:57:08,194.235,1492.392,1474.348
6,0.05,01:22:57:08,194.253,1492.2879999999998,1474.256
7,0.06,01:22:57:08,194.25599999999997,1492.205,1474.245
8,0.07,01:22:57:09,194.262,1492.1029999999998,1474.219
9,0.08,01:22:57:09,194.268,1492.039,1474.2
10,0.09,01:22:57:09,194.273,1491.9579999999999,1474.201
11,0.1,01:22:57:09,194.273,1491.866,1474.193
12,0.11,01:22:57:10,194.27200000000002,1491.77,1474.193
13,0.12,01:22:57:10,194.287,1491.6670000000001,1474.175
14,0.13,01:22:57:10,194.287,1491.567,1474.171
15,0.14,01:22:57:10,194.293,1491.485,1474.1789999999999
16,0.15,01:22:57:11,194.299,1491.394,1474.18
17,0.16,01:22:57:11,194.30200000000002,1491.309,1474.1789999999999
18,0.17,01:22:57:11,194.297,1491.24,1474.1889999999999
19,0.18,01:22:57:11,194.324,1491.154,1474.172
20,0.19,01:22:57:12,194.32,1491.086,1474.1570000000002
21,0.2,01:22:57:12,194.33,1491.001,1474.138
22,0.21,01:22:57:12,194.33,1490.9289999999999,1474.114
23,0.22,01:22:57:12,194.322,1490.82,1474.086
24,0.23,01:22:57:13,194.31900000000002,1490.713,1474.0510000000002
25,0.24,01:22:57:13,194.28099999999998,1490.605,1474.0220000000002
26,0.25,01:22:57:13,194.25799999999998,1490.4920000000002,1474.004
27,0.26,01:22:57:13,194.24900000000002,1490.386,1473.957
28,0.27,01:22:57:14,194.237,1490.263,1473.912
29,0.28,01:22:57:14,194.217,1490.1689999999999,1473.858
30,0.29,01:22:57:14,194.196,1490.046,1473.799
31,0.3,01:22:57:14,194.175,1489.9479999999999,1473.751
32,0.31,01:22:57:15,194.16099999999997,1489.858,1473.7279999999998
33,0.32,01:22:57:15,194.137,1489.771,1473.692
34,0.33,01:22:57:15,194.132,1489.694,1473.6879999999999
35,0.34,01:22:57:15,194.15099999999998,1489.639,1473.658
36,0.35,01:22:57:16,194.141,1489.5829999999999,1473.665
37,0.36,01:22:57:16,194.173,1489.566,1473.66
38,0.37,01:22:57:16,194.174,1489.52,1473.661
39,0.38,01:22:57:16,194.195,1489.5,1473.648
40,0.39,01:22:57:17,194.202,1489.474,1473.651
41,0.4,01:22:57:17,194.215,1489.44,1473.645
42,0.41,01:22:57:17,194.22799999999998,1489.395,1473.632
43,0.42,01:22:57:17,194.243,1489.344,1473.6170000000002
44,0.43,01:22:57:18,194.247,1489.3129999999999,1473.6170000000002
45,0.44,01:22:57:18,194.253,1489.259,1473.602
46,0.45,01:22:57:18,194.24900000000002,1489.2320000000002,1473.61
47,0.46,01:22:57:18,194.25,1489.1860000000001,1473.588
48,0.47,01:22:57:19,194.26,1489.1429999999998,1473.5870000000002
49,0.48,01:22:57:19,194.25400000000002,1489.106,1473.578
50,0.49,01:22:57:19,194.27,1489.06,1473.568
51,0.5,01:22:57:19,194.265,1489.0420000000001,1473.558
52,0.51,01:22:57:20,194.25900000000001,1488.997,1473.539
53,0.52,01:22:57:20,194.25599999999997,1488.9589999999998,1473.5320000000002
54,0.53,01:22:57:20,194.231,1488.9470000000001,1473.513
55,0.54,01:22:57:20,194.202,1488.9289999999999,1473.485
56,0.55,01:22:57:21,194.19,1488.902,1473.4360000000001
57,0.56,01:22:57:21,194.15599999999998,1488.8729999999998,1473.412
58,0.57,01:22:57:21,194.115,1488.8339999999998,1473.3870000000002
59,0.58,01:22:57:21,194.07,1488.8110000000001,1473.365
60,0.59,01:22:57:22,194.03099999999998,1488.796,1473.3470000000002
61,0.6,01:22:57:22,193.959,1488.759,1473.3410000000001
62,0.61,01:22:57:22,193.93599999999998,1488.756,1473.3120000000001
63,0.62,01:22:57:22,193.888,1488.72,1473.28
64,0.63,01:22:57:23,193.827,1488.69,1473.251
65,0.64,01:22:57:23,193.78400000000002,1488.635,1473.2220000000002
66,0.65,01:22:57:23,193.745,1488.595,1473.201
67,0.66,01:22:57:23,193.7,1488.547,1473.1789999999999
68,0.67,01:22:57:24,193.657,1488.503,1473.172
69,0.68,01:22:57:24,193.62400000000002,1488.471,1473.1779999999999
70,0.69,01:22:57:24,193.577,1488.501,1473.06
71,0.7,01:22:57:24,193.53,1488.454,1473.068
72,0.71,01:22:58:00,193.525,1488.425,1473.0510000000002
73,0.72,01:22:58:00,193.502,1488.398,1473.036
74,0.73,01:22:58:00,193.49200000000002,1488.3829999999998,1473.026
75,0.74,01:22:58:00,193.489,1488.372,1473.025
76,0.75,01:22:58:01,193.505,1488.372,1473.003
77,0.76,01:22:58:01,193.49200000000002,1488.385,1472.984
78,0.77,01:22:58:01,193.484,1488.405,1472.997
79,0.78,01:22:58:01,193.511,1488.42,1472.96
80,0.79,01:22:58:02,193.537,1488.4520000000002,1472.9579999999999
81,0.8,01:22:58:02,193.55900000000003,1488.473,1472.935
82,0.81,01:22:58:02,193.584,1488.4660000000001,1472.908
83,0.82,01:22:58:02,193.628,1488.469,1472.879
84,0.83,01:22:58:03,193.66,1488.461,1472.848
85,0.84,01:22:58:03,193.69099999999997,1488.44,1472.815
86,0.85,01:22:58:03,193.732,1488.4160000000002,1472.764
87,0.86,01:22:58:03,193.761,1488.405,1472.739
88,0.87,01:22:58:04,193.775,1488.375,1472.693
89,0.88,01:22:58:04,193.79,1488.355,1472.662
90,0.89,01:22:58:04,193.798,1488.325,1472.62
91,0.9,01:22:58:04,193.827,1488.3339999999998,1472.598
92,0.91,01:22:58:05,193.87099999999998,1488.3570000000002,1472.576
93,0.92,01:22:58:05,193.91299999999998,1488.371,1472.567
94,0.93,01:22:58:05,193.96400000000003,1488.385,1472.5520000000001
95,0.94,01:22:58:05,194.02599999999998,1488.41,1472.546
96,0.95,01:22:58:06,194.06799999999998,1488.431,1472.559
97,0.96,01:22:58:06,194.09599999999998,1488.4579999999999,1472.5539999999999
98,0.97,01:22:58:06,194.143,1488.525,1472.5420000000001
99,0.98,01:22:58:06,194.173,1488.576,1472.565
100,0.99,01:22:58:07,194.204,1488.634,1472.546
101,1.0,01:22:58:07,194.231,1488.69,1472.556
102,1.01,01:22:58:07,194.283,1488.753,1472.565
103,1.02,01:22:58:07,194.31599999999997,1488.815,1472.601
104,1.03,01:22:58:08,194.364,1488.862,1472.59
105,1.04,01:22:58:08,194.41,1488.9279999999999,1472.609
106,1.05,01:22:58:08,194.449,1488.9560000000001,1472.599
107,1.06,01:22:58:08,194.47299999999998,1488.97,1472.605
108,1.07,01:22:58:09,194.495,1488.9660000000001,1472.588
109,1.08,01:22:58:09,194.541,1488.955,1472.589
110,1.09,01:22:58:09,194.577,1488.9270000000001,1472.5810000000001
111,1.1,01:22:58:09,194.63099999999997,1488.898,1472.566
112,1.11,01:22:58:10,194.671,1488.862,1472.57
113,1.12,01:22:58:10,194.715,1488.851,1472.5520000000001
114,1.13,01:22:58:10,194.743,1488.818,1472.555
115,1.14,01:22:58:10,194.785,1488.769,1472.549
116,1.15,01:22:58:11,194.83,1488.719,1472.5510000000002
117,1.16,01:22:58:11,194.88099999999997,1488.655,1472.55
118,1.17,01:22:58:11,194.923,1488.594,1472.5610000000001
119,1.18,01:22:58:11,194.983,1488.546,1472.5839999999998
120,1.19,01:22:58:12,195.021,1488.494,1472.6070000000002
121,1.2,01:22:58:12,195.067,1488.451,1472.645
122,1.21,01:22:58:12,195.107,1488.378,1472.658
123,1.22,01:22:58:12,195.137,1488.31,1472.68
124,1.23,01:22:58:13,195.179,1488.253,1472.691
125,1.24,01:22:58:13,195.203,1488.1729999999998,1472.691
126,1.25,01:22:58:13,195.21900000000002,1488.098,1472.714
127,1.26,01:22:58:13,195.237,1488.016,1472.692
128,1.27,01:22:58:14,195.235,1487.9379999999999,1472.705
129,1.28,01:22:58:14,195.237,1487.849,1472.6960000000001
130,1.29,01:22:58:14,195.227,1487.751,1472.684
131,1.3,01:22:58:14,195.22,1487.691,1472.6789999999999
132,1.31,01:22:58:15,195.19,1487.598,1472.675
133,1.32,01:22:58:15,195.17,1487.52,1472.6529999999998
134,1.33,01:22:58:15,195.12900000000002,1487.4370000000001,1472.656
135,1.34,01:22:58:15,195.08,1487.33,1472.635
136,1.35,01:22:58:16,195.044,1487.223,1472.6229999999998
137,1.36,01:22:58:16,194.99900000000002,1487.102,1472.604
138,1.37,01:22:58:16,194.96,1487.015,1472.589
139,1.38,01:22:58:16,194.9,1486.896,1472.585
140,1.39,01:22:58:17,194.856,1486.7939999999999,1472.545
141,1.4,01:22:58:17,194.764,1486.6889999999999,1472.531
142,1.41,01:22:58:17,194.68400000000003,1486.5870000000002,1472.505
143,1.42,01:22:58:17,194.604,1486.484,1472.442
144,1.43,01:22:58:18,194.53099999999998,1486.39,1472.406
145,1.44,01:22:58:18,194.429,1486.286,1472.365
146,1.45,01:22:58:18,194.34400000000002,1486.19,1472.315
147,1.46,01:22:58:18,194.226,1486.046,1472.233
148,1.47,01:22:58:19,194.15400000000002,1485.945,1472.1889999999999
149,1.48,01:22:58:19,194.08599999999998,1485.8129999999999,1472.145
150,1.49,01:22:58:19,194.00799999999998,1485.694,1472.0970000000002
