Frame,Time,SMPTE,bar_right_hand_x,bar_right_hand_y,bar_right_hand_z
1,0.0,01:22:57:07,-461.61199999999997,1460.0620000000001,1357.024
2,0.01,01:22:57:07,-461.626,1460.003,1357.108
3,0.02,01:22:57:07,-461.64599999999996,1459.945,1357.174
4,0.03,01:22:57:08,-461.645,1460.006,1357.3329999999999
5,0.04,01:22:57:08,-461.773,1459.9379999999999,1357.229
6,0.05,01:22:57:08,-461.80800000000005,1459.854,1357.2979999999998
7,0.06,01:22:57:08,-461.833,1459.765,1357.391
8,0.07,01:22:57:09,-461.849,1459.6970000000001,1357.461
9,0.08,01:22:57:09,-461.849,1459.609,1357.5410000000002
10,0.09,01:22:57:09,-461.849,1459.525,1357.61
11,0.1,01:22:57:09,-461.85,1459.4370000000001,1357.6629999999998
12,0.11,01:22:57:10,-461.871,1459.36,1357.683
13,0.12,01:22:57:10,-461.87199999999996,1459.273,1357.714
14,0.13,01:22:57:10,-461.869,1459.17,1357.734
15,0.14,01:22:57:10,-461.871,1459.0739999999998,1357.77
16,0.15,01:22:57:11,-461.86699999999996,1459.0,1357.753
17,0.16,01:22:57:11,-461.849,1458.8929999999998,1357.7320000000002
18,0.17,01:22:57:11,-461.832,1458.8010000000002,1357.7279999999998
19,0.18,01:22:57:11,-461.834,1458.6860000000001,1357.693
20,0.19,01:22:57:12,-461.816,1458.58,1357.672
21,0.2,01:22:57:12,-461.79400000000004,1458.483,1357.644
22,0.21,01:22:57:12,-461.784,1458.362,1357.601
23,0.22,01:22:57:12,-461.76,1458.267,1357.5620000000001
24,0.23,01:22:57:13,-461.74800000000005,1458.149,1357.5
25,0.24,01:22:57:13,-461.728,1458.02,1357.4489999999998
26,0.25,01:22:57:13,-461.73,1457.895,1357.352
27,0.26,01:22:57:13,-461.709,1457.787,1357.27
28,0.27,01:22:57:14,-461.70300000000003,1457.692,1357.15
29,0.28,01:22:57:14,-461.699,1457.608,1357.0420000000001
30,0.29,01:22:57:14,-461.702,1457.558,1356.92
31,0.3,01:22:57:14,-461.713,1457.524,1356.7979999999998
32,0.31,01:22:57:15,-461.705,1457.5,1356.69
33,0.32,01:22:57:15,-461.70099999999996,1457.509,1356.5439999999999
34,0.33,01:22:57:15,-461.699,1457.519,1356.445
35,0.34,01:22:57:15,-461.69699999999995,1457.5410000000002,1356.352
36,0.35,01:22:57:16,-461.68199999999996,1457.599,1356.241
37,0.36,01:22:57:16,-461.681,1457.644,1356.1629999999998
38,0.37,01:22:57:16,-461.67400000000004,1457.695,1356.067
39,0.38,01:22:57:16,-461.67,1457.754,1355.994
40,0.39,01:22:57:17,-461.648,1457.8039999999999,1355.904
41,0.4,01:22:57:17,-461.644,1457.874,1355.819
42,0.41,01:22:57:17,-461.644,1457.914,1355.7520000000002
43,0.42,01:22:57:17,-461.62800000000004,1457.961,1355.692
44,0.43,01:22:57:18,-461.61,1458.0120000000002,1355.65
45,0.44,01:22:57:18,-461.62199999999996,1458.055,1355.612
46,0.45,01:22:57:18,-461.599,1458.1129999999998,1355.585
47,0.46,01:22:57:18,-461.60699999999997,1458.152,1355.5420000000001
