Frame,Time,SMPTE,bar_left_foot_x,bar_left_foot_y,bar_left_foot_z
1,0.0,01:22:57:07,425.3317,1508.724,34.7693
2,0.01,01:22:57:07,425.3277,1508.7223,34.7597
3,0.02,01:22:57:07,425.329,1508.7283,34.746
4,0.03,01:22:57:08,425.533,1508.5547,34.787
5,0.04,01:22:57:08,425.5867,1508.3929999999998,34.7303
6,0.05,01:22:57:08,425.5893,1508.4737,34.6867
7,0.06,01:22:57:08,425.5967,1508.46,34.6727
8,0.07,01:22:57:09,425.593,1508.4547,34.668
9,0.08,01:22:57:09,425.606,1508.4520000000002,34.6653
10,0.09,01:22:57:09,425.6037,1508.4587,34.678000000000004
11,0.1,01:22:57:09,425.6007,1508.4497,34.671
12,0.11,01:22:57:10,425.6093,1508.4503,34.6673
13,0.12,01:22:57:10,425.6027,1508.445,34.6757
14,0.13,01:22:57:10,425.597,1508.4437,34.6747
15,0.14,01:22:57:10,425.6107,1508.4377,34.68
16,0.15,01:22:57:11,425.6077,1508.4403,34.6863
17,0.16,01:22:57:11,425.60699999999997,1508.44,34.674
18,0.17,01:22:57:11,425.6,1508.4387,34.6917
19,0.18,01:22:57:11,425.6127,1508.441,34.6847
20,0.19,01:22:57:12,425.6127,1508.4379999999999,34.68
21,0.2,01:22:57:12,425.6093,1508.44,34.6847
22,0.21,01:22:57:12,425.5977,1508.4347,34.675
23,0.22,01:22:57:12,425.6123,1508.4397,34.6867
24,0.23,01:22:57:13,425.5993,1508.434,34.6783
25,0.24,01:22:57:13,425.6067,1508.4367,34.6867
26,0.25,01:22:57:13,425.6013,1508.4379999999999,34.6903
27,0.26,01:22:57:13,425.61199999999997,1508.4379999999999,34.684
28,0.27,01:22:57:14,425.6233,1508.4407,34.6897
29,0.28,01:22:57:14,425.6307,1508.4489999999998,34.6957
30,0.29,01:22:57:14,425.6433,1508.445,34.6967
31,0.3,01:22:57:14,425.6483,1508.4520000000002,34.6887
32,0.31,01:22:57:15,425.6507,1508.46,34.6857
33,0.32,01:22:57:15,425.66,1508.4707,34.7023
34,0.33,01:22:57:15,425.675,1508.4620000000002,34.6973
35,0.34,01:22:57:15,425.68699999999995,1508.4747,34.6957
36,0.35,01:22:57:16,425.6887,1508.4717,34.6883
37,0.36,01:22:57:16,425.6863,1508.4683,34.6983
38,0.37,01:22:57:16,425.6937,1508.4707,34.698
39,0.38,01:22:57:16,425.711,1508.4733,34.695
40,0.39,01:22:57:17,425.7073,1508.4720000000002,34.6987
41,0.4,01:22:57:17,425.6983,1508.4673,34.708
42,0.41,01:22:57:17,425.7063,1508.4567,34.7097
43,0.42,01:22:57:17,425.7113,1508.465,34.7217
44,0.43,01:22:57:18,425.7167,1508.464,34.7307
45,0.44,01:22:57:18,425.717,1508.4589999999998,34.7333
46,0.45,01:22:57:18,425.7213,1508.4520000000002,34.7287
47,0.46,01:22:57:18,425.7197,1508.4503,34.7297
48,0.47,01:22:57:19,425.7273,1508.4467,34.7347
49,0.48,01:22:57:19,425.7217,1508.4417,34.7263
50,0.49,01:22:57:19,425.7153,1508.4453,34.728
51,0.5,01:22:57:19,425.7157,1508.444,34.7273
52,0.51,01:22:57:20,425.7123,1508.4383,34.7343
53,0.52,01:22:57:20,425.70300000000003,1508.4347,34.7247
54,0.53,01:22:57:20,425.704,1508.435,34.7267
55,0.54,01:22:57:20,425.7037,1508.42,34.7267
56,0.55,01:22:57:21,425.705,1508.4103,34.7303
57,0.56,01:22:57:21,425.6967,1508.4089999999999,34.7367
58,0.57,01:22:57:21,425.6873,1508.4017,34.7373
59,0.58,01:22:57:21,425.6887,1508.4029999999998,34.738
