Frame,Time,SMPTE,bar_left_knee_x,bar_left_knee_y,bar_left_knee_z
1,0.0,01:22:57:07,391.45599999999996,1554.013,479.81699999999995
2,0.01,01:22:57:07,391.4615,1554.0205,479.832
3,0.02,01:22:57:07,391.485,1554.0615,479.832
4,0.03,01:22:57:08,391.42199999999997,1554.0079999999998,480.355
5,0.04,01:22:57:08,391.4465,1553.896,480.1555
6,0.05,01:22:57:08,391.449,1554.0055,480.1485
7,0.06,01:22:57:08,391.4575,1553.993,480.1285
8,0.07,01:22:57:09,391.455,1553.9885,480.1285
9,0.08,01:22:57:09,391.46,1553.969,480.1245
10,0.09,01:22:57:09,391.4585,1553.93,480.12
11,0.1,01:22:57:09,391.4735,1553.878,480.1315
12,0.11,01:22:57:10,391.4925,1553.872,480.1205
13,0.12,01:22:57:10,391.47900000000004,1553.8255,480.121
14,0.13,01:22:57:10,391.4895,1553.7615,480.12199999999996
15,0.14,01:22:57:10,391.49699999999996,1553.7305,480.1285
16,0.15,01:22:57:11,391.5055,1553.7420000000002,480.12300000000005
17,0.16,01:22:57:11,391.496,1553.7035,480.126
18,0.17,01:22:57:11,391.52099999999996,1553.6305,480.144
19,0.18,01:22:57:11,391.5225,1553.6045,480.1385
20,0.19,01:22:57:12,391.538,1553.5339999999999,480.1505
21,0.2,01:22:57:12,391.54,1553.495,480.158
22,0.21,01:22:57:12,391.57099999999997,1553.477,480.148
23,0.22,01:22:57:12,391.5735,1553.433,480.1515
24,0.23,01:22:57:13,391.56800000000004,1553.4720000000002,480.1675
25,0.24,01:22:57:13,391.5865,1553.398,480.159
26,0.25,01:22:57:13,391.6015,1553.4125,480.1795
27,0.26,01:22:57:13,391.6025,1553.3895,480.1735
28,0.27,01:22:57:14,391.6095,1553.381,480.1775
29,0.28,01:22:57:14,391.60699999999997,1553.3485,480.171
30,0.29,01:22:57:14,391.619,1553.349,480.1775
31,0.3,01:22:57:14,391.6355,1553.3165,480.1855
32,0.31,01:22:57:15,391.6385,1553.355,480.17900000000003
33,0.32,01:22:57:15,391.63199999999995,1553.3275,480.19300000000004
34,0.33,01:22:57:15,391.6285,1553.369,480.2145
35,0.34,01:22:57:15,391.647,1553.329,480.224
36,0.35,01:22:57:16,391.668,1553.365,480.2245
37,0.36,01:22:57:16,391.67,1553.389,480.2145
38,0.37,01:22:57:16,391.6495,1553.3625,480.215
39,0.38,01:22:57:16,391.654,1553.336,480.241
40,0.39,01:22:57:17,391.6585,1553.2695,480.2305
41,0.4,01:22:57:17,391.648,1553.2285,480.254
42,0.41,01:22:57:17,391.619,1553.221,480.2565
43,0.42,01:22:57:17,391.6205,1553.1689999999999,480.27099999999996
44,0.43,01:22:57:18,391.6055,1553.1155,480.2915
45,0.44,01:22:57:18,391.61199999999997,1553.0935,480.2905
46,0.45,01:22:57:18,391.587,1553.0495,480.3
47,0.46,01:22:57:18,391.579,1552.9855,480.3025
48,0.47,01:22:57:19,391.5425,1552.9735,480.3175
49,0.48,01:22:57:19,391.5615,1552.92,480.3115
50,0.49,01:22:57:19,391.541,1552.8345,480.332
51,0.5,01:22:57:19,391.5545,1552.795,480.3385
52,0.51,01:22:57:20,391.543,1552.7215,480.3415
53,0.52,01:22:57:20,391.5345,1552.6055,480.3415
54,0.53,01:22:57:20,391.533,1552.513,480.329
55,0.54,01:22:57:20,391.526,1552.401,480.32300000000004
56,0.55,01:22:57:21,391.55300000000005,1552.293,480.325
57,0.56,01:22:57:21,391.5625,1552.2315,480.3225
58,0.57,01:22:57:21,391.5895,1552.1405,480.3405
59,0.58,01:22:57:21,391.5915,1552.058,480.3545
60,0.59,01:22:57:22,391.6075,1551.9620000000002,480.3565
61,0.6,01:22:57:22,391.6245,1551.9415,480.3615
62,0.61,01:22:57:22,391.64,1551.868,480.3605
63,0.62,01:22:57:22,391.656,1551.8220000000001,480.371
64,0.63,01:22:57:23,391.667,1551.8005,480.355
65,0.64,01:22:57:23,391.675,1551.7705,480.3375
66,0.65,01:22:57:23,391.686,1551.7345,480.3385
67,0.66,01:22:57:23,391.69699999999995,1551.649,480.3445
68,0.67,01:22:57:24,391.73699999999997,1551.606,480.348
69,0.68,01:22:57:24,391.7395,1551.537,480.3245
70,0.69,01:22:57:24,391.76199999999994,1551.4985,480.335
71,0.7,01:22:57:24,391.76300000000003,1551.4379999999999,480.335
72,0.71,01:22:58:00,391.773,1551.39,480.3505
73,0.72,01:22:58:00,391.783,1551.355,480.3405
74,0.73,01:22:58:00,391.805,1551.2885,480.347
75,0.74,01:22:58:00,391.801,1551.2205,480.327
76,0.75,01:22:58:01,389.6165,1556.0395,479.89
77,0.76,01:22:58:01,389.6085,1556.02,479.88699999999994
78,0.77,01:22:58:01,389.5995,1556.01,479.8905
79,0.78,01:22:58:01,389.6055,1555.9775,479.8995
80,0.79,01:22:58:02,389.6015,1555.9295,479.9145
81,0.8,01:22:58:02,389.6095,1555.891,479.911
82,0.81,01:22:58:02,389.625,1555.8435,479.91900000000004
83,0.82,01:22:58:02,389.6225,1555.781,479.9255
84,0.83,01:22:58:03,389.639,1555.7125,479.925
85,0.84,01:22:58:03,389.629,1555.5825,479.941
86,0.85,01:22:58:03,389.6345,1555.6055,479.9165
87,0.86,01:22:58:03,389.634,1555.4360000000001,479.9265
88,0.87,01:22:58:04,389.5675,1555.4135,479.8945
89,0.88,01:22:58:04,389.556,1555.355,479.8985
90,0.89,01:22:58:04,389.5525,1555.3,479.908
91,0.9,01:22:58:04,389.5505,1555.2325,479.913
92,0.91,01:22:58:05,389.56,1555.1785,479.9175
93,0.92,01:22:58:05,389.546,1555.0770000000002,479.931
94,0.93,01:22:58:05,389.55199999999996,1555.1055,479.92800000000005
95,0.94,01:22:58:05,389.56300000000005,1554.9585,479.92900000000003
96,0.95,01:22:58:06,389.5595,1554.9285,479.92400000000004
97,0.96,01:22:58:06,389.5755,1554.9625,479.9005
98,0.97,01:22:58:06,389.5945,1554.7565,479.945
99,0.98,01:22:58:06,389.6155,1554.723,479.94300000000004
100,0.99,01:22:58:07,389.62699999999995,1554.7525,479.93699999999995
101,1.0,01:22:58:07,389.63599999999997,1554.7165,479.941
102,1.01,01:22:58:07,389.6645,1554.576,479.9405
103,1.02,01:22:58:07,389.6715,1554.5865,479.94199999999995
104,1.03,01:22:58:08,389.6975,1554.4535,479.9475
105,1.04,01:22:58:08,389.7225,1554.3965,479.95599999999996
106,1.05,01:22:58:08,389.723,1554.3410000000001,479.94199999999995
107,1.06,01:22:58:08,389.7315,1554.2579999999998,479.94800000000004
108,1.07,01:22:58:09,389.7475,1554.1785,479.93300000000005
109,1.08,01:22:58:09,389.74699999999996,1554.1070000000002,479.94599999999997
110,1.09,01:22:58:09,389.7525,1554.019,479.94199999999995
111,1.1,01:22:58:09,389.756,1553.9335,479.944
112,1.11,01:22:58:10,389.7615,1553.83,479.9405
113,1.12,01:22:58:10,389.78,1553.7215,479.93199999999996
114,1.13,01:22:58:10,389.782,1553.6425,479.93
115,1.14,01:22:58:10,389.7705,1553.5785,479.9315
116,1.15,01:22:58:11,389.75199999999995,1553.5115,479.9385
117,1.16,01:22:58:11,389.75800000000004,1553.4470000000001,479.93199999999996
118,1.17,01:22:58:11,389.7785,1553.3915,479.944
119,1.18,01:22:58:11,389.7695,1553.33,479.9405
120,1.19,01:22:58:12,389.782,1553.285,479.9435
121,1.2,01:22:58:12,389.7685,1553.1685,479.95599999999996
122,1.21,01:22:58:12,389.776,1553.12,479.9665
123,1.22,01:22:58:12,389.765,1553.096,479.968
124,1.23,01:22:58:13,389.7745,1553.0725,479.9715
125,1.24,01:22:58:13,389.78,1553.0485,479.9825
126,1.25,01:22:58:13,389.791,1553.019,479.98199999999997
127,1.26,01:22:58:13,389.7825,1553.017,479.974
128,1.27,01:22:58:14,389.796,1552.8685,479.9815
129,1.28,01:22:58:14,389.777,1552.981,479.9745
130,1.29,01:22:58:14,389.777,1552.9185,479.976
131,1.3,01:22:58:14,389.795,1552.8055,479.974
132,1.31,01:22:58:15,389.7895,1552.7555,479.9885
133,1.32,01:22:58:15,389.773,1552.744,479.98400000000004
134,1.33,01:22:58:15,389.775,1552.7005,480.046
135,1.34,01:22:58:15,389.7735,1552.6660000000002,480.032
136,1.35,01:22:58:16,389.7575,1552.774,480.009
137,1.36,01:22:58:16,389.7645,1552.6335,480.0495
138,1.37,01:22:58:16,389.76199999999994,1552.6129999999998,480.0135
139,1.38,01:22:58:16,389.756,1552.605,480.015
140,1.39,01:22:58:17,389.7625,1552.5520000000001,480.059
141,1.4,01:22:58:17,389.77099999999996,1552.5625,480.0295
142,1.41,01:22:58:17,389.75,1552.5225,480.079
143,1.42,01:22:58:17,389.76099999999997,1552.4905,480.064
144,1.43,01:22:58:18,389.7385,1552.509,480.037
145,1.44,01:22:58:18,389.73699999999997,1552.4895,480.1015
146,1.45,01:22:58:18,389.7145,1552.5835,480.0415
147,1.46,01:22:58:18,389.72,1552.5095,480.065
148,1.47,01:22:58:19,389.7105,1552.5625,480.041
149,1.48,01:22:58:19,389.714,1552.5529999999999,480.036
150,1.49,01:22:58:19,389.7185,1552.5410000000002,480.0195
151,1.5,01:22:58:19,389.721,1552.5055,480.0135
152,1.51,01:22:58:20,389.7275,1552.4855,480.01
153,1.52,01:22:58:20,389.7305,1552.4660000000001,480.0235
154,1.53,01:22:58:20,389.7385,1552.374,480.01599999999996
155,1.54,01:22:58:20,389.7405,1552.4379999999999,480.0195
156,1.55,01:22:58:21,389.736,1552.4375,480.0145
157,1.56,01:22:58:21,389.7415,1552.3995,480.02
158,1.57,01:22:58:21,389.7335,1552.308,480.066
159,1.58,01:22:58:21,389.74,1552.2939999999999,480.0355
160,1.59,01:22:58:22,389.7255,1552.3865,480.02099999999996
161,1.6,01:22:58:22,389.733,1552.3305,480.0505
162,1.61,01:22:58:22,389.731,1552.3,480.0365
163,1.62,01:22:58:22,389.713,1552.3245,480.039
164,1.63,01:22:58:23,389.694,1552.3195,480.032
165,1.64,01:22:58:23,389.6845,1552.3139999999999,480.0065
166,1.65,01:22:58:23,389.6995,1552.289,480.032
167,1.66,01:22:58:23,389.684,1552.3220000000001,480.0305
168,1.67,01:22:58:24,389.6695,1552.3255,480.0345
169,1.68,01:22:58:24,389.68300000000005,1552.315,480.033
170,1.69,01:22:58:24,389.6925,1552.317,480.0105
171,1.7,01:22:58:24,389.70099999999996,1552.263,480.0555
172,1.71,01:22:59:00,389.7305,1552.1860000000001,480.0505
173,1.72,01:22:59:00,389.756,1552.154,480.0225
174,1.73,01:22:59:00,389.775,1552.1335,479.95
175,1.74,01:22:59:00,389.8365,1551.9245,479.995
176,1.75,01:22:59:01,389.8545,1551.9505,479.8845
177,1.76,01:22:59:01,389.8895,1551.7815,479.8815
178,1.77,01:22:59:01,389.8735,1551.715,479.8525
179,1.78,01:22:59:01,389.8685,1551.6195,479.82599999999996
180,1.79,01:22:59:02,389.8605,1551.461,479.81699999999995
181,1.8,01:22:59:02,389.8175,1551.3735,479.7365
182,1.81,01:22:59:02,389.829,1551.2375,479.69199999999995
183,1.82,01:22:59:02,389.8235,1551.1175,479.644
184,1.83,01:22:59:03,389.82300000000004,1550.8995,479.5595
185,1.84,01:22:59:03,389.8015,1550.641,479.4985
186,1.85,01:22:59:03,389.8405,1550.148,479.397
187,1.86,01:22:59:03,389.8525,1549.64,479.338
188,1.87,01:22:59:04,389.8735,1549.1870000000001,479.305
189,1.88,01:22:59:04,389.7675,1548.94,479.38599999999997
190,1.89,01:22:59:04,389.7635,1548.2845,479.274
191,1.9,01:22:59:04,389.76599999999996,1547.6135,479.1855
192,1.91,01:22:59:05,389.7795,1546.9089999999999,479.0795
193,1.92,01:22:59:05,389.8035,1546.1229999999998,478.9945
194,1.93,01:22:59:05,389.825,1545.3075,478.8865
195,1.94,01:22:59:05,392.0175,1540.6325,479.0775
196,1.95,01:22:59:06,392.7225,1537.86,478.47900000000004
197,1.96,01:22:59:06,392.789,1536.5535,478.399
198,1.97,01:22:59:06,393.684,1534.8985,477.231
199,1.98,01:22:59:06,393.68,1533.5125,477.17
200,1.99,01:22:59:07,393.7045,1532.1315,477.1245
201,2.0,01:22:59:07,393.7235,1530.694,477.13300000000004
202,2.01,01:22:59:07,393.775,1529.1725,477.1155
203,2.02,01:22:59:07,393.765,1527.5825,477.11699999999996
204,2.03,01:22:59:08,393.8635,1524.4265,476.8625
205,2.04,01:22:59:08,393.8405,1522.9475,476.86400000000003
206,2.05,01:22:59:08,393.7705,1522.0875,476.88300000000004
207,2.06,01:22:59:08,393.82199999999995,1520.1585,476.8205
208,2.07,01:22:59:09,393.916,1518.0439999999999,476.7295
209,2.08,01:22:59:09,394.04699999999997,1515.7535,476.51800000000003
210,2.09,01:22:59:09,394.0915,1513.465,476.3885
211,2.1,01:22:59:09,394.142,1511.0629999999999,476.1595
212,2.11,01:22:59:10,394.16,1508.733,475.9995
213,2.12,01:22:59:10,394.16900000000004,1506.3629999999998,475.81
214,2.13,01:22:59:10,394.17,1504.0085,475.5305
215,2.14,01:22:59:10,394.1965,1501.714,475.273
216,2.15,01:22:59:11,394.20099999999996,1499.6145,475.11199999999997
217,2.16,01:22:59:11,394.2725,1497.489,474.916
218,2.17,01:22:59:11,394.4545,1495.608,474.845
219,2.18,01:22:59:11,394.704,1493.615,474.80699999999996
220,2.19,01:22:59:12,394.8915,1491.642,474.6415
221,2.2,01:22:59:12,394.91900000000004,1489.0505,474.3775
222,2.21,01:22:59:12,395.0915,1487.1355,474.259
223,2.22,01:22:59:12,395.3905,1484.7935,474.1785
224,2.23,01:22:59:13,395.3015,1483.648,474.0605
225,2.24,01:22:59:13,395.2305,1483.0510000000002,474.273
226,2.25,01:22:59:13,395.625,1481.6275,474.346
227,2.26,01:22:59:13,395.8735,1480.682,474.445
228,2.27,01:22:59:14,395.3275,1480.3729999999998,474.30699999999996
229,2.28,01:22:59:14,395.165,1479.7635,474.29900000000004
230,2.29,01:22:59:14,394.9565,1479.2475,474.337
231,2.3,01:22:59:14,394.7165,1478.8635,474.452
232,2.31,01:22:59:15,394.4175,1478.5615,474.611
233,2.32,01:22:59:15,394.07599999999996,1478.385,474.7785
234,2.33,01:22:59:15,393.7085,1478.3210000000001,474.977
235,2.34,01:22:59:15,392.941,1478.851,475.074
236,2.35,01:22:59:16,392.6595,1478.7379999999998,475.2235
237,2.36,01:22:59:16,392.379,1479.1865,475.5035
238,2.37,01:22:59:16,391.897,1479.8970000000002,475.651
239,2.38,01:22:59:16,391.43199999999996,1480.7675,475.79900000000004
240,2.39,01:22:59:17,390.94199999999995,1481.7620000000002,475.9185
241,2.4,01:22:59:17,390.423,1482.7455,475.901
242,2.41,01:22:59:17,389.9285,1483.8595,475.9455
243,2.42,01:22:59:17,389.4465,1485.0325,476.0465
244,2.43,01:22:59:18,389.031,1486.2120000000002,476.13199999999995
245,2.44,01:22:59:18,388.629,1487.4225,476.2255
246,2.45,01:22:59:18,388.2195,1488.6505,476.384
247,2.46,01:22:59:18,387.8295,1489.97,476.588
248,2.47,01:22:59:19,387.4475,1491.3285,476.80800000000005
249,2.48,01:22:59:19,387.147,1492.7279999999998,477.0265
250,2.49,01:22:59:19,386.7785,1494.109,477.2345
251,2.5,01:22:59:19,386.379,1495.519,477.461
252,2.51,01:22:59:20,386.07,1496.9745,477.642
253,2.52,01:22:59:20,385.7865,1498.473,477.92699999999996
254,2.53,01:22:59:20,385.506,1500.0245,478.259
255,2.54,01:22:59:20,385.2575,1501.615,478.634
256,2.55,01:22:59:21,385.036,1503.239,478.92
257,2.56,01:22:59:21,384.806,1504.8765,479.2205
258,2.57,01:22:59:21,384.6025,1506.5405,479.51599999999996
259,2.58,01:22:59:21,384.4455,1508.1425,479.7665
260,2.59,01:22:59:22,384.30400000000003,1509.681,479.968
261,2.6,01:22:59:22,384.173,1511.1529999999998,480.1625
262,2.61,01:22:59:22,384.0155,1512.5379999999998,480.355
263,2.62,01:22:59:22,383.841,1513.8805,480.4975
264,2.63,01:22:59:23,383.664,1515.15,480.6815
265,2.64,01:22:59:23,383.4575,1516.364,480.9035
266,2.65,01:22:59:23,383.2285,1517.5295,481.099
267,2.66,01:22:59:23,382.995,1518.734,481.332
268,2.67,01:22:59:24,382.75699999999995,1519.892,481.616
269,2.68,01:22:59:24,382.499,1521.0279999999998,481.89599999999996
270,2.69,01:22:59:24,382.2225,1522.0685,482.1195
271,2.7,01:22:59:24,381.9515,1523.035,482.3235
272,2.71,01:23:00:00,381.6885,1523.9679999999998,482.5365
273,2.72,01:23:00:00,381.4595,1524.8165,482.73400000000004
274,2.73,01:23:00:00,381.244,1525.684,482.954
275,2.74,01:23:00:00,380.994,1526.513,483.1425
276,2.75,01:23:00:01,380.5855,1527.4585,483.408
277,2.76,01:23:00:01,380.3345,1528.2655,483.60900000000004
278,2.77,01:23:00:01,380.1325,1529.095,483.8125
279,2.78,01:23:00:01,379.999,1529.77,483.931
280,2.79,01:23:00:02,379.907,1530.701,484.1155
281,2.8,01:23:00:02,379.80800000000005,1531.3705,484.1755
282,2.81,01:23:00:02,379.769,1532.01,484.2315
283,2.82,01:23:00:02,379.7315,1533.067,484.336
284,2.83,01:23:00:03,379.76199999999994,1533.6275,484.361
285,2.84,01:23:00:03,379.7895,1534.1805,484.4315
286,2.85,01:23:00:03,379.8405,1534.0875,484.35400000000004
287,2.86,01:23:00:03,379.8805,1534.503,484.3665
288,2.87,01:23:00:04,379.907,1534.8870000000002,484.38199999999995
289,2.88,01:23:00:04,379.9285,1535.2215,484.45099999999996
290,2.89,01:23:00:04,379.9665,1535.529,484.509
291,2.9,01:23:00:04,380.009,1535.7945,484.6105
292,2.91,01:23:00:05,380.0635,1536.0025,484.7
293,2.92,01:23:00:05,380.11800000000005,1536.1755,484.7835
294,2.93,01:23:00:05,380.1735,1536.2879999999998,484.855
295,2.94,01:23:00:05,380.226,1536.3429999999998,484.9085
296,2.95,01:23:00:06,380.2775,1536.3465,484.94800000000004
297,2.96,01:23:00:06,380.31699999999995,1536.3125,484.9595
298,2.97,01:23:00:06,380.353,1536.266,484.974
299,2.98,01:23:00:06,380.3725,1536.743,485.0495
300,2.99,01:23:00:07,380.4015,1536.711,485.0565
301,3.0,01:23:00:07,380.43699999999995,1536.152,484.9875
302,3.01,01:23:00:07,380.4655,1536.111,484.9615
303,3.02,01:23:00:07,380.4775,1536.0420000000001,484.9385
304,3.03,01:23:00:08,380.50699999999995,1535.969,484.906
305,3.04,01:23:00:08,380.5675,1535.8685,484.861
306,3.05,01:23:00:08,380.6345,1535.757,484.8045
307,3.06,01:23:00:08,380.7065,1535.6429999999998,484.74199999999996
308,3.07,01:23:00:09,380.7875,1535.5120000000002,484.6505
309,3.08,01:23:00:09,380.8615,1535.3770000000002,484.57
310,3.09,01:23:00:09,380.949,1535.236,484.475
311,3.1,01:23:00:09,381.0475,1535.067,484.376
312,3.11,01:23:00:10,381.1845,1534.8815,484.305
313,3.12,01:23:00:10,381.37300000000005,1534.6689999999999,484.233
314,3.13,01:23:00:10,381.5725,1534.453,484.1855
315,3.14,01:23:00:10,381.82,1534.2185,484.1725
316,3.15,01:23:00:11,382.069,1533.9625,484.1185
317,3.16,01:23:00:11,382.3765,1533.6605,484.11400000000003
318,3.17,01:23:00:11,382.667,1533.332,484.074
319,3.18,01:23:00:11,383.014,1532.963,484.0065
320,3.19,01:23:00:12,383.3545,1532.55,483.973
321,3.2,01:23:00:12,383.8145,1531.9235,483.876
322,3.21,01:23:00:12,384.161,1531.3965,483.8685
323,3.22,01:23:00:12,384.4515,1530.862,483.85400000000004
324,3.23,01:23:00:13,384.7645,1530.8005,483.8905
325,3.24,01:23:00:13,385.0135,1529.6935,483.884
326,3.25,01:23:00:13,385.35699999999997,1529.625,483.9965
327,3.26,01:23:00:13,385.62300000000005,1528.4835,483.9675
328,3.27,01:23:00:14,385.97900000000004,1527.854,483.9795
329,3.28,01:23:00:14,386.3985,1527.862,484.0635
330,3.29,01:23:00:14,386.7375,1526.6235,484.0075
331,3.3,01:23:00:14,387.1755,1525.98,484.0285
332,3.31,01:23:00:15,387.7035,1525.9445,484.11
333,3.32,01:23:00:15,388.1525,1524.64,484.0245
334,3.33,01:23:00:15,388.66900000000004,1523.9835,484.0815
335,3.34,01:23:00:15,389.2345,1523.2735,484.103
336,3.35,01:23:00:16,389.75199999999995,1522.6005,484.1045
337,3.36,01:23:00:16,390.2895,1521.9165,484.154
338,3.37,01:23:00:16,390.759,1521.2520000000002,484.1575
339,3.38,01:23:00:16,391.2665,1521.1845,484.2215
340,3.39,01:23:00:17,391.5875,1519.969,484.1785
341,3.4,01:23:00:17,391.91900000000004,1519.4125,484.2105
342,3.41,01:23:00:17,392.079,1518.619,484.2325
343,3.42,01:23:00:17,392.5935,1518.9725,484.2755
344,3.43,01:23:00:18,392.64099999999996,1517.618,484.2575
345,3.44,01:23:00:18,392.9095,1517.1960000000001,484.2615
346,3.45,01:23:00:18,393.13800000000003,1516.8215,484.2485
347,3.46,01:23:00:18,393.411,1516.454,484.19599999999997
348,3.47,01:23:00:19,393.6855,1516.1555,484.139
349,3.48,01:23:00:19,393.911,1515.8735,484.0445
350,3.49,01:23:00:19,394.1755,1515.9935,483.983
351,3.5,01:23:00:19,394.38199999999995,1515.4305,483.91
352,3.51,01:23:00:20,394.5915,1515.2515,483.856
353,3.52,01:23:00:20,394.7645,1515.109,483.787
354,3.53,01:23:00:20,394.912,1515.0155,483.7555
355,3.54,01:23:00:20,395.06300000000005,1514.9460000000001,483.75
356,3.55,01:23:00:21,395.1715,1514.8675,483.7845
357,3.56,01:23:00:21,395.2685,1514.7715,483.8145
358,3.57,01:23:00:21,395.43199999999996,1514.7185,483.87
359,3.58,01:23:00:21,395.5935,1514.7035,483.9075
360,3.59,01:23:00:22,395.79400000000004,1514.7625,483.907
361,3.6,01:23:00:22,396.01599999999996,1514.904,483.86800000000005
362,3.61,01:23:00:22,396.2805,1515.0405,483.774
363,3.62,01:23:00:22,396.551,1515.2565,483.6785
364,3.63,01:23:00:23,396.8755,1515.5005,483.54400000000004
365,3.64,01:23:00:23,397.267,1515.7520000000002,483.4605
366,3.65,01:23:00:23,397.5675,1516.1270000000002,483.3535
367,3.66,01:23:00:23,398.048,1516.3425,483.3065
368,3.67,01:23:00:24,398.344,1516.711,483.1665
369,3.68,01:23:00:24,398.63699999999994,1516.96,483.10400000000004
370,3.69,01:23:00:24,398.966,1517.2915,483.093
371,3.7,01:23:00:24,399.29400000000004,1517.5795,483.11800000000005
372,3.71,01:23:01:00,399.635,1518.1855,483.184
373,3.72,01:23:01:00,399.9295,1517.9895,483.2465
374,3.73,01:23:01:00,400.3085,1518.5710000000001,483.282
375,3.74,01:23:01:00,400.671,1518.7695,483.346
376,3.75,01:23:01:01,401.0115,1518.908,483.4135
377,3.76,01:23:01:01,401.3395,1519.037,483.45
378,3.77,01:23:01:01,401.6235,1519.2065,483.49699999999996
379,3.78,01:23:01:01,401.9045,1519.001,483.517
380,3.79,01:23:01:02,402.20099999999996,1519.2435,483.485
381,3.8,01:23:01:02,402.4665,1519.5135,483.463
382,3.81,01:23:01:02,402.708,1519.8055,483.4065
383,3.82,01:23:01:02,403.1645,1520.392,483.4555
384,3.83,01:23:01:03,403.4405,1520.7395,483.466
385,3.84,01:23:01:03,403.7345,1521.004,483.5265
386,3.85,01:23:01:03,404.061,1521.2535,483.605
387,3.86,01:23:01:03,404.3785,1521.476,483.68300000000005
388,3.87,01:23:01:04,404.7325,1521.7820000000002,483.7855
389,3.88,01:23:01:04,405.055,1522.433,483.892
390,3.89,01:23:01:04,405.3445,1522.7235,483.916
391,3.9,01:23:01:04,405.5635,1522.6485,483.9775
392,3.91,01:23:01:05,405.7625,1522.9085,483.983
393,3.92,01:23:01:05,405.92,1523.15,483.974
394,3.93,01:23:01:05,406.0885,1523.6715,483.966
395,3.94,01:23:01:05,406.295,1523.8755,483.9865
396,3.95,01:23:01:06,406.5305,1524.0135,484.0385
397,3.96,01:23:01:06,406.844,1524.1229999999998,484.06199999999995
398,3.97,01:23:01:06,407.2315,1524.1945,484.1265
399,3.98,01:23:01:06,407.719,1524.221,484.2055
400,3.99,01:23:01:07,408.212,1524.2025,484.281
401,4.0,01:23:01:07,408.7115,1524.139,484.3785
402,4.01,01:23:01:07,409.181,1524.0485,484.485
403,4.02,01:23:01:07,409.661,1523.9265,484.54699999999997
404,4.03,01:23:01:08,410.056,1523.7775,484.56
405,4.04,01:23:01:08,410.38599999999997,1523.626,484.6075
406,4.05,01:23:01:08,410.6165,1523.4405,484.6155
407,4.06,01:23:01:08,410.8025,1523.2295,484.6365
408,4.07,01:23:01:09,410.918,1523.0525,484.6225
409,4.08,01:23:01:09,411.055,1522.8815,484.599
410,4.09,01:23:01:09,411.2365,1522.7485,484.54
411,4.1,01:23:01:09,411.4995,1522.604,484.4575
412,4.11,01:23:01:10,411.801,1522.441,484.353
413,4.12,01:23:01:10,412.191,1522.2635,484.23900000000003
414,4.13,01:23:01:10,412.59,1522.0615,484.17699999999996
415,4.14,01:23:01:10,412.98199999999997,1521.836,484.166
416,4.15,01:23:01:11,413.38300000000004,1521.5745,484.19800000000004
417,4.16,01:23:01:11,413.75800000000004,1521.257,484.2555
418,4.17,01:23:01:11,414.0825,1520.9335,484.348
419,4.18,01:23:01:11,414.342,1520.5745,484.42699999999996
420,4.19,01:23:01:12,414.539,1520.249,484.5355
421,4.2,01:23:01:12,414.6745,1519.6075,484.5845
422,4.21,01:23:01:12,414.76800000000003,1519.273,484.608
423,4.22,01:23:01:12,414.809,1519.0215,484.6245
424,4.23,01:23:01:13,414.8475,1518.8515,484.6005
425,4.24,01:23:01:13,414.8335,1518.736,484.5
426,4.25,01:23:01:13,414.86199999999997,1519.0770000000002,484.333
427,4.26,01:23:01:13,414.8075,1519.06,484.1895
428,4.27,01:23:01:14,414.7685,1519.0535,484.1055
429,4.28,01:23:01:14,414.7045,1519.104,484.0255
430,4.29,01:23:01:14,414.64300000000003,1518.8229999999999,484.0245
431,4.3,01:23:01:14,414.5335,1519.0035,484.038
432,4.31,01:23:01:15,414.431,1519.229,484.0895
433,4.32,01:23:01:15,414.2855,1519.558,484.13300000000004
434,4.33,01:23:01:15,414.152,1519.941,484.1315
435,4.34,01:23:01:15,414.01,1520.5255,484.149
436,4.35,01:23:01:16,413.87800000000004,1520.9135,484.11
437,4.36,01:23:01:16,413.73,1521.2495,484.0445
438,4.37,01:23:01:16,413.631,1521.6315,483.967
439,4.38,01:23:01:16,413.5185,1522.011,483.9115
440,4.39,01:23:01:17,413.44699999999995,1522.3625,483.865
441,4.4,01:23:01:17,413.38699999999994,1522.6505,483.8545
442,4.41,01:23:01:17,413.371,1522.9685,483.843
443,4.42,01:23:01:17,413.381,1523.211,483.8545
444,4.43,01:23:01:18,413.4605,1523.434,483.9455
445,4.44,01:23:01:18,413.57199999999995,1523.6175,484.043
446,4.45,01:23:01:18,413.69800000000004,1523.7405,484.157
447,4.46,01:23:01:18,413.86199999999997,1523.8235,484.3055
448,4.47,01:23:01:19,414.0025,1523.5875,484.3785
449,4.48,01:23:01:19,414.119,1523.5655,484.4315
450,4.49,01:23:01:19,414.2,1523.5325,484.444
451,4.5,01:23:01:19,414.2335,1523.4055,484.47
452,4.51,01:23:01:20,414.186,1523.3239999999998,484.413
453,4.52,01:23:01:20,414.1795,1523.606,484.3585
454,4.53,01:23:01:20,414.153,1523.0975,484.3235
455,4.54,01:23:01:20,414.134,1522.9479999999999,484.2665
456,4.55,01:23:01:21,414.1265,1522.7965,484.224
457,4.56,01:23:01:21,414.121,1522.625,484.186
458,4.57,01:23:01:21,414.1215,1522.375,484.131
459,4.58,01:23:01:21,414.156,1522.0465,484.0885
460,4.59,01:23:01:22,414.2145,1521.902,484.019
