Frame,Time,SMPTE,bar_left_knee_x,bar_left_knee_y,bar_left_knee_z
1,0.0,00:51:32:13,-1612.7835,767.7615,425.819
2,0.01,00:51:32:13,-1612.8005,767.7865,425.8205
3,0.02,00:51:32:13,-1612.7820000000002,767.7835,425.848
4,0.03,00:51:32:14,-1612.8829999999998,767.3045,426.0995
5,0.04,00:51:32:14,-1612.9075,767.4545,425.978
6,0.05,00:51:32:14,-1612.8,767.3095,426.166
7,0.06,00:51:32:14,-1612.7735,767.2689999999999,426.175
8,0.07,00:51:32:15,-1612.787,767.2710000000001,426.168
9,0.08,00:51:32:15,-1612.7785,767.275,426.1725
10,0.09,00:51:32:15,-1612.7379999999998,767.2769999999999,426.161
11,0.1,00:51:32:15,-1612.7479999999998,767.319,426.1835
12,0.11,00:51:32:16,-1612.7305,767.307,426.18800000000005
13,0.12,00:51:32:16,-1612.705,767.3515,426.17800000000005
14,0.13,00:51:32:16,-1612.703,767.3645,426.18300000000005
15,0.14,00:51:32:16,-1612.6835,767.345,426.1885
16,0.15,00:51:32:17,-1612.675,767.3855,426.161
17,0.16,00:51:32:17,-1612.68,767.3655,426.166
18,0.17,00:51:32:17,-1612.6565,767.4125,426.1665
19,0.18,00:51:32:17,-1612.6315,767.416,426.181
20,0.19,00:51:32:18,-1612.6325,767.472,426.18
21,0.2,00:51:32:18,-1612.6275,767.4365,426.1795
22,0.21,00:51:32:18,-1612.5995,767.4689999999999,426.1695
23,0.22,00:51:32:18,-1612.598,767.4745,426.176
24,0.23,00:51:32:19,-1612.578,767.4675,426.16
25,0.24,00:51:32:19,-1612.5685,767.49,426.1685
26,0.25,00:51:32:19,-1612.546,767.5145,426.148
27,0.26,00:51:32:19,-1612.5265,767.538,426.1615
28,0.27,00:51:32:20,-1612.5185,767.5415,426.1725
29,0.28,00:51:32:20,-1612.51,767.548,426.1835
30,0.29,00:51:32:20,-1612.5215,767.573,426.168
31,0.3,00:51:32:20,-1612.5195,767.5805,426.1275
32,0.31,00:51:32:21,-1612.5015,767.6139999999999,426.164
33,0.32,00:51:32:21,-1612.4255,767.7255,426.2195
34,0.33,00:51:32:21,-1612.4055,767.7280000000001,426.249
35,0.34,00:51:32:21,-1612.4135,767.7015,426.1805
36,0.35,00:51:32:22,-1612.3975,767.7280000000001,426.13699999999994
37,0.36,00:51:32:22,-1612.38,767.722,426.149
38,0.37,00:51:32:22,-1612.381,767.6515,426.15
39,0.38,00:51:32:22,-1612.3929999999998,767.6405,426.1525
40,0.39,00:51:32:23,-1612.3110000000001,767.732,426.209
41,0.4,00:51:32:23,-1612.275,767.809,426.24800000000005
42,0.41,00:51:32:23,-1612.3010000000002,767.7455,426.25300000000004
43,0.42,00:51:32:23,-1612.3120000000001,767.715,426.1765
44,0.43,00:51:32:24,-1612.3005,767.7310000000001,426.1255
45,0.44,00:51:32:24,-1612.2895,767.735,426.1085
46,0.45,00:51:32:24,-1612.307,767.689,426.161
47,0.46,00:51:32:24,-1612.28,767.7255,426.1935
48,0.47,00:51:33:00,-1612.27,767.7669999999999,426.181
49,0.48,00:51:33:00,-1612.2839999999999,767.7505,426.18800000000005
50,0.49,00:51:33:00,-1612.3205,767.7,426.166
51,0.5,00:51:33:00,-1612.293,767.7385,426.1825
52,0.51,00:51:33:01,-1612.286,767.813,426.1775
53,0.52,00:51:33:01,-1612.287,767.823,426.1705
54,0.53,00:51:33:01,-1612.307,767.7805,426.1635
55,0.54,00:51:33:01,-1612.3010000000002,767.7985,426.148
56,0.55,00:51:33:02,-1612.2995,767.8380000000001,426.1395
57,0.56,00:51:33:02,-1612.3110000000001,767.811,426.191
58,0.57,00:51:33:02,-1612.306,767.8725,426.1605
59,0.58,00:51:33:02,-1612.2965,767.914,426.1805
60,0.59,00:51:33:03,-1612.3229999999999,767.9265,426.17800000000005
61,0.6,00:51:33:03,-1612.3215,767.9630000000001,426.1795
62,0.61,00:51:33:03,-1612.317,767.9830000000001,426.153
63,0.62,00:51:33:03,-1612.3329999999999,767.9895,426.1125
64,0.63,00:51:33:04,-1612.3229999999999,768.0010000000001,426.1615
65,0.64,00:51:33:04,-1612.335,768.0405,426.14099999999996
66,0.65,00:51:33:04,-1612.3205,768.0895,426.14599999999996
67,0.66,00:51:33:04,-1612.344,768.084,426.1495
68,0.67,00:51:33:05,-1612.335,768.0795,426.17199999999997
69,0.68,00:51:33:05,-1612.328,768.0835,426.1875
70,0.69,00:51:33:05,-1612.3445,768.1175,426.165
71,0.7,00:51:33:05,-1612.3305,768.1210000000001,426.155
72,0.71,00:51:33:06,-1612.3175,768.1635,426.144
73,0.72,00:51:33:06,-1612.339,768.174,426.1195
74,0.73,00:51:33:06,-1612.3645,768.1469999999999,426.13800000000003
75,0.74,00:51:33:06,-1612.3465,768.1605,426.1345
76,0.75,00:51:33:07,-1612.3205,768.1745,426.126
77,0.76,00:51:33:07,-1612.309,768.1775,426.1655
78,0.77,00:51:33:07,-1612.318,768.1360000000001,426.147
79,0.78,00:51:33:07,-1612.33,768.123,426.142
80,0.79,00:51:33:08,-1612.3010000000002,768.1795,426.124
81,0.8,00:51:33:08,-1612.3115,768.193,426.11400000000003
82,0.81,00:51:33:08,-1612.2885,768.2035,426.11199999999997
83,0.82,00:51:33:08,-1612.2945,768.185,426.12800000000004
84,0.83,00:51:33:09,-1612.2775,768.22,426.14099999999996
85,0.84,00:51:33:09,-1612.2625,768.2535,426.1535
86,0.85,00:51:33:09,-1612.2655,768.2265,426.173
87,0.86,00:51:33:09,-1612.2515,768.205,426.1555
88,0.87,00:51:33:10,-1612.2505,768.2425,426.142
89,0.88,00:51:33:10,-1612.2455,768.2765,426.103
90,0.89,00:51:33:10,-1612.207,768.278,426.12300000000005
91,0.9,00:51:33:10,-1612.2320000000002,768.242,426.1485
92,0.91,00:51:33:11,-1612.2475,768.2505,426.14
93,0.92,00:51:33:11,-1612.226,768.273,426.14
94,0.93,00:51:33:11,-1612.2225,768.2925,426.1405
95,0.94,00:51:33:11,-1612.237,768.312,426.165
96,0.95,00:51:33:12,-1612.256,768.2860000000001,426.153
97,0.96,00:51:33:12,-1612.2405,768.336,426.1635
98,0.97,00:51:33:12,-1612.2415,768.3145,426.1565
99,0.98,00:51:33:12,-1612.2415,768.3710000000001,426.16
100,0.99,00:51:33:13,-1612.2475,768.312,426.17400000000004
101,1.0,00:51:33:13,-1612.2479999999998,768.3575,426.1665
102,1.01,00:51:33:13,-1612.2245,768.3789999999999,426.1545
103,1.02,00:51:33:13,-1612.215,768.3689999999999,426.1625
104,1.03,00:51:33:14,-1612.2075,768.3919999999999,426.167
105,1.04,00:51:33:14,-1612.221,768.3905,426.17
106,1.05,00:51:33:14,-1612.2075,768.3855,426.171
107,1.06,00:51:33:14,-1612.2135,768.4155,426.168
108,1.07,00:51:33:15,-1612.1945,768.4465,426.16
109,1.08,00:51:33:15,-1612.229,768.4060000000001,426.1635
110,1.09,00:51:33:15,-1612.225,768.446,426.17900000000003
111,1.1,00:51:33:15,-1612.239,768.453,426.1835
112,1.11,00:51:33:16,-1612.2735,768.4905,426.18300000000005
113,1.12,00:51:33:16,-1612.266,768.4810000000001,426.1955
114,1.13,00:51:33:16,-1612.3005,768.512,426.186
115,1.14,00:51:33:16,-1612.3220000000001,768.523,426.171
116,1.15,00:51:33:17,-1612.355,768.549,426.1605
117,1.16,00:51:33:17,-1612.362,768.572,426.151
118,1.17,00:51:33:17,-1612.369,768.6055,426.156
119,1.18,00:51:33:17,-1612.391,768.5955,426.17
120,1.19,00:51:33:18,-1612.4070000000002,768.6325,426.1815
121,1.2,00:51:33:18,-1612.432,768.6625,426.1825
122,1.21,00:51:33:18,-1612.4345,768.6765,426.1595
123,1.22,00:51:33:18,-1612.46,768.7339999999999,426.15
124,1.23,00:51:33:19,-1612.4779999999998,768.7389999999999,426.173
125,1.24,00:51:33:19,-1612.5045,768.7375,426.18300000000005
126,1.25,00:51:33:19,-1612.503,768.801,426.164
127,1.26,00:51:33:19,-1612.5045,768.805,426.167
128,1.27,00:51:33:20,-1612.5365,768.816,426.1445
129,1.28,00:51:33:20,-1612.5465,768.8205,426.1305
130,1.29,00:51:33:20,-1612.555,768.803,426.1495
131,1.3,00:51:33:20,-1612.5745,768.815,426.1495
132,1.31,00:51:33:21,-1612.5535,768.7875,426.17400000000004
133,1.32,00:51:33:21,-1612.58,768.8035,426.162
134,1.33,00:51:33:21,-1612.6135,768.7955,426.1585
135,1.34,00:51:33:21,-1612.624,768.7445,426.158
136,1.35,00:51:33:22,-1612.63,768.7505,426.1475
137,1.36,00:51:33:22,-1612.6385,768.7275,426.1525
138,1.37,00:51:33:22,-1612.6405,768.7189999999999,426.1735
139,1.38,00:51:33:22,-1612.654,768.738,426.1735
140,1.39,00:51:33:23,-1612.6475,768.7135,426.17199999999997
141,1.4,00:51:33:23,-1612.649,768.6985,426.159
142,1.41,00:51:33:23,-1612.668,768.6985,426.1395
143,1.42,00:51:33:23,-1612.6765,768.6685,426.155
144,1.43,00:51:33:24,-1612.6525,768.696,426.1505
145,1.44,00:51:33:24,-1612.6705,768.677,426.1495
146,1.45,00:51:33:24,-1612.6885,768.6185,426.161
147,1.46,00:51:33:24,-1612.6689999999999,768.6205,426.1715
148,1.47,00:51:34:00,-1612.664,768.6080000000001,426.1605
149,1.48,00:51:34:00,-1612.6629999999998,768.571,426.1515
150,1.49,00:51:34:00,-1612.6575,768.5855,426.15
151,1.5,00:51:34:00,-1612.6415,768.5925,426.159
152,1.51,00:51:34:01,-1612.6445,768.554,426.168
153,1.52,00:51:34:01,-1612.63,768.5419999999999,426.1465
154,1.53,00:51:34:01,-1612.6295,768.5239999999999,426.15
155,1.54,00:51:34:01,-1612.6235,768.5210000000001,426.15
156,1.55,00:51:34:02,-1612.6125,768.5035,426.14300000000003
157,1.56,00:51:34:02,-1612.614,768.4910000000001,426.165
158,1.57,00:51:34:02,-1612.5975,768.4939999999999,426.1625
159,1.58,00:51:34:02,-1612.596,768.4785,426.16900000000004
160,1.59,00:51:34:03,-1612.5975,768.5105,426.13800000000003
161,1.6,00:51:34:03,-1612.5925,768.4960000000001,426.153
162,1.61,00:51:34:03,-1612.6235,768.4839999999999,426.1425
163,1.62,00:51:34:03,-1612.6205,768.529,426.1535
164,1.63,00:51:34:04,-1612.6205,768.5225,426.151
165,1.64,00:51:34:04,-1612.6325,768.5375,426.14599999999996
166,1.65,00:51:34:04,-1612.6295,768.5465,426.139
167,1.66,00:51:34:04,-1612.626,768.566,426.1425
168,1.67,00:51:34:05,-1612.6429999999998,768.5235,426.17900000000003
169,1.68,00:51:34:05,-1612.6215,768.5405,426.1605
170,1.69,00:51:34:05,-1612.6225,768.5705,426.148
171,1.7,00:51:34:05,-1612.6005,768.5985,426.162
172,1.71,00:51:34:06,-1612.6,768.565,426.1565
173,1.72,00:51:34:06,-1612.5945,768.573,426.1545
174,1.73,00:51:34:06,-1612.6185,768.5655,426.151
175,1.74,00:51:34:06,-1612.6095,768.578,426.151
176,1.75,00:51:34:07,-1612.6095,768.5355,426.148
177,1.76,00:51:34:07,-1612.6175,768.5535,426.1595
178,1.77,00:51:34:07,-1612.6029999999998,768.564,426.1555
179,1.78,00:51:34:07,-1612.6265,768.4939999999999,426.173
180,1.79,00:51:34:08,-1612.6435,768.488,426.145
181,1.8,00:51:34:08,-1612.6575,768.495,426.144
182,1.81,00:51:34:08,-1612.6595,768.502,426.1565
183,1.82,00:51:34:08,-1612.668,768.453,426.159
184,1.83,00:51:34:09,-1612.675,768.461,426.165
185,1.84,00:51:34:09,-1612.7079999999999,768.4065,426.171
186,1.85,00:51:34:09,-1612.7075,768.4225,426.1725
187,1.86,00:51:34:09,-1612.719,768.431,426.1715
188,1.87,00:51:34:10,-1612.72,768.427,426.152
189,1.88,00:51:34:10,-1612.7255,768.426,426.159
190,1.89,00:51:34:10,-1612.72,768.4385,426.1535
191,1.9,00:51:34:10,-1612.723,768.45,426.16
192,1.91,00:51:34:11,-1612.725,768.439,426.16
193,1.92,00:51:34:11,-1612.7405,768.4580000000001,426.1395
