Frame,Time,SMPTE,bar_right_hand_x,bar_right_hand_y,bar_right_hand_z
1,0.0,00:51:32:13,-2042.504,658.62,756.057
2,0.01,00:51:32:13,-2042.3429999999998,658.671,756.0369999999999
3,0.02,00:51:32:13,-2042.192,658.633,756.041
4,0.03,00:51:32:14,-2042.0620000000001,658.625,756.0110000000001
5,0.04,00:51:32:14,-2041.8339999999998,658.6439999999999,756.058
6,0.05,00:51:32:14,-2041.6760000000002,658.635,756.06
7,0.06,00:51:32:14,-2041.5420000000001,658.6110000000001,756.043
8,0.07,00:51:32:15,-2041.384,658.53,756.015
9,0.08,00:51:32:15,-2041.266,658.552,756.025
10,0.09,00:51:32:15,-2041.136,658.5039999999999,756.0219999999999
11,0.1,00:51:32:15,-2040.995,658.452,755.9889999999999
12,0.11,00:51:32:16,-2040.892,658.4169999999999,755.99
13,0.12,00:51:32:16,-2040.8110000000001,658.416,755.9910000000001
14,0.13,00:51:32:16,-2040.721,658.388,756.007
15,0.14,00:51:32:16,-2040.665,658.4019999999999,755.9830000000001
16,0.15,00:51:32:17,-2040.6,658.3839999999999,755.9760000000001
17,0.16,00:51:32:17,-2040.5479999999998,658.404,756.007
18,0.17,00:51:32:17,-2040.526,658.388,755.993
19,0.18,00:51:32:17,-2040.49,658.4119999999999,755.9780000000001
20,0.19,00:51:32:18,-2040.46,658.451,755.98
21,0.2,00:51:32:18,-2040.481,658.4810000000001,755.982
22,0.21,00:51:32:18,-2040.49,658.4960000000001,755.97
23,0.22,00:51:32:18,-2040.481,658.556,756.007
24,0.23,00:51:32:19,-2040.516,658.578,756.0060000000001
25,0.24,00:51:32:19,-2040.56,658.668,755.9910000000001
26,0.25,00:51:32:19,-2040.586,658.7689999999999,755.9889999999999
27,0.26,00:51:32:19,-2040.614,658.788,755.9580000000001
28,0.27,00:51:32:20,-2040.66,658.855,755.957
29,0.28,00:51:32:20,-2040.7220000000002,658.9889999999999,756.0
30,0.29,00:51:32:20,-2040.761,659.057,756.012
31,0.3,00:51:32:20,-2040.82,659.182,756.0310000000001
32,0.31,00:51:32:21,-2040.8670000000002,659.2639999999999,756.025
33,0.32,00:51:32:21,-2040.953,659.4010000000001,756.052
34,0.33,00:51:32:21,-2041.004,659.461,756.0219999999999
35,0.34,00:51:32:21,-2041.085,659.523,756.055
36,0.35,00:51:32:22,-2041.1729999999998,659.5880000000001,756.051
37,0.36,00:51:32:22,-2041.237,659.602,756.067
38,0.37,00:51:32:22,-2041.3029999999999,659.6260000000001,756.075
39,0.38,00:51:32:22,-2041.414,659.655,756.135
40,0.39,00:51:32:23,-2041.5629999999999,659.702,756.186
41,0.4,00:51:32:23,-2041.6589999999999,659.71,756.243
42,0.41,00:51:32:23,-2041.757,659.7139999999999,756.268
43,0.42,00:51:32:23,-2041.8770000000002,659.683,756.319
44,0.43,00:51:32:24,-2041.974,659.735,756.3889999999999
45,0.44,00:51:32:24,-2042.0710000000001,659.7,756.4639999999999
46,0.45,00:51:32:24,-2042.148,659.68,756.5160000000001
47,0.46,00:51:32:24,-2042.255,659.572,756.587
48,0.47,00:51:33:00,-2042.348,659.515,756.674
49,0.48,00:51:33:00,-2042.4360000000001,659.41,756.695
50,0.49,00:51:33:00,-2042.501,659.3710000000001,756.8
51,0.5,00:51:33:00,-2042.5739999999998,659.31,756.8810000000001
52,0.51,00:51:33:01,-2042.635,659.1669999999999,756.936
53,0.52,00:51:33:01,-2042.721,659.058,757.0219999999999
54,0.53,00:51:33:01,-2042.787,658.924,757.071
55,0.54,00:51:33:01,-2042.8220000000001,658.847,757.1460000000001
56,0.55,00:51:33:02,-2042.868,658.755,757.193
57,0.56,00:51:33:02,-2042.925,658.638,757.2389999999999
58,0.57,00:51:33:02,-2042.935,658.515,757.2689999999999
59,0.58,00:51:33:02,-2042.9270000000001,658.437,757.3510000000001
