Frame,Time,SMPTE,bar_left_shoulder_x,bar_left_shoulder_y,bar_left_shoulder_z
1,0.0,00:51:32:13,-1580.193,746.434,1417.533
2,0.01,00:51:32:13,-1580.165,746.432,1417.5339999999999
3,0.02,00:51:32:13,-1580.1689999999999,746.439,1417.545
4,0.03,00:51:32:14,-1580.175,746.44,1417.537
5,0.04,00:51:32:14,-1580.27,746.7280000000001,1417.58
6,0.05,00:51:32:14,-1580.0,746.368,1417.394
7,0.06,00:51:32:14,-1580.007,746.328,1417.395
8,0.07,00:51:32:15,-1579.965,746.335,1417.39
9,0.08,00:51:32:15,-1579.9660000000001,746.347,1417.352
10,0.09,00:51:32:15,-1579.9579999999999,746.346,1417.364
11,0.1,00:51:32:15,-1579.951,746.345,1417.35
12,0.11,00:51:32:16,-1579.931,746.3539999999999,1417.359
13,0.12,00:51:32:16,-1579.9129999999998,746.3889999999999,1417.3410000000001
14,0.13,00:51:32:16,-1579.9089999999999,746.3889999999999,1417.3270000000002
15,0.14,00:51:32:16,-1579.89,746.4060000000001,1417.348
16,0.15,00:51:32:17,-1579.868,746.414,1417.329
17,0.16,00:51:32:17,-1579.861,746.449,1417.325
18,0.17,00:51:32:17,-1579.838,746.466,1417.332
19,0.18,00:51:32:17,-1579.796,746.467,1417.3339999999998
20,0.19,00:51:32:18,-1579.795,746.498,1417.33
21,0.2,00:51:32:18,-1579.787,746.4910000000001,1417.3
22,0.21,00:51:32:18,-1579.766,746.513,1417.308
23,0.22,00:51:32:18,-1579.74,746.565,1417.2839999999999
24,0.23,00:51:32:19,-1579.724,746.648,1417.266
25,0.24,00:51:32:19,-1579.682,746.674,1417.273
26,0.25,00:51:32:19,-1579.6589999999999,746.705,1417.289
27,0.26,00:51:32:19,-1579.632,746.7339999999999,1417.287
28,0.27,00:51:32:20,-1579.6,746.7669999999999,1417.265
29,0.28,00:51:32:20,-1579.58,746.8330000000001,1417.274
30,0.29,00:51:32:20,-1579.579,746.852,1417.265
31,0.3,00:51:32:20,-1579.56,746.916,1417.264
32,0.31,00:51:32:21,-1579.543,746.9730000000001,1417.253
33,0.32,00:51:32:21,-1579.517,747.0310000000001,1417.26
34,0.33,00:51:32:21,-1579.479,747.105,1417.249
35,0.34,00:51:32:21,-1579.47,747.169,1417.231
36,0.35,00:51:32:22,-1579.4589999999998,747.205,1417.2160000000001
37,0.36,00:51:32:22,-1579.457,747.3,1417.1979999999999
38,0.37,00:51:32:22,-1579.467,747.3389999999999,1417.184
39,0.38,00:51:32:22,-1579.494,747.387,1417.174
40,0.39,00:51:32:23,-1579.483,747.47,1417.194
41,0.4,00:51:32:23,-1579.4360000000001,747.5419999999999,1417.2079999999999
42,0.41,00:51:32:23,-1579.483,747.62,1417.235
43,0.42,00:51:32:23,-1579.49,747.691,1417.241
44,0.43,00:51:32:24,-1579.479,747.76,1417.229
45,0.44,00:51:32:24,-1579.514,747.836,1417.2520000000002
46,0.45,00:51:32:24,-1579.5079999999998,747.922,1417.309
47,0.46,00:51:32:24,-1579.4979999999998,747.985,1417.3229999999999
48,0.47,00:51:33:00,-1579.495,748.07,1417.378
49,0.48,00:51:33:00,-1579.455,748.1089999999999,1417.42
50,0.49,00:51:33:00,-1579.5020000000002,748.173,1417.4579999999999
51,0.5,00:51:33:00,-1579.474,748.2539999999999,1417.4979999999998
52,0.51,00:51:33:01,-1579.4720000000002,748.32,1417.52
