Frame,Time,SMPTE,bar_right_ankle_x,bar_right_ankle_y,bar_right_ankle_z
1,0.0,00:51:32:13,-1935.586,778.915,65.158
2,0.01,00:51:32:13,-1935.569,778.73,65.234
3,0.02,00:51:32:13,-1935.656,778.95,65.55
4,0.03,00:51:32:14,-1935.5910000000001,778.82,65.155
5,0.04,00:51:32:14,-1935.805,779.971,65.123
6,0.05,00:51:32:14,-1934.6,776.457,64.577
7,0.06,00:51:32:14,-1935.3370000000002,778.817,65.45
8,0.07,00:51:32:15,-1935.3210000000001,778.562,65.322
9,0.08,00:51:32:15,-1935.231,778.3739999999999,65.301
10,0.09,00:51:32:15,-1935.259,778.383,65.222
11,0.1,00:51:32:15,-1935.192,778.3660000000001,65.219
12,0.11,00:51:32:16,-1935.214,778.4110000000001,65.26
13,0.12,00:51:32:16,-1935.207,778.427,65.251
14,0.13,00:51:32:16,-1935.249,778.365,65.206
15,0.14,00:51:32:16,-1935.226,778.308,65.33800000000001
16,0.15,00:51:32:17,-1935.201,778.362,65.23
17,0.16,00:51:32:17,-1935.23,778.513,65.318
18,0.17,00:51:32:17,-1935.299,778.558,65.225
19,0.18,00:51:32:17,-1935.2020000000002,778.279,65.21600000000001
20,0.19,00:51:32:18,-1935.2160000000001,778.471,65.175
21,0.2,00:51:32:18,-1935.235,778.4680000000001,65.25
22,0.21,00:51:32:18,-1935.231,778.492,65.304
23,0.22,00:51:32:18,-1935.254,778.439,65.186
24,0.23,00:51:32:19,-1935.203,778.2389999999999,65.21300000000001
25,0.24,00:51:32:19,-1935.148,778.232,65.17
26,0.25,00:51:32:19,-1935.217,778.3660000000001,65.373
27,0.26,00:51:32:19,-1935.1660000000002,778.2239999999999,65.14399999999999
28,0.27,00:51:32:20,-1935.2220000000002,778.3839999999999,65.334
29,0.28,00:51:32:20,-1935.224,778.2589999999999,65.208
30,0.29,00:51:32:20,-1935.247,778.447,65.352
31,0.3,00:51:32:20,-1935.2420000000002,778.5189999999999,65.36
32,0.31,00:51:32:21,-1935.1129999999998,778.1289999999999,65.167
33,0.32,00:51:32:21,-1935.2060000000001,778.347,65.206
34,0.33,00:51:32:21,-1935.1960000000001,778.2660000000001,65.138
35,0.34,00:51:32:21,-1935.18,778.293,65.146
36,0.35,00:51:32:22,-1935.221,778.341,65.195
37,0.36,00:51:32:22,-1935.18,778.328,65.189
38,0.37,00:51:32:22,-1935.192,778.306,65.154
39,0.38,00:51:32:22,-1935.1329999999998,777.977,65.11399999999999
40,0.39,00:51:32:23,-1935.227,778.4830000000001,65.17699999999999
41,0.4,00:51:32:23,-1935.17,778.2769999999999,65.215
42,0.41,00:51:32:23,-1935.184,778.298,65.24
43,0.42,00:51:32:23,-1935.142,778.175,65.179
44,0.43,00:51:32:24,-1935.24,778.465,65.35
45,0.44,00:51:32:24,-1935.18,778.33,65.175
46,0.45,00:51:32:24,-1935.135,778.257,65.203
47,0.46,00:51:32:24,-1935.145,778.2080000000001,65.20100000000001
48,0.47,00:51:33:00,-1935.1760000000002,778.2230000000001,65.205
49,0.48,00:51:33:00,-1935.152,778.177,65.219
50,0.49,00:51:33:00,-1935.146,778.2810000000001,65.116
51,0.5,00:51:33:00,-1935.264,778.541,65.332
52,0.51,00:51:33:01,-1935.124,778.2189999999999,65.13
53,0.52,00:51:33:01,-1935.165,778.307,65.134
54,0.53,00:51:33:01,-1935.239,778.331,65.347
