Frame,Time,SMPTE,bar_left_foot_x,bar_left_foot_y,bar_left_foot_z
1,0.0,00:51:32:13,-1603.3733,676.7197,35.2833
2,0.01,00:51:32:13,-1603.3987,676.7327,35.2793
3,0.02,00:51:32:13,-1603.401,676.7197,35.275999999999996
4,0.03,00:51:32:14,-1603.392,676.7277,35.288000000000004
5,0.04,00:51:32:14,-1603.509,676.9267,34.7547
6,0.05,00:51:32:14,-1603.2397,676.7363,35.245
7,0.06,00:51:32:14,-1603.2227,676.703,35.265
8,0.07,00:51:32:15,-1603.207,676.6933,35.2703
9,0.08,00:51:32:15,-1603.2103,676.71,35.2617
10,0.09,00:51:32:15,-1603.2017,676.7077,35.2773
11,0.1,00:51:32:15,-1603.1947,676.7007,35.2753
12,0.11,00:51:32:16,-1603.1843,676.695,35.2907
13,0.12,00:51:32:16,-1603.1923,676.7123,35.2917
14,0.13,00:51:32:16,-1603.1667,676.7007,35.3027
15,0.14,00:51:32:16,-1603.1670000000001,676.682,35.3123
16,0.15,00:51:32:17,-1603.174,676.697,35.287
17,0.16,00:51:32:17,-1603.1993,676.6873,35.2873
18,0.17,00:51:32:17,-1603.1807,676.677,35.298
19,0.18,00:51:32:17,-1603.1743,676.6883,35.309
20,0.19,00:51:32:18,-1603.1783,676.6817,35.3063
21,0.2,00:51:32:18,-1603.168,676.6827,35.306999999999995
22,0.21,00:51:32:18,-1603.1647,676.6773,35.317
23,0.22,00:51:32:18,-1603.1660000000002,676.6767,35.3027
24,0.23,00:51:32:19,-1603.1783,676.6893,35.2857
25,0.24,00:51:32:19,-1603.1633,676.6817,35.274
26,0.25,00:51:32:19,-1603.1773,676.6733,35.3043
27,0.26,00:51:32:19,-1603.1529999999998,676.6753,35.315
28,0.27,00:51:32:20,-1603.16,676.6787,35.3097
29,0.28,00:51:32:20,-1603.1653,676.694,35.2927
30,0.29,00:51:32:20,-1603.1729999999998,676.6823,35.2853
31,0.3,00:51:32:20,-1603.1843,676.676,35.281
32,0.31,00:51:32:21,-1603.1629999999998,676.6883,35.2907
33,0.32,00:51:32:21,-1603.1270000000002,676.7033,35.332
34,0.33,00:51:32:21,-1603.1373,676.7073,35.3413
35,0.34,00:51:32:21,-1603.1743,676.6863,35.296
36,0.35,00:51:32:22,-1603.1543,676.683,35.298
37,0.36,00:51:32:22,-1603.14,676.6813,35.2943
38,0.37,00:51:32:22,-1603.1533,676.677,35.299
39,0.38,00:51:32:22,-1603.1727,676.676,35.2743
40,0.39,00:51:32:23,-1603.134,676.68,35.321
41,0.4,00:51:32:23,-1603.1147,676.7137,35.333
42,0.41,00:51:32:23,-1603.1229999999998,676.6907,35.3367
43,0.42,00:51:32:23,-1603.14,676.6807,35.308
44,0.43,00:51:32:24,-1603.1327,676.6533,35.293
45,0.44,00:51:32:24,-1603.146,676.6783,35.2927
46,0.45,00:51:32:24,-1603.1227,676.674,35.2993
47,0.46,00:51:32:24,-1603.1373,676.6823,35.303000000000004
48,0.47,00:51:33:00,-1603.1327,676.681,35.304
49,0.48,00:51:33:00,-1603.1397,676.6697,35.314
50,0.49,00:51:33:00,-1603.1329999999998,676.6617,35.3217
51,0.5,00:51:33:00,-1603.1503,676.6917,35.3133
52,0.51,00:51:33:01,-1603.136,676.6967,35.3193
53,0.52,00:51:33:01,-1603.134,676.6757,35.3323
54,0.53,00:51:33:01,-1603.1577,676.6827,35.295
55,0.54,00:51:33:01,-1603.155,676.6727,35.294000000000004
56,0.55,00:51:33:02,-1603.145,676.6753,35.3087
57,0.56,00:51:33:02,-1603.1417,676.664,35.333
58,0.57,00:51:33:02,-1603.12,676.664,35.333
59,0.58,00:51:33:02,-1603.1337,676.6873,35.3343
60,0.59,00:51:33:03,-1603.121,676.686,35.33
61,0.6,00:51:33:03,-1603.1257,676.692,35.3233
62,0.61,00:51:33:03,-1603.1213,676.6767,35.3107
63,0.62,00:51:33:03,-1603.1343,676.6777,35.3003
64,0.63,00:51:33:04,-1603.141,676.681,35.2997
65,0.64,00:51:33:04,-1603.1287,676.6677,35.328
66,0.65,00:51:33:04,-1603.1433,676.6897,35.3017
67,0.66,00:51:33:04,-1603.13,676.6707,35.3207
68,0.67,00:51:33:05,-1603.1317,676.6893,35.3337
69,0.68,00:51:33:05,-1603.139,676.6883,35.323
70,0.69,00:51:33:05,-1603.145,676.695,35.3187
71,0.7,00:51:33:05,-1603.1329999999998,676.6747,35.315
72,0.71,00:51:33:06,-1603.155,676.6983,35.31
73,0.72,00:51:33:06,-1603.1473,676.6903,35.3077
74,0.73,00:51:33:06,-1603.151,676.6847,35.3077
75,0.74,00:51:33:06,-1603.1397,676.683,35.3077
76,0.75,00:51:33:07,-1603.1217,676.7013,35.3277
77,0.76,00:51:33:07,-1603.13,676.7107,35.3173
78,0.77,00:51:33:07,-1603.131,676.703,35.3257
79,0.78,00:51:33:07,-1603.128,676.6877,35.3263
80,0.79,00:51:33:08,-1603.131,676.671,35.3143
81,0.8,00:51:33:08,-1603.1347,676.687,35.31
82,0.81,00:51:33:08,-1603.1457,676.687,35.306999999999995
83,0.82,00:51:33:08,-1603.1443,676.6933,35.3293
