Frame,Time,SMPTE,bar_shoulder_centre_x,bar_shoulder_centre_y,bar_shoulder_centre_z
1,0.0,00:51:32:13,-1744.0735,737.145,1418.619
2,0.01,00:51:32:13,-1744.058,737.154,1418.619
3,0.02,00:51:32:13,-1744.0555,737.1555,1418.626
4,0.03,00:51:32:14,-1743.9160000000002,737.1655,1418.6995
5,0.04,00:51:32:14,-1743.8735,737.4045,1418.7085
6,0.05,00:51:32:14,-1743.7185,737.2615,1418.6229999999998
7,0.06,00:51:32:14,-1743.721,737.2385,1418.6045
8,0.07,00:51:32:15,-1743.695,737.2560000000001,1418.6085
9,0.08,00:51:32:15,-1743.682,737.2860000000001,1418.5915
10,0.09,00:51:32:15,-1743.6789999999999,737.3035,1418.5875
11,0.1,00:51:32:15,-1743.675,737.3055,1418.5865
12,0.11,00:51:32:16,-1743.656,737.3385,1418.586
13,0.12,00:51:32:16,-1743.6515,737.3745,1418.5785
14,0.13,00:51:32:16,-1743.6395,737.395,1418.5745
15,0.14,00:51:32:16,-1743.6245,737.416,1418.5775
16,0.15,00:51:32:17,-1743.598,737.4535,1418.5729999999999
17,0.16,00:51:32:17,-1743.5905,737.493,1418.5720000000001
18,0.17,00:51:32:17,-1743.5639999999999,737.5185,1418.57
19,0.18,00:51:32:17,-1743.5385,737.539,1418.5705
20,0.19,00:51:32:18,-1743.533,737.567,1418.5735
21,0.2,00:51:32:18,-1743.5145,737.581,1418.5555
22,0.21,00:51:32:18,-1743.499,737.5915,1418.5535
23,0.22,00:51:32:18,-1743.476,737.6389999999999,1418.5410000000002
24,0.23,00:51:32:19,-1743.4520000000002,737.681,1418.5305
25,0.24,00:51:32:19,-1743.4215,737.7180000000001,1418.5335
26,0.25,00:51:32:19,-1743.406,737.7315,1418.5379999999998
27,0.26,00:51:32:19,-1743.3770000000002,737.7845,1418.531
28,0.27,00:51:32:20,-1743.3645,737.7925,1418.531
29,0.28,00:51:32:20,-1743.34,737.8605,1418.5285
30,0.29,00:51:32:20,-1743.3285,737.8885,1418.5325
31,0.3,00:51:32:20,-1743.309,737.939,1418.5515
32,0.31,00:51:32:21,-1743.3035,737.997,1418.5525
33,0.32,00:51:32:21,-1743.2805,738.04,1418.57
34,0.33,00:51:32:21,-1743.26,738.079,1418.5825
35,0.34,00:51:32:21,-1743.2415,738.145,1418.5695
36,0.35,00:51:32:22,-1743.246,738.191,1418.5645
37,0.36,00:51:32:22,-1743.2345,738.2745,1418.5475
38,0.37,00:51:32:22,-1743.2465,738.3145,1418.5439999999999
39,0.38,00:51:32:22,-1743.253,738.39,1418.533
40,0.39,00:51:32:23,-1743.243,738.4639999999999,1418.5625
41,0.4,00:51:32:23,-1743.2295,738.5360000000001,1418.5705
42,0.41,00:51:32:23,-1743.244,738.618,1418.588
43,0.42,00:51:32:23,-1743.2620000000002,738.6935,1418.5995
44,0.43,00:51:32:24,-1743.2505,738.7860000000001,1418.5929999999998
45,0.44,00:51:32:24,-1743.2745,738.877,1418.628
46,0.45,00:51:32:24,-1743.2745,738.9735,1418.665
