Frame,Time,SMPTE,bar_spine_x,bar_spine_y,bar_spine_z
1,0.0,00:51:32:13,2075.0857,994.2373,1012.623
2,0.01,00:51:32:13,2075.0660000000003,994.2307,1012.5583
3,0.02,00:51:32:13,2075.0793,994.2289999999999,1012.5247
4,0.03,00:51:32:14,2074.9970000000003,994.2863,1011.9853
5,0.04,00:51:32:14,2074.754,994.2703,1012.0110000000001
6,0.05,00:51:32:14,2074.6923,994.2397,1011.947
7,0.06,00:51:32:14,2074.6717,994.235,1011.9053
8,0.07,00:51:32:15,2074.6473,994.2180000000001,1011.8507
9,0.08,00:51:32:15,2074.6443,994.2187,1011.8107
10,0.09,00:51:32:15,2074.6463,994.205,1011.7863
11,0.1,00:51:32:15,2074.6337,994.2117,1011.748
12,0.11,00:51:32:16,2074.6327,994.221,1011.7257
13,0.12,00:51:32:16,2074.6103,994.2307,1011.6903
14,0.13,00:51:32:16,2074.584,994.2313,1011.6569999999999
15,0.14,00:51:32:16,2074.5673,994.2427,1011.6439999999999
16,0.15,00:51:32:17,2074.551,994.2453,1011.5993
17,0.16,00:51:32:17,2074.5453,994.2407,1011.596
18,0.17,00:51:32:17,2074.5387,994.2427,1011.569
19,0.18,00:51:32:17,2074.5547,994.2280000000001,1011.5807
20,0.19,00:51:32:18,2074.5587,994.2167,1011.58
21,0.2,00:51:32:18,2074.56,994.216,1011.5777
22,0.21,00:51:32:18,2074.5563,994.1987,1011.5573
23,0.22,00:51:32:18,2074.5773,994.2013,1011.5447
24,0.23,00:51:32:19,2074.591,994.1953,1011.5269999999999
25,0.24,00:51:32:19,2074.599,994.169,1011.5143
26,0.25,00:51:32:19,2074.6213,994.1443,1011.5257
27,0.26,00:51:32:19,2074.6327,994.1110000000001,1011.5219999999999
28,0.27,00:51:32:20,2074.635,994.066,1011.5139999999999
29,0.28,00:51:32:20,2074.6407,994.0337,1011.4939999999999
30,0.29,00:51:32:20,2074.645,994.0073,1011.4853
31,0.3,00:51:32:20,2074.6717,993.9767,1011.4927
32,0.31,00:51:32:21,2074.6917,993.927,1011.4739999999999
33,0.32,00:51:32:21,2074.7057,993.9037,1011.4680000000001
34,0.33,00:51:32:21,2074.7097,993.8707,1011.4433
35,0.34,00:51:32:21,2074.7003,993.8453,1011.4397
36,0.35,00:51:32:22,2074.6933,993.827,1011.4207
37,0.36,00:51:32:22,2074.669,993.8057,1011.4023
38,0.37,00:51:32:22,2074.6603,993.793,1011.387
39,0.38,00:51:32:22,2074.6420000000003,993.778,1011.3667
40,0.39,00:51:32:23,2074.6333,993.7763,1011.3583
41,0.4,00:51:32:23,2074.6143,993.77,1011.3547
42,0.41,00:51:32:23,2074.626,993.7807,1011.3367
43,0.42,00:51:32:23,2074.6733,993.7913,1011.3797
44,0.43,00:51:32:24,2074.683,993.8023,1011.36
45,0.44,00:51:32:24,2074.7,993.8073,1011.3593
46,0.45,00:51:32:24,2074.7497,993.8253,1011.385
47,0.46,00:51:32:24,2074.7603,993.8343,1011.4073
48,0.47,00:51:33:00,2074.794,993.8560000000001,1011.413
49,0.48,00:51:33:00,2074.7957,993.8663,1011.3993
50,0.49,00:51:33:00,2074.8213,993.873,1011.415
51,0.5,00:51:33:00,2074.8597,993.867,1011.4147
52,0.51,00:51:33:01,2074.8813,993.8807,1011.4213
53,0.52,00:51:33:01,2074.9197,993.877,1011.4043
54,0.53,00:51:33:01,2074.9363,993.8687,1011.3907
55,0.54,00:51:33:01,2074.9807,993.8657,1011.4060000000001
56,0.55,00:51:33:02,2074.996,993.8517,1011.3963
57,0.56,00:51:33:02,2075.0357,993.8530000000001,1011.4053
58,0.57,00:51:33:02,2075.0577,993.8513,1011.3907
59,0.58,00:51:33:02,2075.098,993.845,1011.4003
60,0.59,00:51:33:03,2075.1293,993.8380000000001,1011.3847
61,0.6,00:51:33:03,2075.1639999999998,993.8293,1011.3803
62,0.61,00:51:33:03,2075.2237,993.8377,1011.3797
63,0.62,00:51:33:03,2075.272,993.8380000000001,1011.3887
64,0.63,00:51:33:04,2075.3163,993.8383,1011.3667
65,0.64,00:51:33:04,2075.349,993.836,1011.3497
66,0.65,00:51:33:04,2075.3837,993.834,1011.3530000000001
67,0.66,00:51:33:04,2075.4013,993.8283,1011.3380000000001
68,0.67,00:51:33:05,2075.4383,993.8363,1011.3387
69,0.68,00:51:33:05,2075.4647,993.8389999999999,1011.331
70,0.69,00:51:33:05,2075.482,993.8480000000001,1011.3217
71,0.7,00:51:33:05,2075.505,993.8580000000001,1011.2987
72,0.71,00:51:33:06,2075.5233,993.845,1011.2957
73,0.72,00:51:33:06,2075.5353,993.8510000000001,1011.2843
74,0.73,00:51:33:06,2075.5493,993.8453,1011.298
75,0.74,00:51:33:06,2075.5513,993.8480000000001,1011.2823
76,0.75,00:51:33:07,2075.5687,993.8560000000001,1011.2867
77,0.76,00:51:33:07,2075.5687,993.8553,1011.2793
78,0.77,00:51:33:07,2075.5957,993.8693,1011.2667
79,0.78,00:51:33:07,2075.6097,993.8747,1011.248
80,0.79,00:51:33:08,2075.645,993.8957,1011.2413
81,0.8,00:51:33:08,2075.6793,993.9167,1011.2313
82,0.81,00:51:33:08,2075.6967,993.9283,1011.2033
83,0.82,00:51:33:08,2075.72,993.955,1011.1803
84,0.83,00:51:33:09,2075.7457,993.9873,1011.1677
85,0.84,00:51:33:09,2075.7497,994.012,1011.1197
86,0.85,00:51:33:09,2075.7470000000003,994.0453,1011.0889999999999
87,0.86,00:51:33:09,2075.7773,994.081,1011.0583
88,0.87,00:51:33:10,2075.776,994.1197,1011.0223
89,0.88,00:51:33:10,2075.7960000000003,994.148,1011.0283
90,0.89,00:51:33:10,2075.7933,994.172,1011.0263
91,0.9,00:51:33:10,2075.8013,994.2107,1011.0017
92,0.91,00:51:33:11,2075.8167,994.257,1011.0169999999999
93,0.92,00:51:33:11,2075.845,994.306,1011.0377
94,0.93,00:51:33:11,2075.8403,994.3589999999999,1011.0310000000001
95,0.94,00:51:33:11,2075.839,994.4227,1011.0377
96,0.95,00:51:33:12,2075.875,994.4997,1011.0407
97,0.96,00:51:33:12,2075.8923,994.5813,1011.0593
98,0.97,00:51:33:12,2075.9163,994.6617,1011.0733
99,0.98,00:51:33:12,2075.9383,994.7513,1011.0989999999999
100,0.99,00:51:33:13,2075.9837,994.8489999999999,1011.133
101,1.0,00:51:33:13,2076.0223,994.9547,1011.1669999999999
102,1.01,00:51:33:13,2076.0679999999998,995.0697,1011.195
103,1.02,00:51:33:13,2076.1037,995.171,1011.1943
104,1.03,00:51:33:14,2076.1607,995.293,1011.2107
105,1.04,00:51:33:14,2076.1957,995.395,1011.2247
106,1.05,00:51:33:14,2076.251,995.497,1011.2180000000001
107,1.06,00:51:33:14,2076.3313,995.6210000000001,1011.245
108,1.07,00:51:33:15,2076.3920000000003,995.7313,1011.25
109,1.08,00:51:33:15,2076.474,995.8367,1011.2843
110,1.09,00:51:33:15,2076.5423,995.9557,1011.273
111,1.1,00:51:33:15,2076.5963,996.0483,1011.2893
112,1.11,00:51:33:16,2076.6717,996.159,1011.2893
113,1.12,00:51:33:16,2076.7513,996.2660000000001,1011.3127
114,1.13,00:51:33:16,2076.8223,996.372,1011.341
115,1.14,00:51:33:16,2076.897,996.4780000000001,1011.3710000000001
116,1.15,00:51:33:17,2076.9353,996.577,1011.4017
117,1.16,00:51:33:17,2077.0083,996.68,1011.3883
118,1.17,00:51:33:17,2077.0803,996.775,1011.4137
119,1.18,00:51:33:17,2077.1553,996.865,1011.4363
120,1.19,00:51:33:18,2077.265,996.95,1011.4583
121,1.2,00:51:33:18,2077.396,997.0253,1011.5060000000001
122,1.21,00:51:33:18,2077.5353,997.1003,1011.5223
123,1.22,00:51:33:18,2077.6947,997.1610000000001,1011.5277
124,1.23,00:51:33:19,2077.8263,997.1957,1011.5107
125,1.24,00:51:33:19,2077.969,997.209,1011.4817
126,1.25,00:51:33:19,2078.132,997.2137,1011.4713
127,1.26,00:51:33:19,2078.3257,997.2143,1011.4313
128,1.27,00:51:33:20,2078.509,997.2337,1011.3560000000001
129,1.28,00:51:33:20,2078.6717,997.2547,1011.3057
130,1.29,00:51:33:20,2078.8223,997.2807,1011.2317
131,1.3,00:51:33:20,2078.9843,997.3213,1011.133
132,1.31,00:51:33:21,2079.1267,997.3543,1011.007
133,1.32,00:51:33:21,2079.2527,997.3823,1010.914
134,1.33,00:51:33:21,2079.3577,997.4057,1010.79
135,1.34,00:51:33:21,2079.449,997.4227,1010.6583
136,1.35,00:51:33:22,2079.5783,997.459,1010.563
137,1.36,00:51:33:22,2079.6863,997.4773,1010.4639999999999
138,1.37,00:51:33:22,2079.7833,997.5037,1010.3733
139,1.38,00:51:33:22,2079.8657,997.5247,1010.2760000000001
140,1.39,00:51:33:23,2079.9357,997.5607,1010.1707
141,1.4,00:51:33:23,2080.034,997.6080000000001,1010.1060000000001
142,1.41,00:51:33:23,2080.0873,997.6510000000001,1009.9877
143,1.42,00:51:33:23,2080.1597,997.6873,1009.8837
144,1.43,00:51:33:24,2080.2393,997.7257,1009.7917
145,1.44,00:51:33:24,2080.2960000000003,997.7687,1009.6833
146,1.45,00:51:33:24,2080.3583,997.7923,1009.5973
147,1.46,00:51:33:24,2080.4447,997.8343,1009.5097
148,1.47,00:51:34:00,2080.512,997.8547,1009.4013
149,1.48,00:51:34:00,2080.6003,997.8603,1009.2827
150,1.49,00:51:34:00,2080.6763,997.872,1009.1873
151,1.5,00:51:34:00,2080.7463,997.872,1009.0617
152,1.51,00:51:34:01,2080.8293,997.8639999999999,1008.9687
153,1.52,00:51:34:01,2080.8943,997.8503,1008.8617
154,1.53,00:51:34:01,2080.9793,997.8293,1008.7703
155,1.54,00:51:34:01,2081.0543,997.7987,1008.684
156,1.55,00:51:34:02,2081.1453,997.752,1008.582
157,1.56,00:51:34:02,2081.224,997.705,1008.4910000000001
158,1.57,00:51:34:02,2081.2987,997.6627,1008.3817
159,1.58,00:51:34:02,2081.391,997.6089999999999,1008.3197
160,1.59,00:51:34:03,2081.4737,997.543,1008.1977
161,1.6,00:51:34:03,2081.561,997.4910000000001,1008.1260000000001
162,1.61,00:51:34:03,2081.6377,997.42,1008.06
163,1.62,00:51:34:03,2081.7193,997.3489999999999,1007.9933
164,1.63,00:51:34:04,2081.7947,997.2877,1007.9313
165,1.64,00:51:34:04,2081.8717,997.2243,1007.8839999999999
166,1.65,00:51:34:04,2081.952,997.1510000000001,1007.8187
167,1.66,00:51:34:04,2082.0427,997.0697,1007.7807
168,1.67,00:51:34:05,2082.1323,997.0097,1007.7310000000001
169,1.68,00:51:34:05,2082.2107,996.9387,1007.7123
170,1.69,00:51:34:05,2082.291,996.8727,1007.7003
171,1.7,00:51:34:05,2082.357,996.7893,1007.6877
172,1.71,00:51:34:06,2082.409,996.703,1007.6797
173,1.72,00:51:34:06,2082.475,996.6239999999999,1007.6703
