Frame,Time,SMPTE,bar_right_foot_x,bar_right_foot_y,bar_right_foot_z
1,0.0,00:51:32:13,1936.5423,850.4723,25.0143
2,0.01,00:51:32:13,1936.5487,850.4557,25.0063
3,0.02,00:51:32:13,1936.5373,850.4653,25.0187
4,0.03,00:51:32:14,1935.9623,850.0457,25.6723
5,0.04,00:51:32:14,1935.7723,850.0303,25.6807
6,0.05,00:51:32:14,1935.743,850.0233,25.656
7,0.06,00:51:32:14,1935.7433,850.0287,25.644000000000002
8,0.07,00:51:32:15,1935.7047,850.025,25.6573
9,0.08,00:51:32:15,1935.7013,850.0273,25.666
10,0.09,00:51:32:15,1935.6973,850.0433,25.638
11,0.1,00:51:32:15,1935.711,850.035,25.6613
12,0.11,00:51:32:16,1935.7073,850.0313,25.6843
13,0.12,00:51:32:16,1935.7043,850.0377,25.6857
14,0.13,00:51:32:16,1935.707,850.0247,25.695999999999998
15,0.14,00:51:32:16,1935.7060000000001,850.0283,25.6907
16,0.15,00:51:32:17,1935.7193,850.038,25.6917
17,0.16,00:51:32:17,1935.7077,850.0293,25.669
18,0.17,00:51:32:17,1935.7117,850.0219999999999,25.675
19,0.18,00:51:32:17,1935.7079999999999,850.0360000000001,25.699
20,0.19,00:51:32:18,1935.71,850.03,25.711
21,0.2,00:51:32:18,1935.6973,850.0203,25.7043
22,0.21,00:51:32:18,1935.7120000000002,850.0217,25.6963
23,0.22,00:51:32:18,1935.7097,850.0133,25.704
24,0.23,00:51:32:19,1935.7333,850.0167,25.6823
25,0.24,00:51:32:19,1935.735,850.0037,25.679000000000002
26,0.25,00:51:32:19,1935.74,850.007,25.689
27,0.26,00:51:32:19,1935.7287,850.002,25.6853
28,0.27,00:51:32:20,1935.7397,849.9897,25.691
29,0.28,00:51:32:20,1935.7413,849.9953,25.6763
30,0.29,00:51:32:20,1935.7283,850.0067,25.6843
31,0.3,00:51:32:20,1935.7297,849.9927,25.6567
32,0.31,00:51:32:21,1935.7473,850.0033,25.6673
33,0.32,00:51:32:21,1935.759,849.9937,25.7053
34,0.33,00:51:32:21,1935.761,849.99,25.718000000000004
35,0.34,00:51:32:21,1935.769,849.9889999999999,25.658
36,0.35,00:51:32:22,1935.7753,849.9783,25.6413
37,0.36,00:51:32:22,1935.7757,849.9803,25.6477
38,0.37,00:51:32:22,1935.7720000000002,849.9857,25.6673
39,0.38,00:51:32:22,1935.7707,849.9739999999999,25.6533
40,0.39,00:51:32:23,1935.7737,849.9847,25.6753
41,0.4,00:51:32:23,1935.7953,849.9743,25.7177
42,0.41,00:51:32:23,1935.783,849.9703,25.7143
43,0.42,00:51:32:23,1935.781,849.9739999999999,25.6617
44,0.43,00:51:32:24,1935.7853,849.9573,25.65
45,0.44,00:51:32:24,1935.7973,849.9597,25.641
46,0.45,00:51:32:24,1935.7883,849.9803,25.6803
47,0.46,00:51:32:24,1935.7887,849.9583,25.68
48,0.47,00:51:33:00,1935.8033,849.9543,25.6617
49,0.48,00:51:33:00,1935.7979999999998,849.9387,25.669
50,0.49,00:51:33:00,1935.7807,849.9577,25.6797
51,0.5,00:51:33:00,1935.7897,849.951,25.6757
52,0.51,00:51:33:01,1935.8043,849.9577,25.6947
53,0.52,00:51:33:01,1935.7939999999999,849.951,25.6783
54,0.53,00:51:33:01,1935.7913,849.9533,25.6647
55,0.54,00:51:33:01,1935.7923,849.949,25.6487
56,0.55,00:51:33:02,1935.8,849.956,25.656999999999996
57,0.56,00:51:33:02,1935.793,849.951,25.6563
58,0.57,00:51:33:02,1935.7920000000001,849.9507,25.6893
59,0.58,00:51:33:02,1935.7987,849.9633,25.6663
60,0.59,00:51:33:03,1935.7967,849.9623,25.676
61,0.6,00:51:33:03,1935.797,849.9637,25.6683
62,0.61,00:51:33:03,1935.7813,849.959,25.6623
63,0.62,00:51:33:03,1935.7827,849.953,25.6473
64,0.63,00:51:33:04,1935.7923,849.9577,25.6803
65,0.64,00:51:33:04,1935.808,849.947,25.6583
66,0.65,00:51:33:04,1935.795,849.9513,25.6573
67,0.66,00:51:33:04,1935.7973,849.9623,25.6527
68,0.67,00:51:33:05,1935.7883,849.959,25.671
69,0.68,00:51:33:05,1935.7923,849.942,25.6817
70,0.69,00:51:33:05,1935.796,849.954,25.6793
71,0.7,00:51:33:05,1935.8057,849.9417,25.655
72,0.71,00:51:33:06,1935.809,849.9337,25.6603
73,0.72,00:51:33:06,1935.8017,849.941,25.6647
74,0.73,00:51:33:06,1935.7983,849.936,25.6433
75,0.74,00:51:33:06,1935.7967,849.9393,25.6527
76,0.75,00:51:33:07,1935.8067,849.9393,25.677
77,0.76,00:51:33:07,1935.8110000000001,849.9403,25.660999999999998
78,0.77,00:51:33:07,1935.7933,849.947,25.685
79,0.78,00:51:33:07,1935.7877,849.9403,25.669
80,0.79,00:51:33:08,1935.8157,849.9403,25.6397
81,0.8,00:51:33:08,1935.8029999999999,849.921,25.6537
82,0.81,00:51:33:08,1935.81,849.9277,25.6683
83,0.82,00:51:33:08,1935.7910000000002,849.9207,25.6653
84,0.83,00:51:33:09,1935.8103,849.8953,25.6613
85,0.84,00:51:33:09,1935.825,849.9107,25.669
86,0.85,00:51:33:09,1935.8429999999998,849.8963,25.6427
87,0.86,00:51:33:09,1935.817,849.9097,25.6493
88,0.87,00:51:33:10,1935.8263,849.9023,25.6443
89,0.88,00:51:33:10,1935.8193,849.9067,25.6367
90,0.89,00:51:33:10,1935.8233,849.9053,25.6227
91,0.9,00:51:33:10,1935.8203,849.8973,25.6297
92,0.91,00:51:33:11,1935.8087,849.9133,25.6397
93,0.92,00:51:33:11,1935.8213,849.915,25.643
94,0.93,00:51:33:11,1935.8097,849.9033,25.6287
95,0.94,00:51:33:11,1935.8129999999999,849.9177,25.6273
96,0.95,00:51:33:12,1935.8113,849.9247,25.6387
97,0.96,00:51:33:12,1935.8143,849.927,25.625999999999998
98,0.97,00:51:33:12,1935.809,849.918,25.6367
