Frame,Time,SMPTE,bar_left_shoulder_x,bar_left_shoulder_y,bar_left_shoulder_z
1,0.0,00:51:32:13,2200.703,911.6089999999999,1222.175
2,0.01,00:51:32:13,2200.708,911.676,1222.087
3,0.02,00:51:32:13,2200.724,911.7280000000001,1222.042
4,0.03,00:51:32:14,2200.344,912.32,1222.326
5,0.04,00:51:32:14,2200.331,912.314,1222.225
6,0.05,00:51:32:14,2200.3360000000002,912.398,1222.113
7,0.06,00:51:32:14,2200.333,912.4810000000001,1222.037
8,0.07,00:51:32:15,2200.324,912.534,1221.963
9,0.08,00:51:32:15,2200.2529999999997,912.403,1221.778
10,0.09,00:51:32:15,2200.342,912.7139999999999,1221.7939999999999
11,0.1,00:51:32:15,2200.342,912.795,1221.7089999999998
12,0.11,00:51:32:16,2200.3579999999997,912.8660000000001,1221.662
13,0.12,00:51:32:16,2200.3,912.76,1221.552
14,0.13,00:51:32:16,2200.342,913.068,1221.612
15,0.14,00:51:32:16,2200.311,913.1030000000001,1221.586
16,0.15,00:51:32:17,2200.277,913.158,1221.555
17,0.16,00:51:32:17,2200.242,913.16,1221.515
18,0.17,00:51:32:17,2200.24,913.1139999999999,1221.515
19,0.18,00:51:32:17,2200.175,912.8789999999999,1221.39
20,0.19,00:51:32:18,2200.248,913.0089999999999,1221.4560000000001
21,0.2,00:51:32:18,2200.1639999999998,912.783,1221.386
22,0.21,00:51:32:18,2200.178,912.928,1221.471
23,0.22,00:51:32:18,2200.185,912.8960000000001,1221.508
24,0.23,00:51:32:19,2200.107,912.6410000000001,1221.435
25,0.24,00:51:32:19,2200.163,912.812,1221.536
26,0.25,00:51:32:19,2200.136,912.785,1221.5819999999999
27,0.26,00:51:32:19,2200.118,912.779,1221.5919999999999
28,0.27,00:51:32:20,2200.062,912.7339999999999,1221.606
29,0.28,00:51:32:20,2200.033,912.695,1221.63
30,0.29,00:51:32:20,2200.007,912.665,1221.643
31,0.3,00:51:32:20,2199.979,912.586,1221.633
32,0.31,00:51:32:21,2199.975,912.529,1221.612
33,0.32,00:51:32:21,2199.939,912.493,1221.603
34,0.33,00:51:32:21,2199.944,912.475,1221.607
35,0.34,00:51:32:21,2199.923,912.487,1221.5910000000001
36,0.35,00:51:32:22,2199.882,912.5139999999999,1221.5819999999999
37,0.36,00:51:32:22,2199.828,912.53,1221.594
38,0.37,00:51:32:22,2199.7889999999998,912.544,1221.6
39,0.38,00:51:32:22,2199.734,912.5360000000001,1221.607
40,0.39,00:51:32:23,2199.6820000000002,912.518,1221.64
41,0.4,00:51:32:23,2199.633,912.495,1221.662
42,0.41,00:51:32:23,2199.587,912.461,1221.6889999999999
43,0.42,00:51:32:23,2199.572,912.424,1221.713
44,0.43,00:51:32:24,2199.5429999999997,912.395,1221.762
45,0.44,00:51:32:24,2199.529,912.4010000000001,1221.7839999999999
46,0.45,00:51:32:24,2199.498,912.393,1221.8419999999999
47,0.46,00:51:32:24,2199.484,912.38,1221.9260000000002
48,0.47,00:51:33:00,2199.43,912.3610000000001,1221.941
49,0.48,00:51:33:00,2199.436,912.362,1221.996
50,0.49,00:51:33:00,2199.3979999999997,912.3580000000001,1222.0339999999999
51,0.5,00:51:33:00,2199.382,912.335,1222.077
52,0.51,00:51:33:01,2199.381,912.331,1222.11
53,0.52,00:51:33:01,2199.373,912.304,1222.094
54,0.53,00:51:33:01,2199.3,912.095,1222.019
55,0.54,00:51:33:01,2199.368,912.2739999999999,1222.121
56,0.55,00:51:33:02,2199.371,912.245,1222.111
57,0.56,00:51:33:02,2199.403,912.2719999999999,1222.133
58,0.57,00:51:33:02,2199.39,912.2489999999999,1222.135
59,0.58,00:51:33:02,2199.397,912.2330000000001,1222.132
60,0.59,00:51:33:03,2199.424,912.196,1222.133
61,0.6,00:51:33:03,2199.442,912.1469999999999,1222.145
62,0.61,00:51:33:03,2199.4539999999997,912.063,1222.122
63,0.62,00:51:33:03,2199.484,912.0010000000001,1222.142
64,0.63,00:51:33:04,2199.49,911.93,1222.153
65,0.64,00:51:33:04,2199.5229999999997,911.888,1222.129
66,0.65,00:51:33:04,2199.574,911.847,1222.138
67,0.66,00:51:33:04,2199.597,911.862,1222.095
68,0.67,00:51:33:05,2199.593,911.8539999999999,1222.0430000000001
69,0.68,00:51:33:05,2199.614,911.855,1222.0339999999999
70,0.69,00:51:33:05,2199.679,911.85,1221.997
71,0.7,00:51:33:05,2199.724,911.863,1221.98
72,0.71,00:51:33:06,2199.744,911.928,1221.902
73,0.72,00:51:33:06,2199.775,911.945,1221.903
74,0.73,00:51:33:06,2199.8289999999997,912.035,1221.915
