Frame,Time,SMPTE,bar_right_hand_x,bar_right_hand_y,bar_right_hand_z
1,0.0,00:51:32:13,1836.54,793.8810000000001,677.01
2,0.01,00:51:32:13,1836.517,793.8530000000001,677.013
3,0.02,00:51:32:13,1836.47,793.845,676.9960000000001
4,0.03,00:51:32:14,1836.5410000000002,793.793,677.0989999999999
5,0.04,00:51:32:14,1836.513,793.684,677.062
6,0.05,00:51:32:14,1836.4679999999998,793.574,677.082
7,0.06,00:51:32:14,1836.374,793.425,677.048
8,0.07,00:51:32:15,1836.104,793.555,677.035
9,0.08,00:51:32:15,1835.8129999999999,793.678,677.18
10,0.09,00:51:32:15,1835.523,793.613,677.413
11,0.1,00:51:32:15,1835.168,793.497,677.7180000000001
12,0.11,00:51:32:16,1834.809,793.314,678.069
13,0.12,00:51:32:16,1834.338,793.1239999999999,678.5139999999999
14,0.13,00:51:32:16,1833.773,792.988,678.977
15,0.14,00:51:32:16,1833.152,792.8539999999999,679.37
16,0.15,00:51:32:17,1832.39,792.823,679.809
17,0.16,00:51:32:17,1831.6970000000001,792.865,680.1339999999999
18,0.17,00:51:32:17,1830.979,792.8910000000001,680.444
19,0.18,00:51:32:17,1830.371,792.791,680.673
20,0.19,00:51:32:18,1829.8210000000001,792.596,680.8969999999999
21,0.2,00:51:32:18,1829.289,792.2919999999999,681.1010000000001
22,0.21,00:51:32:18,1828.783,791.959,681.307
23,0.22,00:51:32:18,1828.3020000000001,791.7080000000001,681.4789999999999
24,0.23,00:51:32:19,1827.882,791.456,681.672
25,0.24,00:51:32:19,1827.4579999999999,791.16,681.8789999999999
26,0.25,00:51:32:19,1827.122,790.7710000000001,682.182
27,0.26,00:51:32:19,1826.901,790.318,682.416
28,0.27,00:51:32:20,1826.733,789.847,682.6339999999999
29,0.28,00:51:32:20,1826.828,789.383,682.7919999999999
30,0.29,00:51:32:20,1826.914,788.8610000000001,682.863
31,0.3,00:51:32:20,1827.0610000000001,788.42,683.046
32,0.31,00:51:32:21,1827.351,787.922,683.448
33,0.32,00:51:32:21,1827.618,787.448,683.8960000000001
34,0.33,00:51:32:21,1827.849,787.0310000000001,684.304
35,0.34,00:51:32:21,1828.004,786.6419999999999,684.748
36,0.35,00:51:32:22,1828.2,786.204,685.238
37,0.36,00:51:32:22,1828.422,785.684,685.808
38,0.37,00:51:32:22,1828.704,785.1210000000001,686.373
39,0.38,00:51:32:22,1829.058,784.5160000000001,686.823
40,0.39,00:51:32:23,1829.4920000000002,783.9860000000001,687.206
41,0.4,00:51:32:23,1829.918,783.576,687.4019999999999
42,0.41,00:51:32:23,1830.164,783.3889999999999,687.33
43,0.42,00:51:32:23,1830.297,783.3810000000001,687.044
44,0.43,00:51:32:24,1830.326,783.5210000000001,686.693
45,0.44,00:51:32:24,1830.2579999999998,783.7289999999999,686.275
46,0.45,00:51:32:24,1830.193,783.883,686.03
47,0.46,00:51:32:24,1830.245,783.8919999999999,685.8610000000001
48,0.47,00:51:33:00,1830.39,783.745,685.822
49,0.48,00:51:33:00,1830.567,783.5310000000001,685.863
50,0.49,00:51:33:00,1830.6860000000001,783.3939999999999,685.873
51,0.5,00:51:33:00,1830.8470000000002,783.2130000000001,685.9019999999999
52,0.51,00:51:33:01,1831.02,783.065,685.966
53,0.52,00:51:33:01,1831.151,782.914,685.962
54,0.53,00:51:33:01,1831.2779999999998,782.796,685.954
55,0.54,00:51:33:01,1831.43,782.64,685.959
56,0.55,00:51:33:02,1831.55,782.52,685.9639999999999
57,0.56,00:51:33:02,1831.601,782.444,685.815
58,0.57,00:51:33:02,1831.759,782.395,685.77
59,0.58,00:51:33:02,1831.908,782.355,685.692
60,0.59,00:51:33:03,1832.096,782.345,685.57
61,0.6,00:51:33:03,1832.259,782.38,685.43
62,0.61,00:51:33:03,1832.44,782.419,685.268
63,0.62,00:51:33:03,1832.737,782.454,685.2860000000001
64,0.63,00:51:33:04,1832.914,782.52,685.198
65,0.64,00:51:33:04,1833.0870000000002,782.543,685.11
