Frame,Time,SMPTE,bar_shoulder_centre_x,bar_shoulder_centre_y,bar_shoulder_centre_z
1,0.0,00:51:32:13,2071.198,909.742,1226.726
2,0.01,00:51:32:13,2071.1955,909.8075,1226.674
3,0.02,00:51:32:13,2071.1945,909.8639999999999,1226.646
4,0.03,00:51:32:14,2071.0045,910.1875,1226.7615
5,0.04,00:51:32:14,2071.013,910.2560000000001,1226.644
6,0.05,00:51:32:14,2070.984,910.335,1226.559
7,0.06,00:51:32:14,2070.979,910.4010000000001,1226.4955
8,0.07,00:51:32:15,2070.9829999999997,910.419,1226.4265
9,0.08,00:51:32:15,2070.928,910.403,1226.309
10,0.09,00:51:32:15,2070.965,910.573,1226.2785
11,0.1,00:51:32:15,2070.9915,910.592,1226.2169999999999
12,0.11,00:51:32:16,2070.995,910.637,1226.1865
13,0.12,00:51:32:16,2070.975,910.6030000000001,1226.1225
14,0.13,00:51:32:16,2070.9685,910.8065,1226.16
15,0.14,00:51:32:16,2070.9595,910.8115,1226.1195
16,0.15,00:51:32:17,2070.927,910.8560000000001,1226.1025
17,0.16,00:51:32:17,2070.888,910.877,1226.0610000000001
18,0.17,00:51:32:17,2070.8920000000003,910.8715,1226.0545
19,0.18,00:51:32:17,2070.853,910.7610000000001,1225.984
20,0.19,00:51:32:18,2070.883,910.8315,1226.013
21,0.2,00:51:32:18,2070.8345,910.7330000000001,1225.964
22,0.21,00:51:32:18,2070.827,910.816,1225.982
23,0.22,00:51:32:18,2070.8325,910.82,1225.987
24,0.23,00:51:32:19,2070.7875,910.684,1225.927
25,0.24,00:51:32:19,2070.7955,910.7589999999999,1225.9565
26,0.25,00:51:32:19,2070.7365,910.7625,1225.9555
27,0.26,00:51:32:19,2070.705,910.7455,1225.9305
28,0.27,00:51:32:20,2070.6575,910.7189999999999,1225.9225
29,0.28,00:51:32:20,2070.6075,910.6935,1225.9145
30,0.29,00:51:32:20,2070.567,910.6885,1225.9035
31,0.3,00:51:32:20,2070.5589999999997,910.6265,1225.888
32,0.31,00:51:32:21,2070.5385,910.6325,1225.892
33,0.32,00:51:32:21,2070.5325,910.5895,1225.8915
34,0.33,00:51:32:21,2070.4995,910.5955,1225.885
35,0.34,00:51:32:21,2070.448,910.585,1225.8215
36,0.35,00:51:32:22,2070.4035,910.5745,1225.7795
37,0.36,00:51:32:22,2070.345,910.5695,1225.7575
38,0.37,00:51:32:22,2070.2845,910.558,1225.735
39,0.38,00:51:32:22,2070.231,910.553,1225.7245
40,0.39,00:51:32:23,2070.1955,910.549,1225.7155
41,0.4,00:51:32:23,2070.1605,910.5515,1225.722
42,0.41,00:51:32:23,2070.1125,910.567,1225.7045
43,0.42,00:51:32:23,2070.09,910.573,1225.7015
44,0.43,00:51:32:24,2070.0665,910.5875,1225.704
45,0.44,00:51:32:24,2070.0389999999998,910.612,1225.705
46,0.45,00:51:32:24,2070.0029999999997,910.625,1225.7275
47,0.46,00:51:32:24,2069.9945,910.63,1225.763
48,0.47,00:51:33:00,2069.9495,910.6255,1225.7605
49,0.48,00:51:33:00,2069.9335,910.623,1225.7725
50,0.49,00:51:33:00,2069.9025,910.628,1225.7805
51,0.5,00:51:33:00,2069.8955,910.6335,1225.79
52,0.51,00:51:33:01,2069.8855,910.6365,1225.7915
53,0.52,00:51:33:01,2069.8745,910.6389999999999,1225.7535
54,0.53,00:51:33:01,2069.8425,910.5369999999999,1225.6995
55,0.54,00:51:33:01,2069.8685,910.633,1225.7405
56,0.55,00:51:33:02,2069.8675,910.6395,1225.723
57,0.56,00:51:33:02,2069.8805,910.6675,1225.725
58,0.57,00:51:33:02,2069.8695,910.6610000000001,1225.7135
59,0.58,00:51:33:02,2069.8779999999997,910.6725,1225.6955
60,0.59,00:51:33:03,2069.894,910.679,1225.7045
61,0.6,00:51:33:03,2069.913,910.6765,1225.712
62,0.61,00:51:33:03,2069.9205,910.663,1225.6925
63,0.62,00:51:33:03,2069.948,910.663,1225.7055
64,0.63,00:51:33:04,2069.9565,910.6445,1225.7105
65,0.64,00:51:33:04,2069.9835,910.6560000000001,1225.7
66,0.65,00:51:33:04,2070.0275,910.6419999999999,1225.702
67,0.66,00:51:33:04,2070.0495,910.6615,1225.678
68,0.67,00:51:33:05,2070.0565,910.6735,1225.6495
69,0.68,00:51:33:05,2070.0820000000003,910.6915,1225.646
70,0.69,00:51:33:05,2070.1275,910.6975,1225.627
71,0.7,00:51:33:05,2070.1745,910.7295,1225.594
72,0.71,00:51:33:06,2070.1975,910.7760000000001,1225.559
73,0.72,00:51:33:06,2070.2295,910.7819999999999,1225.57
74,0.73,00:51:33:06,2070.2585,910.85,1225.58
75,0.74,00:51:33:06,2070.3035,910.9110000000001,1225.5905
