Frame,Time,SMPTE,bar_left_ankle_x,bar_left_ankle_y,bar_left_ankle_z
1,0.0,00:51:32:13,2218.161,961.51,39.021
2,0.01,00:51:32:13,2218.1679999999997,961.482,39.06
3,0.02,00:51:32:13,2218.15,961.5239999999999,39.016
4,0.03,00:51:32:14,2218.1710000000003,961.5219999999999,39.024
5,0.04,00:51:32:14,2218.055,961.416,38.843
6,0.05,00:51:32:14,2218.055,961.453,38.823
7,0.06,00:51:32:14,2218.072,961.423,38.813
8,0.07,00:51:32:15,2218.0429999999997,961.448,38.808
9,0.08,00:51:32:15,2218.041,961.4739999999999,38.775999999999996
10,0.09,00:51:32:15,2218.083,961.429,38.802
11,0.1,00:51:32:15,2218.065,961.477,38.798
12,0.11,00:51:32:16,2218.09,961.456,38.815
13,0.12,00:51:32:16,2218.0860000000002,961.444,38.815
14,0.13,00:51:32:16,2218.077,961.4680000000001,38.81
15,0.14,00:51:32:16,2218.08,961.471,38.787
16,0.15,00:51:32:17,2218.0860000000002,961.456,38.791
17,0.16,00:51:32:17,2218.0789999999997,961.482,38.745
18,0.17,00:51:32:17,2218.089,961.472,38.748000000000005
19,0.18,00:51:32:17,2218.106,961.477,38.772
20,0.19,00:51:32:18,2218.114,961.472,38.789
21,0.2,00:51:32:18,2218.099,961.462,38.795
22,0.21,00:51:32:18,2218.093,961.475,38.781
23,0.22,00:51:32:18,2218.092,961.453,38.787
24,0.23,00:51:32:19,2218.094,961.453,38.779
25,0.24,00:51:32:19,2218.092,961.4760000000001,38.766999999999996
26,0.25,00:51:32:19,2218.098,961.443,38.794000000000004
27,0.26,00:51:32:19,2218.107,961.438,38.783
28,0.27,00:51:32:20,2218.094,961.453,38.765
29,0.28,00:51:32:20,2218.09,961.457,38.759
30,0.29,00:51:32:20,2218.125,961.4110000000001,38.792
31,0.3,00:51:32:20,2218.126,961.431,38.774
32,0.31,00:51:32:21,2218.134,961.437,38.787
33,0.32,00:51:32:21,2218.118,961.436,38.78
34,0.33,00:51:32:21,2218.117,961.429,38.775
35,0.34,00:51:32:21,2218.13,961.41,38.773
36,0.35,00:51:32:22,2218.109,961.436,38.765
37,0.36,00:51:32:22,2218.119,961.434,38.787
38,0.37,00:51:32:22,2218.127,961.416,38.756
39,0.38,00:51:32:22,2218.13,961.428,38.732
40,0.39,00:51:32:23,2218.1079999999997,961.424,38.743
41,0.4,00:51:32:23,2218.121,961.408,38.759
42,0.41,00:51:32:23,2218.112,961.415,38.748000000000005
43,0.42,00:51:32:23,2218.119,961.42,38.774
44,0.43,00:51:32:24,2218.116,961.425,38.751999999999995
45,0.44,00:51:32:24,2218.13,961.4060000000001,38.762
46,0.45,00:51:32:24,2218.121,961.398,38.766
47,0.46,00:51:32:24,2218.136,961.413,38.754
48,0.47,00:51:33:00,2218.124,961.3969999999999,38.763000000000005
49,0.48,00:51:33:00,2218.1279999999997,961.4069999999999,38.775999999999996
50,0.49,00:51:33:00,2218.127,961.36,38.775999999999996
51,0.5,00:51:33:00,2218.1420000000003,961.3910000000001,38.762
52,0.51,00:51:33:01,2218.136,961.3860000000001,38.749
53,0.52,00:51:33:01,2218.111,961.423,38.742
54,0.53,00:51:33:01,2218.136,961.378,38.75
55,0.54,00:51:33:01,2218.152,961.387,38.788000000000004
56,0.55,00:51:33:02,2218.136,961.382,38.751
