Frame,Time,SMPTE,bar_hip_centre_x,bar_hip_centre_y,bar_hip_centre_z
1,0.0,00:54:24:00,-1877.4102,954.677,906.0182
2,0.01,00:54:24:00,-1876.9592,954.7185,906.0072
3,0.02,00:54:24:01,-1876.4879999999998,954.6032,905.9945
4,0.03,00:54:24:01,-1876.4062,953.865,906.0212
5,0.04,00:54:24:01,-1875.7108,954.2868,905.8402
6,0.05,00:54:24:01,-1875.1658,954.1538,906.0060000000001
7,0.06,00:54:24:02,-1874.6385,954.1742,905.9825
8,0.07,00:54:24:02,-1874.0815,954.2288,905.9588
9,0.08,00:54:24:02,-1873.558,954.2195,905.9345
10,0.09,00:54:24:02,-1873.0428,954.2339999999999,905.9178
11,0.1,00:54:24:03,-1872.5222,954.2582,905.9192
12,0.11,00:54:24:03,-1872.0298,954.2318,905.9525
13,0.12,00:54:24:03,-1871.5062,954.2868,905.9238
14,0.13,00:54:24:03,-1871.0045,954.3275,905.9242
15,0.14,00:54:24:04,-1870.4978,954.3415,905.9062
16,0.15,00:54:24:04,-1869.9928,954.3510000000001,905.9069999999999
17,0.16,00:54:24:04,-1869.4732,954.3695,905.868
18,0.17,00:54:24:04,-1868.9979999999998,954.4475,905.8639999999999
19,0.18,00:54:24:05,-1868.5528,954.4725,905.888
20,0.19,00:54:24:05,-1868.0618,954.4835,905.8358
21,0.2,00:54:24:05,-1867.592,954.4862,905.817
22,0.21,00:54:24:05,-1867.1212,954.4810000000001,905.8185
23,0.22,00:54:24:06,-1866.6729999999998,954.5052,905.8045
24,0.23,00:54:24:06,-1866.2498,954.5142,905.7905
25,0.24,00:54:24:06,-1865.8120000000001,954.4922,905.785
26,0.25,00:54:24:06,-1865.4038,954.4675,905.7415
27,0.26,00:54:24:07,-1865.035,954.465,905.7328
28,0.27,00:54:24:07,-1864.6570000000002,954.3918,905.7175
29,0.28,00:54:24:07,-1864.2878,954.3475,905.7158
30,0.29,00:54:24:07,-1863.889,954.3512,905.6908
31,0.3,00:54:24:08,-1863.5323,954.2739999999999,905.6845
32,0.31,00:54:24:08,-1863.1672,954.2072,905.674
33,0.32,00:54:24:08,-1862.8532,954.182,905.6445
34,0.33,00:54:24:08,-1862.5620000000001,954.1132,905.5865
35,0.34,00:54:24:09,-1862.2795,954.0935,905.5438
36,0.35,00:54:24:09,-1862.0078,954.0457,905.5398
37,0.36,00:54:24:09,-1861.7505,953.98,905.5132
38,0.37,00:54:24:09,-1861.5552,953.8645,905.534
39,0.38,00:54:24:10,-1861.3268,953.743,905.5268
40,0.39,00:54:24:10,-1861.0902,953.6339999999999,905.5602
41,0.4,00:54:24:10,-1860.8958,953.5135,905.5675
42,0.41,00:54:24:10,-1860.7288,953.3689999999999,905.5772
43,0.42,00:54:24:11,-1860.5388,953.2742,905.6228
44,0.43,00:54:24:11,-1365.1438,732.3865,684.794
45,0.44,00:54:24:11,-1365.0335,732.262,684.7995
46,0.45,00:54:24:11,-1364.9279999999999,732.086,684.8082
47,0.46,00:54:24:12,-1364.8532,731.9318,684.8128
48,0.47,00:54:24:12,-1365.7195,731.2272,684.5952
49,0.48,00:54:24:12,-1365.6592,731.091,684.6128
50,0.49,00:54:24:12,-1365.6275,730.9262,684.6015
51,0.5,00:54:24:13,-1365.6077,730.7968,684.6178
52,0.51,00:54:24:13,-1365.5508,730.6267,684.6218
53,0.52,00:54:24:13,-1365.5308,730.4645,684.6208
54,0.53,00:54:24:13,-1364.668,730.8793,684.803
55,0.54,00:54:24:14,-1364.6752,730.7198,684.8182
56,0.55,00:54:24:14,-1364.6875,730.5585,684.8188
57,0.56,00:54:24:14,-1364.7255,730.393,684.8308
58,0.57,00:54:24:14,-1364.7392,730.2242,684.8560000000001
59,0.58,00:54:24:15,-1364.7955,730.0485,684.8739999999999
60,0.59,00:54:24:15,-1364.8672,729.8592,684.8858
61,0.6,00:54:24:15,-1364.9462,729.6927,684.8975
62,0.61,00:54:24:15,-1365.0112,729.5185,684.9308
63,0.62,00:54:24:16,-1365.0929999999998,729.3395,684.9408
64,0.63,00:54:24:16,-1365.2022,729.1892,684.9492
65,0.64,00:54:24:16,-1365.3068,729.0310000000001,684.9848
66,0.65,00:54:24:16,-1365.4472,728.8732,684.9910000000001
67,0.66,00:54:24:17,-1365.5858,728.717,685.0310000000001
68,0.67,00:54:24:17,-1365.7278,728.5813,685.0395
69,0.68,00:54:24:17,-1365.8970000000002,728.4522,685.0525
70,0.69,00:54:24:17,-1366.0412,728.3132,685.047
71,0.7,00:54:24:18,-1366.2165,728.211,685.0623
72,0.71,00:54:24:18,-1366.394,728.1052,685.0698
73,0.72,00:54:24:18,-1366.5817,727.9973,685.1038
74,0.73,00:54:24:18,-1366.7627,727.8888,685.1108
75,0.74,00:54:24:19,-1366.9543,727.7793,685.1465
76,0.75,00:54:24:19,-1367.1608,727.6905,685.1610000000001
77,0.76,00:54:24:19,-1367.369,727.592,685.165
78,0.77,00:54:24:19,-1367.5758,727.5238,685.1688
79,0.78,00:54:24:20,-1367.7778,727.4545,685.202
80,0.79,00:54:24:20,-1367.9875,727.378,685.205
81,0.8,00:54:24:20,-1368.204,727.332,685.2292
82,0.81,00:54:24:20,-1368.4579999999999,727.268,685.232
83,0.82,00:54:24:21,-1368.6662,727.22,685.258
84,0.83,00:54:24:21,-1368.8972,727.1669999999999,685.2718
85,0.84,00:54:24:21,-1369.1362,727.13,685.2865
86,0.85,00:54:24:21,-1369.3518,727.0712,685.2875
87,0.86,00:54:24:22,-1369.567,727.0315,685.3155
88,0.87,00:54:24:22,-1369.7978,726.9922,685.3365
89,0.88,00:54:24:22,-1370.0127,726.9617,685.3368
90,0.89,00:54:24:22,-1370.2385,726.9588,685.37
91,0.9,00:54:24:23,-1370.4560000000001,726.9405,685.3747
92,0.91,00:54:24:23,-1370.6788,726.949,685.3978
93,0.92,00:54:24:23,-1370.8932,726.9345,685.3955
94,0.93,00:54:24:23,-1371.1133,726.9393,685.4058
95,0.94,00:54:24:24,-1371.3192,726.9308,685.4305
96,0.95,00:54:24:24,-1371.5243,726.9285,685.4242
97,0.96,00:54:24:24,-1371.717,726.9605,685.4555
98,0.97,00:54:24:24,-1371.914,726.9665,685.4645
99,0.98,00:54:25:00,-1372.1033,726.988,685.4795
100,0.99,00:54:25:00,-1372.3039999999999,727.0208,685.5015
101,1.0,00:54:25:00,-1372.4883,727.0308,685.5125
102,1.01,00:54:25:00,-1372.6818,727.0572,685.5158
103,1.02,00:54:25:01,-1372.8803,727.0872,685.5189999999999
104,1.03,00:54:25:01,-1373.069,727.0925,685.5435
105,1.04,00:54:25:01,-1373.2373,727.1260000000001,685.5468
106,1.05,00:54:25:01,-1373.4395,727.172,685.5483
107,1.06,00:54:25:02,-1373.6195,727.1975,685.5555
108,1.07,00:54:25:02,-1373.793,727.2198,685.5655
109,1.08,00:54:25:02,-1373.964,727.2688,685.556
110,1.09,00:54:25:02,-1374.1245,727.2933,685.5635
111,1.1,00:54:25:03,-1374.2798,727.3267,685.5758
112,1.11,00:54:25:03,-1374.4473,727.368,685.567
113,1.12,00:54:25:03,-1374.612,727.4019999999999,685.5562
114,1.13,00:54:25:03,-1374.8048,727.4355,685.5575
115,1.14,00:54:25:04,-1374.9662,727.4668,685.5648
116,1.15,00:54:25:04,-1375.1102,727.5010000000001,685.5707
117,1.16,00:54:25:04,-1375.2720000000002,727.5335,685.5608
118,1.17,00:54:25:04,-1375.4305,727.5652,685.5698
119,1.18,00:54:25:05,-1375.5729999999999,727.5758,685.5565
120,1.19,00:54:25:05,-1375.725,727.61,685.5678
121,1.2,00:54:25:05,-1375.875,727.6455,685.5665
122,1.21,00:54:25:05,-1376.0079999999998,727.6682,685.5552
123,1.22,00:54:25:06,-1874.829,946.4518,905.8305
124,1.23,00:54:25:06,-1875.0020000000002,946.5442,905.836
125,1.24,00:54:25:06,-1875.1729999999998,946.578,905.8138
126,1.25,00:54:25:06,-1875.2622,946.5538,905.9228
127,1.26,00:54:25:07,-1875.4279999999999,946.5715,905.9092
128,1.27,00:54:25:07,-1875.6055,946.6260000000001,905.9202
129,1.28,00:54:25:07,-1875.8145,946.6265,905.8758
130,1.29,00:54:25:07,-1876.0020000000002,946.6338,905.8542
131,1.3,00:54:25:08,-1876.1745,946.6502,905.862
132,1.31,00:54:25:08,-1876.3568,946.673,905.855
133,1.32,00:54:25:08,-1876.5292,946.701,905.8242
134,1.33,00:54:25:08,-1876.7105,946.7098,905.8405
135,1.34,00:54:25:09,-1876.8942,946.7310000000001,905.829
136,1.35,00:54:25:09,-1877.0768,946.7488,905.825
137,1.36,00:54:25:09,-1877.2652,946.7473,905.8042
138,1.37,00:54:25:09,-1877.4302,946.7532,905.8057
139,1.38,00:54:25:10,-1877.6092,946.7758,905.817
140,1.39,00:54:25:10,-1877.7782,946.7938,905.8168
141,1.4,00:54:25:10,-1877.9328,946.8295,905.831
142,1.41,00:54:25:10,-1878.102,946.8388,905.819
143,1.42,00:54:25:11,-1878.2585,946.8832,905.8305
144,1.43,00:54:25:11,-1878.4315,946.8989999999999,905.8375
145,1.44,00:54:25:11,-1878.5998,947.0078,905.8480000000001
146,1.45,00:54:25:11,-1878.79,946.727,905.8412
147,1.46,00:54:25:12,-1878.9265,946.8882,905.8712
148,1.47,00:54:25:12,-1879.1365,946.7688,905.8330000000001
149,1.48,00:54:25:12,-1879.2495,946.9910000000001,905.8182
150,1.49,00:54:25:12,-1879.3915,947.1092,905.8362
151,1.5,00:54:25:13,-1879.5212,947.1352,905.7938
152,1.51,00:54:25:13,-1879.6782,947.1578,905.8065
153,1.52,00:54:25:13,-1879.8288,947.2188,905.805
154,1.53,00:54:25:13,-1879.97,947.2410000000001,905.815
155,1.54,00:54:25:14,-1880.1045,947.275,905.817
156,1.55,00:54:25:14,-1880.2435,947.2688,905.8115
157,1.56,00:54:25:14,-1880.3698,947.2922,905.8115
158,1.57,00:54:25:14,-1880.5028,947.311,905.7955
159,1.58,00:54:25:15,-1880.6455,947.3358,905.8202
160,1.59,00:54:25:15,-1880.7738,947.3715,905.815
161,1.6,00:54:25:15,-1880.8955,947.3832,905.8245
162,1.61,00:54:25:15,-1881.0138,947.419,905.7922
163,1.62,00:54:25:16,-1881.1498,947.441,905.8115
164,1.63,00:54:25:16,-1881.287,947.4639999999999,905.8287
165,1.64,00:54:25:16,-1881.4170000000001,947.51,905.831
166,1.65,00:54:25:16,-1881.535,947.5618,905.8155
167,1.66,00:54:25:17,-1881.6672,947.5833,905.8305
