Frame,Time,SMPTE,bar_right_wrist_x,bar_right_wrist_y,bar_right_wrist_z
1,0.0,00:54:24:00,-2064.3160000000003,890.528,783.623
2,0.01,00:54:24:00,-2063.8315,890.451,783.6185
3,0.02,00:54:24:01,-2063.3705,890.368,783.61
4,0.03,00:54:24:01,-2061.5235,893.2310000000001,784.4155
5,0.04,00:54:24:01,-2060.856,893.1565,784.5110000000001
6,0.05,00:54:24:01,-2060.374,892.9925,784.559
7,0.06,00:54:24:02,-2059.817,892.9455,784.5965
8,0.07,00:54:24:02,-2059.301,892.8715,784.6405
9,0.08,00:54:24:02,-2058.66,892.952,784.675
10,0.09,00:54:24:02,-2058.081,892.9135,784.711
11,0.1,00:54:24:03,-2057.5585,892.7565,784.7710000000001
12,0.11,00:54:24:03,-2057.1085,892.6025,784.7985
13,0.12,00:54:24:03,-2056.5075,892.6815,784.8635
14,0.13,00:54:24:03,-2056.0205,892.586,784.862
15,0.14,00:54:24:04,-2055.479,892.6655,784.8385
16,0.15,00:54:24:04,-2055.022,892.56,784.8889999999999
17,0.16,00:54:24:04,-2054.571,892.4805,784.92
18,0.17,00:54:24:04,-2054.1055,892.513,784.9375
19,0.18,00:54:24:05,-2053.6505,892.58,784.953
20,0.19,00:54:24:05,-2053.166,892.7189999999999,784.9565
21,0.2,00:54:24:05,-2052.738,892.765,784.9785
22,0.21,00:54:24:05,-2052.388,892.7460000000001,784.9810000000001
23,0.22,00:54:24:06,-2052.0435,892.76,785.0065
24,0.23,00:54:24:06,-2051.7385,892.7285,785.035
25,0.24,00:54:24:06,-2051.436,892.7815,785.0705
26,0.25,00:54:24:06,-2051.0965,893.002,785.073
27,0.26,00:54:24:07,-2050.8035,893.078,785.1110000000001
28,0.27,00:54:24:07,-2050.5525,893.1365,785.09
29,0.28,00:54:24:07,-2052.021,889.5695,785.375
30,0.29,00:54:24:07,-2051.7835,889.697,785.3185
31,0.3,00:54:24:08,-2051.522,889.7775,785.3615
32,0.31,00:54:24:08,-2051.281,889.862,785.3389999999999
33,0.32,00:54:24:08,-2051.0625,889.9955,785.3315
34,0.33,00:54:24:08,-2050.8365,890.091,785.322
35,0.34,00:54:24:09,-2050.6245,890.159,785.2869999999999
36,0.35,00:54:24:09,-2050.3835,890.2465,785.2965
37,0.36,00:54:24:09,-2050.1805,890.29,785.2935
38,0.37,00:54:24:09,-2050.0085,890.3075,785.2815
39,0.38,00:54:24:10,-2049.784,890.345,785.28
40,0.39,00:54:24:10,-2049.652,890.289,785.2125
41,0.4,00:54:24:10,-2049.47,890.3165,785.183
42,0.41,00:54:24:10,-2049.3345,890.303,785.0980000000001
43,0.42,00:54:24:11,-2049.2385,890.2785,785.078
44,0.43,00:54:24:11,-2049.1205,890.2395,785.0365
45,0.44,00:54:24:11,-2049.009,890.209,784.995
46,0.45,00:54:24:11,-2048.925,890.14,784.9680000000001
47,0.46,00:54:24:12,-2048.8365,890.1189999999999,784.9405
48,0.47,00:54:24:12,-2048.7685,889.9945,784.91
49,0.48,00:54:24:12,-2048.7155,889.8885,784.8945
50,0.49,00:54:24:12,-2048.6585,889.7895,784.8639999999999
51,0.5,00:54:24:13,-2048.6125,889.6755,784.8560000000001
52,0.51,00:54:24:13,-2048.5805,889.5645,784.826
53,0.52,00:54:24:13,-2048.6015,889.424,784.7995
54,0.53,00:54:24:13,-2048.5745,889.317,784.791
55,0.54,00:54:24:14,-2048.603,889.217,784.748
56,0.55,00:54:24:14,-2048.6165,889.092,784.7610000000001
57,0.56,00:54:24:14,-2048.6785,888.966,784.722
58,0.57,00:54:24:14,-2048.7055,888.8969999999999,784.688
59,0.58,00:54:24:15,-2048.784,888.78,784.6345
60,0.59,00:54:24:15,-2048.8745,888.655,784.5715
61,0.6,00:54:24:15,-2048.959,888.551,784.5169999999999
62,0.61,00:54:24:15,-2049.0589999999997,888.419,784.446
63,0.62,00:54:24:16,-2049.1515,888.3195,784.3919999999999
64,0.63,00:54:24:16,-2049.2470000000003,888.1755,784.3615
65,0.64,00:54:24:16,-2049.341,888.0815,784.291
66,0.65,00:54:24:16,-2049.4785,887.9065,784.2235
67,0.66,00:54:24:17,-2049.593,887.742,784.1735
68,0.67,00:54:24:17,-2049.7315,887.617,784.1005
69,0.68,00:54:24:17,-2049.879,887.432,784.08
70,0.69,00:54:24:17,-2050.022,887.295,784.0635
71,0.7,00:54:24:18,-2050.2005,887.086,784.0210000000001
72,0.71,00:54:24:18,-2050.3725,886.8815,784.0085
73,0.72,00:54:24:18,-2050.5685,886.715,784.0039999999999
74,0.73,00:54:24:18,-2050.775,886.5355,783.961
75,0.74,00:54:24:19,-2050.9745,886.3555,783.9689999999999
76,0.75,00:54:24:19,-2051.1820000000002,886.1305,783.929
77,0.76,00:54:24:19,-2051.4095,885.9475,783.8865
78,0.77,00:54:24:19,-2051.663,885.7345,783.8860000000001
79,0.78,00:54:24:20,-2051.886,885.5565,783.8285
80,0.79,00:54:24:20,-2052.1279999999997,885.3589999999999,783.795
81,0.8,00:54:24:20,-2052.37,885.1595,783.7725
82,0.81,00:54:24:20,-2052.607,885.0039999999999,783.703
83,0.82,00:54:24:21,-2052.8385,884.8495,783.683
84,0.83,00:54:24:21,-2053.0835,884.693,783.633
85,0.84,00:54:24:21,-2053.322,884.569,783.564
86,0.85,00:54:24:21,-2053.534,884.4655,783.5310000000001
87,0.86,00:54:24:22,-2053.7670000000003,884.36,783.4895
88,0.87,00:54:24:22,-2054.0125,884.2645,783.4575
89,0.88,00:54:24:22,-2054.251,884.1805,783.365
90,0.89,00:54:24:22,-2054.481,884.115,783.3115
91,0.9,00:54:24:23,-2054.712,884.068,783.2719999999999
92,0.91,00:54:24:23,-2054.9455,884.0015,783.221
93,0.92,00:54:24:23,-2055.1705,883.9745,783.1569999999999
94,0.93,00:54:24:23,-2055.4205,883.9225,783.078
95,0.94,00:54:24:24,-2055.6325,883.8635,783.008
96,0.95,00:54:24:24,-2055.833,883.817,782.9245
97,0.96,00:54:24:24,-2056.0535,883.762,782.8405
98,0.97,00:54:24:24,-2056.242,883.808,782.7625
99,0.98,00:54:25:00,-2056.4465,883.704,782.6985
100,0.99,00:54:25:00,-2056.6355,883.701,782.5995
101,1.0,00:54:25:00,-2056.82,883.6505,782.497
102,1.01,00:54:25:00,-2057.016,883.6669999999999,782.4135
103,1.02,00:54:25:01,-2057.1865,883.6365,782.3225
104,1.03,00:54:25:01,-2057.3695,883.6465,782.24
105,1.04,00:54:25:01,-2057.5295,883.6419999999999,782.1445
106,1.05,00:54:25:01,-2057.717,883.6305,782.018
107,1.06,00:54:25:02,-2057.9,883.6489999999999,781.9185
108,1.07,00:54:25:02,-2058.0975,883.6160000000001,781.794
109,1.08,00:54:25:02,-2058.2635,883.6465,781.6815
110,1.09,00:54:25:02,-2058.4385,883.6445,781.57
111,1.1,00:54:25:03,-2058.6015,883.659,781.503
112,1.11,00:54:25:03,-2058.7615,883.678,781.4019999999999
113,1.12,00:54:25:03,-2058.9095,883.699,781.318
114,1.13,00:54:25:03,-2059.063,883.7189999999999,781.2715
115,1.14,00:54:25:04,-2059.224,883.7275,781.199
116,1.15,00:54:25:04,-2059.341,883.7855,781.1435
117,1.16,00:54:25:04,-2059.505,883.758,781.0235
118,1.17,00:54:25:04,-2059.6475,883.7769999999999,780.951
119,1.18,00:54:25:05,-2059.8089999999997,883.7710000000001,780.8965
120,1.19,00:54:25:05,-2059.9745,883.802,780.826
121,1.2,00:54:25:05,-2060.1525,883.7785,780.7725
122,1.21,00:54:25:05,-2060.323,883.705,780.7305
123,1.22,00:54:25:06,-2060.5029999999997,883.716,780.675
124,1.23,00:54:25:06,-2060.654,883.6815,780.6389999999999
125,1.24,00:54:25:06,-2060.813,883.655,780.6055
126,1.25,00:54:25:06,-2060.9745,883.6195,780.5880000000001
127,1.26,00:54:25:07,-2061.1305,883.563,780.5585
128,1.27,00:54:25:07,-2061.2785,883.5125,780.523
129,1.28,00:54:25:07,-2061.4225,883.4575,780.5110000000001
130,1.29,00:54:25:07,-2061.5455,883.404,780.487
131,1.3,00:54:25:08,-2061.6575,883.4235,780.456
132,1.31,00:54:25:08,-2061.8165,883.347,780.4385
133,1.32,00:54:25:08,-2061.9429999999998,883.332,780.4069999999999
134,1.33,00:54:25:08,-2062.0955,883.2645,780.39
135,1.34,00:54:25:09,-2062.2065,883.2485,780.3635
136,1.35,00:54:25:09,-2062.3585,883.211,780.3685
137,1.36,00:54:25:09,-2062.512,883.195,780.3485
138,1.37,00:54:25:09,-2062.6505,883.154,780.307
139,1.38,00:54:25:10,-2062.782,883.1205,780.313
140,1.39,00:54:25:10,-2062.924,883.123,780.326
141,1.4,00:54:25:10,-2063.071,883.1189999999999,780.319
142,1.41,00:54:25:10,-2063.186,883.135,780.3335
143,1.42,00:54:25:11,-2063.364,883.087,780.327
144,1.43,00:54:25:11,-2063.501,883.1355,780.325
145,1.44,00:54:25:11,-2063.629,883.1685,780.347
146,1.45,00:54:25:11,-2063.7975,883.1765,780.3385
147,1.46,00:54:25:12,-2063.9320000000002,883.196,780.3535
148,1.47,00:54:25:12,-2064.072,883.2505,780.375
149,1.48,00:54:25:12,-2064.185,883.2685,780.398
150,1.49,00:54:25:12,-2064.3070000000002,883.323,780.4
151,1.5,00:54:25:13,-2064.4565,883.3265,780.4005
152,1.51,00:54:25:13,-2064.563,883.4115,780.4345
153,1.52,00:54:25:13,-2064.6945,883.4415,780.4275
154,1.53,00:54:25:13,-2064.805,883.515,780.4315
155,1.54,00:54:25:14,-2064.9305,883.5495,780.4689999999999
156,1.55,00:54:25:14,-2065.0475,883.5935,780.4725
157,1.56,00:54:25:14,-2065.1710000000003,883.6795,780.482
158,1.57,00:54:25:14,-2065.295,883.7245,780.5195
159,1.58,00:54:25:15,-2065.4365,883.8055,780.5355
160,1.59,00:54:25:15,-2065.5295,883.8845,780.5369999999999
161,1.6,00:54:25:15,-2065.6655,883.936,780.581
162,1.61,00:54:25:15,-2065.804,883.993,780.592
163,1.62,00:54:25:16,-2065.9155,884.041,780.6210000000001
164,1.63,00:54:25:16,-2066.031,884.1045,780.6239999999999
165,1.64,00:54:25:16,-2066.1635,884.1575,780.65
166,1.65,00:54:25:16,-2066.288,884.2585,780.648
167,1.66,00:54:25:17,-2066.384,884.296,780.6339999999999
168,1.67,00:54:25:17,-2066.5229999999997,884.3525,780.6360000000001
169,1.68,00:54:25:17,-2066.6375,884.403,780.643
170,1.69,00:54:25:17,-2066.742,884.5310000000001,780.6245
171,1.7,00:54:25:18,-2066.851,884.5955,780.6289999999999
172,1.71,00:54:25:18,-2066.9745,884.6775,780.6260000000001
173,1.72,00:54:25:18,-2067.0855,884.755,780.6695
174,1.73,00:54:25:18,-2067.1945,884.7760000000001,780.685
175,1.74,00:54:25:19,-2067.2955,884.8639999999999,780.685
176,1.75,00:54:25:19,-2067.3955,884.925,780.7125
177,1.76,00:54:25:19,-2067.4785,884.9435,780.7325
178,1.77,00:54:25:19,-2067.584,884.9780000000001,780.7489999999999
179,1.78,00:54:25:20,-2067.6905,885.0319999999999,780.7795
180,1.79,00:54:25:20,-2067.7755,885.0985,780.7869999999999
181,1.8,00:54:25:20,-2067.8735,885.1475,780.83
182,1.81,00:54:25:20,-2067.9385,885.1945,780.8330000000001
183,1.82,00:54:25:21,-2068.0405,885.2525,780.8575
184,1.83,00:54:25:21,-2068.111,885.305,780.8910000000001
185,1.84,00:54:25:21,-2068.1965,885.3760000000001,780.888
186,1.85,00:54:25:21,-2068.2465,885.4580000000001,780.9045
187,1.86,00:54:25:22,-2068.3179999999998,885.5105,780.9169999999999
188,1.87,00:54:25:22,-2068.3985,885.5625,780.945
189,1.88,00:54:25:22,-2068.4325,885.6510000000001,780.9605
190,1.89,00:54:25:22,-2068.5015,885.7685,780.9625
191,1.9,00:54:25:23,-2068.5660000000003,885.8485,780.9960000000001
192,1.91,00:54:25:23,-2068.655,885.8765,781.0110000000001
193,1.92,00:54:25:23,-2068.7025,885.9925,780.9935
194,1.93,00:54:25:23,-2068.798,886.087,781.0275
195,1.94,00:54:25:24,-2068.8779999999997,886.1365,781.0215
196,1.95,00:54:25:24,-2068.942,886.2625,781.069
197,1.96,00:54:25:24,-2068.9945,886.3195,781.0905
198,1.97,00:54:25:24,-2069.101,886.4445,781.0805
199,1.98,00:54:26:00,-2069.1679999999997,886.569,781.1265
200,1.99,00:54:26:00,-2069.215,886.643,781.163
201,2.0,00:54:26:00,-2069.3225,886.7639999999999,781.2415
202,2.01,00:54:26:00,-2069.3855,886.8165,781.2575
203,2.02,00:54:26:01,-2069.496,886.9315,781.323
204,2.03,00:54:26:01,-2069.585,887.0425,781.3430000000001
205,2.04,00:54:26:01,-2069.6855,887.0855,781.4005
206,2.05,00:54:26:01,-2069.8295,887.1160000000001,781.439
207,2.06,00:54:26:02,-2069.95,887.177,781.5035
208,2.07,00:54:26:02,-2070.124,887.18,781.5935
209,2.08,00:54:26:02,-2070.362,887.19,781.7655
210,2.09,00:54:26:02,-2070.7505,887.066,782.1375
211,2.1,00:54:26:03,-2071.334,886.9595,782.4415
212,2.11,00:54:26:03,-2072.2105,886.6675,782.8545
213,2.12,00:54:26:03,-2073.3215,886.3775,783.437
214,2.13,00:54:26:03,-2074.751,886.0105,784.092
215,2.14,00:54:26:04,-2076.515,885.6675,784.828
216,2.15,00:54:26:04,-2078.6545,885.2055,785.577
217,2.16,00:54:26:04,-2081.225,884.679,786.24
218,2.17,00:54:26:04,-2084.187,884.187,787.0025
219,2.18,00:54:26:05,-2087.5565,883.6189999999999,787.74
220,2.19,00:54:26:05,-2091.3365,882.9955,788.563
221,2.2,00:54:26:05,-2095.6175,882.206,789.2825
222,2.21,00:54:26:05,-2100.268,881.345,790.1815
223,2.22,00:54:26:06,-2105.3665,880.4105,791.1135
224,2.23,00:54:26:06,-2110.8255,879.36,792.188
225,2.24,00:54:26:06,-2116.68,878.1885,793.5835
