Frame,Time,SMPTE,bar_left_elbow_x,bar_left_elbow_y,bar_left_elbow_z
1,0.0,00:54:24:00,-1666.7320000000002,1002.0195,972.9165
2,0.01,00:54:24:00,-1666.27,1002.2305,972.8375
3,0.02,00:54:24:01,-1665.8195,1002.3895,972.7510000000001
4,0.03,00:54:24:01,-1665.1965,1001.7155,972.9780000000001
5,0.04,00:54:24:01,-1664.7505,1001.8755,972.918
6,0.05,00:54:24:01,-1664.266,1002.14,972.8605
7,0.06,00:54:24:02,-1663.754,1002.335,972.7735
8,0.07,00:54:24:02,-1663.25,1002.54,972.6605
9,0.08,00:54:24:02,-1662.7455,1002.6515,972.5405
10,0.09,00:54:24:02,-1662.1895,1002.8255,972.428
11,0.1,00:54:24:03,-1661.6405,1003.044,972.3375
12,0.11,00:54:24:03,-1661.0985,1003.1965,972.23
13,0.12,00:54:24:03,-1660.594,1003.325,972.067
14,0.13,00:54:24:03,-1660.06,1003.48,971.956
15,0.14,00:54:24:04,-1659.501,1003.6030000000001,971.8489999999999
16,0.15,00:54:24:04,-1658.9355,1003.7705,971.762
17,0.16,00:54:24:04,-1658.422,1003.8485,971.6465
18,0.17,00:54:24:04,-1657.931,1003.9665,971.5369999999999
19,0.18,00:54:24:05,-1657.4089999999999,1004.0295,971.4395
20,0.19,00:54:24:05,-1656.859,1004.091,971.3135
21,0.2,00:54:24:05,-1656.335,1004.1339999999999,971.215
22,0.21,00:54:24:05,-1655.865,1004.1569999999999,971.105
23,0.22,00:54:24:06,-1655.4315,1004.132,970.9975
24,0.23,00:54:24:06,-1655.0035,1004.1155,970.898
25,0.24,00:54:24:06,-1654.5685,1004.044,970.7795
26,0.25,00:54:24:06,-1653.41,1003.58,970.8085
27,0.26,00:54:24:07,-1652.983,1003.456,970.716
28,0.27,00:54:24:07,-1653.265,1003.654,970.4125
29,0.28,00:54:24:07,-1652.8805,1003.51,970.304
30,0.29,00:54:24:07,-1652.537,1003.347,970.2260000000001
31,0.3,00:54:24:08,-1652.1855,1003.1510000000001,970.1405
32,0.31,00:54:24:08,-1651.8295,1002.9245,970.0515
33,0.32,00:54:24:08,-1651.494,1002.7260000000001,969.9435
34,0.33,00:54:24:08,-1651.149,1002.4780000000001,969.8560000000001
35,0.34,00:54:24:09,-1650.816,1002.255,969.791
36,0.35,00:54:24:09,-1650.5055,1002.008,969.7115
37,0.36,00:54:24:09,-1650.1855,1001.768,969.6410000000001
38,0.37,00:54:24:09,-1649.93,1001.5435,969.5965
39,0.38,00:54:24:10,-1649.6495,1001.309,969.518
40,0.39,00:54:24:10,-1649.396,1001.064,969.4675
41,0.4,00:54:24:10,-1649.2015,1000.8380000000001,969.404
42,0.41,00:54:24:10,-1649.0165,1000.6160000000001,969.3545
43,0.42,00:54:24:11,-1648.8385,1000.3580000000001,969.2795
44,0.43,00:54:24:11,-1648.7035,1000.1435,969.2
45,0.44,00:54:24:11,-1648.5975,999.9465,969.1655
46,0.45,00:54:24:11,-1648.4935,999.7535,969.0889999999999
47,0.46,00:54:24:12,-1648.4235,999.5335,969.0465
48,0.47,00:54:24:12,-1648.408,999.3760000000001,968.9735
49,0.48,00:54:24:12,-1648.375,999.1765,968.9345
50,0.49,00:54:24:12,-1648.3625,998.9705,968.8805
51,0.5,00:54:24:13,-1648.374,998.7915,968.829
52,0.51,00:54:24:13,-1648.406,998.6075,968.7805
53,0.52,00:54:24:13,-1648.4460000000001,998.4225,968.7339999999999
54,0.53,00:54:24:13,-1648.5020000000002,998.2405,968.676
55,0.54,00:54:24:14,-1648.5929999999998,998.0585,968.6375
56,0.55,00:54:24:14,-1648.6955,997.888,968.6245
57,0.56,00:54:24:14,-1648.7845,997.6835,968.5980000000001
58,0.57,00:54:24:14,-1648.92,997.5110000000001,968.596
59,0.58,00:54:24:15,-1649.0345,997.3105,968.581
60,0.59,00:54:24:15,-1649.1935,997.185,968.577
61,0.6,00:54:24:15,-1649.3525,997.0189999999999,968.6045
62,0.61,00:54:24:15,-1649.5345,996.867,968.5975
63,0.62,00:54:24:16,-1649.7525,996.693,968.6125
64,0.63,00:54:24:16,-1649.9895,996.5395,968.6345
65,0.64,00:54:24:16,-1650.229,996.3480000000001,968.6419999999999
66,0.65,00:54:24:16,-1650.481,996.194,968.6665
67,0.66,00:54:24:17,-1650.7105,996.023,968.6975
68,0.67,00:54:24:17,-1650.941,995.8810000000001,968.7445
69,0.68,00:54:24:17,-1651.1745,995.7330000000001,968.7865
70,0.69,00:54:24:17,-1651.4145,995.5695,968.8215
71,0.7,00:54:24:18,-1651.6545,995.3645,968.868
72,0.71,00:54:24:18,-1651.9229999999998,995.179,968.8775
73,0.72,00:54:24:18,-1652.2255,995.0275,968.8810000000001
74,0.73,00:54:24:18,-1652.545,994.837,968.9145
75,0.74,00:54:24:19,-1652.8335,994.6610000000001,968.9555
76,0.75,00:54:24:19,-1653.0929999999998,994.4855,968.9810000000001
77,0.76,00:54:24:19,-1653.39,994.327,969.028
78,0.77,00:54:24:19,-1653.6435,994.16,969.0880000000001
79,0.78,00:54:24:20,-1653.9925,994.0795,969.1560000000001
80,0.79,00:54:24:20,-1654.3215,993.9060000000001,969.1735
81,0.8,00:54:24:20,-1654.682,993.8045,969.2105
82,0.81,00:54:24:20,-1655.0415,993.678,969.2405
83,0.82,00:54:24:21,-1655.372,993.5855,969.3065
84,0.83,00:54:24:21,-1655.6935,993.497,969.3589999999999
85,0.84,00:54:24:21,-1656.0005,993.3635,969.462
86,0.85,00:54:24:21,-1656.3285,993.308,969.5355
87,0.86,00:54:24:22,-1656.6970000000001,993.2245,969.5905
88,0.87,00:54:24:22,-1657.059,993.1825,969.6460000000001
89,0.88,00:54:24:22,-1657.463,993.155,969.6825
90,0.89,00:54:24:22,-1657.8210000000001,993.1065,969.7425
91,0.9,00:54:24:23,-1658.152,993.113,969.7945
92,0.91,00:54:24:23,-1658.473,993.0219999999999,969.829
93,0.92,00:54:24:23,-1658.8115,992.995,969.923
94,0.93,00:54:24:23,-1659.1265,992.9325,970.0
95,0.94,00:54:24:24,-1659.4725,992.9185,970.0555
96,0.95,00:54:24:24,-1659.7910000000002,992.8635,970.1405
97,0.96,00:54:24:24,-1660.139,992.862,970.2135
98,0.97,00:54:24:24,-1660.475,992.8389999999999,970.315
99,0.98,00:54:25:00,-1660.7645,992.8145,970.393
100,0.99,00:54:25:00,-1661.0479999999998,992.7689999999999,970.4780000000001
101,1.0,00:54:25:00,-1661.3129999999999,992.7355,970.59
102,1.01,00:54:25:00,-1661.6085,992.709,970.696
103,1.02,00:54:25:01,-1661.8965,992.6785,970.8105
104,1.03,00:54:25:01,-1662.1405,992.607,970.9135
105,1.04,00:54:25:01,-1662.3905,992.586,970.9989999999999
106,1.05,00:54:25:01,-1661.894,992.183,971.2869999999999
107,1.06,00:54:25:02,-1662.1335,992.158,971.3865
108,1.07,00:54:25:02,-1662.4095,992.1360000000001,971.4635
109,1.08,00:54:25:02,-1662.639,992.0945,971.5125
110,1.09,00:54:25:02,-1662.8785,992.0685,971.6080000000001
111,1.1,00:54:25:03,-1663.11,992.057,971.6745
112,1.11,00:54:25:03,-1663.3775,992.0645,971.721
113,1.12,00:54:25:03,-1663.6105,992.0235,971.789
114,1.13,00:54:25:03,-1663.816,992.0239999999999,971.8605
115,1.14,00:54:25:04,-1664.0645,992.0745,971.8925
116,1.15,00:54:25:04,-1664.2275,992.0475,971.987
117,1.16,00:54:25:04,-1665.2595,992.4945,971.8565
118,1.17,00:54:25:04,-1664.7089999999998,992.1560000000001,972.0865
119,1.18,00:54:25:05,-1665.7405,992.6255,971.9639999999999
120,1.19,00:54:25:05,-1665.1770000000001,992.2965,972.1485
121,1.2,00:54:25:05,-1665.4379999999999,992.3745,972.196
122,1.21,00:54:25:05,-1665.7,992.4745,972.1915
123,1.22,00:54:25:06,-1665.911,992.5495,972.252
124,1.23,00:54:25:06,-1666.151,992.6365,972.255
125,1.24,00:54:25:06,-1667.115,993.087,972.1160000000001
126,1.25,00:54:25:06,-1667.3405,993.148,972.1375
127,1.26,00:54:25:07,-1667.5785,993.2345,972.1545
128,1.27,00:54:25:07,-1667.786,993.2565,972.178
129,1.28,00:54:25:07,-1668.009,993.3245,972.191
130,1.29,00:54:25:07,-1668.1689999999999,993.3539999999999,972.1905
131,1.3,00:54:25:08,-1668.4025,993.4119999999999,972.2285
132,1.31,00:54:25:08,-1668.5745,993.4205,972.25
133,1.32,00:54:25:08,-1668.7865,993.4785,972.2865
134,1.33,00:54:25:08,-1668.964,993.4925,972.275
135,1.34,00:54:25:09,-1669.1645,993.558,972.284
136,1.35,00:54:25:09,-1669.3565,993.5865,972.297
137,1.36,00:54:25:09,-1669.5615,993.6235,972.2845
138,1.37,00:54:25:09,-1669.746,993.6235,972.2815
139,1.38,00:54:25:10,-1669.9285,993.65,972.2895
140,1.39,00:54:25:10,-1670.0945,993.6485,972.2775
141,1.4,00:54:25:10,-1670.2839999999999,993.694,972.2815
142,1.41,00:54:25:10,-1670.441,993.664,972.2719999999999
143,1.42,00:54:25:11,-1670.61,993.6665,972.2735
144,1.43,00:54:25:11,-1670.7785,993.691,972.2669999999999
145,1.44,00:54:25:11,-1670.8865,993.7415,972.1685
146,1.45,00:54:25:11,-1671.0945,993.7289999999999,972.2919999999999
147,1.46,00:54:25:12,-1671.2115,993.7725,972.1855
148,1.47,00:54:25:12,-1671.4005,993.72,972.2835
149,1.48,00:54:25:12,-1671.5125,993.6815,972.2725
150,1.49,00:54:25:12,-1671.6485,993.8075,972.2365
151,1.5,00:54:25:13,-1671.7825,993.8185,972.245
152,1.51,00:54:25:13,-1671.8975,993.7925,972.2460000000001
153,1.52,00:54:25:13,-1671.996,993.7719999999999,972.2335
154,1.53,00:54:25:13,-1672.164,993.7739999999999,972.2365
155,1.54,00:54:25:14,-1672.277,993.778,972.2439999999999
156,1.55,00:54:25:14,-1672.4265,993.7675,972.2375
157,1.56,00:54:25:14,-1672.5275,993.735,972.2405
158,1.57,00:54:25:14,-1672.707,993.666,972.3355
159,1.58,00:54:25:15,-1672.82,993.655,972.357
160,1.59,00:54:25:15,-1672.9270000000001,993.628,972.3575
161,1.6,00:54:25:15,-1673.0085,993.6055,972.3825
162,1.61,00:54:25:15,-1673.122,993.5755,972.4060000000001
163,1.62,00:54:25:16,-1673.2365,993.5825,972.431
164,1.63,00:54:25:16,-1673.2865,993.613,972.3495
165,1.64,00:54:25:16,-1673.425,993.5219999999999,972.4465
166,1.65,00:54:25:16,-1673.5739999999998,993.5255,972.4815
167,1.66,00:54:25:17,-1673.634,993.5305,972.403
168,1.67,00:54:25:17,-1673.8035,993.495,972.5235
169,1.68,00:54:25:17,-1673.9189999999999,993.482,972.5375
170,1.69,00:54:25:17,-1673.965,993.5015,972.4375
171,1.7,00:54:25:18,-1674.119,993.4675,972.547
172,1.71,00:54:25:18,-1674.2205,993.457,972.556
173,1.72,00:54:25:18,-1674.3110000000001,993.462,972.5615
174,1.73,00:54:25:18,-1674.3705,993.42,972.557
175,1.74,00:54:25:19,-1674.461,993.404,972.574
176,1.75,00:54:25:19,-1674.5635,993.454,972.5825
177,1.76,00:54:25:19,-1674.6635,993.4555,972.6145
178,1.77,00:54:25:19,-1674.729,993.465,972.625
179,1.78,00:54:25:20,-1674.8145,993.4839999999999,972.6425
180,1.79,00:54:25:20,-1674.892,993.5285,972.658
181,1.8,00:54:25:20,-1675.004,993.57,972.7055
182,1.81,00:54:25:20,-1675.0855,993.595,972.7325
183,1.82,00:54:25:21,-1675.1595,993.6135,972.7360000000001
184,1.83,00:54:25:21,-1675.245,993.6805,972.773
185,1.84,00:54:25:21,-1675.3465,993.71,972.794
186,1.85,00:54:25:21,-1675.4379999999999,993.8095,972.8005
187,1.86,00:54:25:22,-1675.535,993.8525,972.822
188,1.87,00:54:25:22,-1675.621,993.9255,972.8405
189,1.88,00:54:25:22,-1675.704,993.995,972.85
190,1.89,00:54:25:22,-1675.8095,994.0975,972.89
191,1.9,00:54:25:23,-1675.901,994.185,972.914
192,1.91,00:54:25:23,-1675.9775,994.3595,972.8255
193,1.92,00:54:25:23,-1676.0685,994.45,972.8560000000001
194,1.93,00:54:25:23,-1676.2155,994.4989999999999,972.9735
195,1.94,00:54:25:24,-1676.2939999999999,994.584,973.005
196,1.95,00:54:25:24,-1676.425,994.7075,973.0245
197,1.96,00:54:25:24,-1676.4560000000001,994.8515,972.9425
198,1.97,00:54:25:24,-1676.6545,994.8365,973.115
199,1.98,00:54:26:00,-1676.733,995.029,973.0325
200,1.99,00:54:26:00,-1676.8155,995.1175,973.0545
201,2.0,00:54:26:00,-1676.9125,995.21,973.0665
202,2.01,00:54:26:00,-1676.999,995.335,973.082
203,2.02,00:54:26:01,-1677.0735,995.4725,973.105
204,2.03,00:54:26:01,-1677.1470000000002,995.5895,973.132
205,2.04,00:54:26:01,-1677.2215,995.743,973.1705
206,2.05,00:54:26:01,-1677.2285,995.909,973.2130000000001
207,2.06,00:54:26:02,-1677.2195,996.1289999999999,973.308
208,2.07,00:54:26:02,-1677.1270000000002,996.3695,973.388
209,2.08,00:54:26:02,-1676.9695,996.7055,973.5169999999999
210,2.09,00:54:26:02,-1676.6989999999998,997.0995,973.6785
211,2.1,00:54:26:03,-1676.3075,997.6775,973.898
212,2.11,00:54:26:03,-1675.164,997.913,974.265
213,2.12,00:54:26:03,-1674.2775,998.253,974.3905
214,2.13,00:54:26:03,-1673.9489999999998,999.0615,974.6310000000001
215,2.14,00:54:26:04,-1673.134,999.7919999999999,974.8645
216,2.15,00:54:26:04,-1672.2379999999998,1000.6165,975.207
217,2.16,00:54:26:04,-1671.2025,1001.4535,975.6275
218,2.17,00:54:26:04,-1670.1475,1002.258,975.9889999999999
219,2.18,00:54:26:05,-1669.01,1003.7435,976.248
220,2.19,00:54:26:05,-1667.7925,1004.1345,976.6255
221,2.2,00:54:26:05,-1666.406,1004.735,977.005
222,2.21,00:54:26:05,-1664.8535,1005.2015,977.4165
223,2.22,00:54:26:06,-1663.126,1005.6315,977.9165
224,2.23,00:54:26:06,-1661.171,1005.9445,978.45
225,2.24,00:54:26:06,-1658.878,1006.112,979.133
226,2.25,00:54:26:06,-1656.444,1006.257,979.9485
227,2.26,00:54:26:07,-1653.746,1006.425,980.8789999999999
228,2.27,00:54:26:07,-1650.8285,1006.4425,981.9685
229,2.28,00:54:26:07,-1647.671,1006.5225,983.1005
230,2.29,00:54:26:07,-1644.231,1006.5255,984.4965
231,2.3,00:54:26:08,-1640.5120000000002,1006.4895,986.0939999999999
232,2.31,00:54:26:08,-1636.517,1006.416,987.7775
233,2.32,00:54:26:08,-1632.2375,1006.2130000000001,989.735
234,2.33,00:54:26:08,-1627.7865,1006.015,991.8530000000001
235,2.34,00:54:26:09,-1623.0485,1005.6965,994.1535
236,2.35,00:54:26:09,-1618.0915,1005.4015,996.7919999999999
237,2.36,00:54:26:09,-1613.043,1004.946,999.5655
238,2.37,00:54:26:09,-1607.8529999999998,1004.426,1002.552
239,2.38,00:54:26:10,-1601.2479999999998,1002.8595,1006.2510000000001
240,2.39,00:54:26:10,-1596.6770000000001,1003.279,1009.5975
241,2.4,00:54:26:10,-1592.0195,1003.3335,1013.1445
242,2.41,00:54:26:10,-1586.4765,1002.613,1017.1115
243,2.42,00:54:26:11,-1580.733,1001.8445,1021.1485
244,2.43,00:54:26:11,-1575.1485,1000.9795,1025.474
245,2.44,00:54:26:11,-1569.649,1000.0915,1030.17
246,2.45,00:54:26:11,-1564.149,999.1905,1034.964
247,2.46,00:54:26:12,-1558.6665,998.3155,1040.0345
248,2.47,00:54:26:12,-1553.3025,997.444,1045.2705
249,2.48,00:54:26:12,-1547.1445,996.722,1051.537
250,2.49,00:54:26:12,-1541.7665,995.9335,1057.6695
251,2.5,00:54:26:13,-1536.6960000000001,995.178,1063.9605
252,2.51,00:54:26:13,-1531.9845,994.427,1069.974
253,2.52,00:54:26:13,-1527.4265,993.7589999999999,1076.105
254,2.53,00:54:26:13,-1523.211,993.0525,1082.089
255,2.54,00:54:26:14,-1518.999,992.4255,1088.3555
256,2.55,00:54:26:14,-1514.63,992.066,1094.8545
257,2.56,00:54:26:14,-1510.809,991.4945,1101.285
258,2.57,00:54:26:14,-1507.326,990.8575,1107.705
259,2.58,00:54:26:15,-1504.0035,990.373,1114.0810000000001
260,2.59,00:54:26:15,-1500.6125,989.9625,1120.3585
261,2.6,00:54:26:15,-1497.471,989.7465,1126.8095
262,2.61,00:54:26:15,-1494.636,989.444,1133.2435
263,2.62,00:54:26:16,-1491.9805,989.1805,1139.6055
264,2.63,00:54:26:16,-1489.5135,988.998,1145.8285
265,2.64,00:54:26:16,-1487.3695,988.847,1151.985
266,2.65,00:54:26:16,-1484.402,988.2560000000001,1158.655
267,2.66,00:54:26:17,-1482.9565,988.3215,1164.1675
268,2.67,00:54:26:17,-1481.5415,988.462,1169.6145
269,2.68,00:54:26:17,-1480.066,988.4760000000001,1175.306
270,2.69,00:54:26:17,-1478.6285,988.528,1180.7585
271,2.7,00:54:26:18,-1477.3110000000001,988.6445,1186.0510000000002
272,2.71,00:54:26:18,-1476.105,988.7085,1191.185
273,2.72,00:54:26:18,-1475.021,988.7985,1196.177
274,2.73,00:54:26:18,-1474.027,988.9110000000001,1200.9289999999999
275,2.74,00:54:26:19,-1473.1425,989.0095,1205.5230000000001
276,2.75,00:54:26:19,-1472.355,989.1189999999999,1209.96
277,2.76,00:54:26:19,-1471.6285,989.2435,1214.1805
278,2.77,00:54:26:19,-1471.003,989.3585,1218.1915
279,2.78,00:54:26:20,-1470.5345,989.4630000000001,1222.2525
280,2.79,00:54:26:20,-1470.037,989.591,1225.9075
281,2.8,00:54:26:20,-1469.6345,989.7330000000001,1229.455
282,2.81,00:54:26:20,-1469.4625,989.672,1233.3675
283,2.82,00:54:26:21,-1468.9979999999998,989.737,1236.4660000000001
284,2.83,00:54:26:21,-1468.8185,990.0175,1239.526
285,2.84,00:54:26:21,-1468.471,990.097,1242.2
286,2.85,00:54:26:21,-1468.2045,990.2755,1244.7145
287,2.86,00:54:26:22,-1467.984,990.4505,1246.996
288,2.87,00:54:26:22,-1467.7975,990.6039999999999,1249.185
289,2.88,00:54:26:22,-1467.619,990.7575,1251.336
290,2.89,00:54:26:22,-1467.4635,990.9205,1253.391
291,2.9,00:54:26:23,-1467.3665,990.9755,1255.444
292,2.91,00:54:26:23,-1467.2675,991.0515,1257.6925
293,2.92,00:54:26:23,-1467.223,991.1030000000001,1259.5415
294,2.93,00:54:26:23,-1467.162,991.1310000000001,1261.2765
295,2.94,00:54:26:24,-1467.148,991.132,1262.998
296,2.95,00:54:26:24,-1467.096,991.1489999999999,1264.503
297,2.96,00:54:26:24,-1467.0985,991.1475,1266.0185
298,2.97,00:54:26:24,-1467.1105,991.163,1267.4175
299,2.98,00:54:27:00,-1467.1115,991.1625,1268.713
300,2.99,00:54:27:00,-1467.1470000000002,991.1569999999999,1269.9215
301,3.0,00:54:27:00,-1467.1689999999999,991.155,1271.0625
302,3.01,00:54:27:00,-1467.2205,991.15,1272.0910000000001
303,3.02,00:54:27:01,-1467.2910000000002,991.1289999999999,1273.0585
304,3.03,00:54:27:01,-1467.3575,991.1030000000001,1273.9395
305,3.04,00:54:27:01,-1467.4045,991.0805,1274.729
306,3.05,00:54:27:01,-1467.497,991.0245,1275.489
307,3.06,00:54:27:02,-1467.5295,990.945,1276.0985
