Frame,Time,SMPTE,bar_left_shoulder_x,bar_left_shoulder_y,bar_left_shoulder_z
1,0.0,00:50:56.07:01,471.80199999999996,1356.5120000000002,330.858
2,0.01,00:50:56.07:02,471.82599999999996,1356.525,330.89
3,0.02,00:50:56.07:03,471.87800000000004,1356.536,330.908
4,0.03,00:50:56.08:00,471.911,1356.672,331.23900000000003
5,0.04,00:50:56.08:01,471.88699999999994,1356.744,331.111
6,0.05,00:50:56.08:02,471.915,1356.781,331.142
7,0.06,00:50:56.08:03,471.944,1356.805,331.159
8,0.07,00:50:56.09:00,471.983,1356.829,331.165
9,0.08,00:50:56.09:01,472.02,1356.874,331.181
10,0.09,00:50:56.09:02,472.05800000000005,1356.8970000000002,331.209
11,0.1,00:50:56.09:03,472.105,1356.9379999999999,331.256
12,0.11,00:50:56.10:00,472.153,1357.004,331.277
13,0.12,00:50:56.10:01,472.194,1357.0379999999998,331.27099999999996
14,0.13,00:50:56.10:02,472.236,1357.075,331.296
15,0.14,00:50:56.10:03,472.277,1357.0839999999998,331.287
16,0.15,00:50:56.11:00,472.30300000000005,1357.1229999999998,331.269
17,0.16,00:50:56.11:01,472.349,1357.1529999999998,331.27
18,0.17,00:50:56.11:02,472.38699999999994,1357.181,331.269
19,0.18,00:50:56.11:03,472.42,1357.2179999999998,331.25699999999995
20,0.19,00:50:56.12:00,472.43699999999995,1357.233,331.212
21,0.2,00:50:56.12:01,472.474,1357.2479999999998,331.144
22,0.21,00:50:56.12:02,472.49199999999996,1357.2379999999998,331.069
23,0.22,00:50:56.12:03,472.499,1357.236,330.999
24,0.23,00:50:56.13:00,472.50199999999995,1357.234,330.92400000000004
25,0.24,00:50:56.13:01,472.52,1357.22,330.842
26,0.25,00:50:56.13:02,472.535,1357.207,330.79
27,0.26,00:50:56.13:03,472.54,1357.219,330.713
28,0.27,00:50:56.14:00,472.57199999999995,1357.2279999999998,330.673
29,0.28,00:50:56.14:01,472.592,1357.245,330.619
30,0.29,00:50:56.14:02,472.61400000000003,1357.243,330.583
31,0.3,00:50:56.14:03,472.64599999999996,1357.24,330.523
32,0.31,00:50:56.15:00,472.675,1357.2379999999998,330.44599999999997
33,0.32,00:50:56.15:01,472.695,1357.224,330.389
34,0.33,00:50:56.15:02,472.712,1357.207,330.30699999999996
35,0.34,00:50:56.15:03,472.74300000000005,1357.2079999999999,330.23900000000003
36,0.35,00:50:56.16:00,472.767,1357.2120000000002,330.18
37,0.36,00:50:56.16:01,472.78,1357.22,330.103
38,0.37,00:50:56.16:02,472.80699999999996,1357.207,330.029
39,0.38,00:50:56.16:03,472.838,1357.2279999999998,329.944
40,0.39,00:50:56.17:00,472.855,1357.2079999999999,329.86400000000003
41,0.4,00:50:56.17:01,472.87800000000004,1357.203,329.784
42,0.41,00:50:56.17:02,472.907,1357.1879999999999,329.708
43,0.42,00:50:56.17:03,472.925,1357.162,329.6
44,0.43,00:50:56.18:00,472.963,1357.1429999999998,329.49300000000005
45,0.44,00:50:56.18:01,472.966,1357.122,329.401
46,0.45,00:50:56.18:02,473.0,1357.112,329.306
47,0.46,00:50:56.18:03,473.038,1357.11,329.208
48,0.47,00:50:56.19:00,473.077,1357.115,329.11800000000005
49,0.48,00:50:56.19:01,473.11800000000005,1357.1070000000002,329.04699999999997
50,0.49,00:50:56.19:02,473.144,1357.094,328.98199999999997
51,0.5,00:50:56.19:03,473.19300000000004,1357.0729999999999,328.906
52,0.51,00:50:56.20:00,473.235,1357.0510000000002,328.85400000000004
53,0.52,00:50:56.20:01,473.293,1357.017,328.779
54,0.53,00:50:56.20:02,473.35,1357.0079999999998,328.72900000000004
55,0.54,00:50:56.20:03,473.39599999999996,1356.985,328.70099999999996
56,0.55,00:50:56.21:00,473.435,1356.973,328.62300000000005
57,0.56,00:50:56.21:01,473.48699999999997,1356.9520000000002,328.593
58,0.57,00:50:56.21:02,473.52,1356.9379999999999,328.543
59,0.58,00:50:56.21:03,473.55400000000003,1356.9260000000002,328.49199999999996
60,0.59,00:50:56.22:00,473.61199999999997,1356.9070000000002,328.469
61,0.6,00:50:56.22:01,473.656,1356.8670000000002,328.421
62,0.61,00:50:56.22:02,473.69699999999995,1356.856,328.399
63,0.62,00:50:56.22:03,473.73,1356.816,328.337
