Frame,Time,SMPTE,bar_right_elbow_x,bar_right_elbow_y,bar_right_elbow_z
1,0.0,00:50:56.07:01,1043.0405,1273.0875,347.564
2,0.01,00:50:56.07:02,1043.0985,1273.139,347.664
3,0.02,00:50:56.07:03,1043.1555,1273.1835,347.7555
4,0.03,00:50:56.08:00,1043.1015,1273.105,348.0715
5,0.04,00:50:56.08:01,1043.114,1273.107,348.08099999999996
6,0.05,00:50:56.08:02,1043.1695,1273.13,348.153
7,0.06,00:50:56.08:03,1043.2135,1273.1975,348.24300000000005
8,0.07,00:50:56.09:00,1043.25,1273.2605,348.3415
9,0.08,00:50:56.09:01,1043.2855,1273.345,348.4135
10,0.09,00:50:56.09:02,1043.335,1273.4289999999999,348.5045
11,0.1,00:50:56.09:03,1043.3435,1273.5215,348.5795
12,0.11,00:50:56.10:00,1043.36,1273.618,348.654
13,0.12,00:50:56.10:01,1043.393,1273.7345,348.702
14,0.13,00:50:56.10:02,1043.4215,1273.8225,348.755
15,0.14,00:50:56.10:03,1043.4715,1273.9145,348.8115
16,0.15,00:50:56.11:00,1043.483,1274.02,348.881
17,0.16,00:50:56.11:01,1043.5165,1274.1185,348.926
18,0.17,00:50:56.11:02,1043.539,1274.1989999999998,348.981
19,0.18,00:50:56.11:03,1043.55,1274.286,349.0325
20,0.19,00:50:56.12:00,1043.558,1274.375,349.069
21,0.2,00:50:56.12:01,1043.585,1274.469,349.105
22,0.21,00:50:56.12:02,1043.604,1274.5645,349.1305
23,0.22,00:50:56.12:03,1043.61,1274.6765,349.108
24,0.23,00:50:56.13:00,1043.624,1274.7915,349.106
25,0.24,00:50:56.13:01,1043.612,1274.899,349.0685
26,0.25,00:50:56.13:02,1043.6095,1275.032,349.0265
27,0.26,00:50:56.13:03,1043.623,1275.1455,348.976
28,0.27,00:50:56.14:00,1043.6165,1275.2515,348.907
29,0.28,00:50:56.14:01,1043.614,1275.3685,348.8365
30,0.29,00:50:56.14:02,1043.6175,1275.4655,348.759
31,0.3,00:50:56.14:03,1043.63,1275.531,348.6695
32,0.31,00:50:56.15:00,1043.652,1275.5925,348.575
33,0.32,00:50:56.15:01,1043.654,1275.6505,348.4565
34,0.33,00:50:56.15:02,1043.6795,1275.7165,348.3765
35,0.34,00:50:56.15:03,1043.6925,1275.7735,348.26199999999994
36,0.35,00:50:56.16:00,1043.7060000000001,1275.819,348.1915
37,0.36,00:50:56.16:01,1043.72,1275.886,348.0995
38,0.37,00:50:56.16:02,1043.737,1275.9635,348.0075
39,0.38,00:50:56.16:03,1043.7405,1276.0455,347.89099999999996
40,0.39,00:50:56.17:00,1043.745,1276.097,347.7905
41,0.4,00:50:56.17:01,1043.7665,1276.1565,347.63300000000004
42,0.41,00:50:56.17:02,1043.7795,1276.2045,347.4925
43,0.42,00:50:56.17:03,1043.788,1276.2385,347.36300000000006
44,0.43,00:50:56.18:00,1043.8035,1276.257,347.245
45,0.44,00:50:56.18:01,1043.8075,1276.278,347.089
46,0.45,00:50:56.18:02,1043.817,1276.2945,346.9805
47,0.46,00:50:56.18:03,1043.829,1276.2910000000002,346.85699999999997
48,0.47,00:50:56.19:00,1043.839,1276.292,346.7365
49,0.48,00:50:56.19:01,1043.874,1276.2915,346.6015
50,0.49,00:50:56.19:02,1043.903,1276.298,346.465
51,0.5,00:50:56.19:03,1043.947,1276.2805,346.3385
52,0.51,00:50:56.20:00,1044.005,1276.247,346.2105
53,0.52,00:50:56.20:01,1044.031,1276.2125,346.0905
