Frame,Time,SMPTE,bar_left_foot_x,bar_left_foot_y,bar_left_foot_z
1,0.0,00:50:56.07:01,519.8592,6.9635,302.2105
2,0.01,00:50:56.07:02,517.6568,6.5092,301.8265
3,0.02,00:50:56.07:03,517.5942,6.501,301.8365
4,0.03,00:50:56.08:00,516.7878,7.4132,302.3155
5,0.04,00:50:56.08:01,517.394,6.6762,301.7768
6,0.05,00:50:56.08:02,517.3148,6.7432,301.7968
7,0.06,00:50:56.08:03,517.3568,6.7308,301.7522
8,0.07,00:50:56.09:00,517.3075,6.75,301.77
9,0.08,00:50:56.09:01,517.2902,6.7355,301.7895
10,0.09,00:50:56.09:02,517.2765,6.7445,301.7982
11,0.1,00:50:56.09:03,517.2668,6.7292,301.78700000000003
12,0.11,00:50:56.10:00,517.2695,6.7312,301.7735
13,0.12,00:50:56.10:01,517.3075,6.8837,302.552
14,0.13,00:50:56.10:02,517.3198,6.8788,302.5412
15,0.14,00:50:56.10:03,517.3182,6.8765,302.5332
16,0.15,00:50:56.11:00,517.3290000000001,6.8753,302.5272
17,0.16,00:50:56.11:01,517.3205,6.8839999999999995,302.525
18,0.17,00:50:56.11:02,517.3155,6.8875,302.5325
19,0.18,00:50:56.11:03,517.3240000000001,6.8873,302.5355
20,0.19,00:50:56.12:00,517.3068,6.8967,302.5365
21,0.2,00:50:56.12:01,517.3185,6.8868,302.533
22,0.21,00:50:56.12:02,517.3240000000001,6.888999999999999,302.5328
23,0.22,00:50:56.12:03,517.3235,6.8795,302.5232
24,0.23,00:50:56.13:00,517.3378,6.8618,302.5155
25,0.24,00:50:56.13:01,517.341,6.8625,302.5062
26,0.25,00:50:56.13:02,517.3438,6.8660000000000005,302.5068
27,0.26,00:50:56.13:03,517.33,6.8695,302.5182
28,0.27,00:50:56.14:00,517.3325,6.8712,302.5123
29,0.28,00:50:56.14:01,517.3248,6.886,302.522
30,0.29,00:50:56.14:02,517.3282,6.882999999999999,302.52299999999997
31,0.3,00:50:56.14:03,517.3223,6.8908,302.5175
32,0.31,00:50:56.15:00,517.3340000000001,6.8828,302.5195
33,0.32,00:50:56.15:01,517.3275,6.877999999999999,302.514
34,0.33,00:50:56.15:02,517.3392,6.8718,302.5085
35,0.34,00:50:56.15:03,517.3348,6.8665,302.5005
36,0.35,00:50:56.16:00,517.3338,6.8735,302.499
37,0.36,00:50:56.16:01,517.3317,6.8732,302.499
38,0.37,00:50:56.16:02,517.3372,6.8725,302.4965
39,0.38,00:50:56.16:03,517.3243,6.8798,302.5112
40,0.39,00:50:56.17:00,517.3215,6.8798,302.5087
41,0.4,00:50:56.17:01,517.3195,6.8858,302.5013
42,0.41,00:50:56.17:02,517.3223,6.8828,302.505
43,0.42,00:50:56.17:03,517.3240000000001,6.8768,302.4942
44,0.43,00:50:56.18:00,517.3295,6.871,302.4852
45,0.44,00:50:56.18:01,517.3272,6.872000000000001,302.4768
46,0.45,00:50:56.18:02,517.3372,6.872999999999999,302.474
47,0.46,00:50:56.18:03,517.321,6.8765,302.4855
48,0.47,00:50:56.19:00,517.323,6.8892,302.4793
49,0.48,00:50:56.19:01,517.3248,6.8945,302.4777
50,0.49,00:50:56.19:02,517.309,6.8947,302.4745
51,0.5,00:50:56.19:03,517.3195,6.902,302.4792
52,0.51,00:50:56.20:00,517.3282,6.8885,302.467
53,0.52,00:50:56.20:01,517.3295,6.8855,302.4675
54,0.53,00:50:56.20:02,517.3290000000001,6.8885,302.4642
55,0.54,00:50:56.20:03,517.3252,6.8782,302.4485
56,0.55,00:50:56.21:00,517.3282,6.8862,302.4515
57,0.56,00:50:56.21:01,517.3325,6.8845,302.4478
58,0.57,00:50:56.21:02,517.3273,6.8898,302.4518
59,0.58,00:50:56.21:03,517.322,6.8862,302.454
60,0.59,00:50:56.22:00,517.3318,6.8988,302.448
61,0.6,00:50:56.22:01,517.3380000000001,6.8982,302.4448
62,0.61,00:50:56.22:02,517.3363,6.8962,302.4455
63,0.62,00:50:56.22:03,517.3430000000001,6.8918,302.4395
64,0.63,00:50:56.23:00,517.3430000000001,6.8955,302.4465
65,0.64,00:50:56.23:01,517.3408,6.8908,302.436
66,0.65,00:50:56.23:02,517.331,6.89,302.4505
67,0.66,00:50:56.23:03,517.341,6.8995,302.4358
68,0.67,00:50:56.24:00,517.3340000000001,6.8967,302.4435
69,0.68,00:50:56.24:01,517.3388,6.902,302.4465
70,0.69,00:50:56.24:02,517.342,6.91,302.4435
