Frame,Time,SMPTE,bar_right_knee_x,bar_right_knee_y,bar_right_knee_z
1,0.0,00:50:56.07:01,706.211,418.30800000000005,355.3915
2,0.01,00:50:56.07:02,706.2105,418.309,355.4325
3,0.02,00:50:56.07:03,706.2395,418.30300000000005,355.4715
4,0.03,00:50:56.08:00,706.2705,418.2545,355.532
5,0.04,00:50:56.08:01,706.6385,418.0915,355.5995
6,0.05,00:50:56.08:02,706.206,418.2745,355.5875
7,0.06,00:50:56.08:03,706.2165,418.2945,355.642
8,0.07,00:50:56.09:00,706.225,418.311,355.705
9,0.08,00:50:56.09:01,706.2460000000001,418.32300000000004,355.7775
10,0.09,00:50:56.09:02,706.2615,418.345,355.8315
11,0.1,00:50:56.09:03,706.294,418.356,355.8935
12,0.11,00:50:56.10:00,706.3015,418.36300000000006,355.971
13,0.12,00:50:56.10:01,706.3245,418.3825,356.0115
14,0.13,00:50:56.10:02,706.3430000000001,418.38800000000003,356.0575
15,0.14,00:50:56.10:03,706.3735,418.3965,356.121
16,0.15,00:50:56.11:00,706.388,418.4085,356.1745
17,0.16,00:50:56.11:01,706.414,418.4075,356.2575
18,0.17,00:50:56.11:02,706.435,418.4305,356.31
19,0.18,00:50:56.11:03,706.4830000000001,418.445,356.412
20,0.19,00:50:56.12:00,706.4925,418.4385,356.4625
21,0.2,00:50:56.12:01,706.5225,418.4435,356.523
22,0.21,00:50:56.12:02,706.544,418.441,356.575
23,0.22,00:50:56.12:03,706.58,418.4175,356.65
24,0.23,00:50:56.13:00,706.595,418.41,356.69
25,0.24,00:50:56.13:01,706.6045,418.407,356.7235
26,0.25,00:50:56.13:02,706.6145,418.3915,356.779
27,0.26,00:50:56.13:03,706.6095,418.414,356.8365
28,0.27,00:50:56.14:00,706.6045,418.42900000000003,356.8705
29,0.28,00:50:56.14:01,706.6160000000001,418.4395,356.93800000000005
30,0.29,00:50:56.14:02,706.6189999999999,418.44800000000004,356.9925
31,0.3,00:50:56.14:03,706.6110000000001,418.4495,357.0415
32,0.31,00:50:56.15:00,706.6115,418.466,357.075
33,0.32,00:50:56.15:01,706.6185,418.45599999999996,357.1085
34,0.33,00:50:56.15:02,706.6225,418.43800000000005,357.1525
35,0.34,00:50:56.15:03,706.6115,418.44699999999995,357.1715
36,0.35,00:50:56.16:00,706.6185,418.431,357.2135
37,0.36,00:50:56.16:01,706.6195,418.435,357.23400000000004
38,0.37,00:50:56.16:02,706.6155,418.4435,357.26800000000003
39,0.38,00:50:56.16:03,706.6205,418.4425,357.319
40,0.39,00:50:56.17:00,706.6080000000001,418.4505,357.36199999999997
41,0.4,00:50:56.17:01,706.615,418.4455,357.371
42,0.41,00:50:56.17:02,706.612,418.44599999999997,357.4195
43,0.42,00:50:56.17:03,706.6010000000001,418.445,357.458
44,0.43,00:50:56.18:00,706.6105,418.44599999999997,357.4905
45,0.44,00:50:56.18:01,706.6085,418.4425,357.523
46,0.45,00:50:56.18:02,706.5889999999999,418.4455,357.5565
47,0.46,00:50:56.18:03,706.5925,418.44599999999997,357.6015
48,0.47,00:50:56.19:00,706.586,418.4535,357.6515
49,0.48,00:50:56.19:01,706.5745,418.4635,357.6975
50,0.49,00:50:56.19:02,706.5785,418.462,357.7545
51,0.5,00:50:56.19:03,706.58,418.45300000000003,357.816
52,0.51,00:50:56.20:00,706.5895,418.4425,357.86300000000006
53,0.52,00:50:56.20:01,706.5905,418.42699999999996,357.9095
54,0.53,00:50:56.20:02,706.5880000000001,418.41900000000004,357.966
55,0.54,00:50:56.20:03,706.5935,418.4,358.014
56,0.55,00:50:56.21:00,706.5835,418.39,358.06800000000004
57,0.56,00:50:56.21:01,706.5925,418.39,358.1215
58,0.57,00:50:56.21:02,706.6,418.3835,358.17
59,0.58,00:50:56.21:03,706.6075,418.37,358.2245
60,0.59,00:50:56.22:00,706.628,418.361,358.2655
61,0.6,00:50:56.22:01,706.6395,418.355,358.31
62,0.61,00:50:56.22:02,706.663,418.348,358.3415
63,0.62,00:50:56.22:03,706.7055,418.33099999999996,358.3835
64,0.63,00:50:56.23:00,706.7465,418.3345,358.4055
65,0.64,00:50:56.23:01,706.7745,418.30400000000003,358.4385
66,0.65,00:50:56.23:02,706.814,418.3025,358.4465
67,0.66,00:50:56.23:03,706.86,418.2825,358.4825
68,0.67,00:50:56.24:00,706.8855,418.3,358.4565
69,0.68,00:50:56.24:01,706.9110000000001,418.2995,358.41900000000004
70,0.69,00:50:56.24:02,706.948,418.3025,358.39099999999996
71,0.7,00:50:56.24:03,706.9905,418.3,358.35900000000004
72,0.71,00:50:57.00:00,707.0325,418.2865,358.3415
73,0.72,00:50:57.00:01,707.065,418.2895,358.332
74,0.73,00:50:57.00:02,707.1275,418.29699999999997,358.35400000000004
75,0.74,00:50:57.00:03,707.1825,418.2905,358.3585
76,0.75,00:50:57.01:00,707.2375,418.2925,358.38599999999997
77,0.76,00:50:57.01:01,707.2869999999999,418.2865,358.39099999999996
78,0.77,00:50:57.01:02,707.3295,418.278,358.397
79,0.78,00:50:57.01:03,707.385,418.273,358.4085
80,0.79,00:50:57.02:00,707.427,418.26800000000003,358.404
81,0.8,00:50:57.02:01,707.466,418.2655,358.39099999999996
82,0.81,00:50:57.02:02,707.4839999999999,418.2595,358.38
83,0.82,00:50:57.02:03,707.523,418.27,358.375
84,0.83,00:50:57.03:00,707.5455,418.2595,358.366
85,0.84,00:50:57.03:01,707.563,418.27099999999996,358.3665
86,0.85,00:50:57.03:02,707.5875,418.2835,358.353
87,0.86,00:50:57.03:03,707.6,418.2905,358.344
88,0.87,00:50:57.04:00,707.6025,418.2985,358.352
89,0.88,00:50:57.04:01,707.6235,418.3015,358.348
90,0.89,00:50:57.04:02,707.6339999999999,418.30800000000005,358.3375
91,0.9,00:50:57.04:03,707.6575,418.2985,358.3425
92,0.91,00:50:57.05:00,707.6665,418.30699999999996,358.32300000000004
93,0.92,00:50:57.05:01,707.692,418.3145,358.31800000000004
94,0.93,00:50:57.05:02,707.7145,418.3155,358.347
95,0.94,00:50:57.05:03,707.7465,418.3105,358.379
96,0.95,00:50:57.06:00,707.7860000000001,418.274,358.425
97,0.96,00:50:57.06:01,707.815,418.2755,358.4565
98,0.97,00:50:57.06:02,707.8335,418.3045,358.4545
99,0.98,00:50:57.06:03,707.837,418.2805,358.44300000000004
100,0.99,00:50:57.07:00,707.8530000000001,418.2775,358.449
101,1.0,00:50:57.07:01,707.8645,418.2595,358.4455
102,1.01,00:50:57.07:02,707.867,418.254,358.4135
103,1.02,00:50:57.07:03,707.8765,418.2545,358.417
104,1.03,00:50:57.08:00,707.8775,418.25699999999995,358.3795
105,1.04,00:50:57.08:01,707.8735,418.273,358.3595
106,1.05,00:50:57.08:02,707.883,418.2885,358.324
107,1.06,00:50:57.08:03,707.885,418.2965,358.276
108,1.07,00:50:57.09:00,707.895,418.314,358.2575
109,1.08,00:50:57.09:01,707.9145,418.3035,358.23800000000006
110,1.09,00:50:57.09:02,707.9195,418.3065,358.2205
111,1.1,00:50:57.09:03,707.9305,418.30699999999996,358.195
112,1.11,00:50:57.10:00,707.9215,418.3145,358.1695
113,1.12,00:50:57.10:01,707.9119999999999,418.30800000000005,358.14
114,1.13,00:50:57.10:02,707.9035,418.31,358.12
115,1.14,00:50:57.10:03,707.8945,418.30300000000005,358.1185
116,1.15,00:50:57.11:00,707.8905,418.2845,358.124
117,1.16,00:50:57.11:01,707.8725,418.2945,358.12
118,1.17,00:50:57.11:02,707.8589999999999,418.278,358.1065
119,1.18,00:50:57.11:03,707.8485,418.285,358.108
120,1.19,00:50:57.12:00,707.8480000000001,418.28,358.093
121,1.2,00:50:57.12:01,707.818,418.285,358.039
122,1.21,00:50:57.12:02,707.805,418.28,358.01199999999994
123,1.22,00:50:57.12:03,707.7865,418.2845,357.9665
124,1.23,00:50:57.13:00,707.758,418.2895,357.9375
125,1.24,00:50:57.13:01,707.763,418.2925,357.9235
126,1.25,00:50:57.13:02,707.7495,418.2995,357.9185
127,1.26,00:50:57.13:03,707.7489999999999,418.30300000000005,357.9035
128,1.27,00:50:57.14:00,707.743,418.291,357.8895
129,1.28,00:50:57.14:01,707.765,418.292,357.87199999999996
130,1.29,00:50:57.14:02,707.7455,418.2805,357.8595
131,1.3,00:50:57.14:03,707.7515,418.286,357.836
132,1.31,00:50:57.15:00,707.7285,418.278,357.8515
133,1.32,00:50:57.15:01,707.7275,418.273,357.846
134,1.33,00:50:57.15:02,707.7055,418.287,357.8375
135,1.34,00:50:57.15:03,707.665,418.2935,357.8325
136,1.35,00:50:57.16:00,707.648,418.298,357.8425
137,1.36,00:50:57.16:01,707.6325,418.301,357.866
138,1.37,00:50:57.16:02,707.6039999999999,418.31199999999995,357.876
139,1.38,00:50:57.16:03,707.605,418.3085,357.8835
140,1.39,00:50:57.17:00,707.6075,418.3115,357.9225
141,1.4,00:50:57.17:01,707.5985,418.3005,357.898
142,1.41,00:50:57.17:02,707.5775,418.295,357.9
143,1.42,00:50:57.17:03,707.5880000000001,418.293,357.892
144,1.43,00:50:57.18:00,707.572,418.282,357.8885
145,1.44,00:50:57.18:01,707.545,418.272,357.871
146,1.45,00:50:57.18:02,707.534,418.2835,357.841
147,1.46,00:50:57.18:03,707.5239999999999,418.286,357.8195
148,1.47,00:50:57.19:00,707.5025,418.28,357.7905
149,1.48,00:50:57.19:01,707.477,418.2785,357.782
150,1.49,00:50:57.19:02,707.4565,418.2885,357.7485
151,1.5,00:50:57.19:03,707.435,418.29,357.75300000000004
152,1.51,00:50:57.20:00,707.3955,418.2905,357.7225
153,1.52,00:50:57.20:01,707.3860000000001,418.2855,357.6955
154,1.53,00:50:57.20:02,707.3639999999999,418.286,357.6725
155,1.54,00:50:57.20:03,707.3295,418.3,357.6445
156,1.55,00:50:57.21:00,707.289,418.29699999999997,357.6065
157,1.56,00:50:57.21:01,707.248,418.30400000000003,357.56199999999995
158,1.57,00:50:57.21:02,707.2145,418.311,357.524
159,1.58,00:50:57.21:03,707.1675,418.3005,357.476
160,1.59,00:50:57.22:00,707.135,418.283,357.44300000000004
161,1.6,00:50:57.22:01,707.107,418.2885,357.405
162,1.61,00:50:57.22:02,707.073,418.287,357.3475
163,1.62,00:50:57.22:03,707.0425,418.2745,357.3105
164,1.63,00:50:57.23:00,707.0095,418.276,357.2505
165,1.64,00:50:57.23:01,706.9695,418.2675,357.1985
166,1.65,00:50:57.23:02,706.937,418.2725,357.156
167,1.66,00:50:57.23:03,706.8760000000001,418.2935,357.0985
168,1.67,00:50:57.24:00,706.829,418.3,357.0365
169,1.68,00:50:57.24:01,706.7935,418.3275,357.0135
170,1.69,00:50:57.24:02,706.7425,418.3275,356.968
171,1.7,00:50:57.24:03,706.6985,418.33099999999996,356.917
172,1.71,00:50:58.00:00,706.635,418.3305,356.8555
173,1.72,00:50:58.00:01,706.579,418.334,356.7975
174,1.73,00:50:58.00:02,706.5225,418.33,356.74300000000005
175,1.74,00:50:58.00:03,706.453,418.3205,356.6805
176,1.75,00:50:58.01:00,706.3969999999999,418.3085,356.6265
177,1.76,00:50:58.01:01,706.3285,418.3055,356.566
178,1.77,00:50:58.01:02,706.2719999999999,418.30300000000005,356.51
179,1.78,00:50:58.01:03,706.1955,418.3215,356.43300000000005
180,1.79,00:50:58.02:00,706.1305,418.3195,356.374
181,1.8,00:50:58.02:01,706.0745,418.30800000000005,356.352
182,1.81,00:50:58.02:02,706.0205,418.3165,356.316
183,1.82,00:50:58.02:03,705.9825,418.30199999999996,356.2875
184,1.83,00:50:58.03:00,705.944,418.311,356.2755
185,1.84,00:50:58.03:01,705.8755,418.31699999999995,356.244
186,1.85,00:50:58.03:02,705.8480000000001,418.3255,356.25
187,1.86,00:50:58.03:03,705.804,418.3245,356.25800000000004
188,1.87,00:50:58.04:00,705.7465,418.32599999999996,356.26
189,1.88,00:50:58.04:01,705.705,418.3315,356.241
190,1.89,00:50:58.04:02,705.6495,418.31800000000004,356.23699999999997
191,1.9,00:50:58.04:03,705.625,418.319,356.2405
192,1.91,00:50:58.05:00,705.5855,418.309,356.227
193,1.92,00:50:58.05:01,705.5475,418.3155,356.215
194,1.93,00:50:58.05:02,705.5355,418.2775,356.225
195,1.94,00:50:58.05:03,705.5035,418.2785,356.2055
196,1.95,00:50:58.06:00,705.4755,418.309,356.165
197,1.96,00:50:58.06:01,705.4715,418.3045,356.157
198,1.97,00:50:58.06:02,705.465,418.2985,356.1525
199,1.98,00:50:58.06:03,705.4625,418.30199999999996,356.1455
200,1.99,00:50:58.07:00,705.466,418.292,356.134
201,2.0,00:50:58.07:01,705.4865,418.306,356.139
202,2.01,00:50:58.07:02,705.4865,418.2985,356.1135
203,2.02,00:50:58.07:03,705.5085,418.284,356.12300000000005
204,2.03,00:50:58.08:00,705.5265,418.296,356.1085
205,2.04,00:50:58.08:01,705.5375,418.3125,356.084
206,2.05,00:50:58.08:02,705.562,418.295,356.06800000000004
207,2.06,00:50:58.08:03,705.5625,418.2835,356.039
208,2.07,00:50:58.09:00,705.571,418.2835,356.0
209,2.08,00:50:58.09:01,705.5980000000001,418.26599999999996,355.9795
210,2.09,00:50:58.09:02,705.6139999999999,418.2555,355.963
211,2.1,00:50:58.09:03,705.645,418.25,355.97
212,2.11,00:50:58.10:00,705.6635,418.246,355.968
213,2.12,00:50:58.10:01,705.695,418.254,356.0035
214,2.13,00:50:58.10:02,705.7115,418.2545,356.01599999999996
215,2.14,00:50:58.10:03,705.7425,418.2485,356.029
216,2.15,00:50:58.11:00,705.7755,418.256,356.07
217,2.16,00:50:58.11:01,705.8085,418.2425,356.11699999999996
218,2.17,00:50:58.11:02,705.837,418.2445,356.149
219,2.18,00:50:58.11:03,705.8545,418.24199999999996,356.1875
220,2.19,00:50:58.12:00,705.8855,418.2525,356.204
221,2.2,00:50:58.12:01,705.9115,418.244,356.2575
222,2.21,00:50:58.12:02,705.945,418.244,356.286
223,2.22,00:50:58.12:03,705.9639999999999,418.2505,356.32300000000004
224,2.23,00:50:58.13:00,706.0035,418.24800000000005,356.35
225,2.24,00:50:58.13:01,706.0235,418.23800000000006,356.4045
226,2.25,00:50:58.13:02,706.053,418.23699999999997,356.435
227,2.26,00:50:58.13:03,706.0905,418.231,356.491
228,2.27,00:50:58.14:00,706.0995,418.236,356.559
229,2.28,00:50:58.14:01,706.145,418.213,356.663
230,2.29,00:50:58.14:02,706.1705,418.226,356.7585
231,2.3,00:50:58.14:03,706.1975,418.227,356.8475
232,2.31,00:50:58.15:00,706.2330000000001,418.24,356.92900000000003
233,2.32,00:50:58.15:01,706.2905,418.2495,357.034
234,2.33,00:50:58.15:02,706.329,418.25199999999995,357.102
