Frame,Time,SMPTE,bar_right_hip_x,bar_right_hip_y,bar_right_hip_z
1,0.0,00:50:56.07:01,748.8810000000001,955.3835,322.6275
2,0.01,00:50:56.07:02,748.8989999999999,955.3919999999999,322.72
3,0.02,00:50:56.07:03,748.9045,955.3935,322.8115
4,0.03,00:50:56.08:00,748.9760000000001,955.403,322.6545
5,0.04,00:50:56.08:01,749.053,955.3575,322.9
6,0.05,00:50:56.08:02,748.8389999999999,955.4455,322.8865
7,0.06,00:50:56.08:03,748.815,955.4810000000001,322.9965
8,0.07,00:50:56.09:00,748.8015,955.5235,323.134
9,0.08,00:50:56.09:01,748.805,955.5615,323.245
10,0.09,00:50:56.09:02,748.788,955.5675,323.3445
11,0.1,00:50:56.09:03,748.8025,955.5935,323.4695
12,0.11,00:50:56.10:00,748.808,955.6239999999999,323.5535
13,0.12,00:50:56.10:01,748.822,955.635,323.6355
14,0.13,00:50:56.10:02,748.8355,955.664,323.72
15,0.14,00:50:56.10:03,748.8645,955.689,323.818
16,0.15,00:50:56.11:00,748.8615,955.7195,323.9285
17,0.16,00:50:56.11:01,748.8705,955.7505,324.0295
18,0.17,00:50:56.11:02,748.8555,955.8045,324.1735
19,0.18,00:50:56.11:03,748.847,955.834,324.306
20,0.19,00:50:56.12:00,748.8565,955.852,324.3985
21,0.2,00:50:56.12:01,748.8530000000001,955.86,324.5045
22,0.21,00:50:56.12:02,748.877,955.86,324.58
23,0.22,00:50:56.12:03,748.8765,955.8595,324.6315
24,0.23,00:50:56.13:00,748.8965,955.855,324.687
25,0.24,00:50:56.13:01,748.905,955.863,324.7335
26,0.25,00:50:56.13:02,748.8989999999999,955.8825,324.8005
27,0.26,00:50:56.13:03,748.91,955.9019999999999,324.869
28,0.27,00:50:56.14:00,748.8995,955.926,324.9575
29,0.28,00:50:56.14:01,748.9085,955.9385,325.0485
30,0.29,00:50:56.14:02,748.9115,955.953,325.117
31,0.3,00:50:56.14:03,748.9235,955.956,325.207
32,0.31,00:50:56.15:00,748.938,955.954,325.2715
33,0.32,00:50:56.15:01,748.947,955.927,325.2985
34,0.33,00:50:56.15:02,748.9730000000001,955.927,325.36
35,0.34,00:50:56.15:03,748.9835,955.915,325.4065
36,0.35,00:50:56.16:00,748.9789999999999,955.9125,325.465
37,0.36,00:50:56.16:01,748.98,955.9125,325.4945
38,0.37,00:50:56.16:02,748.9765,955.929,325.5495
39,0.38,00:50:56.16:03,748.982,955.9305,325.617
40,0.39,00:50:56.17:00,748.966,955.9315,325.6615
41,0.4,00:50:56.17:01,748.9735,955.934,325.742
42,0.41,00:50:56.17:02,748.982,955.916,325.7695
43,0.42,00:50:56.17:03,748.997,955.8915,325.7965
44,0.43,00:50:56.18:00,749.0135,955.8765,325.823
45,0.44,00:50:56.18:01,749.0360000000001,955.865,325.8085
46,0.45,00:50:56.18:02,749.044,955.8539999999999,325.797
47,0.46,00:50:56.18:03,749.0365,955.8715,325.8195
48,0.47,00:50:56.19:00,749.041,955.8785,325.851
49,0.48,00:50:56.19:01,749.0625,955.8705,325.846
50,0.49,00:50:56.19:02,749.0595,955.8735,325.8635
51,0.5,00:50:56.19:03,749.0855,955.8530000000001,325.8625
52,0.51,00:50:56.20:00,749.1065,955.8380000000001,325.8865
53,0.52,00:50:56.20:01,749.137,955.807,325.88599999999997
54,0.53,00:50:56.20:02,749.1575,955.7775,325.8885
55,0.54,00:50:56.20:03,749.2035,955.7485,325.8535
56,0.55,00:50:56.21:00,749.2330000000001,955.7460000000001,325.843
57,0.56,00:50:56.21:01,749.247,955.7395,325.8315
58,0.57,00:50:56.21:02,749.2965,955.727,325.781
59,0.58,00:50:56.21:03,749.345,955.7095,325.80400000000003
60,0.59,00:50:56.22:00,749.3845,955.707,325.753
