Frame,Time,SMPTE,bar_hip_centre_x,bar_hip_centre_y,bar_hip_centre_z
1,0.0,00:50:56.07:01,617.7902,950.0902,323.8988
2,0.01,00:50:56.07:02,617.8132,950.0938,323.9878
3,0.02,00:50:56.07:03,617.8402,950.1008,324.065
4,0.03,00:50:56.08:00,617.8848,950.1385,324.0635
5,0.04,00:50:56.08:01,618.0018,950.1062,324.1025
6,0.05,00:50:56.08:02,617.8218,950.1672,324.1645
7,0.06,00:50:56.08:03,617.818,950.1928,324.2472
8,0.07,00:50:56.09:00,617.8285,950.2128,324.3362
9,0.08,00:50:56.09:01,617.8405,950.2268,324.4128
10,0.09,00:50:56.09:02,617.8505,950.2358,324.4828
11,0.1,00:50:56.09:03,617.8672,950.2548,324.5587
12,0.11,00:50:56.10:00,617.8868,950.2782,324.6138
13,0.12,00:50:56.10:01,617.915,950.2918,324.6715
14,0.13,00:50:56.10:02,617.9373,950.316,324.7305
15,0.14,00:50:56.10:03,617.974,950.3322,324.791
16,0.15,00:50:56.11:00,617.9975,950.3489999999999,324.849
17,0.16,00:50:56.11:01,618.0168,950.368,324.906
18,0.17,00:50:56.11:02,618.0235,950.3919999999999,324.983
19,0.18,00:50:56.11:03,618.04,950.4098,325.055
20,0.19,00:50:56.12:00,618.0558,950.4148,325.1048
21,0.2,00:50:56.12:01,618.0778,950.4225,325.165
22,0.21,00:50:56.12:02,618.0962,950.418,325.2212
23,0.22,00:50:56.12:03,618.105,950.41,325.262
24,0.23,00:50:56.13:00,618.127,950.4125,325.3048
25,0.24,00:50:56.13:01,618.1382,950.4122,325.344
26,0.25,00:50:56.13:02,618.1443,950.431,325.4025
27,0.26,00:50:56.13:03,618.1583,950.4438,325.4422
28,0.27,00:50:56.14:00,618.1585,950.4635,325.5048
29,0.28,00:50:56.14:01,618.165,950.4805,325.575
30,0.29,00:50:56.14:02,618.1755,950.4889999999999,325.61400000000003
31,0.3,00:50:56.14:03,618.1888,950.4952,325.6808
32,0.31,00:50:56.15:00,618.1908,950.4888,325.7358
33,0.32,00:50:56.15:01,618.1975,950.4792,325.7668
34,0.33,00:50:56.15:02,618.2125,950.4735,325.8137
35,0.34,00:50:56.15:03,618.2158,950.4588,325.8435
36,0.35,00:50:56.16:00,618.2222,950.4565,325.8905
37,0.36,00:50:56.16:01,618.2148,950.4622,325.9258
38,0.37,00:50:56.16:02,618.2155,950.4689999999999,325.9562
39,0.38,00:50:56.16:03,618.2172,950.4622,326.0078
40,0.39,00:50:56.17:00,618.2095,950.4665,326.045
41,0.4,00:50:56.17:01,618.2145,950.4635,326.094
42,0.41,00:50:56.17:02,618.2152,950.454,326.119
43,0.42,00:50:56.17:03,618.229,950.4445,326.152
44,0.43,00:50:56.18:00,618.2407,950.4388,326.1858
45,0.44,00:50:56.18:01,618.2585,950.4342,326.1855
46,0.45,00:50:56.18:02,618.2602,950.4285,326.2012
47,0.46,00:50:56.18:03,618.2627,950.4452,326.2218
48,0.47,00:50:56.19:00,618.2695,950.4475,326.2495
49,0.48,00:50:56.19:01,618.2862,950.4462,326.2692
50,0.49,00:50:56.19:02,618.2948,950.4428,326.2938
51,0.5,00:50:56.19:03,618.3165,950.439,326.3125
52,0.51,00:50:56.20:00,618.3288,950.4308,326.3398
53,0.52,00:50:56.20:01,618.3525,950.4128,326.35900000000004
54,0.53,00:50:56.20:02,618.3675,950.3942,326.3825
55,0.54,00:50:56.20:03,618.4032,950.3760000000001,326.377
56,0.55,00:50:56.21:00,618.4268,950.3708,326.3832
57,0.56,00:50:56.21:01,618.4452,950.3662,326.3932
58,0.57,00:50:56.21:02,618.4838,950.3638,326.3772
59,0.58,00:50:56.21:03,618.5245,950.3535,326.4023
60,0.59,00:50:56.22:00,618.5598,950.3548,326.3815
61,0.6,00:50:56.22:01,618.5995,950.3478,326.3852
62,0.61,00:50:56.22:02,618.6715,950.3255,326.3787
63,0.62,00:50:56.22:03,618.715,950.3038,326.3688
64,0.63,00:50:56.23:00,618.7855,950.2778,326.3575
65,0.64,00:50:56.23:01,618.8325,950.2605,326.3558
66,0.65,00:50:56.23:02,618.8908,950.2465,326.3375
67,0.66,00:50:56.23:03,618.9472,950.2262,326.3235
68,0.67,00:50:56.24:00,619.0038,950.2185,326.281
69,0.68,00:50:56.24:01,619.058,950.1902,326.241
70,0.69,00:50:56.24:02,619.1005,950.1718,326.2372
71,0.7,00:50:56.24:03,619.1658,950.148,326.2035
72,0.71,00:50:57.00:00,619.229,950.1075,326.1798
