Frame,Time,SMPTE,bar_left_knee_x,bar_left_knee_y,bar_left_knee_z
1,0.0,00:50:56.07:01,525.1725,411.8925,368.2425
2,0.01,00:50:56.07:02,525.1695,411.88599999999997,368.24699999999996
3,0.02,00:50:56.07:03,525.1755,411.8815,368.2435
4,0.03,00:50:56.08:00,525.17,411.8655,368.24
5,0.04,00:50:56.08:01,525.3055,411.7035,368.0545
6,0.05,00:50:56.08:02,525.0885,411.8195,368.0735
7,0.06,00:50:56.08:03,525.044,411.8175,368.0405
8,0.07,00:50:56.09:00,525.0355,411.8195,368.0325
9,0.08,00:50:56.09:01,525.0405,411.8285,368.0415
10,0.09,00:50:56.09:02,525.034,411.8105,368.0515
11,0.1,00:50:56.09:03,525.052,411.8125,368.074
12,0.11,00:50:56.10:00,525.072,411.8045,368.09
13,0.12,00:50:56.10:01,525.0835,411.8115,368.115
14,0.13,00:50:56.10:02,525.1195,411.8135,368.1585
15,0.14,00:50:56.10:03,525.1255,411.824,368.1915
16,0.15,00:50:56.11:00,525.154,411.8325,368.249
17,0.16,00:50:56.11:01,525.1759999999999,411.8385,368.3
18,0.17,00:50:56.11:02,525.1955,411.85900000000004,368.35900000000004
19,0.18,00:50:56.11:03,525.2285,411.86800000000005,368.412
20,0.19,00:50:56.12:00,525.2315,411.879,368.469
21,0.2,00:50:56.12:01,525.2595,411.8685,368.5225
22,0.21,00:50:56.12:02,525.2695,411.85,368.555
23,0.22,00:50:56.12:03,525.27,411.84,368.586
24,0.23,00:50:56.13:00,525.27,411.8365,368.6045
25,0.24,00:50:56.13:01,525.2785,411.8165,368.6335
26,0.25,00:50:56.13:02,525.2695,411.827,368.653
27,0.26,00:50:56.13:03,525.2815,411.835,368.695
28,0.27,00:50:56.14:00,525.2815,411.8565,368.754
29,0.28,00:50:56.14:01,525.273,411.849,368.789
30,0.29,00:50:56.14:02,525.2765,411.881,368.806
31,0.3,00:50:56.14:03,525.2865,411.8915,368.86699999999996
32,0.31,00:50:56.15:00,525.2915,411.8585,368.9255
33,0.32,00:50:56.15:01,525.3035,411.8655,368.9315
34,0.33,00:50:56.15:02,525.3125,411.8295,368.9895
35,0.34,00:50:56.15:03,525.3125,411.833,369.0265
36,0.35,00:50:56.16:00,525.307,411.82,369.05699999999996
37,0.36,00:50:56.16:01,525.3095,411.82599999999996,369.1085
38,0.37,00:50:56.16:02,525.307,411.84,369.171
39,0.38,00:50:56.16:03,525.311,411.829,369.2355
40,0.39,00:50:56.17:00,525.313,411.8245,369.3055
41,0.4,00:50:56.17:01,525.332,411.832,369.3675
42,0.41,00:50:56.17:02,525.32,411.8285,369.4315
43,0.42,00:50:56.17:03,525.341,411.819,369.4835
44,0.43,00:50:56.18:00,525.3405,411.8265,369.5485
45,0.44,00:50:56.18:01,525.3405,411.825,369.5905
46,0.45,00:50:56.18:02,525.346,411.82599999999996,369.63599999999997
47,0.46,00:50:56.18:03,525.3430000000001,411.8245,369.6845
48,0.47,00:50:56.19:00,525.3525,411.8195,369.74300000000005
49,0.48,00:50:56.19:01,525.36,411.827,369.81
50,0.49,00:50:56.19:02,525.364,411.8285,369.8555
51,0.5,00:50:56.19:03,525.3845,411.832,369.9415
52,0.51,00:50:56.20:00,525.391,411.81199999999995,369.972
53,0.52,00:50:56.20:01,525.414,411.789,370.0355
54,0.53,00:50:56.20:02,525.4259999999999,411.769,370.098
55,0.54,00:50:56.20:03,525.446,411.7675,370.139
56,0.55,00:50:56.21:00,525.4635,411.7615,370.20599999999996
57,0.56,00:50:56.21:01,525.482,411.7715,370.23199999999997
58,0.57,00:50:56.21:02,525.5025,411.785,370.2805
59,0.58,00:50:56.21:03,525.516,411.80400000000003,370.3045
60,0.59,00:50:56.22:00,525.5545,411.7935,370.3445
61,0.6,00:50:56.22:01,525.577,411.80400000000003,370.36
62,0.61,00:50:56.22:02,525.5965,411.7985,370.3685
63,0.62,00:50:56.22:03,525.6435,411.7905,370.4115
64,0.63,00:50:56.23:00,525.684,411.7915,370.4195
65,0.64,00:50:56.23:01,525.714,411.7815,370.4245
66,0.65,00:50:56.23:02,525.7635,411.777,370.4315
67,0.66,00:50:56.23:03,525.7925,411.7995,370.423
68,0.67,00:50:56.24:00,525.8330000000001,411.8015,370.3775
69,0.68,00:50:56.24:01,525.866,411.8145,370.332
70,0.69,00:50:56.24:02,525.9019999999999,411.809,370.288
71,0.7,00:50:56.24:03,525.935,411.8165,370.245
72,0.71,00:50:57.00:00,525.964,411.811,370.202
73,0.72,00:50:57.00:01,525.9975,411.80199999999996,370.181
74,0.73,00:50:57.00:02,526.018,411.80300000000005,370.1565
75,0.74,00:50:57.00:03,526.0409999999999,411.793,370.1075
76,0.75,00:50:57.01:00,526.0695,411.792,370.087
77,0.76,00:50:57.01:01,526.0885,411.7825,370.06199999999995
78,0.77,00:50:57.01:02,526.1105,411.76800000000003,370.017
79,0.78,00:50:57.01:03,526.136,411.773,369.973
80,0.79,00:50:57.02:00,526.1765,411.764,369.906
81,0.8,00:50:57.02:01,526.203,411.7605,369.829
82,0.81,00:50:57.02:02,526.2465,411.74699999999996,369.7805
83,0.82,00:50:57.02:03,526.283,411.7395,369.68
84,0.83,00:50:57.03:00,526.3135,411.7225,369.631
85,0.84,00:50:57.03:01,526.3545,411.718,369.5725
86,0.85,00:50:57.03:02,526.3835,411.725,369.5275
87,0.86,00:50:57.03:03,526.4105,411.724,369.49199999999996
88,0.87,00:50:57.04:00,526.4375,411.716,369.4515
89,0.88,00:50:57.04:01,526.4605,411.724,369.4355
90,0.89,00:50:57.04:02,526.4730000000001,411.726,369.4095
91,0.9,00:50:57.04:03,526.499,411.725,369.406
92,0.91,00:50:57.05:00,526.5155,411.7245,369.384
93,0.92,00:50:57.05:01,526.5145,411.718,369.3835
94,0.93,00:50:57.05:02,526.5215,411.7085,369.3775
95,0.94,00:50:57.05:03,526.5305,411.7015,369.3845
96,0.95,00:50:57.06:00,526.534,411.6895,369.4025
97,0.96,00:50:57.06:01,526.5325,411.6925,369.418
98,0.97,00:50:57.06:02,526.536,411.686,369.43300000000005
99,0.98,00:50:57.06:03,526.543,411.6685,369.4265
100,0.99,00:50:57.07:00,526.555,411.6545,369.4085
101,1.0,00:50:57.07:01,526.5625,411.6615,369.381
102,1.01,00:50:57.07:02,526.569,411.651,369.347
103,1.02,00:50:57.07:03,526.5775,411.6535,369.345
104,1.03,00:50:57.08:00,526.5915,411.6595,369.33
105,1.04,00:50:57.08:01,526.597,411.659,369.3405
106,1.05,00:50:57.08:02,526.6135,411.665,369.3685
107,1.06,00:50:57.08:03,526.6080000000001,411.66900000000004,369.38699999999994
108,1.07,00:50:57.09:00,526.6185,411.667,369.416
109,1.08,00:50:57.09:01,526.606,411.6615,369.44
110,1.09,00:50:57.09:02,526.619,411.658,369.458
111,1.1,00:50:57.09:03,526.6115,411.651,369.4725
112,1.11,00:50:57.10:00,526.609,411.6375,369.463
113,1.12,00:50:57.10:01,526.6195,411.6275,369.45599999999996
114,1.13,00:50:57.10:02,526.6095,411.6245,369.452
115,1.14,00:50:57.10:03,526.6095,411.629,369.44
116,1.15,00:50:57.11:00,526.615,411.6315,369.4505
117,1.16,00:50:57.11:01,526.609,411.629,369.44300000000004
118,1.17,00:50:57.11:02,526.591,411.6335,369.4485
119,1.18,00:50:57.11:03,526.5930000000001,411.62,369.468
120,1.19,00:50:57.12:00,526.5825,411.611,369.4725
121,1.2,00:50:57.12:01,526.566,411.6285,369.468
122,1.21,00:50:57.12:02,526.555,411.6165,369.468
123,1.22,00:50:57.12:03,526.5535,411.63599999999997,369.45599999999996
124,1.23,00:50:57.13:00,526.5409999999999,411.6375,369.4525
125,1.24,00:50:57.13:01,526.5505,411.639,369.4495
126,1.25,00:50:57.13:02,526.54,411.654,369.4265
127,1.26,00:50:57.13:03,526.536,411.657,369.43300000000005
128,1.27,00:50:57.14:00,526.5315,411.647,369.4195
129,1.28,00:50:57.14:01,526.5235,411.6325,369.412
130,1.29,00:50:57.14:02,526.53,411.6145,369.405
131,1.3,00:50:57.14:03,526.5305,411.60699999999997,369.39599999999996
132,1.31,00:50:57.15:00,526.5325,411.6,369.404
133,1.32,00:50:57.15:01,526.5275,411.592,369.4005
134,1.33,00:50:57.15:02,526.523,411.5925,369.4135
135,1.34,00:50:57.15:03,526.5015,411.6065,369.416
136,1.35,00:50:57.16:00,526.5,411.61300000000006,369.4325
137,1.36,00:50:57.16:01,526.4735,411.6295,369.44800000000004
138,1.37,00:50:57.16:02,526.453,411.6235,369.467
139,1.38,00:50:57.16:03,526.447,411.61800000000005,369.4945
140,1.39,00:50:57.17:00,526.429,411.6185,369.4875
141,1.4,00:50:57.17:01,526.409,411.5955,369.499
142,1.41,00:50:57.17:02,526.383,411.5795,369.5015
143,1.42,00:50:57.17:03,526.355,411.591,369.4945
144,1.43,00:50:57.18:00,526.335,411.58099999999996,369.49800000000005
145,1.44,00:50:57.18:01,526.3195,411.5775,369.4825
146,1.45,00:50:57.18:02,526.306,411.5535,369.471
147,1.46,00:50:57.18:03,526.297,411.5525,369.4645
148,1.47,00:50:57.19:00,526.2865,411.5495,369.4425
149,1.48,00:50:57.19:01,526.2545,411.545,369.423
150,1.49,00:50:57.19:02,526.2335,411.5375,369.401
151,1.5,00:50:57.19:03,526.231,411.533,369.4085
152,1.51,00:50:57.20:00,526.1995,411.5275,369.3905
153,1.52,00:50:57.20:01,526.18,411.532,369.37699999999995
154,1.53,00:50:57.20:02,526.1395,411.5385,369.381
155,1.54,00:50:57.20:03,526.126,411.5375,369.349
156,1.55,00:50:57.21:00,526.0805,411.561,369.333
157,1.56,00:50:57.21:01,526.0435,411.55400000000003,369.3045
158,1.57,00:50:57.21:02,526.0275,411.556,369.2915
159,1.58,00:50:57.21:03,525.993,411.543,369.283
160,1.59,00:50:57.22:00,525.9645,411.5375,369.255
161,1.6,00:50:57.22:01,525.9315,411.5265,369.23800000000006
162,1.61,00:50:57.22:02,525.8919999999999,411.5065,369.213
163,1.62,00:50:57.22:03,525.8415,411.5035,369.1765
164,1.63,00:50:57.23:00,525.8085,411.4935,369.17400000000004
165,1.64,00:50:57.23:01,525.765,411.4935,369.1345
166,1.65,00:50:57.23:02,525.7245,411.5035,369.1065
167,1.66,00:50:57.23:03,525.672,411.5005,369.064
168,1.67,00:50:57.24:00,525.618,411.524,369.0495
169,1.68,00:50:57.24:01,525.5735,411.5215,369.0165
170,1.69,00:50:57.24:02,525.523,411.5295,368.9795
171,1.7,00:50:57.24:03,525.4935,411.5135,368.9405
172,1.71,00:50:58.00:00,525.4435,411.522,368.874
173,1.72,00:50:58.00:01,525.413,411.527,368.853
174,1.73,00:50:58.00:02,525.3580000000001,411.5145,368.791
175,1.74,00:50:58.00:03,525.294,411.524,368.741
176,1.75,00:50:58.01:00,525.2280000000001,411.5135,368.7025
177,1.76,00:50:58.01:01,525.173,411.5135,368.63800000000003
178,1.77,00:50:58.01:02,525.1005,411.51599999999996,368.603
179,1.78,00:50:58.01:03,525.055,411.522,368.596
180,1.79,00:50:58.02:00,525.002,411.5205,368.5765
181,1.8,00:50:58.02:01,524.942,411.5135,368.5655
