Frame,Time,SMPTE,bar_left_hand_x,bar_left_hand_y,bar_left_hand_z
1,0.0,00:50:56.07:01,-182.3993333333333,1321.7106666666666,466.97433333333333
2,0.01,00:50:56.07:02,-182.40233333333333,1321.696,466.9113333333333
3,0.02,00:50:56.07:03,-182.43,1321.6063333333334,466.6846666666667
4,0.03,00:50:56.08:00,-183.33700000000002,1321.4866666666667,464.948
5,0.04,00:50:56.08:01,-182.85133333333337,1321.6953333333333,465.66933333333327
6,0.05,00:50:56.08:02,-183.42833333333337,1321.8536666666666,464.71766666666673
7,0.06,00:50:56.08:03,-182.94833333333332,1321.9673333333333,465.302
8,0.07,00:50:56.09:00,-183.46400000000003,1322.2233333333334,464.3443333333333
9,0.08,00:50:56.09:01,-183.46966666666665,1322.36,464.2533333333333
10,0.09,00:50:56.09:02,-183.4893333333333,1322.5626666666667,464.12633333333326
11,0.1,00:50:56.09:03,-183.455,1322.7636666666667,464.01866666666666
12,0.11,00:50:56.10:00,-183.45333333333332,1322.945,463.965
13,0.12,00:50:56.10:01,-183.325,1323.2066666666667,464.50133333333326
14,0.13,00:50:56.10:02,-183.83733333333336,1323.4916666666666,463.57366666666667
15,0.14,00:50:56.10:03,-183.80566666666667,1323.6826666666666,463.5203333333334
16,0.15,00:50:56.11:00,-183.82533333333333,1323.9470000000001,463.29
17,0.16,00:50:56.11:01,-183.828,1324.111,463.171
18,0.17,00:50:56.11:02,-183.782,1324.396,463.0246666666667
19,0.18,00:50:56.11:03,-183.80866666666665,1324.6046666666666,462.93666666666667
20,0.19,00:50:56.12:00,-183.795,1324.8616666666667,462.81133333333327
21,0.2,00:50:56.12:01,-183.79100000000003,1325.0926666666667,462.66666666666674
22,0.21,00:50:56.12:02,-183.16966666666667,1325.227,463.4626666666666
23,0.22,00:50:56.12:03,-183.78966666666668,1325.5683333333334,462.3586666666667
24,0.23,00:50:56.13:00,-183.79933333333332,1325.856,462.1376666666667
25,0.24,00:50:56.13:01,-183.7913333333333,1326.1056666666666,462.059
26,0.25,00:50:56.13:02,-183.78866666666667,1326.3496666666667,461.9413333333334
27,0.26,00:50:56.13:03,-183.80966666666663,1326.6743333333334,461.68133333333327
28,0.27,00:50:56.14:00,-183.831,1326.8870000000002,461.423
29,0.28,00:50:56.14:01,-183.85266666666664,1327.102,461.2263333333333
30,0.29,00:50:56.14:02,-183.861,1327.264,460.9793333333334
31,0.3,00:50:56.14:03,-183.853,1327.3490000000004,460.773
32,0.31,00:50:56.15:00,-183.87833333333333,1327.3716666666667,460.5746666666666
33,0.32,00:50:56.15:01,-183.87400000000002,1327.4070000000004,460.31033333333335
34,0.33,00:50:56.15:02,-183.89966666666663,1327.4723333333334,460.02366666666666
35,0.34,00:50:56.15:03,-183.84966666666665,1327.5526666666667,459.72766666666666
36,0.35,00:50:56.16:00,-183.313,1327.433,460.40966666666674
37,0.36,00:50:56.16:01,-183.84666666666664,1327.5936666666666,459.35100000000006
38,0.37,00:50:56.16:02,-183.83700000000002,1327.6570000000002,459.21933333333334
39,0.38,00:50:56.16:03,-183.84366666666665,1327.8736666666666,458.89900000000006
40,0.39,00:50:56.17:00,-183.89033333333336,1327.9893333333334,458.6873333333333
41,0.4,00:50:56.17:01,-183.87866666666665,1328.1476666666665,458.54699999999997
42,0.41,00:50:56.17:02,-183.884,1328.221666666667,458.45033333333333
43,0.42,00:50:56.17:03,-183.86766666666668,1328.4586666666667,458.19
44,0.43,00:50:56.18:00,-183.87,1328.4989999999998,458.1230000000001
45,0.44,00:50:56.18:01,-183.8153333333333,1328.5786666666665,458.07066666666674
46,0.45,00:50:56.18:02,-183.84166666666667,1328.6886666666667,457.88699999999994
47,0.46,00:50:56.18:03,-183.264,1328.6686666666667,458.749
48,0.47,00:50:56.19:00,-183.7283333333333,1328.937,457.86166666666674
49,0.48,00:50:56.19:01,-183.67633333333333,1329.0673333333334,457.7706666666667
50,0.49,00:50:56.19:02,-183.708,1329.0626666666667,457.723
51,0.5,00:50:56.19:03,-183.6266666666667,1329.15,457.71566666666666
52,0.51,00:50:56.20:00,-183.57766666666663,1329.223,457.65733333333327
53,0.52,00:50:56.20:01,-183.50933333333333,1329.2333333333333,457.69166666666666
54,0.53,00:50:56.20:02,-183.44966666666667,1329.225,457.787
55,0.54,00:50:56.20:03,-183.31766666666667,1329.196,457.9793333333334
56,0.55,00:50:56.21:00,-183.2503333333333,1329.2616666666665,458.07200000000006
57,0.56,00:50:56.21:01,-182.61066666666667,1329.3059999999996,458.958
58,0.57,00:50:56.21:02,-183.08433333333332,1329.4409999999998,458.314
59,0.58,00:50:56.21:03,-183.03,1329.6143333333332,458.29033333333336
60,0.59,00:50:56.22:00,-182.94566666666665,1329.688,458.44300000000004
61,0.6,00:50:56.22:01,-182.88366666666667,1329.7273333333335,458.56666666666666
