Frame,Time,SMPTE,bar_head_x,bar_head_y,bar_head_z
1,0.0,00:50:56.07:01,613.6386,1562.3522,306.5104
2,0.01,00:50:56.07:02,613.6836,1562.36,306.603
3,0.02,00:50:56.07:03,613.7230000000002,1562.3618,306.693
4,0.03,00:50:56.08:00,613.7462,1562.3356,306.9816
5,0.04,00:50:56.08:01,613.7966,1562.3278,306.8476
6,0.05,00:50:56.08:02,613.8266,1562.3162,306.9176
7,0.06,00:50:56.08:03,613.8238,1562.3102,306.949
8,0.07,00:50:56.09:00,613.8298,1562.305,306.9936
9,0.08,00:50:56.09:01,613.8348,1562.3126,307.0474
10,0.09,00:50:56.09:02,613.8334,1562.3108,307.0882
11,0.1,00:50:56.09:03,613.8326,1562.3282,307.1272
12,0.11,00:50:56.10:00,613.8346,1562.3324,307.1558
13,0.12,00:50:56.10:01,613.8348,1562.3362,307.1736
14,0.13,00:50:56.10:02,613.8304,1562.3382,307.2242
15,0.14,00:50:56.10:03,613.8268,1562.3288,307.2478
16,0.15,00:50:56.11:00,613.8228,1562.3236,307.2966
17,0.16,00:50:56.11:01,613.8166,1562.3042,307.338
18,0.17,00:50:56.11:02,613.8186,1562.2979999999998,307.388
19,0.18,00:50:56.11:03,613.8026,1562.274,307.4584
20,0.19,00:50:56.12:00,613.8122,1562.26,307.5208
21,0.2,00:50:56.12:01,613.8134,1562.2362,307.5918
22,0.21,00:50:56.12:02,613.817,1562.2102,307.6398
23,0.22,00:50:56.12:03,613.8290000000002,1562.2016,307.6762
24,0.23,00:50:56.13:00,613.8318,1562.1644,307.731
25,0.24,00:50:56.13:01,613.85,1562.1612,307.7468
26,0.25,00:50:56.13:02,613.8554,1562.1432,307.773
27,0.26,00:50:56.13:03,613.8756,1562.1564,307.7982
28,0.27,00:50:56.14:00,613.8908,1562.1546,307.8102
29,0.28,00:50:56.14:01,613.9036,1562.1552,307.8144
30,0.29,00:50:56.14:02,613.9246,1562.1486,307.8272
31,0.3,00:50:56.14:03,613.9428,1562.146,307.8118
32,0.31,00:50:56.15:00,613.971,1562.1348,307.788
33,0.32,00:50:56.15:01,613.993,1562.12,307.757
34,0.33,00:50:56.15:02,614.0146,1562.1064,307.7294
35,0.34,00:50:56.15:03,614.0358,1562.106,307.675
36,0.35,00:50:56.16:00,614.0698,1562.0929999999996,307.624
37,0.36,00:50:56.16:01,614.0916,1562.0896,307.5574
38,0.37,00:50:56.16:02,614.113,1562.0898,307.5
39,0.38,00:50:56.16:03,614.1388,1562.0856,307.4614
40,0.39,00:50:56.17:00,614.1606,1562.0748,307.3886
41,0.4,00:50:56.17:01,614.1986,1562.0746,307.333
