Frame,Time,SMPTE,bar_left_ankle_x,bar_left_ankle_y,bar_left_ankle_z
1,0.0,00:50:56.07:01,496.30300000000005,77.42399999999999,380.899
2,0.01,00:50:56.07:02,496.289,77.419,380.88
3,0.02,00:50:56.07:03,496.301,77.398,380.88300000000004
4,0.03,00:50:56.08:00,495.60699999999997,77.439,380.51599999999996
5,0.04,00:50:56.08:01,495.629,77.392,380.74199999999996
6,0.05,00:50:56.08:02,495.767,77.408,380.755
7,0.06,00:50:56.08:03,495.79,77.411,380.798
8,0.07,00:50:56.09:00,496.719,77.557,380.97
9,0.08,00:50:56.09:01,496.69300000000004,77.551,380.98800000000006
10,0.09,00:50:56.09:02,496.716,77.539,380.977
11,0.1,00:50:56.09:03,496.69800000000004,77.55,380.963
12,0.11,00:50:56.10:00,496.721,77.558,380.978
13,0.12,00:50:56.10:01,495.751,77.38,380.816
14,0.13,00:50:56.10:02,495.75699999999995,77.367,380.781
15,0.14,00:50:56.10:03,495.774,77.342,380.75300000000004
16,0.15,00:50:56.11:00,495.772,77.348,380.789
17,0.16,00:50:56.11:01,495.73800000000006,77.39699999999999,380.824
18,0.17,00:50:56.11:02,495.719,77.39699999999999,380.837
19,0.18,00:50:56.11:03,495.731,77.39399999999999,380.82
20,0.19,00:50:56.12:00,495.723,77.395,380.838
21,0.2,00:50:56.12:01,495.717,77.398,380.841
22,0.21,00:50:56.12:02,495.723,77.383,380.86400000000003
23,0.22,00:50:56.12:03,495.73400000000004,77.387,380.85
24,0.23,00:50:56.13:00,495.724,77.37100000000001,380.829
25,0.24,00:50:56.13:01,495.735,77.35600000000001,380.841
26,0.25,00:50:56.13:02,495.714,77.36399999999999,380.841
27,0.26,00:50:56.13:03,495.711,77.38,380.86400000000003
28,0.27,00:50:56.14:00,495.705,77.388,380.847
29,0.28,00:50:56.14:01,495.704,77.384,380.834
30,0.29,00:50:56.14:02,495.686,77.411,380.881
31,0.3,00:50:56.14:03,495.66900000000004,77.391,380.871
32,0.31,00:50:56.15:00,495.671,77.40899999999999,380.892
33,0.32,00:50:56.15:01,495.66,77.382,380.85900000000004
34,0.33,00:50:56.15:02,495.673,77.381,380.885
35,0.34,00:50:56.15:03,495.667,77.37,380.88699999999994
36,0.35,00:50:56.16:00,495.665,77.385,380.874
37,0.36,00:50:56.16:01,495.67199999999997,77.377,380.898
38,0.37,00:50:56.16:02,495.664,77.39699999999999,380.879
39,0.38,00:50:56.16:03,495.62699999999995,77.404,380.93
40,0.39,00:50:56.17:00,495.655,77.393,380.917
41,0.4,00:50:56.17:01,495.644,77.418,380.917
42,0.41,00:50:56.17:02,495.62300000000005,77.408,380.935
43,0.42,00:50:56.17:03,495.62199999999996,77.422,380.93199999999996
44,0.43,00:50:56.18:00,495.644,77.433,380.95
45,0.44,00:50:56.18:01,495.63699999999994,77.42,380.963
46,0.45,00:50:56.18:02,495.621,77.404,380.95599999999996
47,0.46,00:50:56.18:03,495.626,77.425,380.95599999999996
48,0.47,00:50:56.19:00,495.616,77.437,380.95099999999996
49,0.48,00:50:56.19:01,495.592,77.498,381.024
50,0.49,00:50:56.19:02,495.62199999999996,77.453,380.98699999999997
51,0.5,00:50:56.19:03,495.564,77.515,381.07800000000003
52,0.51,00:50:56.20:00,495.62300000000005,77.452,380.99
53,0.52,00:50:56.20:01,495.586,77.49600000000001,381.095
54,0.53,00:50:56.20:02,495.642,77.471,380.99800000000005
55,0.54,00:50:56.20:03,495.602,77.521,381.065
56,0.55,00:50:56.21:00,495.631,77.437,381.029
57,0.56,00:50:56.21:01,495.57199999999995,77.543,381.101
58,0.57,00:50:56.21:02,495.598,77.548,381.125
59,0.58,00:50:56.21:03,495.58099999999996,77.53399999999999,381.139
60,0.59,00:50:56.22:00,495.591,77.54,381.142
61,0.6,00:50:56.22:01,495.625,77.55,381.156
62,0.61,00:50:56.22:02,495.601,77.557,381.142
63,0.62,00:50:56.22:03,495.60699999999997,77.551,381.131
64,0.63,00:50:56.23:00,495.644,77.556,381.135
65,0.64,00:50:56.23:01,495.684,77.494,381.094
66,0.65,00:50:56.23:02,495.63300000000004,77.584,381.17199999999997
67,0.66,00:50:56.23:03,495.64300000000003,77.583,381.17
68,0.67,00:50:56.24:00,495.659,77.569,381.176
69,0.68,00:50:56.24:01,495.665,77.58800000000001,381.202
70,0.69,00:50:56.24:02,495.66,77.592,381.164
71,0.7,00:50:56.24:03,495.694,77.58800000000001,381.13699999999994
72,0.71,00:50:57.00:00,495.705,77.58800000000001,381.134
73,0.72,00:50:57.00:01,495.73199999999997,77.562,381.1
74,0.73,00:50:57.00:02,495.75699999999995,77.518,381.032
75,0.74,00:50:57.00:03,495.711,77.564,381.13699999999994
76,0.75,00:50:57.01:00,495.727,77.58,381.10900000000004
77,0.76,00:50:57.01:01,495.73,77.558,381.111
78,0.77,00:50:57.01:02,495.74300000000005,77.54,381.07599999999996
79,0.78,00:50:57.01:03,495.79699999999997,77.461,381.004
80,0.79,00:50:57.02:00,495.814,77.444,380.975
81,0.8,00:50:57.02:01,495.81199999999995,77.482,380.94199999999995
82,0.81,00:50:57.02:02,495.881,77.449,380.88300000000004
83,0.82,00:50:57.02:03,495.898,77.407,380.885
84,0.83,00:50:57.03:00,495.963,77.399,380.852
85,0.84,00:50:57.03:01,495.95,77.399,380.827
86,0.85,00:50:57.03:02,495.94699999999995,77.41,380.837
87,0.86,00:50:57.03:03,495.964,77.42399999999999,380.82099999999997
88,0.87,00:50:57.04:00,495.978,77.411,380.81300000000005
89,0.88,00:50:57.04:01,495.976,77.419,380.816
90,0.89,00:50:57.04:02,495.98,77.415,380.811
91,0.9,00:50:57.04:03,496.00699999999995,77.407,380.77
92,0.91,00:50:57.05:00,496.005,77.415,380.80699999999996
93,0.92,00:50:57.05:01,495.994,77.38600000000001,380.81199999999995
94,0.93,00:50:57.05:02,496.023,77.39,380.764
95,0.94,00:50:57.05:03,495.99,77.38600000000001,380.792
96,0.95,00:50:57.06:00,496.00300000000004,77.376,380.825
97,0.96,00:50:57.06:01,495.975,77.40899999999999,380.809
98,0.97,00:50:57.06:02,495.98,77.40899999999999,380.81199999999995
99,0.98,00:50:57.06:03,495.98199999999997,77.376,380.847
100,0.99,00:50:57.07:00,495.971,77.393,380.835
101,1.0,00:50:57.07:01,495.973,77.377,380.811
102,1.01,00:50:57.07:02,496.00199999999995,77.376,380.806
103,1.02,00:50:57.07:03,496.0,77.384,380.82800000000003
