Frame,Time,SMPTE,bar_spine_x,bar_spine_y,bar_spine_z
1,0.0,00:50:56.07:01,612.9252,1127.7505,416.15
2,0.01,00:50:56.07:02,612.9475,1127.7798,416.256
3,0.02,00:50:56.07:03,612.9675,1127.8102,416.3562
4,0.03,00:50:56.08:00,613.0652,1127.8482,416.6638
5,0.04,00:50:56.08:01,613.0372,1127.9202,416.7502
6,0.05,00:50:56.08:02,613.0497,1127.9457,416.8658
7,0.06,00:50:56.08:03,613.0522,1127.9805,416.9635
8,0.07,00:50:56.09:00,613.0695,1128.0012,417.0645
9,0.08,00:50:56.09:01,613.071,1128.0327,417.1588
10,0.09,00:50:56.09:02,613.0790000000001,1128.0685,417.24
11,0.1,00:50:56.09:03,613.0825,1128.1072,417.32599999999996
12,0.11,00:50:56.10:00,613.0898,1128.1432,417.4027
13,0.12,00:50:56.10:01,613.1053,1128.1892,417.462
14,0.13,00:50:56.10:02,613.109,1128.2269999999999,417.5203
15,0.14,00:50:56.10:03,613.1125,1128.2675,417.56800000000004
16,0.15,00:50:56.11:00,613.1175,1128.3052,417.6213
17,0.16,00:50:56.11:01,613.119,1128.3428,417.668
18,0.17,00:50:56.11:02,613.1157,1128.3655,417.7178
19,0.18,00:50:56.11:03,613.12,1128.3962,417.7678
20,0.19,00:50:56.12:00,613.1075,1128.4157,417.814
21,0.2,00:50:56.12:01,613.111,1128.4453,417.8545
22,0.21,00:50:56.12:02,613.1072,1128.4748,417.8958
23,0.22,00:50:56.12:03,613.0985,1128.5108,417.935
24,0.23,00:50:56.13:00,613.0972,1128.5442,417.9608
25,0.24,00:50:56.13:01,613.1095,1128.5785,417.966
26,0.25,00:50:56.13:02,613.104,1128.6192,417.9948
27,0.26,00:50:56.13:03,613.1025,1128.6603,418.0098
28,0.27,00:50:56.14:00,613.1055,1128.7005,418.0312
29,0.28,00:50:56.14:01,613.1253,1128.731,418.0395
30,0.29,00:50:56.14:02,613.1345,1128.761,418.0592
31,0.3,00:50:56.14:03,613.1482,1128.7878,418.0698
32,0.31,00:50:56.15:00,613.1558,1128.7978,418.0878
33,0.32,00:50:56.15:01,613.15,1128.8110000000001,418.089
34,0.33,00:50:56.15:02,613.1619999999999,1128.825,418.0923
35,0.34,00:50:56.15:03,613.1572,1128.8419999999999,418.096
36,0.35,00:50:56.16:00,613.1518,1128.86,418.0828
37,0.36,00:50:56.16:01,613.1562,1128.8818,418.0673
38,0.37,00:50:56.16:02,613.1558,1128.8987,418.0658
39,0.38,00:50:56.16:03,613.163,1128.921,418.0428
40,0.39,00:50:56.17:00,613.1635,1128.9265,418.0188
41,0.4,00:50:56.17:01,613.1648,1128.9462,417.9955
42,0.41,00:50:56.17:02,613.1815,1128.9593,417.9673
43,0.42,00:50:56.17:03,613.1885,1128.9737,417.9455
44,0.43,00:50:56.18:00,613.1998,1128.9935,417.9098
45,0.44,00:50:56.18:01,613.2155,1129.0052,417.8675
46,0.45,00:50:56.18:02,613.2307,1129.0288,417.8362
47,0.46,00:50:56.18:03,613.2738,1129.0448,417.79699999999997
