Frame,Time,SMPTE,bar_right_shoulder_x,bar_right_shoulder_y,bar_right_shoulder_z
1,0.0,01:28:37:14,120.014,1543.3329999999999,1484.671
2,0.01,01:28:37:14,120.021,1543.386,1484.675
3,0.02,01:28:37:14,119.846,1542.4470000000001,1484.6889999999999
4,0.03,01:28:37:15,119.859,1542.5120000000002,1484.658
5,0.04,01:28:37:15,119.811,1542.4589999999998,1484.3929999999998
6,0.05,01:28:37:15,119.815,1542.506,1484.362
7,0.06,01:28:37:15,119.835,1542.5439999999999,1484.385
8,0.07,01:28:37:16,119.868,1542.59,1484.389
9,0.08,01:28:37:16,119.91,1542.632,1484.405
10,0.09,01:28:37:16,119.958,1542.645,1484.476
11,0.1,01:28:37:16,119.988,1542.658,1484.5079999999998
12,0.11,01:28:37:17,120.04799999999999,1542.681,1484.557
13,0.12,01:28:37:17,120.095,1542.6760000000002,1484.6070000000002
14,0.13,01:28:37:17,120.139,1542.6770000000001,1484.6529999999998
15,0.14,01:28:37:17,120.186,1542.674,1484.67
16,0.15,01:28:37:18,120.229,1542.6729999999998,1484.681
17,0.16,01:28:37:18,120.26899999999999,1542.662,1484.6960000000001
18,0.17,01:28:37:18,120.315,1542.671,1484.704
19,0.18,01:28:37:18,120.355,1542.658,1484.7079999999999
20,0.19,01:28:37:19,120.383,1542.64,1484.7120000000002
21,0.2,01:28:37:19,120.443,1542.64,1484.743
22,0.21,01:28:37:19,120.484,1542.635,1484.755
23,0.22,01:28:37:19,120.53,1542.618,1484.773
24,0.23,01:28:37:20,120.59200000000001,1542.631,1484.82
25,0.24,01:28:37:20,120.631,1542.635,1484.85
26,0.25,01:28:37:20,120.663,1542.6229999999998,1484.886
27,0.26,01:28:37:20,120.70700000000001,1542.629,1484.885
28,0.27,01:28:37:21,120.71,1542.594,1484.8870000000002
29,0.28,01:28:37:21,120.755,1542.568,1484.885
30,0.29,01:28:37:21,120.76100000000001,1542.517,1484.8770000000002
31,0.3,01:28:37:21,120.76899999999999,1542.464,1484.891
32,0.31,01:28:37:22,120.804,1542.431,1484.886
