Frame,Time,SMPTE,bar_hip_centre_x,bar_hip_centre_y,bar_hip_centre_z
1,0.0,01:28:37:14,238.2158,1479.3220000000001,1019.8938
2,0.01,01:28:37:14,238.2065,1479.3605,1019.9085
3,0.02,01:28:37:14,238.1965,1479.3932,1019.91
4,0.03,01:28:37:15,238.179,1479.4288,1019.9257
5,0.04,01:28:37:15,238.1065,1479.3798,1019.8275
6,0.05,01:28:37:15,238.0858,1479.4835,1019.867
7,0.06,01:28:37:15,238.0752,1479.5313,1019.8768
8,0.07,01:28:37:16,238.0678,1479.56,1019.8785
9,0.08,01:28:37:16,238.0545,1479.5972,1019.8828
10,0.09,01:28:37:16,238.043,1479.626,1019.8982
11,0.1,01:28:37:16,238.03099999999998,1479.6538,1019.8989999999999
12,0.11,01:28:37:17,238.00900000000001,1479.6758,1019.9060000000001
13,0.12,01:28:37:17,238.0005,1479.7025,1019.9207
14,0.13,01:28:37:17,237.9868,1479.7195,1019.92
15,0.14,01:28:37:17,237.9788,1479.7405,1019.9298
16,0.15,01:28:37:18,237.9535,1479.7648,1019.9395
17,0.16,01:28:37:18,237.937,1479.7798,1019.9422
18,0.17,01:28:37:18,237.9298,1479.795,1019.9498
19,0.18,01:28:37:18,237.918,1479.8138,1019.9495
20,0.19,01:28:37:19,237.90599999999998,1479.8322,1019.955
21,0.2,01:28:37:19,237.898,1479.849,1019.9658
22,0.21,01:28:37:19,237.9052,1479.8695,1019.9789999999999
23,0.22,01:28:37:19,237.9138,1479.8837,1019.9942
24,0.23,01:28:37:20,237.9035,1479.9095,1020.0092
25,0.24,01:28:37:20,237.898,1479.9295,1020.0335
26,0.25,01:28:37:20,237.8978,1479.9478,1020.0478
27,0.26,01:28:37:20,237.8857,1479.9720000000002,1020.057
28,0.27,01:28:37:21,237.8762,1479.9828,1020.052
29,0.28,01:28:37:21,237.8535,1479.9965,1020.0468
30,0.29,01:28:37:21,237.8522,1480.016,1020.0360000000001
31,0.3,01:28:37:21,237.8387,1480.031,1020.0182
32,0.31,01:28:37:22,237.8292,1480.0635,1020.0132
33,0.32,01:28:37:22,237.8312,1480.0875,1020.0112
34,0.33,01:28:37:22,237.8452,1480.1065,1020.01
35,0.34,01:28:37:22,237.8422,1480.1432,1019.998
36,0.35,01:28:37:23,237.8518,1480.1642,1020.0138
37,0.36,01:28:37:23,237.8528,1480.1825,1020.0135
38,0.37,01:28:37:23,237.855,1480.2032,1020.0219999999999
39,0.38,01:28:37:23,237.8525,1480.2128,1020.0219999999999
40,0.39,01:28:37:24,237.8632,1480.2283,1020.0245
41,0.4,01:28:37:24,237.8452,1480.2345,1020.0315
42,0.41,01:28:37:24,237.84799999999998,1480.2447,1020.0269999999999
43,0.42,01:28:37:24,237.8362,1480.2535,1020.0005
44,0.43,01:28:38:00,237.8195,1480.2573,1019.9825
45,0.44,01:28:38:00,237.8077,1480.2635,1019.959
46,0.45,01:28:38:00,237.795,1480.2663,1019.9305
47,0.46,01:28:38:00,237.7838,1480.2755,1019.9115
48,0.47,01:28:38:01,237.771,1480.2827,1019.9035
49,0.48,01:28:38:01,237.7548,1480.2807,1019.88
50,0.49,01:28:38:01,237.7462,1480.2875,1019.87
51,0.5,01:28:38:01,237.7332,1480.2875,1019.8898
52,0.51,01:28:38:02,237.73,1480.2805,1019.8910000000001
53,0.52,01:28:38:02,237.7262,1480.2838,1019.8985
54,0.53,01:28:38:02,237.7262,1480.27,1019.8948
55,0.54,01:28:38:02,237.727,1480.2468,1019.8995
56,0.55,01:28:38:03,237.7335,1480.2255,1019.885
57,0.56,01:28:38:03,237.7412,1480.2067,1019.8668
58,0.57,01:28:38:03,237.7578,1480.1885,1019.8408
59,0.58,01:28:38:03,237.7718,1480.1635,1019.8192
60,0.59,01:28:38:04,237.7878,1480.1375,1019.791
61,0.6,01:28:38:04,237.7858,1480.1188,1019.762
62,0.61,01:28:38:04,237.798,1480.095,1019.7472
63,0.62,01:28:38:04,237.80700000000002,1480.075,1019.7455
64,0.63,01:28:38:05,237.8255,1480.0578,1019.7510000000001
65,0.64,01:28:38:05,237.8282,1480.0420000000001,1019.7578
66,0.65,01:28:38:05,237.843,1480.0363,1019.7628
67,0.66,01:28:38:05,237.8505,1480.0198,1019.7688
68,0.67,01:28:38:06,237.8625,1480.019,1019.7595
69,0.68,01:28:38:06,237.858,1480.0120000000002,1019.7669999999999
70,0.69,01:28:38:06,237.8792,1480.0048,1019.7515
71,0.7,01:28:38:06,237.8728,1479.9992,1019.7339999999999
72,0.71,01:28:38:07,237.8815,1479.9918,1019.73
73,0.72,01:28:38:07,237.8922,1479.9768,1019.7172
74,0.73,01:28:38:07,237.8942,1479.9687,1019.7045
75,0.74,01:28:38:07,237.8985,1479.9522,1019.6895
76,0.75,01:28:38:08,237.8968,1479.9205,1019.685
77,0.76,01:28:38:08,237.9032,1479.9012,1019.671
78,0.77,01:28:38:08,237.917,1479.8795,1019.673
79,0.78,01:28:38:08,237.9285,1479.852,1019.6708
80,0.79,01:28:38:09,237.9415,1479.8210000000001,1019.6645
81,0.8,01:28:38:09,237.9337,1479.8317,1019.6439999999999
82,0.81,01:28:38:09,237.9552,1479.7522,1019.6378
83,0.82,01:28:38:09,237.952,1479.7385,1019.6332
84,0.83,01:28:38:10,237.9648,1479.7089999999998,1019.622
85,0.84,01:28:38:10,237.9672,1479.6903,1019.6039999999999
86,0.85,01:28:38:10,237.9788,1479.6795,1019.5992
87,0.86,01:28:38:10,237.97400000000002,1479.6725,1019.5935
88,0.87,01:28:38:11,237.9773,1479.6618,1019.59
89,0.88,01:28:38:11,237.9848,1479.6642,1019.5895
90,0.89,01:28:38:11,237.987,1479.6570000000002,1019.5832
91,0.9,01:28:38:11,238.0062,1479.6518,1019.57
92,0.91,01:28:38:12,238.0078,1479.6425,1019.5658
93,0.92,01:28:38:12,238.0092,1479.6522,1019.5635
94,0.93,01:28:38:12,238.0118,1479.6525,1019.5605
95,0.94,01:28:38:12,238.00799999999998,1479.6482,1019.5522
96,0.95,01:28:38:13,238.00900000000001,1479.642,1019.5475
97,0.96,01:28:38:13,238.0082,1479.6242,1019.5555
98,0.97,01:28:38:13,238.0022,1479.6232,1019.5425
99,0.98,01:28:38:13,238.0032,1479.6170000000002,1019.5338
100,0.99,01:28:38:14,238.0035,1479.6078,1019.5242
101,1.0,01:28:38:14,238.0118,1479.5905,1019.5112
102,1.01,01:28:38:14,238.0015,1479.5872,1019.5098
103,1.02,01:28:38:14,238.002,1479.5758,1019.5078
104,1.03,01:28:38:15,237.9962,1479.5653,1019.4948
105,1.04,01:28:38:15,237.99900000000002,1479.5618,1019.4945
106,1.05,01:28:38:15,237.9992,1479.5532,1019.4982
107,1.06,01:28:38:15,238.00599999999997,1479.5495,1019.4972
108,1.07,01:28:38:16,238.011,1479.5312,1019.4968
109,1.08,01:28:38:16,238.013,1479.5225,1019.4932
110,1.09,01:28:38:16,238.0202,1479.5265,1019.495
111,1.1,01:28:38:16,238.0185,1479.5095,1019.4838
112,1.11,01:28:38:17,238.032,1479.5015,1019.4822
113,1.12,01:28:38:17,238.0302,1479.4877,1019.4815
114,1.13,01:28:38:17,238.02700000000002,1479.4767,1019.4688
115,1.14,01:28:38:17,238.0318,1479.4675,1019.4742
116,1.15,01:28:38:18,238.0385,1479.4525,1019.4668
117,1.16,01:28:38:18,238.041,1479.4365,1019.46
118,1.17,01:28:38:18,238.0575,1479.4270000000001,1019.466
119,1.18,01:28:38:18,238.0685,1479.4032,1019.4645
120,1.19,01:28:38:19,238.0778,1479.3965,1019.4665
121,1.2,01:28:38:19,238.0965,1479.39,1019.4658
122,1.21,01:28:38:19,238.101,1479.3682,1019.4605
123,1.22,01:28:38:19,238.11700000000002,1479.364,1019.4538
124,1.23,01:28:38:20,238.1272,1479.358,1019.4488
125,1.24,01:28:38:20,238.1182,1479.3525,1019.459
126,1.25,01:28:38:20,238.1152,1479.3455,1019.4562
127,1.26,01:28:38:20,238.1128,1479.3422,1019.4532
128,1.27,01:28:38:21,238.1012,1479.3287,1019.4545
129,1.28,01:28:38:21,238.1,1479.3212,1019.4575
130,1.29,01:28:38:21,238.0925,1479.3120000000001,1019.459
131,1.3,01:28:38:21,238.0838,1479.3078,1019.4578
132,1.31,01:28:38:22,238.09099999999998,1479.3020000000001,1019.4538
133,1.32,01:28:38:22,238.0822,1479.2972,1019.4425
134,1.33,01:28:38:22,238.0835,1479.2888,1019.4438
135,1.34,01:28:38:22,238.0788,1479.2777,1019.4372
136,1.35,01:28:38:23,238.079,1479.2658,1019.4282
137,1.36,01:28:38:23,238.074,1479.2517,1019.4238
138,1.37,01:28:38:23,238.0692,1479.2337,1019.415
139,1.38,01:28:38:23,238.0605,1479.2175,1019.4169999999999
140,1.39,01:28:38:24,238.0655,1479.2028,1019.4135
141,1.4,01:28:38:24,238.0638,1479.1852,1019.4228
142,1.41,01:28:38:24,238.0602,1479.1705,1019.4242
143,1.42,01:28:38:24,238.0662,1479.1618,1019.4342
144,1.43,01:28:39:00,238.077,1479.1589999999999,1019.4405
145,1.44,01:28:39:00,238.0838,1479.136,1019.4448
146,1.45,01:28:39:00,238.0898,1479.1175,1019.4472
147,1.46,01:28:39:00,238.1065,1479.096,1019.4575
148,1.47,01:28:39:01,238.1152,1479.0702,1019.4662
149,1.48,01:28:39:01,238.11900000000003,1479.0425,1019.4685
150,1.49,01:28:39:01,238.1398,1479.0188,1019.4792
151,1.5,01:28:39:01,238.1408,1478.9820000000002,1019.4822
152,1.51,01:28:39:02,238.1528,1478.9647,1019.4795
153,1.52,01:28:39:02,238.158,1478.9278,1019.4635
154,1.53,01:28:39:02,238.167,1478.9003,1019.4615
155,1.54,01:28:39:02,238.157,1478.875,1019.4608
156,1.55,01:28:39:03,238.1812,1478.855,1019.4538
157,1.56,01:28:39:03,238.1657,1478.818,1019.4595
158,1.57,01:28:39:03,238.166,1478.8143,1019.4552
159,1.58,01:28:39:03,238.1635,1478.8015,1019.466
160,1.59,01:28:39:04,238.155,1478.7928,1019.4665
161,1.6,01:28:39:04,238.1515,1478.7853,1019.4682
162,1.61,01:28:39:04,238.1508,1478.7798,1019.4652
163,1.62,01:28:39:04,238.1475,1478.764,1019.4618
164,1.63,01:28:39:05,238.1495,1478.757,1019.4588
165,1.64,01:28:39:05,238.1395,1478.7478,1019.4532
166,1.65,01:28:39:05,238.1372,1478.735,1019.4595
167,1.66,01:28:39:05,238.1365,1478.724,1019.4605
168,1.67,01:28:39:06,238.1278,1478.7175,1019.4542
169,1.68,01:28:39:06,238.13099999999997,1478.7028,1019.454
170,1.69,01:28:39:06,238.1315,1478.703,1019.4488
171,1.7,01:28:39:06,238.1245,1478.6812,1019.4438
172,1.71,01:28:39:07,238.1192,1478.6770000000001,1019.4405
173,1.72,01:28:39:07,238.1222,1478.6603,1019.4382
174,1.73,01:28:39:07,238.1192,1478.6448,1019.4345
175,1.74,01:28:39:07,238.1132,1478.6385,1019.4235
176,1.75,01:28:39:08,238.1148,1478.6168,1019.4185
177,1.76,01:28:39:08,238.0918,1478.6038,1019.4019999999999
178,1.77,01:28:39:08,238.092,1478.582,1019.3925
179,1.78,01:28:39:08,238.0825,1478.5655,1019.38
180,1.79,01:28:39:09,238.0748,1478.5485,1019.3665
181,1.8,01:28:39:09,238.06799999999998,1478.5320000000002,1019.3615
182,1.81,01:28:39:09,238.06,1478.5105,1019.3455
183,1.82,01:28:39:09,238.0433,1478.4912,1019.3442
184,1.83,01:28:39:10,238.0445,1478.4715,1019.3308
185,1.84,01:28:39:10,238.0313,1478.4582,1019.3172
186,1.85,01:28:39:10,238.0295,1478.4385,1019.297
187,1.86,01:28:39:10,238.037,1478.4265,1019.2715
188,1.87,01:28:39:11,238.0295,1478.408,1019.2610000000001
189,1.88,01:28:39:11,238.0335,1478.3905,1019.2408
190,1.89,01:28:39:11,238.0298,1478.3755,1019.2215
191,1.9,01:28:39:11,238.0448,1478.355,1019.1985
192,1.91,01:28:39:12,238.0428,1478.3325,1019.1812
193,1.92,01:28:39:12,238.0455,1478.3175,1019.1635
194,1.93,01:28:39:12,238.0525,1478.3012,1019.1425
195,1.94,01:28:39:12,238.0662,1478.2985,1019.1138
196,1.95,01:28:39:13,238.076,1478.2779999999998,1019.0958
197,1.96,01:28:39:13,238.09599999999998,1478.2667,1019.0768
198,1.97,01:28:39:13,238.104,1478.2535,1019.056
199,1.98,01:28:39:13,238.1192,1478.2375,1019.0192
200,1.99,01:28:39:14,238.1535,1478.2258,1018.9925
201,2.0,01:28:39:14,238.1818,1478.205,1018.9695
202,2.01,01:28:39:14,238.2235,1478.185,1018.941
203,2.02,01:28:39:14,238.2675,1478.1578,1018.908
204,2.03,01:28:39:15,238.3142,1478.1368,1018.8625
205,2.04,01:28:39:15,238.3582,1478.1198,1018.8145
206,2.05,01:28:39:15,238.4215,1478.1035,1018.755
207,2.06,01:28:39:15,238.47799999999998,1478.1045,1018.6808
208,2.07,01:28:39:16,238.5468,1478.1129999999998,1018.5962
209,2.08,01:28:39:16,238.6138,1478.1382,1018.498
210,2.09,01:28:39:16,238.7125,1478.1878,1018.3760000000001
211,2.1,01:28:39:16,238.8145,1478.2355,1018.2415
212,2.11,01:28:39:17,238.9348,1478.3210000000001,1018.076
213,2.12,01:28:39:17,239.0902,1478.4260000000002,1017.8822
214,2.13,01:28:39:17,239.2628,1478.5588,1017.6505
215,2.14,01:28:39:17,239.4685,1478.7342,1017.4315
216,2.15,01:28:39:18,239.6835,1478.9112,1017.181
217,2.16,01:28:39:18,239.9288,1479.1178,1016.9285
218,2.17,01:28:39:18,240.1878,1479.344,1016.6668
219,2.18,01:28:39:18,240.4418,1479.5725,1016.413
220,2.19,01:28:39:19,240.6705,1479.8085,1016.177
221,2.2,01:28:39:19,240.8962,1480.0555,1015.9238
222,2.21,01:28:39:19,241.1055,1480.3223,1015.706
223,2.22,01:28:39:19,241.3122,1480.569,1015.5045
224,2.23,01:28:39:20,241.4977,1480.717,1015.304
225,2.24,01:28:39:20,241.6855,1480.9712,1015.1847
226,2.25,01:28:39:20,241.8622,1481.1292,1015.0415
227,2.26,01:28:39:20,242.0217,1481.5968,1014.935
228,2.27,01:28:39:21,242.173,1481.8629999999998,1014.8105
229,2.28,01:28:39:21,242.3078,1482.1565,1014.6652
230,2.29,01:28:39:21,242.4142,1482.505,1014.447
231,2.3,01:28:39:21,242.512,1482.9468,1014.1572
232,2.31,01:28:39:22,242.5575,1483.068,1014.1815
233,2.32,01:28:39:22,242.6138,1483.342,1014.0568
234,2.33,01:28:39:22,242.6657,1483.6970000000001,1013.9742
235,2.34,01:28:39:22,242.8325,1483.5242,1013.9932
236,2.35,01:28:39:23,242.9005,1483.7465,1013.9952
237,2.36,01:28:39:23,242.9517,1483.9902,1013.836
238,2.37,01:28:39:23,243.0082,1484.2158,1013.7762
239,2.38,01:28:39:23,243.0865,1484.3378,1013.7848
240,2.39,01:28:39:24,243.13299999999998,1484.517,1013.7147
241,2.4,01:28:39:24,243.2415,1484.8718,1013.578
242,2.41,01:28:39:24,243.295,1484.9332,1013.6108
243,2.42,01:28:39:24,243.4225,1485.151,1013.5725
244,2.43,01:28:40:00,243.5805,1485.375,1013.5455
245,2.44,01:28:40:00,243.6738,1485.4095,1013.6392
246,2.45,01:28:40:00,243.8852,1485.6438,1013.5872
247,2.46,01:28:40:00,244.15400000000002,1485.872,1013.5348
248,2.47,01:28:40:01,244.4352,1486.0765,1013.4752
249,2.48,01:28:40:01,244.78599999999997,1486.3202,1013.3728
250,2.49,01:28:40:01,244.9425,1486.118,1013.5198
251,2.5,01:28:40:01,245.2432,1486.2373,1013.4915
252,2.51,01:28:40:02,245.5835,1486.5082,1013.4318
253,2.52,01:28:40:02,245.9668,1486.5365,1013.4815
254,2.53,01:28:40:02,246.6438,1486.3258,1013.3608
255,2.54,01:28:40:02,246.885,1486.1798,1013.475
256,2.55,01:28:40:03,247.3232,1486.2647,1013.4738
257,2.56,01:28:40:03,247.87099999999998,1486.0082,1013.3738
258,2.57,01:28:40:03,248.1518,1486.5575,1013.4055
259,2.58,01:28:40:03,248.5608,1486.77,1013.3798
260,2.59,01:28:40:04,248.9842,1487.0079999999998,1013.3372
261,2.6,01:28:40:04,249.456,1487.2508,1013.2567
262,2.61,01:28:40:04,250.0045,1487.5778,1013.1888
263,2.62,01:28:40:04,250.66,1488.0273,1013.113
264,2.63,01:28:40:05,251.1522,1488.227,1013.1045
265,2.64,01:28:40:05,251.8405,1488.5758,1013.058
266,2.65,01:28:40:05,252.565,1488.1329999999998,1012.862
267,2.66,01:28:40:05,253.377,1488.868,1012.7828
268,2.67,01:28:40:06,254.1132,1489.2698,1012.7002
269,2.68,01:28:40:06,254.8022,1489.6557,1012.6355
270,2.69,01:28:40:06,255.3535,1490.0077,1012.6078
271,2.7,01:28:40:06,256.0745,1490.4058,1012.5388
272,2.71,01:28:40:07,256.8663,1490.795,1012.4285
273,2.72,01:28:40:07,257.7095,1491.2702,1012.3887
274,2.73,01:28:40:07,258.562,1491.7128,1012.3805
275,2.74,01:28:40:07,259.4682,1492.1870000000001,1012.3315
276,2.75,01:28:40:08,260.3745,1492.6202,1012.2560000000001
277,2.76,01:28:40:08,261.277,1493.1352,1012.2718
278,2.77,01:28:40:08,262.1855,1493.6722,1012.2415
279,2.78,01:28:40:08,263.0598,1494.2268,1012.2112
280,2.79,01:28:40:09,263.89799999999997,1494.7537,1012.1765
281,2.8,01:28:40:09,264.6995,1495.3387,1012.1857
282,2.81,01:28:40:09,265.469,1495.9015,1012.1885
283,2.82,01:28:40:09,266.1082,1497.5910000000001,1012.3608
284,2.83,01:28:40:10,266.8008,1498.386,1012.3789999999999
285,2.84,01:28:40:10,267.8238,1498.9405,1012.1898
286,2.85,01:28:40:10,268.236,1499.2982,1012.2243
287,2.86,01:28:40:10,268.822,1499.714,1012.1275
288,2.87,01:28:40:11,269.5312,1499.786,1011.8938
289,2.88,01:28:40:11,270.0235,1500.3918,1011.7875
290,2.89,01:28:40:11,270.447,1500.9978,1011.6775
291,2.9,01:28:40:11,270.7858,1501.6578,1011.5262
292,2.91,01:28:40:12,270.988,1502.6832,1011.2232
293,2.92,01:28:40:12,271.2197,1503.345,1011.1388
294,2.93,01:28:40:12,271.394,1504.0445,1011.06
295,2.94,01:28:40:12,271.619,1504.7025,1010.9558
296,2.95,01:28:40:13,271.7182,1505.2843,1010.9088
297,2.96,01:28:40:13,271.7615,1505.8532,1010.8705
298,2.97,01:28:40:13,271.7458,1506.4189999999999,1010.877
299,2.98,01:28:40:13,271.6825,1506.9512,1010.8415
300,2.99,01:28:40:14,271.6143,1507.5178,1010.7732
301,3.0,01:28:40:14,271.5083,1508.1188,1010.6492
302,3.01,01:28:40:14,271.3728,1509.205,1010.4552
303,3.02,01:28:40:14,271.1992,1509.87,1010.3158
304,3.03,01:28:40:15,271.1998,1510.7262,1010.0858
305,3.04,01:28:40:15,270.9875,1511.2735,1009.9482
306,3.05,01:28:40:15,270.721,1511.749,1009.8389999999999
307,3.06,01:28:40:15,270.4395,1512.1903,1009.8005
308,3.07,01:28:40:16,270.0882,1514.5035,1009.3935
309,3.08,01:28:40:16,269.5005,1515.1502,1009.2168
310,3.09,01:28:40:16,268.8962,1515.276,1009.1288
311,3.1,01:28:40:16,268.267,1516.0520000000001,1008.9428
312,3.11,01:28:40:17,267.6962,1516.731,1008.7702
313,3.12,01:28:40:17,267.0462,1518.0078,1008.613
314,3.13,01:28:40:17,266.4992,1518.1979999999999,1008.5205
315,3.14,01:28:40:17,266.0565,1519.1868,1008.1058
316,3.15,01:28:40:18,265.214,1520.0852,1007.9963
317,3.16,01:28:40:18,264.5498,1520.7308,1007.9692
318,3.17,01:28:40:18,263.876,1521.6068,1007.7768
319,3.18,01:28:40:18,263.0375,1522.7055,1007.576
320,3.19,01:28:40:19,262.3695,1523.4965,1007.363
321,3.2,01:28:40:19,261.5878,1524.5843,1007.0925
322,3.21,01:28:40:19,260.8532,1525.8729999999998,1006.846
323,3.22,01:28:40:19,259.8885,1526.8158,1006.7285
324,3.23,01:28:40:20,259.051,1527.8965,1006.4385
325,3.24,01:28:40:20,258.3482,1528.7975,1006.12
326,3.25,01:28:40:20,257.5112,1529.9520000000002,1005.7002
