Frame,Time,SMPTE,bar_right_hip_x,bar_right_hip_y,bar_right_hip_z
1,0.0,01:28:37:14,85.84200000000001,1466.6670000000001,1015.7310000000001
2,0.01,01:28:37:14,85.84700000000001,1466.7275,1015.7625
3,0.02,01:28:37:14,85.84100000000001,1466.7805,1015.775
4,0.03,01:28:37:15,85.806,1466.8329999999999,1015.7985
5,0.04,01:28:37:15,85.698,1466.933,1015.7745
6,0.05,01:28:37:15,85.67200000000001,1466.989,1015.7845
7,0.06,01:28:37:15,85.65899999999999,1467.055,1015.8065
8,0.07,01:28:37:16,85.6555,1467.1115,1015.821
9,0.08,01:28:37:16,85.6335,1467.1775,1015.8365
10,0.09,01:28:37:16,85.61399999999999,1467.2365,1015.8815
11,0.1,01:28:37:16,85.6025,1467.2845,1015.898
12,0.11,01:28:37:17,85.583,1467.3395,1015.932
13,0.12,01:28:37:17,85.5715,1467.3805,1015.956
14,0.13,01:28:37:17,85.5605,1467.412,1015.9715
15,0.14,01:28:37:17,85.5485,1467.44,1015.992
16,0.15,01:28:37:18,85.5305,1467.4695,1016.008
17,0.16,01:28:37:18,85.515,1467.485,1016.0225
18,0.17,01:28:37:18,85.5055,1467.504,1016.0445
19,0.18,01:28:37:18,85.5055,1467.5175,1016.046
20,0.19,01:28:37:19,85.4895,1467.525,1016.0625
21,0.2,01:28:37:19,85.4925,1467.5439999999999,1016.0875
22,0.21,01:28:37:19,85.4905,1467.5535,1016.113
23,0.22,01:28:37:19,85.5135,1467.5565,1016.1285
24,0.23,01:28:37:20,85.5045,1467.5745,1016.159
25,0.24,01:28:37:20,85.506,1467.5795,1016.194
26,0.25,01:28:37:20,85.5125,1467.5815,1016.2185
27,0.26,01:28:37:20,85.5085,1467.5970000000002,1016.2275
28,0.27,01:28:37:21,85.5015,1467.5885,1016.235
29,0.28,01:28:37:21,85.48899999999999,1467.592,1016.2295
30,0.29,01:28:37:21,85.4865,1467.59,1016.2245
31,0.3,01:28:37:21,85.477,1467.5835,1016.2085
32,0.31,01:28:37:22,85.461,1467.5895,1016.211
33,0.32,01:28:37:22,85.4625,1467.586,1016.2155
34,0.33,01:28:37:22,85.4875,1467.5625,1016.2139999999999
35,0.34,01:28:37:22,85.4905,1467.5805,1016.2145
36,0.35,01:28:37:23,85.5065,1467.589,1016.2230000000001
37,0.36,01:28:37:23,85.5055,1467.594,1016.2145
38,0.37,01:28:37:23,85.5045,1467.618,1016.2245
39,0.38,01:28:37:23,85.51,1467.6355,1016.2285
