Frame,Time,SMPTE,bar_left_hip_x,bar_left_hip_y,bar_left_hip_z
1,0.0,01:28:37:14,390.5895,1491.977,1024.0565
2,0.01,01:28:37:14,390.566,1491.9935,1024.0545
3,0.02,01:28:37:14,390.55199999999996,1492.006,1024.045
4,0.03,01:28:37:15,390.55199999999996,1492.0245,1024.053
5,0.04,01:28:37:15,390.515,1491.8265,1023.8805
6,0.05,01:28:37:15,390.4995,1491.9779999999998,1023.9495
7,0.06,01:28:37:15,390.4915,1492.0075,1023.947
8,0.07,01:28:37:16,390.48,1492.0085,1023.936
9,0.08,01:28:37:16,390.4755,1492.017,1023.929
10,0.09,01:28:37:16,390.472,1492.0155,1023.915
11,0.1,01:28:37:16,390.4595,1492.023,1023.9
12,0.11,01:28:37:17,390.435,1492.0120000000002,1023.88
13,0.12,01:28:37:17,390.4295,1492.0245,1023.8855
14,0.13,01:28:37:17,390.413,1492.027,1023.8685
15,0.14,01:28:37:17,390.409,1492.0410000000002,1023.8675
16,0.15,01:28:37:18,390.3765,1492.06,1023.8710000000001
17,0.16,01:28:37:18,390.35900000000004,1492.0745,1023.862
18,0.17,01:28:37:18,390.35400000000004,1492.086,1023.855
19,0.18,01:28:37:18,390.3305,1492.11,1023.8530000000001
20,0.19,01:28:37:19,390.3225,1492.1395,1023.8475
21,0.2,01:28:37:19,390.3035,1492.154,1023.8439999999999
22,0.21,01:28:37:19,390.32,1492.1855,1023.845
23,0.22,01:28:37:19,390.314,1492.211,1023.86
24,0.23,01:28:37:20,390.3025,1492.2445,1023.8595
25,0.24,01:28:37:20,390.29,1492.2795,1023.873
26,0.25,01:28:37:20,390.283,1492.3139999999999,1023.877
27,0.26,01:28:37:20,390.26300000000003,1492.3470000000002,1023.8865
28,0.27,01:28:37:21,390.251,1492.3770000000002,1023.8689999999999
29,0.28,01:28:37:21,390.218,1492.401,1023.8639999999999
30,0.29,01:28:37:21,390.218,1492.442,1023.8475
31,0.3,01:28:37:21,390.2005,1492.4785,1023.828
32,0.31,01:28:37:22,390.1975,1492.5375,1023.8155
33,0.32,01:28:37:22,390.2,1492.589,1023.807
34,0.33,01:28:37:22,390.20300000000003,1492.6505,1023.806
35,0.34,01:28:37:22,390.194,1492.7060000000001,1023.7815
36,0.35,01:28:37:23,390.19699999999995,1492.7395,1023.8045
37,0.36,01:28:37:23,390.2,1492.771,1023.8125
38,0.37,01:28:37:23,390.2055,1492.7885,1023.8195
39,0.38,01:28:37:23,390.195,1492.79,1023.8155
40,0.39,01:28:37:24,390.2,1492.7965,1023.8255
41,0.4,01:28:37:24,390.19300000000004,1492.7865,1023.828
42,0.41,01:28:37:24,390.2055,1492.789,1023.827
43,0.42,01:28:37:24,390.1825,1492.7779999999998,1023.803
44,0.43,01:28:38:00,390.1685,1492.7579999999998,1023.7815
45,0.44,01:28:38:00,390.1665,1492.7379999999998,1023.7605
46,0.45,01:28:38:00,390.1565,1492.714,1023.7365
47,0.46,01:28:38:00,390.142,1492.692,1023.7239999999999
48,0.47,01:28:38:01,390.1355,1492.674,1023.7215
49,0.48,01:28:38:01,390.115,1492.649,1023.6965
50,0.49,01:28:38:01,390.1035,1492.635,1023.7080000000001
51,0.5,01:28:38:01,390.083,1492.6129999999998,1023.7339999999999
52,0.51,01:28:38:02,390.0845,1492.5965,1023.7355
53,0.52,01:28:38:02,390.0755,1492.5855,1023.752
54,0.53,01:28:38:02,390.0775,1492.5835,1023.7615
55,0.54,01:28:38:02,390.089,1492.569,1023.7769999999999
56,0.55,01:28:38:03,390.0975,1492.5715,1023.7725
57,0.56,01:28:38:03,390.1075,1492.585,1023.7589999999999
58,0.57,01:28:38:03,390.121,1492.6070000000002,1023.7389999999999
59,0.58,01:28:38:03,390.1425,1492.62,1023.7275
60,0.59,01:28:38:04,390.162,1492.63,1023.704
61,0.6,01:28:38:04,390.159,1492.6470000000002,1023.697
62,0.61,01:28:38:04,390.1635,1492.675,1023.696
63,0.62,01:28:38:04,390.17400000000004,1492.6965,1023.703
64,0.63,01:28:38:05,390.1855,1492.707,1023.7305
65,0.64,01:28:38:05,390.18699999999995,1492.7420000000002,1023.748
66,0.65,01:28:38:05,390.19699999999995,1492.7675,1023.7705
67,0.66,01:28:38:05,390.19300000000004,1492.78,1023.7915
68,0.67,01:28:38:06,390.2015,1492.8129999999999,1023.79
69,0.68,01:28:38:06,390.19199999999995,1492.8355,1023.8055
70,0.69,01:28:38:06,390.2115,1492.856,1023.8155
71,0.7,01:28:38:06,390.2025,1492.8705,1023.797
72,0.71,01:28:38:07,390.2245,1492.8795,1023.8
73,0.72,01:28:38:07,390.231,1492.8755,1023.7919999999999
74,0.73,01:28:38:07,390.2275,1492.8785,1023.7885
