Frame,Time,SMPTE,bar_left_foot_x,bar_left_foot_y,bar_left_foot_z
1,0.0,01:28:37:14,428.7817,1557.1343,42.3293
2,0.01,01:28:37:14,428.7787,1557.1403,42.332
3,0.02,01:28:37:14,428.7797,1557.1433,42.3373
4,0.03,01:28:37:15,428.7763,1557.1393,42.3337
5,0.04,01:28:37:15,428.845,1557.023,42.218
6,0.05,01:28:37:15,428.8473,1556.974,42.211000000000006
7,0.06,01:28:37:15,428.8363,1556.9687,42.2007
8,0.07,01:28:37:16,428.8463,1556.9537,42.1957
9,0.08,01:28:37:16,428.843,1556.9377,42.1987
10,0.09,01:28:37:16,428.8443,1556.9423,42.2017
11,0.1,01:28:37:16,428.8447,1556.9273,42.20399999999999
12,0.11,01:28:37:17,428.848,1556.9283,42.1973
13,0.12,01:28:37:17,428.8423,1556.9287,42.1907
14,0.13,01:28:37:17,428.8513,1556.9267,42.198
15,0.14,01:28:37:17,428.8457,1556.9313,42.2027
16,0.15,01:28:37:18,428.8533,1556.9233,42.196000000000005
17,0.16,01:28:37:18,428.8583,1556.934,42.1973
18,0.17,01:28:37:18,428.8607,1556.9223,42.191
19,0.18,01:28:37:18,428.8527,1556.9243,42.2023
20,0.19,01:28:37:19,428.8433,1556.9357,42.1977
21,0.2,01:28:37:19,428.8467,1556.9283,42.191
22,0.21,01:28:37:19,428.8457,1556.9337,42.1837
23,0.22,01:28:37:19,428.8467,1556.94,42.1957
24,0.23,01:28:37:20,428.8437,1556.941,42.1867
25,0.24,01:28:37:20,428.8493,1556.941,42.1837
26,0.25,01:28:37:20,428.8437,1556.9447,42.1823
27,0.26,01:28:37:20,428.8373,1556.9479999999999,42.183
28,0.27,01:28:37:21,428.8477,1556.9403,42.188
29,0.28,01:28:37:21,428.833,1556.9397,42.1983
30,0.29,01:28:37:21,428.8363,1556.943,42.1827
31,0.3,01:28:37:21,428.8343,1556.9427,42.1873
32,0.31,01:28:37:22,428.8457,1556.942,42.1967
33,0.32,01:28:37:22,428.8393,1556.9460000000001,42.1887
34,0.33,01:28:37:22,428.838,1556.9467,42.1803
35,0.34,01:28:37:22,428.833,1556.942,42.1877
36,0.35,01:28:37:23,428.8483,1556.942,42.1763
37,0.36,01:28:37:23,428.846,1556.9387,42.1717
38,0.37,01:28:37:23,428.838,1556.941,42.184
39,0.38,01:28:37:23,428.8413,1556.9457,42.178999999999995
40,0.39,01:28:37:24,428.8383,1556.9470000000001,42.181000000000004
