Frame,Time,SMPTE,bar_spine_x,bar_spine_y,bar_spine_z
1,0.0,01:28:37:14,234.3803,1656.6779999999999,1221.4257
2,0.01,01:28:37:14,234.3933,1656.747,1221.4227
3,0.02,01:28:37:14,234.4113,1656.8167,1221.4177
4,0.03,01:28:37:15,234.5527,1656.7957,1221.4743
5,0.04,01:28:37:15,234.4747,1656.588,1221.1033
6,0.05,01:28:37:15,234.4167,1656.8933,1221.319
7,0.06,01:28:37:15,234.4257,1656.953,1221.3247
8,0.07,01:28:37:16,234.44299999999998,1657.0123,1221.3457
9,0.08,01:28:37:16,234.452,1657.047,1221.3703
10,0.09,01:28:37:16,234.4723,1657.1017,1221.394
11,0.1,01:28:37:16,234.4837,1657.1447,1221.4073
12,0.11,01:28:37:17,234.4833,1657.1863,1221.4289999999999
13,0.12,01:28:37:17,234.47099999999998,1657.2323,1221.464
14,0.13,01:28:37:17,234.46900000000002,1657.2879999999998,1221.4897
15,0.14,01:28:37:17,234.445,1657.3447,1221.532
16,0.15,01:28:37:18,234.4347,1657.5317,1221.614
17,0.16,01:28:37:18,234.4367,1657.5537,1221.6317
18,0.17,01:28:37:18,234.4443,1657.5720000000001,1221.6363
19,0.18,01:28:37:18,234.457,1657.5987,1221.6413
20,0.19,01:28:37:19,234.453,1657.6097,1221.6573
21,0.2,01:28:37:19,234.4753,1657.62,1221.6673
22,0.21,01:28:37:19,234.4887,1657.6187,1221.6783
23,0.22,01:28:37:19,234.51,1657.6337,1221.6989999999998
24,0.23,01:28:37:20,234.5127,1657.6323,1221.7169999999999
25,0.24,01:28:37:20,234.5217,1657.6470000000002,1221.728
26,0.25,01:28:37:20,234.521,1657.644,1221.7513
27,0.26,01:28:37:20,234.5167,1657.6443,1221.759
28,0.27,01:28:37:21,234.49900000000002,1657.644,1221.7727
29,0.28,01:28:37:21,234.5067,1657.6343,1221.7747
30,0.29,01:28:37:21,234.4953,1657.6263,1221.7897
31,0.3,01:28:37:21,234.4847,1657.6270000000002,1221.8033
32,0.31,01:28:37:22,234.46900000000002,1657.6313,1221.8039999999999
33,0.32,01:28:37:22,234.447,1657.6263,1221.819
34,0.33,01:28:37:22,234.4397,1657.6307,1221.8113
35,0.34,01:28:37:22,234.4243,1657.634,1221.809
36,0.35,01:28:37:23,234.428,1657.646,1221.8127
37,0.36,01:28:37:23,234.4273,1657.6497,1221.8113
38,0.37,01:28:37:23,234.4127,1657.6607,1221.7957
39,0.38,01:28:37:23,234.40400000000002,1657.6757,1221.7910000000002
40,0.39,01:28:37:24,234.4007,1657.6889999999999,1221.7717
41,0.4,01:28:37:24,234.378,1657.6943,1221.7657
42,0.41,01:28:37:24,234.387,1657.7203,1221.7493
43,0.42,01:28:37:24,234.38,1657.5917,1221.6713
44,0.43,01:28:38:00,234.3777,1657.5970000000002,1221.6307
45,0.44,01:28:38:00,234.3717,1657.6087,1221.6003
46,0.45,01:28:38:00,234.3747,1657.6343,1221.5773
47,0.46,01:28:38:00,234.37900000000002,1657.6607,1221.555
48,0.47,01:28:38:01,234.385,1657.6843,1221.5257
49,0.48,01:28:38:01,234.3627,1657.7103,1221.5333
50,0.49,01:28:38:01,234.3813,1657.7383,1221.5127
51,0.5,01:28:38:01,234.38299999999998,1657.754,1221.4857
52,0.51,01:28:38:02,234.3897,1657.7687,1221.479
53,0.52,01:28:38:02,234.3853,1657.787,1221.4593
54,0.53,01:28:38:02,234.36900000000003,1657.7917,1221.4523
55,0.54,01:28:38:02,234.357,1657.795,1221.4123
56,0.55,01:28:38:03,234.3423,1657.7917,1221.4017
57,0.56,01:28:38:03,234.3167,1657.7817,1221.3647
58,0.57,01:28:38:03,234.28599999999997,1657.7717,1221.3323
59,0.58,01:28:38:03,234.2673,1657.76,1221.3057
60,0.59,01:28:38:04,234.236,1657.746,1221.267
61,0.6,01:28:38:04,234.206,1657.7327,1221.2363
62,0.61,01:28:38:04,234.1833,1657.7157,1221.2093
63,0.62,01:28:38:04,234.1593,1657.7023,1221.1967
64,0.63,01:28:38:05,234.145,1657.6827,1221.1960000000001
65,0.64,01:28:38:05,234.1333,1657.658,1221.1863
66,0.65,01:28:38:05,234.109,1657.6393,1221.1717
67,0.66,01:28:38:05,234.0957,1657.6277,1221.1573
68,0.67,01:28:38:06,234.0693,1657.6087,1221.1437
69,0.68,01:28:38:06,234.048,1657.585,1221.1373
70,0.69,01:28:38:06,234.0323,1657.5643,1221.115
71,0.7,01:28:38:06,233.9963,1657.5573,1221.097
72,0.71,01:28:38:07,233.986,1657.5539999999999,1221.0847
73,0.72,01:28:38:07,233.9657,1657.5447,1221.065
74,0.73,01:28:38:07,233.94099999999997,1657.543,1221.056
75,0.74,01:28:38:07,233.9293,1657.5439999999999,1221.0403
76,0.75,01:28:38:08,233.9017,1657.5510000000002,1221.024
77,0.76,01:28:38:08,233.88299999999998,1657.5520000000001,1221.0013
78,0.77,01:28:38:08,233.8703,1657.5513,1220.979
79,0.78,01:28:38:08,233.8717,1657.5563,1220.9687
80,0.79,01:28:38:09,233.8463,1657.5770000000002,1220.958
81,0.8,01:28:38:09,233.8353,1657.5893,1220.9237
82,0.81,01:28:38:09,233.833,1657.5937,1220.8980000000001
83,0.82,01:28:38:09,233.8393,1657.5983,1220.8777
84,0.83,01:28:38:10,233.83,1657.5993,1220.85
85,0.84,01:28:38:10,233.829,1657.6003,1220.833
86,0.85,01:28:38:10,233.8273,1657.5997,1220.8237
87,0.86,01:28:38:10,233.8317,1657.5910000000001,1220.816
88,0.87,01:28:38:11,233.8433,1657.5873,1220.8087
89,0.88,01:28:38:11,233.83900000000003,1657.5883,1220.799
90,0.89,01:28:38:11,233.847,1657.5723,1220.8087
91,0.9,01:28:38:11,233.84799999999998,1657.5479999999998,1220.8063
92,0.91,01:28:38:12,233.847,1657.5477,1220.8197
93,0.92,01:28:38:12,233.8437,1657.5327,1220.8267
94,0.93,01:28:38:12,233.8533,1657.516,1220.8387
